index,textnum,dockey,sideline,locus,level,inscobj,fs80,dir,posnum,signnum,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,strict,exclusion_reasons
1274,2635,2635,0,31,-20,1,13,1,5,5,267,402,123,102,15,,,,,,,,,,1,
1275,2636,2636,10,31,-20,1,31,1,4,4,267,99,106,162,,,,,,,,,,,1,
1276,2636,2636,20,31,-20,1,251,1,4,3,267,99,*106,0,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1277,2637,2637,0,31,-20,1,0,1,2,2,70,12,,,,,,,,,,,,,1,
1278,2638,2638,0,31,-20,1,13,1,2,2,249,307,,,,,,,,,,,,,1,
1279,2639,2639,0,31,-20,1,13,1,2,2,86,15,,,,,,,,,,,,,1,
1280,2640,2640,0,31,-20,1,91,1,3,2,0,347,342,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1281,2641,2641,1,31,-20,1,271,1,2,2,330,123,,,,,,,,,,,,,1,
1282,2641,2641,2,31,-20,1,271,1,4,4,197,67,342,1,,,,,,,,,,,1,
1283,2643,2643,0,31,-20,1,0,1,5,5,323,344,65,296,342,,,,,,,,,,1,
1284,2644,2644,0,31,-20,1,14,1,3,2,0,341,342,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1285,2645,2645,0,31,-20,1,11,1,3,3,100,17,60,,,,,,,,,,,,1,
1286,2646,2646,0,31,-20,1,13,1,5,4,0,99,59,135,342,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1287,2647,2647,0,31,-20,1,13,1,7,7,267,99,67,171,8,342,1,,,,,,,,1,
1288,2648,2648,0,31,-20,1,71,1,5,5,267,99,104,162,242,,,,,,,,,,1,
1289,2650,2650,0,31,-21,1,13,1,5,5,293,123,343,294,342,,,,,,,,,,1,
1290,2651,2651,0,31,-21,1,112,2,4,4,219,381,252,391,,,,,,,,,,,1,
1291,2652,2652,0,31,-21,1,13,1,2,2,216,254,,,,,,,,,,,,,1,
1292,2653,2653,0,31,-21,1,13,1,6,6,267,99,48,127,347,342,,,,,,,,,1,
1293,2654,2654,0,31,-21,1,0,1,14,14,17,293,293,211,202,267,99,65,70,336,89,87,284,342,1,
1294,2655,2655,0,31,-21,1,41,1,6,6,387,72,336,89,347,342,,,,,,,,,1,
1295,2656,2656,0,31,-21,1,13,1,3,3,290,267,402,,,,,,,,,,,,1,
1296,2657,2657,0,31,-21,1,13,1,5,5,319,32,99,102,162,,,,,,,,,,1,
1297,2658,2658,10,31,-21,1,0,2,2,2,109,162,,,,,,,,,,,,,1,
1298,2658,2658,29,31,-21,1,361,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1299,2659,2659,0,31,-21,1,351,1,3,3,*102,287,342,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1300,2660,2660,0,31,-21,1,13,1,6,6,267,99,249,162,342,242,,,,,,,,,1,
1301,2661,2661,0,31,-21,1,50,1,2,2,201,277,,,,,,,,,,,,,1,
1302,2662,2662,0,31,-21,1,0,1,3,3,3,352,176,,,,,,,,,,,,1,
1303,2663,2663,0,31,-21,1,62,1,3,3,204,245,342,,,,,,,,,,,,1,
1304,2664,2664,0,31,-21,1,13,1,5,5,*237,330,97,124,342,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1305,2665,2665,0,31,-21,1,351,1,5,5,*391,97,261,186,343,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1306,2666,2666,0,31,-22,1,13,1,5,5,17,162,99,124,342,,,,,,,,,,1,
1307,2667,2667,1,31,-22,1,13,1,5,4,86,59,*127,267,0,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1308,2667,2667,2,31,-22,1,13,1,3,2,87,59,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1309,2669,2669,0,31,-22,1,13,1,4,3,0,*059,121,342,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1310,2671,2671,0,31,-22,1,351,1,3,2,0,53,342,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1311,2672,2672,0,31,-22,1,0,1,3,2,0,347,342,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1312,2673,2673,0,31,-23,1,132,3,1,1,326,,,,,,,,,,,,,,1,
1313,2674,2674,0,31,-23,1,13,1,5,5,267,99,175,176,211,,,,,,,,,,1,
1314,2675,2675,0,31,-23,1,45,1,7,7,87,19,54,99,65,59,211,,,,,,,,1,
1315,2676,2676,0,31,-23,1,11,1,4,3,0,72,149,342,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1316,2677,2677,0,31,-24,1,31,1,4,4,267,99,22,297,,,,,,,,,,,1,
1317,2678,2678,0,31,-24,1,13,1,2,2,124,12,,,,,,,,,,,,,1,
1318,2679,2679,0,31,-24,1,0,1,5,5,238,267,99,121,342,,,,,,,,,,1,
1319,2680,2680,0,31,-24,1,13,1,5,5,267,99,204,230,342,,,,,,,,,,1,
1320,2681,2681,0,31,-24,1,13,1,6,5,0,*219,343,109,59,211,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1321,2682,2682,0,31,-24,1,0,1,2,2,389,15,,,,,,,,,,,,,1,
1322,2683,2683,0,31,-25,1,0,1,5,3,0,72,59,342,0,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1323,2684,2684,0,31,-25,1,112,1,5,5,391,99,228,162,242,,,,,,,,,,1,
1324,2685,2685,0,31,-27,1,13,1,7,7,303,343,67,51,130,149,342,,,,,,,,1,
1325,2686,2686,0,31,-31,1,11,1,4,2,0,402,43,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1326,2687,2687,1,34,-16,1,13,1,6,6,87,162,343,98,347,342,,,,,,,,,1,
1327,2687,2687,2,34,-16,1,13,1,3,3,55,342,267,,,,,,,,,,,,1,
1328,2688,2688,0,34,-18,1,0,1,3,2,0,62,342,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1329,2689,2689,1,34,-19,1,45,1,5,5,391,99,175,214,342,,,,,,,,,,1,
1330,2689,2689,2,34,-19,1,45,1,3,3,216,97,402,,,,,,,,,,,,1,
1331,2690,2690,1,34,-19,1,999,1,10,10,150,123,51,130,149,342,150,123,387,342,,,,,1,
1332,2690,2690,2,34,-19,1,999,9,1,0,0,,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1333,2691,2691,0,34,-19,1,13,1,5,5,391,99,112,197,342,,,,,,,,,,1,
1334,2692,2692,0,34,-22,1,13,1,3,3,391,391,342,,,,,,,,,,,,1,
1335,2693,2693,0,8,0,1,13,1,4,3,150,123,*301,0,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1336,2694,2694,0,7,7,1,13,1,7,7,17,303,99,65,67,342,1,,,,,,,,1,
1337,2695,2695,0,6,2,1,13,1,3,3,205,112,342,,,,,,,,,,,,1,
1338,2696,2696,1,6,2,1,65,1,2,2,150,123,,,,,,,,,,,,,1,
1339,2696,2696,2,6,2,1,65,1,4,4,100,17,81,342,,,,,,,,,,,1,
1340,2697,2697,0,6,1,1,0,1,6,6,104,169,98,121,87,342,,,,,,,,,1,
1341,2698,2698,0,6,1,1,13,1,2,2,104,15,,,,,,,,,,,,,1,
1342,2699,2699,0,8,0,1,0,1,3,3,389,342,91,,,,,,,,,,,,1,
1343,2700,2700,0,7,-2,1,13,1,5,5,87,59,*072,334,*342,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1344,2701,2701,0,6,-1,1,45,1,6,6,398,402,99,387,216,*254,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1345,2702,2702,0,7,-1,1,13,1,4,4,155,402,3,176,,,,,,,,,,,1,
1346,2704,2704,0,7,-1,1,13,3,1,1,224,,,,,,,,,,,,,,1,
1347,2705,2705,0,31,-18,1,13,1,2,2,109,162,,,,,,,,,,,,,1,
1348,2706,2706,0,31,-18,1,31,1,5,5,267,402,87,294,342,,,,,,,,,,1,
1349,2802,2802,10,7,2,2,15,1,8,8,17,38,176,51,130,*109,245,*245,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1350,2802,2802,29,7,2,2,740,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1351,2802,2802,39,7,2,2,770,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1352,2804,2804,10,7,-1,2,13,1,2,2,397,162,,,,,,,,,,,,,1,
1353,2804,2804,20,7,-1,2,251,1,2,2,397,162,,,,,,,,,,,,,1,
1354,2805,2805,10,32,-4,2,730,1,4,4,*086,325,*347,342,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1355,2805,2805,29,32,-4,2,181,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1356,2805,2805,39,32,-4,2,800,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1357,2806,2806,10,32,-5,2,974,1,2,2,244,342,,,,,,,,,,,,,1,
1358,2806,2806,29,32,-5,2,420,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1359,2807,2807,10,33,0,2,351,1,2,2,336,321,,,,,,,,,,,,,1,
1360,2807,2807,20,33,0,2,0,1,4,4,202,294,336,321,,,,,,,,,,,1,
1361,2808,2808,10,32,-7,2,113,1,2,2,409,96,,,,,,,,,,,,,1,
1362,2808,2808,20,32,-7,2,11,9,1,0,0,,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1363,2808,2808,30,32,-7,2,41,9,1,0,0,,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1364,2808,2808,40,32,-7,2,135,9,1,0,0,,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1365,2808,2808,59,32,-7,2,972,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1366,2808,2808,69,32,-7,2,972,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1367,2809,2809,10,32,-4,2,0,1,3,3,245,336,252,,,,,,,,,,,,1,
1368,2809,2809,20,32,-4,2,0,1,3,3,245,336,252,,,,,,,,,,,,1,
1369,2809,2809,30,32,-4,2,0,9,1,0,0,,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1370,2810,2810,10,32,-11,2,0,3,1,1,214,,,,,,,,,,,,,,1,
1371,2810,2810,20,32,-11,2,0,1,4,4,178,389,15,176,,,,,,,,,,,1,
1372,2812,2812,10,32,-6,2,0,3,1,1,214,,,,,,,,,,,,,,1,
1373,2812,2812,20,32,-6,2,0,1,4,4,178,389,15,176,,,,,,,,,,,1,
1374,2813,2813,10,32,-6,2,974,1,2,2,244,342,,,,,,,,,,,,,1,
1375,2813,2813,29,32,-6,2,420,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1376,2814,2814,10,32,-9,2,974,1,2,2,244,342,,,,,,,,,,,,,1,
1377,2814,2814,29,32,-9,2,420,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1378,2815,2815,10,32,-2,2,444,1,5,5,45,95,328,2,176,,,,,,,,,,1,
1379,2815,2815,29,32,-2,2,750,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1380,2818,2818,10,31,-6,2,0,1,7,7,41,137,249,65,67,342,1,,,,,,,,1,
1381,2818,2818,29,31,-6,2,973,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1382,2819,2819,10,31,-7,2,650,1,2,2,326,*342,,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1383,2819,2819,20,31,-7,2,255,1,2,2,326,342,,,,,,,,,,,,,1,
1384,2819,2819,30,31,-7,2,320,1,2,2,326,342,,,,,,,,,,,,,1,
1385,2820,2820,10,33,0,2,0,1,7,7,41,137,249,65,67,342,1,,,,,,,,1,
1386,2820,2820,29,33,0,2,973,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1387,2821,2821,10,31,-10,2,0,1,3,3,65,48,342,,,,,,,,,,,,1,
1388,2821,2821,29,31,-10,2,13,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1389,2822,2822,10,31,-8,2,999,2,3,2,0,342,176,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1390,2822,2822,29,31,-8,2,117,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1391,2824,2824,10,33,0,2,974,9,2,1,0,342,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1392,2824,2824,29,33,0,2,420,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1393,2825,2825,10,33,0,2,0,1,7,7,41,137,249,65,67,342,1,,,,,,,,1,
1394,2825,2825,29,33,0,2,973,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1395,2826,2826,0,31,-10,2,13,1,8,8,182,186,267,99,53,59,155,211,,,,,,,1,
1396,2827,2827,10,31,-6,2,660,3,1,1,417,,,,,,,,,,,,,,1,
1397,2827,2827,20,31,-6,2,0,3,1,1,342,,,,,,,,,,,,,,1,
1398,2830,2830,10,31,-10,2,0,1,5,5,53,171,59,342,176,,,,,,,,,,1,
1399,2830,2830,29,31,-10,2,971,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1400,2831,2831,0,31,-11,2,0,1,3,2,0,149,342,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1401,2835,2835,10,31,-9,2,50,1,2,2,201,277,,,,,,,,,,,,,1,
1402,2835,2835,20,31,-9,2,0,1,5,5,67,387,194,342,176,,,,,,,,,,1,
1403,2835,2835,39,31,-9,2,630,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1404,2836,2836,10,31,-11,2,251,1,2,2,336,321,,,,,,,,,,,,,1,
1405,2836,2836,20,31,-11,2,251,1,2,2,336,321,,,,,,,,,,,,,1,
1406,2837,2837,0,31,-9,2,13,1,5,4,267,99,98,102,0,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1407,2839,2839,10,31,-10,2,0,1,7,7,41,137,249,65,67,342,1,,,,,,,,1,
1408,2839,2839,29,31,-10,2,973,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1409,2841,2841,10,31,-19,2,610,3,1,1,15,,,,,,,,,,,,,,1,
1410,2841,2841,29,31,-19,2,221,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1411,2842,2842,10,31,-16,2,0,1,5,4,201,277,*204,*086,0,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1412,2842,2842,29,31,-16,2,570,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1413,2842,2842,39,31,-16,2,363,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1414,2843,2843,10,31,-18,2,0,1,6,6,201,277,*204,*086,342,106,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1415,2843,2843,29,31,-18,2,570,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1416,2843,2843,39,31,-18,2,363,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1417,2844,2844,10,31,-17,2,121,1,3,3,336,321,176,,,,,,,,,,,,1,
1418,2844,2844,20,31,-17,2,999,1,5,4,67,87,59,403,0,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1419,2845,2845,0,31,-13,2,0,1,4,3,267,99,67,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1420,2846,2846,10,31,-16,2,0,1,6,6,225,123,387,342,9,45,,,,,,,,,1,
1421,2846,2846,20,31,-16,2,412,1,2,2,383,341,,,,,,,,,,,,,1,
1422,2847,2847,10,31,-17,2,0,1,9,9,386,53,48,342,12,328,328,328,162,,,,,,1,
1423,2847,2847,20,31,-17,2,0,1,7,7,137,155,343,10,81,403,87,,,,,,,,1,
1424,2847,2847,30,31,-17,2,0,1,10,10,343,294,328,391,87,112,294,171,8,342,,,,,1,
1425,2848,2848,10,31,-13,2,0,1,4,4,67,8,342,176,,,,,,,,,,,1,
1426,2848,2848,29,31,-13,2,999,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1427,2849,2849,10,31,-23,2,251,1,2,2,336,321,,,,,,,,,,,,,1,
1428,2849,2849,20,31,-23,2,251,1,2,2,336,321,,,,,,,,,,,,,1,
1429,2851,2851,10,31,-19,2,0,1,7,6,100,402,342,287,0,287,283,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1430,2851,2851,20,31,-19,2,137,1,3,3,325,347,342,,,,,,,,,,,,1,
1431,2852,2852,10,31,-19,2,45,1,2,2,65,211,,,,,,,,,,,,,1,
1432,2852,2852,20,31,-19,2,11,1,4,4,98,319,51,130,,,,,,,,,,,1,
1433,2852,2852,30,31,-19,2,95,1,3,3,245,342,1,,,,,,,,,,,,1,
1434,2854,2854,10,31,-14,2,111,3,1,1,63,,,,,,,,,,,,,,1,
1435,2854,2854,29,31,-14,2,111,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1436,2855,2855,10,31,-17,2,0,1,7,6,100,402,342,287,0,287,283,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1437,2855,2855,20,31,-17,2,137,1,3,2,325,347,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1438,2855,2855,30,31,-17,2,351,9,1,0,0,,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1439,2856,2856,0,31,-15,2,13,1,2,2,102,15,,,,,,,,,,,,,1,
1440,2857,2857,10,31,-17,2,113,1,2,2,409,96,,,,,,,,,,,,,1,
1441,2857,2857,20,31,-17,2,11,9,1,0,0,,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1442,2857,2857,30,31,-17,2,41,9,1,0,0,,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1443,2857,2857,40,31,-17,2,999,9,1,0,0,,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1444,2857,2857,59,31,-17,2,972,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1445,2857,2857,69,31,-17,2,972,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1446,2858,2858,0,31,-21,2,13,1,2,2,104,162,,,,,,,,,,,,,1,
1447,2860,2860,10,31,-13,2,11,1,10,10,327,303,245,245,125,59,99,17,134,86,,,,,1,
1448,2860,2860,29,31,-13,2,431,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1449,2861,2861,10,31,-14,2,0,1,5,5,35,63,129,233,277,,,,,,,,,,1,
1450,2861,2861,20,31,-14,2,0,1,5,5,67,389,194,342,*176,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1451,2861,2861,39,31,-14,2,988,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1452,2862,2862,0,31,-17,2,13,1,2,2,102,15,,,,,,,,,,,,,1,
1453,2863,2863,10,31,-14,2,0,1,6,6,267,99,67,403,87,342,,,,,,,,,1,
1454,2863,2863,29,31,-14,2,490,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1455,2864,2864,10,31,-15,2,361,1,4,4,171,8,342,176,,,,,,,,,,,1,
1456,2864,2864,20,31,-15,2,361,1,4,3,171,8,342,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1457,2865,2865,10,31,-18,2,0,1,4,3,267,99,386,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1458,2865,2865,29,31,-18,2,470,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1459,2866,2866,10,31,-18,2,0,1,5,5,35,63,129,233,277,,,,,,,,,,1,
1460,2866,2866,20,31,-18,2,0,1,5,5,67,389,194,342,*176,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1461,2866,2866,39,31,-18,2,988,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1462,2867,2867,0,31,-13,2,31,1,5,5,391,99,249,162,342,,,,,,,,,,1,
1463,2868,2868,10,31,-20,2,71,1,3,3,216,254,176,,,,,,,,,,,,1,
1464,2868,2868,29,31,-20,2,431,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1465,2901,2901,10,31,-6,5,0,3,1,1,363,,,,,,,,,,,,,,1,
1466,2901,2901,20,31,-6,5,0,1,7,7,59,112,194,18,211,87,169,,,,,,,,1,
1467,2902,2902,10,31,-11,5,0,3,1,1,405,,,,,,,,,,,,,,1,
1468,2902,2902,20,31,-11,5,0,1,5,5,102,59,249,169,342,,,,,,,,,,1,
1469,2903,2903,10,31,-10,5,0,3,1,1,*362,,,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1470,2903,2903,20,31,-10,5,0,1,7,7,389,407,124,169,373,287,342,,,,,,,,1,
1471,2904,2904,11,31,-8,5,0,1,4,3,0,*171,8,342,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1472,2904,2904,12,31,-8,5,0,1,4,4,171,59,407,169,,,,,,,,,,,1,
1473,2904,2904,29,31,-8,5,860,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1474,2905,2905,10,31,-12,5,0,1,4,4,89,328,287,319,,,,,,,,,,,1,
1475,2905,2905,20,31,-12,5,0,1,4,4,87,59,48,342,,,,,,,,,,,1,
1476,2906,2906,10,31,-10,5,0,1,4,4,89,328,287,319,,,,,,,,,,,1,
1477,2906,2906,20,31,-10,5,0,1,4,4,87,59,48,342,,,,,,,,,,,1,
1478,2907,2907,10,31,-10,5,0,1,4,4,65,*072,62,342,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1479,2907,2907,29,31,-10,5,111,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1480,2908,2908,10,31,-10,5,0,1,4,4,112,194,327,342,,,,,,,,,,,1,
1481,2908,2908,29,31,-10,5,290,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1482,2909,2909,10,31,-3,5,0,1,4,4,204,245,358,342,,,,,,,,,,,1,
1483,2909,2909,29,31,-3,5,145,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1484,2910,2910,10,31,-7,5,0,1,5,5,53,67,407,124,169,,,,,,,,,,1,
1485,2910,2910,29,31,-7,5,101,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1486,2911,2911,10,31,-5,5,0,1,7,7,70,112,194,18,211,87,169,,,,,,,,1,
1487,2911,2911,29,31,-5,5,139,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1488,2912,2912,10,31,-7,5,0,1,4,4,389,72,48,342,,,,,,,,,,,1,
1489,2912,2912,20,31,-7,5,135,1,3,3,249,169,342,,,,,,,,,,,,1,
1490,2913,2913,10,31,-6,5,0,1,4,4,87,59,348,342,,,,,,,,,,,1,
1491,2913,2913,29,31,-6,5,251,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1492,2914,2914,10,31,-9,5,0,1,7,7,389,407,124,169,373,287,342,,,,,,,,1,
1493,2914,2914,29,31,-9,5,520,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1494,2915,2915,10,31,-17,5,0,1,4,4,204,245,358,342,,,,,,,,,,,1,
1495,2915,2915,29,31,-17,5,147,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1496,2916,2916,10,31,-15,5,0,1,8,8,345,341,18,252,97,25,245,245,,,,,,,1,
1497,2916,2916,29,31,-15,5,15,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1498,2917,2917,10,31,-19,5,0,1,6,6,102,190,48,8,342,373,,,,,,,,,1,
1499,2917,2917,29,31,-19,5,139,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1500,2918,2918,10,31,-14,5,0,3,1,1,*051,,,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1501,2918,2918,20,31,-14,5,0,1,7,7,53,70,336,89,294,8,342,,,,,,,,1,
1502,2919,2919,10,31,-15,5,0,3,1,1,*267,,,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1503,2919,2919,20,31,-15,5,0,3,1,1,*348,,,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1504,2920,2920,10,31,-15,5,0,1,8,8,*295,87,97,252,97,25,245,245,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1505,2920,2920,29,31,-15,5,290,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1506,2921,2921,10,31,-17,5,0,3,1,1,96,,,,,,,,,,,,,,1,
1507,2921,2921,20,31,-17,5,0,1,2,2,348,342,,,,,,,,,,,,,1,
1508,2923,2923,10,31,-24,6,0,4,7,6,0,252,261,134,*098,391,*391,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1509,2923,2923,20,31,-24,6,0,4,5,5,387,12,104,106,312,,,,,,,,,,0,direction_not_in_strict_set
1510,2924,2924,0,31,-24,6,0,2,4,4,108,342,1,375,,,,,,,,,,,1,
1511,2925,2925,10,31,-24,6,0,1,7,7,163,252,261,134,*098,391,391,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1512,2925,2925,20,31,-24,6,0,4,2,2,108,315,,,,,,,,,,,,,0,direction_not_in_strict_set
