"corpus","system_class","sequence_id","description","document_type","region","class_or_group","length","duplicate_weight","tokens","source_ids"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01370","DSM: 2011/6/5 12:1:17 GMT","Weather Icon Sequence","","","5","2","tstorms | partlycloudy | chancetstorms | chancetstorms | partlycloudy","Weather_icons_02343|Weather_icons_04320"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01371","DSM: 2011/6/23 12:1:17 GMT","Weather Icon Sequence","","","5","1","partlycloudy | partlycloudy | chancetstorms | chancerain | partlycloudy","Weather_icons_02348"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01372","DSM: 2011/6/30 12:1:18 GMT","Weather Icon Sequence","","","5","1","partlycloudy | chancetstorms | clear | chancetstorms | partlycloudy","Weather_icons_02350"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01373","DSM: 2011/7/10 12:1:17 GMT","Weather Icon Sequence","","","5","4","chancetstorms | partlycloudy | partlycloudy | partlycloudy | chancetstorms","Weather_icons_02353|Weather_icons_02358|Weather_icons_03455|Weather_icons_06437"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01374","DSM: 2011/8/4 12:1:18 GMT","Weather Icon Sequence","","","5","2","partlycloudy | clear | chancetstorms | chancetstorms | chancetstorms","Weather_icons_02360|Weather_icons_08014"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01375","DSM: 2011/8/18 12:1:19 GMT","Weather Icon Sequence","","","5","2","partlycloudy | partlycloudy | chancetstorms | chancetstorms | clear","Weather_icons_02364|Weather_icons_02829"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01376","DSM: 2011/8/21 12:1:17 GMT","Weather Icon Sequence","","","5","12","partlycloudy | chancetstorms | chancetstorms | partlycloudy | partlycloudy","Weather_icons_02365|Weather_icons_02775|Weather_icons_03410|Weather_icons_04696|Weather_icons_04816|Weather_icons_04834|Weather_icons_06462|Weather_icons_06625|Weather_icons_06629|Weather_icons_07165|Weather_icons_07228|Weather_icons_08645"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01377","DSM: 2011/9/1 12:1:15 GMT","Weather Icon Sequence","","","5","1","tstorms | partlycloudy | chancetstorms | partlycloudy | clear","Weather_icons_02368"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01378","DSM: 2011/9/18 12:1:18 GMT","Weather Icon Sequence","","","5","1","partlycloudy | chancerain | tstorms | chancetstorms | chancerain","Weather_icons_02373"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01379","DSM: 2011/9/22 12:1:16 GMT","Weather Icon Sequence","","","5","1","tstorms | clear | chancetstorms | partlycloudy | partlycloudy","Weather_icons_02374"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01380","DSM: 2011/9/29 12:1:17 GMT","Weather Icon Sequence","","","5","1","tstorms | rain | partlycloudy | clear | clear","Weather_icons_02376"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01381","DSM: 2011/10/9 12:1:17 GMT","Weather Icon Sequence","","","5","1","partlycloudy | partlycloudy | tstorms | partlycloudy | chancerain","Weather_icons_02379"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01382","DSM: 2011/10/13 12:1:16 GMT","Weather Icon Sequence","","","5","1","partlycloudy | tstorms | chancerain | tstorms | clear","Weather_icons_02380"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01383","DSM: 2011/10/20 12:1:16 GMT","Weather Icon Sequence","","","5","1","partlycloudy | chancerain | partlycloudy | partlycloudy | clear","Weather_icons_02382"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01384","DSM: 2011/10/23 12:1:16 GMT","Weather Icon Sequence","","","5","3","partlycloudy | clear | partlycloudy | partlycloudy | clear","Weather_icons_02383|Weather_icons_04502|Weather_icons_05595"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01385","DSM: 2011/10/27 12:1:16 GMT","Weather Icon Sequence","","","5","1","partlycloudy | partlycloudy | tstorms | chancerain | partlycloudy","Weather_icons_02384"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01386","DSM: 2011/11/3 12:1:17 GMT","Weather Icon Sequence","","","5","1","chancerain | clear | partlycloudy | rain | chancerain","Weather_icons_02386"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01387","DSM: 2011/11/6 13:1:17 GMT","Weather Icon Sequence","","","5","5","clear | clear | partlycloudy | clear | partlycloudy","Weather_icons_02387|Weather_icons_04801|Weather_icons_04851|Weather_icons_06667|Weather_icons_08683"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01388","DSM: 2011/11/10 13:1:17 GMT","Weather Icon Sequence","","","5","1","partlycloudy | partlycloudy | rain | chancerain | clear","Weather_icons_02388"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01389","DSM: 2011/11/13 13:1:17 GMT","Weather Icon Sequence","","","5","4","partlycloudy | clear | partlycloudy | chancerain | chancerain","Weather_icons_02389|Weather_icons_06344|Weather_icons_06351|Weather_icons_08061"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01390","DSM: 2011/11/20 13:1:17 GMT","Weather Icon Sequence","","","5","1","clear | partlycloudy | tstorms | partlycloudy | partlycloudy","Weather_icons_02391"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01391","DUS: 2011/5/8 12:1:17 GMT","Weather Icon Sequence","","","5","1","mostlysunny | mostlysunny | mostlysunny | partlycloudy | chancerain","Weather_icons_02398"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01392","DUS: 2011/5/29 12:1:17 GMT","Weather Icon Sequence","","","5","2","chancerain | chancerain | partlycloudy | chancerain | sunny","Weather_icons_02404|Weather_icons_08238"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01393","DUS: 2011/6/5 12:1:17 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancerain | sunny | chancetstorms | rain","Weather_icons_02406"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01394","DUS: 2011/6/12 12:1:19 GMT","Weather Icon Sequence","","","5","3","sunny | chancerain | sunny | partlycloudy | chancerain","Weather_icons_02408|Weather_icons_08165|Weather_icons_08334"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01395","DUS: 2011/7/31 12:1:17 GMT","Weather Icon Sequence","","","5","1","chancetstorms | mostlysunny | chancerain | chancerain | sunny","Weather_icons_02422"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01396","DUS: 2011/8/14 12:1:18 GMT","Weather Icon Sequence","","","5","1","chancerain | mostlysunny | chancerain | partlycloudy | chancetstorms","Weather_icons_02426"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01397","DUS: 2011/8/21 12:1:17 GMT","Weather Icon Sequence","","","5","2","sunny | sunny | chancerain | sunny | chancetstorms","Weather_icons_02428|Weather_icons_02432"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01398","DUS: 2011/8/25 12:1:19 GMT","Weather Icon Sequence","","","5","1","sunny | rain | partlycloudy | sunny | mostlysunny","Weather_icons_02429"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01399","DUS: 2011/8/28 12:1:20 GMT","Weather Icon Sequence","","","5","1","chancetstorms | mostlysunny | chancetstorms | chancerain | mostlysunny","Weather_icons_02430"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01400","DUS: 2011/9/29 12:1:18 GMT","Weather Icon Sequence","","","5","1","mostlysunny | sunny | cloudy | mostlysunny | sunny","Weather_icons_02439"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01401","DUS: 2011/10/13 12:1:17 GMT","Weather Icon Sequence","","","5","1","chancerain | partlycloudy | hazy | chancerain | chancerain","Weather_icons_02443"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01402","DUS: 2011/10/16 12:1:17 GMT","Weather Icon Sequence","","","5","1","rain | sunny | mostlysunny | sunny | sunny","Weather_icons_02444"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01403","DUS: 2011/10/27 12:1:17 GMT","Weather Icon Sequence","","","5","1","mostlysunny | mostlysunny | sunny | chancerain | sunny","Weather_icons_02447"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01404","DUS: 2011/10/30 12:1:17 GMT","Weather Icon Sequence","","","5","2","sunny | partlycloudy | mostlysunny | mostlysunny | hazy","Weather_icons_02448|Weather_icons_04596"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01405","DUS: 2011/11/3 12:1:18 GMT","Weather Icon Sequence","","","5","1","partlycloudy | hazy | partlycloudy | mostlysunny | partlycloudy","Weather_icons_02449"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01406","DUS: 2011/11/6 13:1:17 GMT","Weather Icon Sequence","","","5","1","hazy | cloudy | cloudy | cloudy | mostlysunny","Weather_icons_02450"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01407","DUS: 2011/11/10 13:1:18 GMT","Weather Icon Sequence","","","5","1","cloudy | hazy | cloudy | sunny | hazy","Weather_icons_02451"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01408","DUS: 2011/11/20 13:1:17 GMT","Weather Icon Sequence","","","5","2","cloudy | partlycloudy | hazy | hazy | hazy","Weather_icons_02454|Weather_icons_08250"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01409","DUS: 2011/11/24 13:1:17 GMT","Weather Icon Sequence","","","5","1","hazy | cloudy | mostlysunny | partlycloudy | mostlysunny","Weather_icons_02455"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01410","DUS: 2011/11/27 13:1:17 GMT","Weather Icon Sequence","","","5","1","hazy | hazy | mostlysunny | cloudy | partlycloudy","Weather_icons_02456"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01411","EIS: 2011/4/26 4:35:42 GMT","Weather Icon Sequence","","","5","1","cloudy | cloudy | sunny | partlycloudy | cloudy","Weather_icons_02457"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01412","EIS: 2011/5/12 12:1:18 GMT","Weather Icon Sequence","","","5","8","sunny | chancerain | chancerain | chancerain | chancetstorms","Weather_icons_02462|Weather_icons_02927|Weather_icons_04866|Weather_icons_05297|Weather_icons_05306|Weather_icons_05885|Weather_icons_07309|Weather_icons_07543"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01413","EIS: 2011/5/22 12:1:17 GMT","Weather Icon Sequence","","","5","2","chancetstorms | chancetstorms | chancetstorms | chancetstorms | cloudy","Weather_icons_02465|Weather_icons_05963"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01414","EIS: 2011/5/26 12:1:18 GMT","Weather Icon Sequence","","","5","2","chancetstorms | mostlysunny | chancerain | chancetstorms | chancetstorms","Weather_icons_02466|Weather_icons_05207"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01415","EIS: 2011/5/29 12:1:17 GMT","Weather Icon Sequence","","","5","1","chancetstorms | partlycloudy | cloudy | mostlysunny | chancerain","Weather_icons_02467"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01416","EIS: 2011/6/2 12:1:20 GMT","Weather Icon Sequence","","","5","2","cloudy | chancerain | chancetstorms | chancetstorms | chancerain","Weather_icons_02468|Weather_icons_05929"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01417","EIS: 2011/6/5 12:1:18 GMT","Weather Icon Sequence","","","5","1","chancerain | chancerain | chancerain | chancetstorms | tstorms","Weather_icons_02469"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01418","EIS: 2011/6/9 12:1:20 GMT","Weather Icon Sequence","","","5","3","chancerain | chancerain | tstorms | chancetstorms | chancetstorms","Weather_icons_02470|Weather_icons_05508|Weather_icons_05940"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01419","EIS: 2011/6/16 12:4:30 GMT","Weather Icon Sequence","","","5","3","chancetstorms | chancerain | mostlysunny | chancetstorms | chancerain","Weather_icons_02472|Weather_icons_05501|Weather_icons_06010"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01420","EIS: 2011/7/10 12:1:18 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | cloudy | chancetstorms | chancerain","Weather_icons_02479"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01421","EIS: 2011/8/4 12:1:19 GMT","Weather Icon Sequence","","","5","1","chancerain | chancetstorms | chancerain | tstorms | chancetstorms","Weather_icons_02486"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01422","EIS: 2011/8/11 12:1:18 GMT","Weather Icon Sequence","","","5","3","chancetstorms | chancerain | mostlysunny | chancerain | chancerain","Weather_icons_02488|Weather_icons_05493|Weather_icons_05888"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01423","EIS: 2011/8/14 12:1:19 GMT","Weather Icon Sequence","","","5","2","chancetstorms | chancetstorms | chancetstorms | sunny | chancetstorms","Weather_icons_02489|Weather_icons_04456"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01424","EIS: 2011/8/21 12:1:18 GMT","Weather Icon Sequence","","","5","3","chancetstorms | mostlysunny | sunny | chancetstorms | chancetstorms","Weather_icons_02491|Weather_icons_04117|Weather_icons_07532"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01425","EIS: 2011/8/25 12:1:19 GMT","Weather Icon Sequence","","","5","1","mostlysunny | tstorms | chancetstorms | chancetstorms | partlycloudy","Weather_icons_02492"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01426","EIS: 2011/9/1 12:1:16 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | mostlysunny | chancetstorms | sunny","Weather_icons_02494"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01427","EIS: 2011/9/4 12:1:17 GMT","Weather Icon Sequence","","","5","1","chancetstorms | sunny | sunny | sunny | partlycloudy","Weather_icons_02495"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01428","EIS: 2011/9/22 12:1:16 GMT","Weather Icon Sequence","","","5","2","tstorms | tstorms | mostlysunny | chancetstorms | chancetstorms","Weather_icons_02500|Weather_icons_07291"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01429","EIS: 2011/9/25 12:1:17 GMT","Weather Icon Sequence","","","5","1","chancerain | chancetstorms | chancetstorms | mostlysunny | chancetstorms","Weather_icons_02501"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01430","EIS: 2011/9/29 12:1:18 GMT","Weather Icon Sequence","","","5","1","mostlysunny | tstorms | mostlysunny | chancetstorms | mostlysunny","Weather_icons_02502"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01431","EIS: 2011/10/2 12:1:17 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | sunny | sunny | sunny","Weather_icons_02503"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01432","EIS: 2011/10/6 12:1:17 GMT","Weather Icon Sequence","","","5","5","chancetstorms | mostlysunny | mostlysunny | chancetstorms | chancetstorms","Weather_icons_02504|Weather_icons_06029|Weather_icons_07299|Weather_icons_07909|Weather_icons_07970"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01433","EIS: 2011/10/9 12:1:18 GMT","Weather Icon Sequence","","","5","1","chancetstorms | mostlysunny | mostlysunny | mostlysunny | chancetstorms","Weather_icons_02505"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01434","EIS: 2011/10/13 12:1:17 GMT","Weather Icon Sequence","","","5","3","mostlysunny | mostlysunny | mostlysunny | chancetstorms | chancetstorms","Weather_icons_02506|Weather_icons_03777|Weather_icons_06745"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01435","EIS: 2011/10/20 12:1:17 GMT","Weather Icon Sequence","","","5","1","mostlysunny | tstorms | chancetstorms | mostlysunny | chancetstorms","Weather_icons_02508"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01436","EIS: 2011/10/23 12:1:17 GMT","Weather Icon Sequence","","","5","1","sunny | sunny | chancetstorms | sunny | mostlysunny","Weather_icons_02509"
