run_id,arm,corpus,model,seed,initialization,parameter_count,optimizer_steps,masked_positions_seen,total_records,train_records,train_tokens,null_attrition_fraction,test_records,test_positions,masked_nll,masked_perplexity,masked_top1,masked_top5,multiclass_brier,stored_order_win_share,authentic_corruption_win_share,elapsed_seconds
ivc_transfer_ivc_position_slot_shuffle__micro__seed20260712,ivc_transfer_ivc_position_slot_shuffle,ivc,micro,20260712,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,358400,1796,663,3611,0.0,994,739,4.193567423117177,66.25874281094882,0.2746955345060893,0.45331529093369416,0.8584235659794168,0.8695652173913043,0.8913043478260869,144.01582771899996
pretrain_known_writing__micro__seed20260713,pretrain_known_writing,known_writing,micro,20260713,random_initialization,861437,1000,317861,661,198,919,0.0,97,552,5.025660888008449,152.2708568494257,0.07608695652173914,0.1793478260869565,0.9809959798619368,0.7731958762886598,0.5463917525773195,180.507310921
ivc_transfer_known_writing__micro__seed20260713,ivc_transfer_known_writing,ivc,micro,20260713,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,361345,1796,661,3657,0.0,999,751,3.9120727213975117,50.002485860261245,0.2782956058588549,0.49267643142476697,0.838494027819678,0.9236111111111112,0.9305555555555556,142.00290980800014
pretrain_nonwriting__micro__seed20260713,pretrain_nonwriting,nonwriting,micro,20260713,random_initialization,853310,1000,317861,593,198,919,0.0,89,383,3.096572198693497,22.121991377143278,0.1906005221932115,0.597911227154047,0.904491813002305,0.620253164556962,0.5189873417721519,165.96255581299988
ivc_transfer_nonwriting__micro__seed20260713,ivc_transfer_nonwriting,ivc,micro,20260713,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,361345,1796,661,3657,0.0,999,751,3.83459610818388,46.27473390675791,0.3062583222370173,0.5179760319573902,0.8279408379972537,0.9444444444444444,0.9027777777777778,141.16529099800005
pretrain_ivc_position_slot_shuffle__micro__seed20260713,pretrain_ivc_position_slot_shuffle,ivc_position_slot_shuffle,micro,20260713,random_initialization,867758,1000,317861,661,198,919,0.0,96,563,4.816598001212464,123.54407823942246,0.108348134991119,0.23978685612788633,0.9629430279638586,0.90625,0.75,176.544386347
ivc_transfer_ivc_position_slot_shuffle__micro__seed20260713,ivc_transfer_ivc_position_slot_shuffle,ivc,micro,20260713,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,361345,1796,661,3657,0.0,999,751,3.8476457659318823,46.882560686619875,0.2996005326231691,0.5046604527296937,0.8309703273239847,0.9305555555555556,0.9236111111111112,123.940982154
pretrain_known_writing__micro__seed20260714,pretrain_known_writing,known_writing,micro,20260714,random_initialization,860534,1000,319333,663,199,925,0.0,98,545,4.977303349206207,145.08261651114566,0.07706422018348624,0.20550458715596331,0.9770002032638689,0.8061224489795918,0.7040816326530612,147.328644171
ivc_transfer_known_writing__micro__seed20260714,ivc_transfer_known_writing,ivc,micro,20260714,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,358542,1796,663,3603,0.0,993,768,4.099333922068278,60.30010964570854,0.2682291666666667,0.4361979166666667,0.8558605710665385,0.8840579710144928,0.8623188405797102,119.61693431700002
pretrain_nonwriting__micro__seed20260714,pretrain_nonwriting,nonwriting,micro,20260714,random_initialization,853310,1000,319333,593,199,925,0.0,88,393,3.2506557008388994,25.80725621011991,0.14249363867684478,0.5470737913486005,0.9182075325769322,0.43037974683544306,0.4810126582278481,144.30565070700004
ivc_transfer_nonwriting__micro__seed20260714,ivc_transfer_nonwriting,ivc,micro,20260714,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,358542,1796,663,3603,0.0,993,768,4.135921637217204,62.547210351242164,0.25390625,0.4453125,0.8709569573402405,0.9057971014492754,0.8913043478260869,126.79696945600006
pretrain_ivc_position_slot_shuffle__micro__seed20260714,pretrain_ivc_position_slot_shuffle,ivc_position_slot_shuffle,micro,20260714,random_initialization,864920,1000,319333,663,199,925,0.0,97,508,4.878048874261811,131.3740862985518,0.10236220472440945,0.24606299212598426,0.9646687244805764,0.8556701030927835,0.8041237113402062,145.6749903120001
ivc_transfer_ivc_position_slot_shuffle__micro__seed20260714,ivc_transfer_ivc_position_slot_shuffle,ivc,micro,20260714,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,358542,1796,663,3603,0.0,993,768,4.0915530522664385,59.83274296111778,0.28125,0.4375,0.8456979990005493,0.8768115942028986,0.9130434782608695,124.67553262000001
pretrain_known_writing__micro__seed20260715,pretrain_known_writing,known_writing,micro,20260715,random_initialization,860792,1000,278595,665,175,805,0.0,101,514,5.062250632720235,157.9455941207749,0.07392996108949416,0.19066147859922178,0.9823134381483501,0.8316831683168316,0.693069306930693,147.88658235700007
ivc_transfer_known_writing__micro__seed20260715,ivc_transfer_known_writing,ivc,micro,20260715,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,361948,1796,665,3646,0.0,991,712,3.851072418555785,47.04348649717226,0.3047752808988764,0.49859550561797755,0.8307324955972393,0.9485294117647058,0.9044117647058824,117.51890247799997
pretrain_nonwriting__micro__seed20260715,pretrain_nonwriting,nonwriting,micro,20260715,random_initialization,853310,1000,278595,593,175,805,0.0,90,429,3.185764695103074,24.185776080759958,0.17016317016317017,0.6083916083916084,0.8974431889318364,0.5925925925925926,0.4444444444444444,125.19740574999992
ivc_transfer_nonwriting__micro__seed20260715,ivc_transfer_nonwriting,ivc,micro,20260715,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,361948,1796,665,3646,0.0,991,712,3.860977858639835,47.51178847354408,0.26685393258426965,0.4957865168539326,0.8513733938838659,0.9191176470588235,0.9191176470588235,115.32672429200011
pretrain_ivc_position_slot_shuffle__micro__seed20260715,pretrain_ivc_position_slot_shuffle,ivc_position_slot_shuffle,micro,20260715,random_initialization,866855,1000,278595,665,175,805,0.0,97,532,5.031096322195871,153.10076849231353,0.11466165413533834,0.20864661654135339,0.9698838972507563,0.8556701030927835,0.6804123711340206,132.22712743400007
ivc_transfer_ivc_position_slot_shuffle__micro__seed20260715,ivc_transfer_ivc_position_slot_shuffle,ivc,micro,20260715,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,361948,1796,665,3646,0.0,991,712,3.8307373389769137,46.09651446348989,0.29213483146067415,0.5112359550561798,0.8332695907421326,0.9338235294117647,0.9117647058823529,116.09129992800013
pretrain_known_writing__micro__seed20260716,pretrain_known_writing,known_writing,micro,20260716,random_initialization,860534,1000,324916,663,204,939,0.0,98,558,5.076888545866935,160.27459225989514,0.06630824372759857,0.1774193548387097,0.9852778868863232,0.7040816326530612,0.6632653061224489,143.56542025600015
ivc_transfer_known_writing__micro__seed20260716,ivc_transfer_known_writing,ivc,micro,20260716,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,361846,1796,663,3646,0.0,994,775,4.292716618199503,73.16496002668725,0.2503225806451613,0.432258064516129,0.8901206859465568,0.8561151079136691,0.8561151079136691,112.75080626099998
pretrain_nonwriting__micro__seed20260716,pretrain_nonwriting,nonwriting,micro,20260716,random_initialization,853310,1000,324916,593,204,939,0.0,83,390,3.1894637670272434,24.27540667883673,0.18974358974358974,0.5769230769230769,0.8994223765837841,0.5866666666666667,0.52,129.32562074499992
ivc_transfer_nonwriting__micro__seed20260716,ivc_transfer_nonwriting,ivc,micro,20260716,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,361846,1796,663,3646,0.0,994,775,4.331546389672064,76.06181687999852,0.2335483870967742,0.43612903225806454,0.8958736671939973,0.8848920863309353,0.8489208633093526,113.21372833099986
pretrain_ivc_position_slot_shuffle__micro__seed20260716,pretrain_ivc_position_slot_shuffle,ivc_position_slot_shuffle,micro,20260716,random_initialization,867242,1000,324916,663,204,939,0.0,96,526,4.882673647920441,131.9830688300406,0.12357414448669202,0.23954372623574144,0.9560210695738122,0.8854166666666666,0.75,145.1260034400002
ivc_transfer_ivc_position_slot_shuffle__micro__seed20260716,ivc_transfer_ivc_position_slot_shuffle,ivc,micro,20260716,shared_transformer_body_only_fresh_token_embeddings_and_task_heads,886850,900,361846,1796,663,3646,0.0,994,775,4.433555977113786,84.23040639274839,0.21935483870967742,0.41935483870967744,0.9005303579761136,0.8776978417266187,0.8776978417266187,113.11330835799981
