checked_date,head_after_002,cisi,row_id,site,type,symbol,cult,prev_before_002,next_after_head,tail_after_head,text
2026-05-31,820,M-1137,3504.1,Mohenjo-daro,SEAL:S,None,None,904,<END>,<END>,+740-904-002-820+
2026-05-31,820,M-1138,3505.1,Mohenjo-daro,SEAL:S,Rhin,Trough,017,<END>,<END>,+740-585-017-002-820+
2026-05-31,820,M-1139,3506.1,Mohenjo-daro,SEAL:S,Rhin,-,621,<END>,<END>,+740-416-621-002-820+
2026-05-31,861,M-1148,3509.1,Mohenjo-daro,SEAL:S,Elep,None,220,<END>,<END>,+520-220-002-861+
2026-05-31,456,M-1150,3511.1,Mohenjo-daro,SEAL:S,Elep,None,240,<END>,<END>,+621-520-231-240-002-456+
2026-05-31,861,M-1152,3513.1,Mohenjo-daro,SEAL:S,Elep,Trough,235,<END>,<END>,+740-032-840-235-002-861+
2026-05-31,033,M-1155,3516.1,Mohenjo-daro,SEAL:S,Elep,None,335,705,705,+740-760-335-002-033-705+
2026-05-31,168,M-1159,3519.1,Mohenjo-daro,SEAL:S,Elep,None,032,032,032,+232-220-032-002-168-032+
2026-05-31,861,M-1160,3520.1,Mohenjo-daro,SEAL:S,Elep,None,031,<END>,<END>,+000-136-031-002-861+
2026-05-31,861,M-1161,3521.1,Mohenjo-daro,SEAL:S,Elep,None,031,<END>,<END>,+520-233-031-002-861+
2026-05-31,817,M-1166,3526.1,Mohenjo-daro,SEAL:S,Tigr,Trough,240,<END>,<END>,+740-923-240-002-817+
2026-05-31,270,M-1169,3529.1,Mohenjo-daro,SEAL:S,Comp,None,072,633,633-032,+520-033-705-220-032/231-072-002-270-633-032+
2026-05-31,817,M-1177,3533.1,Mohenjo-daro,SEAL:S,CompBull,None,760,<END>,<END>,+740-760-002-817+
2026-05-31,820,M-1178,3534.1,Mohenjo-daro,SEAL:S,None,None,<START>,906,906-000,+002-820-906-000[
2026-05-31,244,M-1188,3539.1,Mohenjo-daro,SEAL:S,None,None,240,632,632,]000/000-125-632-032/240-002-244-632+
2026-05-31,824,M-1189,3540.1,Mohenjo-daro,SEAL:S,-,-,220,<END>,<END>,]861-892-692/000-220-002-824[
2026-05-31,861,M-1206,3556.2,Mohenjo-daro,SEAL:S,Gaur,None,255,<END>,<END>,+740-690-435-255-002-861+
2026-05-31,817,M-1226,3561.1,Mohenjo-daro,SEAL:S,Gaur,Trough,233,<END>,<END>,+520-033-705-235-233-002-817+
2026-05-31,570,M-1263,3570.1,Mohenjo-daro,SEAL:R,None,None,480,<END>,<END>,+000-740-000-520-480-002-570+
2026-05-31,861,M-1267,3574.1,Mohenjo-daro,SEAL:R,None,None,175,<END>,<END>,+416-001-740-720-175-002-861+
2026-05-31,817,M-1268,3575.1,Mohenjo-daro,SEAL:R,None,None,176,<END>,<END>,+740-455-176-002-817+
2026-05-31,861,M-1273,3580.1,Mohenjo-daro,SEAL:R,None,None,055,603,603,+740-055-002-861-603+
2026-05-31,502,M-1284,3589.1,Mohenjo-daro,SEAL:R,None,None,806,031,031,+416-001-520-240-806-002-502-031+
2026-05-31,824,M-1297,3602.1,Mohenjo-daro,SEAL:R,None,None,806,<END>,<END>,]806-002-824+
2026-05-31,817,M-1299,3604.1,Mohenjo-daro,SEAL:R,None,None,233,<END>,<END>,+527-550-033-705-233-002-817+
2026-05-31,820,M-1306,3611.1,Mohenjo-daro,SEAL:R,None,None,806,<END>,<END>,+740-405-590-806-002-820+
2026-05-31,817,M-1311,3616.1,Mohenjo-daro,SEAL:R,None,None,354,<END>,<END>,+520-400-354-002-817+
2026-05-31,880,M-1318,3623.1,Mohenjo-daro,SEAL:R,None,None,503,<END>,<END>,+740-460-503-002-880+
2026-05-31,904,M-1319,3624.1,Mohenjo-daro,SEAL:R,None,None,806,346,346,]798-806-002-904-346+
2026-05-31,595,M-1341,3646.1,Mohenjo-daro,SEAL:R,None,None,016,342,342-632,+016-002-595-342-632+
2026-05-31,861,M-1343,3648.1,Mohenjo-daro,SEAL,None,None,235,<END>,<END>,+740-390-590-235-002-861+
2026-05-31,820,M-1346,3650.1,Mohenjo-daro,SEAL:R,None,None,803,<END>,<END>,+740-861-032-233-803-002-820+
2026-05-31,820,M-1354,3654.1,Mohenjo-daro,SEAL:R,None,None,000,<END>,<END>,]000-002-820+
2026-05-31,900,M-1358,3657.1,Mohenjo-daro,SEAL:R,None,None,032,285,285,+032-002-900-285+
2026-05-31,060,M-1369,3668.1,Mohenjo-daro,SEAL:C,None,None,832,820,820,]000-055-592-140-832-002-060-820[
2026-05-31,370,M-1371,3670.1,Mohenjo-daro,POT:T:s,None,None,550,<END>,<END>,+527-550-002-370+
2026-05-31,370,M-1381,3677.1,Mohenjo-daro,POT:T:s,None,None,550,<END>,<END>,+527-550-002-370+
2026-05-31,817,M-1385,3681.1,Mohenjo-daro,TAG:P,Bull1,-,032,<END>,<END>,+740-760-032-002-817+
2026-05-31,817,M-1385,3681.2,Mohenjo-daro,TAG:P,Bull1,-,032,<END>,<END>,+740-760-032-002-817[
2026-05-31,817,M-1385,3681.3,Mohenjo-daro,TAG:P,Bull1,-,032,<END>,<END>,+740-760-032-002-817+
2026-05-31,031,M-1386,3682.1,Mohenjo-daro,TAB:B,-,-,235,480,480,]000-000-335-235-002-031-480[
2026-05-31,817,M-1391,3685.1,Mohenjo-daro,TAG:O,Bull1,SAN,798,032,032-320,+000-000-000-798-002-817-032-320+
2026-05-31,817,M-1420,3707.1,Mohenjo-daro,TAB:B,None,None,838,<END>,<END>,]838-002-817+
2026-05-31,861,M-1426,3711.1,Mohenjo-daro,TAB:B,None,None,798,<END>,<END>,+740-760-036-220-415-798-002-861+
2026-05-31,220,M-1427,3712.1,Mohenjo-daro,TAG:O,Bull1,None,140,627,627-615-906-388,+484-140-002-220-627-615-906-388+
2026-05-31,365,M-1532,3782.1,Mohenjo-daro,TAB:C,Othr,None,004,460,460-495,+407-004-002-365-460-495+
2026-05-31,790,M-1631,3825.1,Mohenjo-daro,BNGL,None,None,<START>,290,290-741,+002-790-290-741+
2026-05-31,861,M-1658,3844.2,Mohenjo-daro,MISC,None,None,016,<END>,<END>,+000-016-002-861+
2026-05-31,820,Ns-5,3853.1,Nausharo,SEAL:S,Bull1:J,HBF,016,<END>,<END>,+090-740-220-016-002-820+
2026-05-31,820,Ns-7,3855.1,Nausharo,SEAL:S,Bull1:J,SAN,003,<END>,<END>,+390-003-002-820+
2026-05-31,374,Ns-9,3857.1,Nausharo,SEAL:S,Comp,None,067,310,310-350-495-834,+740-142-067/002-374-310-350-495-834+
2026-05-31,390,Sktd-1,3875.1,Surkotada,SEAL:S,Bull1,RAN,004,125,125-820,+390-004-002-390-125-820+
2026-05-31,055,-,3882.1,Susa,SEAL:CY,Gaur,Trough,150,031,031-319-001-924,+416-150-002-055-031-319-001-924+
2026-05-31,705,-,3884.1,Tell Umma,TAG:L,Bull1,SAN,004,127,127,+390-004-002-705-127+
2026-05-31,095,TY-106,3886.1,Tepe Yahya,POT:T:s,None,None,<START>,000,000,+002-095-000[
2026-05-31,368,?-3,3892.1,Unknown,SEAL:S,None,None,<START>,590,590-900,+002-368-590-900+
2026-05-31,820,?-5,3894.1,Unknown,TAB:B,None,None,233,<END>,<END>,+555-233-002-820+
2026-05-31,817,?-6,3895.1,Unknown,TAB:B,None,None,061,<END>,<END>,+740-702-061-002-817+
2026-05-31,820,-,3896.1,Unknown,SEAL:S,Bull1:W,SAF,235,<END>,<END>,+740-222-235-002-820+
2026-05-31,004,-,3898.1,Ur,SEAL:C,Gaur,None,<START>,328,328-001-803-415,+002-004-328-001-803-415+
2026-05-31,861,M-1670,3908.1,Mohenjo-daro,SEAL:S,Bull1:II,SAN,233,<END>,<END>,+740-760-001-233-002-861+
2026-05-31,861,M-1698,3909.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,705,803,803,+740-482-033-705-002-861-803+
2026-05-31,000,H-1037,3922.1,Harappa,SEAL:S,Bull1:U,SAN,032,<END>,<END>,+740-904-032-002-000+
2026-05-31,817,H-1048,3925.1,Harappa,SEAL:S,Bull1:W,SAF,235,<END>,<END>,+740-032-840-235-002-817+
2026-05-31,933,H-1049,3926.1,Harappa,SEAL:S,Bull1:W,SAN,004,<END>,<END>,+405-004-002-933+
2026-05-31,820,H-1076,3930.1,Harappa,SEAL:R,None,None,706,<END>,<END>,+740-611-706-002-820+
2026-05-31,000,H-1079,3931.1,Harappa,SEAL:R,None,None,590,<END>,<END>,+740-390-590-002-000[
2026-05-31,000,H-2571,3948.1,Harappa,MISC,-,-,<START>,<END>,<END>,+002-000+
2026-05-31,817,H-1100,3959.1,Harappa,TAB:B,Bull2,SAN,240,<END>,<END>,+740-904-240-002-817+
2026-05-31,861,H-1130,3970.1,Harappa,TAB:B,None,None,240,<END>,<END>,+740-482-240-002-861+
2026-05-31,861,H-1131,3971.1,Harappa,TAB:B,None,None,240,<END>,<END>,+740-482-240-002-861+
2026-05-31,820,M-1754,3986.1,Mohenjo-daro,SEAL:S,Bull1,SAN,000,<END>,<END>,+000-000-002-820+
2026-05-31,817,M-1788,3989.1,Mohenjo-daro,SEAL:S,Bull1:I,RAN,032,<END>,<END>,+000-220-032-002-817+
2026-05-31,820,M-1806,3990.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,003,<END>,<END>,+390-003-002-820+
2026-05-31,031,M-1823,3991.1,Mohenjo-daro,SEAL:S,Bull1:S,RAN,004,376,376,+390-004-002-031-376+
2026-05-31,390,M-1825,3992.1,Mohenjo-daro,SEAL:S,Bull1,S,031,705,705,+157-031-002-390-705+
2026-05-31,413,M-1894,4001.1,Mohenjo-daro,SEAL:S,Zebu,None,233,368,368-031,+740-440-233-002-413-368-031+
2026-05-31,590,M-1909,4002.1,Mohenjo-daro,SEAL:S,Rhin,None,005,455,455,+368-005-002-590-455+
2026-05-31,820,M-1959,4006.1,Mohenjo-daro,SEAL:R,None,None,000,<END>,<END>,+740-100-000-002-820+
2026-05-31,861,M-1973,4010.1,Mohenjo-daro,SEAL:R,None,None,550,<END>,<END>,+740-575-017-233-550-002-861+
2026-05-31,570,M-2012,4015.1,Mohenjo-daro,TAB:B,Bull1,SAN,005,<END>,<END>,+740-900-005-002-570+
2026-05-31,000,M-1995,4018.1,Mohenjo-daro,SEAL,None,None,832,000,000,]000-220-832-002-000-000[
2026-05-31,407,M-2055,4030.1,Mohenjo-daro,TAB:C,None,None,<START>,125,125-590-831,+002-407-125-590-831+
2026-05-31,861,M-2087,4034.1,Mohenjo-daro,ROD,None,None,904,<END>,<END>,+820-000-032-740-904-002-861+
2026-05-31,000,M-2112,4045.1,Mohenjo-daro,ROD,None,None,003,<END>,<END>,+000-000-095-550-003-002-000+
2026-05-31,905,M-2128,4047.1,Mohenjo-daro,IMPL,None,None,705,<END>,<END>,+041-705-002-905+
2026-05-31,861,H-1449,4122.1,Harappa,POT:T:g,-,None,<START>,<END>,<END>,]002-861+
2026-05-31,267,-,4148.1,Rakhigarhi,SEAL:S,Bull1,-,255,000,000-033,+740-690-435-255-002-267-000-033+
2026-05-31,861,-,4154.1,Rakhigarhi,SEAL:S,Bull1,-,803,<END>,<END>,]240-803-002-861+
2026-05-31,285,-,4155.1,Gonur Depe,SEAL:S,Elep,None,235,<END>,<END>,+740-390-590-125-220-235-002-285+
2026-05-31,820,-,4156.1,Dholavira,TAG,Bull1,?AN,000,<END>,<END>,+520-000-002-820+
2026-05-31,820,-,4156.2,Dholavira,TAG,Bull1,?AN,000,<END>,<END>,+000-000-002-820+
2026-05-31,031,-,4164.1,Dholavira,SEAL:R,None,None,423,104,104,+423-003-001-423-002-031-104+
2026-05-31,000,-,4168.1,Dholavira,SEAL:R,None,None,527,<END>,<END>,+840-527-002-000+
2026-05-31,278,-,4173.1,Salut,SEAL:S,Gaur,Trough,004,595,595,+392-004-002-278-595+
2026-05-31,705,-,4182.1,Dholavira,SEAL:S,Bull1,-,231,530,530-904,+740-390-590-231-002-705-530-904+
2026-05-31,861,-,4195.1,Dholavira,SEAL:S,Bull1:V,HAN,590,<END>,<END>,+820-390-590-002-861+
2026-05-31,365,-,4196.1,Dholavira,SEAL:S,Bull1:J,SAN,391,550,550,+391-002-365-550+
2026-05-31,817,-,4197.1,Dholavira,SEAL:R,None,None,904,<END>,<END>,+001-000-000-832-904-002-817+
2026-05-31,226,-,4200.1,Dholavira,TAB:I,None,None,031,231,231,+575-031-002-226-231[
2026-05-31,463,-,4203.1,Dholavira,SEAL:S,Bull1:I,RAF,017,575,575,+463-513/390-017-002-463-575+
2026-05-31,629,-,4209.1,Dholavira,SEAL:S,Gaur,Trough,384,279,279,+740-384-002-629-279+
2026-05-31,817,-,4211.1,Dholavira,SEAL,-,-,235,<END>,<END>,+740-100-235-002-817+
2026-05-31,820,-,4234.1,Dholavira,SEAL:S,Bull1,-,000,<END>,<END>,]000-000-002-820+
2026-05-31,390,-,4237.1,Dholavira,SEAL:S,Bull1:I,RB,388,705,705,+151-032-388-002-390-705+
2026-05-31,457,-,4244.1,Dholavira,MISC,-,-,235,<END>,<END>,+033-705-233-235-002-457+
2026-05-31,000,-,4252.1,Dholavira,SEAL:S,Bull1:V,-,175,<END>,<END>,+740-760-175-002-000[
2026-05-31,861,-,4260.1,Dholavira,SEAL:R,None,None,016,<END>,<END>,+390-016-002-861+
2026-05-31,808,-,4270.1,Dholavira,SEAL:R,None,None,806,<END>,<END>,]806-002-808+
2026-05-31,861,-,4272.1,Dholavira,SEAL:R,None,None,016,<END>,<END>,+405-016-002-861+
2026-05-31,003,-,4277.1,Dholavira,SEAL:R,None,None,900,<END>,<END>,+740-067-900-002-003+
2026-05-31,000,-,4298.1,Dholavira,TAG,-,-,000,<END>,<END>,]220-000-002-000[
2026-05-31,900,-,4302.1,Dholavira,TAB:B,Scene,None,519,630,630,+740-519-002-900-630+
2026-05-31,850,-,4303.1,Dholavira,TAG,Bull1,-,706,<END>,<END>,]706-002-850+
2026-05-31,817,-,4310.1,Dholavira,TAG,-,-,<START>,<END>,<END>,]002-817[
2026-05-31,820,-,4314.1,Dholavira,TAG,Bull1,RAN,000,<END>,<END>,+520-000-002-820+
2026-05-31,000,-,4314.2,Dholavira,TAG,Bull1,RAN,000,<END>,<END>,+520-000-002-000+
2026-05-31,031,-,4344.1,Dholavira,TAG,-,-,240,000,000,]240-002-031-000[
2026-05-31,861,-,4345.1,Dholavira,TAG,Bull1,-,705,<END>,<END>,+000-705-002-861+
2026-05-31,000,-,4346.1,Dholavira,TAG,Bull1,-,840,<END>,<END>,]000-032-840-002-000+
2026-05-31,861,-,4348.1,Dholavira,TAG,-,-,000,390,390,]740-142-000-002-861-390[
2026-05-31,405,H-1155,4580.1,Harappa,TAB:B,Bull1:I,None,240,501,501,+520-240-002-405-501+
2026-05-31,001,Ns-56,4894.1,Nausharo,SEAL:S,Bull1:I,None,111,250,250,+111-002-001-250+
2026-05-31,000,-,5226.1,Unknown,SEAL:C,Bird,Othr,<START>,090,090-725-000,+002/000-090-725-000+
2026-05-31,281,-,5235.1,Lakhanjo-daro,SEAL:S,Bull1:S,SAN,029,<END>,<END>,+740-032-029-002-281+
2026-05-31,000,L-6,5260.1,Lothal,SEAL:S,Bull1,SAN,000,<END>,<END>,+000-000-000-002-000+
2026-05-31,000,H-470,5262.1,Harappa,SEAL:S,Bull1:W,RAN,<START>,<END>,<END>,]002-000[
2026-05-31,820,K-145,5273.1,Kalibangan,SEAL:S,Bull1:J,SAF,032,<END>,<END>,+740-585-231-220-032-002-820+
2026-05-31,296,K-146,5274.1,Kalibangan,SEAL:S,Bull1:J,-,350,000,000,]460-350-002-296-000[
2026-05-31,056,K-156,5281.1,Kalibangan,TAG,Bull1,-,417,091,091,+892-890-417-002-056-091+
2026-05-31,817,K-155,5282.1,Kalibangan,TAG,Bull1,-,<START>,000,000,]002-817-000+
2026-05-31,820,K-157,5283.1,Kalibangan,TAB:B,Gavi,None,000,<END>,<END>,+740-000-000-002-820+
2026-05-31,861,K-416,5331.1,Kalibangan,POT:T:g,-,-,000,<END>,<END>,]000-002-861[
2026-05-31,000,K-419,5334.1,Kalibangan,POT:T:g,-,-,912,<END>,<END>,]740-912-002-000[
2026-05-31,031,K-429,5343.1,Kalibangan,POT:T:g,-,-,<START>,820,820,]002-031-820[
2026-05-31,820,K-431,5344.1,Kalibangan,POT:T:g,-,-,406,<END>,<END>,]000-000-406-002-820+
2026-05-31,817,Ns-54,5356.1,Nausharo,SEAL:S,Bull1:J,RAF,222,<END>,<END>,+740-222-002-817+
2026-05-31,880,Ns-55,5357.1,Nausharo,SEAL:S,Bull1:J,RBN,554,<END>,<END>,+526-554-002-880+
2026-05-31,820,Ns-57,5358.1,Nausharo,SEAL:S,Bull1:I,HBF,606,<END>,<END>,+861-111-606-002-820+
2026-05-31,297,Ns-60,5361.1,Nausharo,SEAL:R,None,None,798,350,350-125-413,+407-063-740-176-236-798-002-297-350-125-413+
2026-05-31,892,Ns-66,5367.1,Nausharo,POT:T:g,None,None,000,000,000-002,+033-999-400-090-740-100-000-002-892-000-002+
2026-05-31,000,Ns-67,5368.1,Nausharo,POT:T:g,-,-,000,000,000,+000-151-390-000-002-000-000[
2026-05-31,820,-,5420.1,Kanmer,TAG,None,None,049,<END>,<END>,]000-049-002-820+
2026-05-31,817,-,5464.1,Unknown,SEAL:S,Elep,None,140,<END>,<END>,+000-840-140-002-817+
2026-05-31,000,-,5468.1,Rakhigarhi,SEAL:CY,Gavi,None,361,317,317-688,+361-002-000-317-688+
2026-05-31,861,-,5541.1,Shikarpur,POT:T:p,-,-,<START>,000,000,+002-861-000[
2026-05-31,920,-,5550.1,Shikarpur,POT:T:p,-,-,<START>,<END>,<END>,]002-920+
2026-05-31,298,-,5572.1,Unknown,SEAL:S,Bull:i:J,RBF,136,741,741,+136-002-298-741+
2026-05-31,861,-,5575.1,Unknown,SEAL:S,Bull:i:J,HBF,136,<END>,<END>,+136-002-861+
2026-05-31,824,-,5576.1,Unknown,SEAL:S,Tigr,Trough,104,<END>,<END>,+368-415-104-002-824+
2026-05-31,031,-,5579.1,Dholavira,SEAL:R,None,None,226,575,575,]231-226-002-031-575+
