id,object,site,type,symbol,cult,full_left,left_last1,left_last2,after_002_head,after_002_tail,branch_after_390,tail_after_branch,terminal_after_branch,is_002390,source_status,text
3247.1,M-835,Mohenjo-daro,SEAL:S,Bull1,SAN,090 740 035 171 000,000,171 000,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-035-171-000-002-817+
3251.1,M-839,Mohenjo-daro,SEAL:S,Bull1:L,SAN,740 100 415,415,100 415,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-002-817+
3257.1,M-845,Mohenjo-daro,SEAL:S,Bull1:W,S,000 061,061,000 061,460,460 632,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-061-002-460-632+
3261.1,M-849,Mohenjo-daro,SEAL:S,Bull1:J,RAN,151 350,350,151 350,550,550 615,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+151-350-002-550-615+
3262.1,M-850,Mohenjo-daro,SEAL:S,Bull1:L,RAN,740 100 415,415,100 415,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-002-861+
3263.1,M-851,Mohenjo-daro,SEAL:S,Bull1:W,RAN,621 740 390 590,590,390 590,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+621-740-390-590-002-817+
3265.1,M-853,Mohenjo-daro,SEAL:S,Bull1:S,RAN,090 740 792,792,740 792,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-792-002-817+
3267.1,M-855,Mohenjo-daro,SEAL:S,Bull1,-,861 260 832 390 590,590,390 590,817,817 690 544,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+861-260-832-390-590-002-817-690-544+
3277.1,M-866,Mohenjo-daro,SEAL:S,Bull1:I,SAN,740 482 233,233,482 233,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-482-233-002-000+
3278.1,M-868,Mohenjo-daro,SEAL:S,Bull1:W,SAN,520 033 705 231 220,220,231 220,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-705-231-220-002-817+
3279.1,M-869,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 100 415,415,100 415,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-002-861+
3281.1,M-872,Mohenjo-daro,SEAL:S,Bull1:I,SAF,390 016,016,390 016,824,824,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-016-002-824+
3295.1,M-889,Mohenjo-daro,SEAL:S,Bull1:I,RBF,740 384 032 803,803,032 803,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-384-032-803-002-820+
3300.1,M-895,Mohenjo-daro,SEAL:S,Bull1,-,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
3302.1,M-897,Mohenjo-daro,SEAL:S,Bull1,-,527 550 235,235,550 235,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-550-235-002-817+
3305.1,M-900,Mohenjo-daro,SEAL:S,Bull1,-,740 390 590 233 220 415 798 838,838,798 838,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-233-220-415-798-838-002-820+
3306.1,M-901,Mohenjo-daro,SEAL:S,Bull1,-,090 125,125,090 125,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-125-002-861+
3307.1,M-902,Mohenjo-daro,SEAL:S,-,-,740 798,798,740 798,000,000 090,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-798-002-000-090+
3308.1,M-903,Mohenjo-daro,SEAL:S,Bull1,-,740 772,772,740 772,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-772-002-817+
3315.1,M-918,Mohenjo-daro,SEAL:S,Bull1,SAN,390 869,869,390 869,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-869-002-861+
3320.1,M-924,Mohenjo-daro,SEAL:S,Bull1:J,SAN,000 772,772,000 772,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-772-002-817+
3329.1,M-934,Mohenjo-daro,SEAL:S,Bull1:W,SAF,526 555 235,235,555 235,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+526-555-235-002-861+
3332.1,M-937,Mohenjo-daro,SEAL:S,Bull1:J,S,740 460 503 031,031,503 031,900,900 615,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-460-503-031-002-900-615+
3335.1,-,Unknown,SEAL:S,Bull1:J,RAF,740 205 032,032,205 032,390,390 590 032,590,032,no,yes,metadata_only_unbound,+740-205-032-002-390-590-032+
3336.1,M-941,Mohenjo-daro,SEAL:S,Bull1:S,SAN,000 642 240 031,031,240 031,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-642-240-031-002-861+
3343.1,M-948,Mohenjo-daro,SEAL:S,Bull1,S,426 003,003,426 003,388,388 031,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+426-003-002-388-031+
3352.1,M-957,Mohenjo-daro,SEAL:S,Bull1,-,740 760 705,705,760 705,577,577,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-705-002-577+
3353.1,M-958,Mohenjo-daro,SEAL:S,Bull1:J,RAF,740 772 240,240,772 240,900,900 003 590,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-772-240-002-900-003-590+
3372.1,M-979,Mohenjo-daro,SEAL:S,Bull1:J,RAN,740 773 240,240,773 240,900,900 003 590,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-773-240/002-900-003-590+
3375.1,M-982,Mohenjo-daro,SEAL:S,Bull1:U,SAN,740 825,825,740 825,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-825-002+
3394.1,M-1002,Mohenjo-daro,SEAL:S,Bull1,-,740 373 031,031,373 031,315,315 850,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-373-031-002-315-850+
3409.1,M-1027,Mohenjo-daro,SEAL:S,-,-,740 176 220 415,415,220 415,435,435 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-176-220-415-002-435-000[
3421.1,M-1044,Mohenjo-daro,SEAL:S,Bull,-,520 220 032,032,220 032,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-220-032-002-861+
3422.1,M-1045,Mohenjo-daro,SEAL:S,-,-,740 100 415 070 032,032,070 032,820,820 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-070-032-002-820-000+
3430.1,M-1055,Mohenjo-daro,SEAL,-,-,000 850 140 388,388,140 388,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-850-140-388-002-000[
3437.1,M-1063,Mohenjo-daro,SEAL:S,-,-,407 004,004,407 004,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+407-004-002-861+
3438.1,M-1064,Mohenjo-daro,SEAL,-,-,000 235,235,000 235,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-235-002[
3448.1,M-1074,Mohenjo-daro,SEAL,-,-,<START>,<START>,<START>,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-000[
3456.1,M-1082,Mohenjo-daro,SEAL:S,-,-,000 235,235,000 235,065,065 834,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-235-002-065-834+
3459.1,M-1085,Mohenjo-daro,SEAL:S,Gaur,Trough,740 100 415 798 460 350,350,460 350,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-798-460-350-002-817+
3462.1,M-1088,Mohenjo-daro,SEAL:S,Gaur,Trough,740 540,540,740 540,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-540-002-820+
3463.1,M-1089,Mohenjo-daro,SEAL:S,Gaur,Trough,151 390 590,590,390 590,374,374 840,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+151-390-590-002-374-840+
3478.1,M-1107,Mohenjo-daro,SEAL:S,Zebu,None,565 740 240 103,103,240 103,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+565-740-240-103-002-000+
3480.1,M-1109,Mohenjo-daro,SEAL:S,Zebu,-,520 231,231,520 231,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-231-002-820+
3481.1,M-1110,Mohenjo-daro,SEAL:S,Zebu,None,740 615 104,104,615 104,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-615-104-002-817+
3483.1,M-1112,Mohenjo-daro,SEAL:S,Zebu,None,740 585 220,220,585 220,130,130 035 171,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-585-220/002-130-035-171+
3485.1,M-1114,Mohenjo-daro,SEAL:S,Zebu,None,740 140,140,740 140,741,741 060 920,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-140-002-741-060-920+
3486.1,M-1115,Mohenjo-daro,SEAL:S,Zebu,-,740 335 233,233,335 233,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-335-233-002-861+
3490.1,M-1119,Mohenjo-daro,SEAL:S,Zebu,None,740 803,803,740 803,820,820 741,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-803-002-820-741+
3495.1,M-1126,Mohenjo-daro,SEAL:S,Buff,Trough,820 000 000 031,031,000 031,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+820/000-000-031-002-817+
3496.1,M-1127,Mohenjo-daro,SEAL:S,Buff,Trough,060 692 740 269 140,140,269 140,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+060-692/740-269-140-002+
3502.1,M-1135,Mohenjo-daro,SEAL:S,Rhin,SAN,740 061,061,740 061,400,400 703,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-061-002-400-703+
3503.1,M-1136,Mohenjo-daro,SEAL:S,Rhin,Trough,740 717 240,240,717 240,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]740-717-240-002-820+
3504.1,M-1137,Mohenjo-daro,SEAL:S,None,None,740 904,904,740 904,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-904-002-820+
3505.1,M-1138,Mohenjo-daro,SEAL:S,Rhin,Trough,740 585 017,017,585 017,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-585-017-002-820+
3506.1,M-1139,Mohenjo-daro,SEAL:S,Rhin,-,740 416 621,621,416 621,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-416-621-002-820+
3509.1,M-1148,Mohenjo-daro,SEAL:S,Elep,None,520 220,220,520 220,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-220-002-861+
3511.1,M-1150,Mohenjo-daro,SEAL:S,Elep,None,621 520 231 240,240,231 240,456,456,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+621-520-231-240-002-456+
3513.1,M-1152,Mohenjo-daro,SEAL:S,Elep,Trough,740 032 840 235,235,840 235,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-032-840-235-002-861+
3516.1,M-1155,Mohenjo-daro,SEAL:S,Elep,None,740 760 335,335,760 335,033,033 705,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-335-002-033-705+
3519.1,M-1159,Mohenjo-daro,SEAL:S,Elep,None,232 220 032,032,220 032,168,168 032,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+232-220-032-002-168-032+
3520.1,M-1160,Mohenjo-daro,SEAL:S,Elep,None,000 136 031,031,136 031,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-136-031-002-861+
3521.1,M-1161,Mohenjo-daro,SEAL:S,Elep,None,520 233 031,031,233 031,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-233-031-002-861+
3526.1,M-1166,Mohenjo-daro,SEAL:S,Tigr,Trough,740 923 240,240,923 240,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-923-240-002-817+
3529.1,M-1169,Mohenjo-daro,SEAL:S,Comp,None,520 033 705 220 032 231 072,072,231 072,270,270 633 032,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-705-220-032/231-072-002-270-633-032+
3533.1,M-1177,Mohenjo-daro,SEAL:S,CompBull,None,740 760,760,740 760,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-002-817+
3534.1,M-1178,Mohenjo-daro,SEAL:S,None,None,<START>,<START>,<START>,820,820 906 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-820-906-000[
3539.1,M-1188,Mohenjo-daro,SEAL:S,None,None,000 000 125 632 032 240,240,032 240,244,244 632,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000/000-125-632-032/240-002-244-632+
3540.1,M-1189,Mohenjo-daro,SEAL:S,-,-,861 892 692 000 220,220,000 220,824,824,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]861-892-692/000-220-002-824[
3556.2,M-1206,Mohenjo-daro,SEAL:S,Gaur,None,740 690 435 255,255,435 255,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-690-435-255-002-861+
3561.1,M-1226,Mohenjo-daro,SEAL:S,Gaur,Trough,520 033 705 235 233,233,235 233,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-705-235-233-002-817+
3565.5,M-1233,Mohenjo-daro,SEAL:S,None,None,033 700 850,850,700 850,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+033-700-850-002+
3570.1,M-1263,Mohenjo-daro,SEAL:R,None,None,000 740 000 520 480,480,520 480,570,570,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-740-000-520-480-002-570+
3574.1,M-1267,Mohenjo-daro,SEAL:R,None,None,416 001 740 720 175,175,720 175,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+416-001-740-720-175-002-861+
3575.1,M-1268,Mohenjo-daro,SEAL:R,None,None,740 455 176,176,455 176,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-455-176-002-817+
3580.1,M-1273,Mohenjo-daro,SEAL:R,None,None,740 055,055,740 055,861,861 603,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-055-002-861-603+
3589.1,M-1284,Mohenjo-daro,SEAL:R,None,None,416 001 520 240 806,806,240 806,502,502 031,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+416-001-520-240-806-002-502-031+
3602.1,M-1297,Mohenjo-daro,SEAL:R,None,None,806,806,806,824,824,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]806-002-824+
3604.1,M-1299,Mohenjo-daro,SEAL:R,None,None,527 550 033 705 233,233,705 233,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-550-033-705-233-002-817+
3611.1,M-1306,Mohenjo-daro,SEAL:R,None,None,740 405 590 806,806,590 806,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-405-590-806-002-820+
3616.1,M-1311,Mohenjo-daro,SEAL:R,None,None,520 400 354,354,400 354,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-400-354-002-817+
3623.1,M-1318,Mohenjo-daro,SEAL:R,None,None,740 460 503,503,460 503,880,880,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-460-503-002-880+
3624.1,M-1319,Mohenjo-daro,SEAL:R,None,None,798 806,806,798 806,904,904 346,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]798-806-002-904-346+
3646.1,M-1341,Mohenjo-daro,SEAL:R,None,None,016,016,016,595,595 342 632,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+016-002-595-342-632+
3648.1,M-1343,Mohenjo-daro,SEAL,None,None,740 390 590 235,235,590 235,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-235-002-861+
3650.1,M-1346,Mohenjo-daro,SEAL:R,None,None,740 861 032 233 803,803,233 803,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-861-032-233-803-002-820+
3654.1,M-1354,Mohenjo-daro,SEAL:R,None,None,000,000,000,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-002-820+
3657.1,M-1358,Mohenjo-daro,SEAL:R,None,None,032,032,032,900,900 285,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+032-002-900-285+
3668.1,M-1369,Mohenjo-daro,SEAL:C,None,None,000 055 592 140 832,832,140 832,060,060 820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-055-592-140-832-002-060-820[
3670.1,M-1371,Mohenjo-daro,POT:T:s,None,None,527 550,550,527 550,370,370,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-550-002-370+
3677.1,M-1381,Mohenjo-daro,POT:T:s,None,None,527 550,550,527 550,370,370,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-550-002-370+
3681.1,M-1385,Mohenjo-daro,TAG:P,Bull1,-,740 760 032,032,760 032,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-032-002-817+
3681.2,M-1385,Mohenjo-daro,TAG:P,Bull1,-,740 760 032,032,760 032,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-032-002-817[
3681.3,M-1385,Mohenjo-daro,TAG:P,Bull1,-,740 760 032,032,760 032,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-032-002-817+
3682.1,M-1386,Mohenjo-daro,TAB:B,-,-,000 000 335 235,235,335 235,031,031 480,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-000-335-235-002-031-480[
3685.1,M-1391,Mohenjo-daro,TAG:O,Bull1,SAN,000 000 000 798,798,000 798,817,817 032 320,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-000-798-002-817-032-320+
3691.1,M-1400,Mohenjo-daro,TAB:B,Mult,None,871 000 740 368,368,740 368,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+871-000-740-368-002+
3707.1,M-1420,Mohenjo-daro,TAB:B,None,None,838,838,838,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]838-002-817+
3708.1,M-1421,Mohenjo-daro,TAB:B,-,-,000 000,000,000 000,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-002[
3711.1,M-1426,Mohenjo-daro,TAB:B,None,None,740 760 036 220 415 798,798,415 798,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-036-220-415-798-002-861+
3712.1,M-1427,Mohenjo-daro,TAG:O,Bull1,None,484 140,140,484 140,220,220 627 615 906 388,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+484-140-002-220-627-615-906-388+
3721.1,M-1440,Mohenjo-daro,TAG:O,None,None,000 220,220,000 220,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-220-002+
3782.1,M-1532,Mohenjo-daro,TAB:C,Othr,None,407 004,004,407 004,365,365 460 495,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+407-004-002-365-460-495+
3825.1,M-1631,Mohenjo-daro,BNGL,None,None,<START>,<START>,<START>,790,790 290 741,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-790-290-741+
3844.2,M-1658,Mohenjo-daro,MISC,None,None,000 016,016,000 016,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-016-002-861+
3853.1,Ns-5,Nausharo,SEAL:S,Bull1:J,HBF,090 740 220 016,016,220 016,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-220-016-002-820+
3855.1,Ns-7,Nausharo,SEAL:S,Bull1:J,SAN,390 003,003,390 003,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-820+
3857.1,Ns-9,Nausharo,SEAL:S,Comp,None,740 142 067,067,142 067,374,374 310 350 495 834,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-142-067/002-374-310-350-495-834+
3875.1,Sktd-1,Surkotada,SEAL:S,Bull1,RAN,390 004,004,390 004,390,390 125 820,125,820,no,yes,checkpoint_permissive_public_panel,+390-004-002-390-125-820+
3882.1,-,Susa,SEAL:CY,Gaur,Trough,416 150,150,416 150,055,055 031 319 001 924,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+416-150-002-055-031-319-001-924+
3884.1,-,Tell Umma,TAG:L,Bull1,SAN,390 004,004,390 004,705,705 127,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-004-002-705-127+
3886.1,TY-106,Tepe Yahya,POT:T:s,None,None,<START>,<START>,<START>,095,095 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-095-000[
3892.1,?-3,Unknown,SEAL:S,None,None,<START>,<START>,<START>,368,368 590 900,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-368-590-900+
3894.1,?-5,Unknown,TAB:B,None,None,555 233,233,555 233,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+555-233-002-820+
3895.1,?-6,Unknown,TAB:B,None,None,740 702 061,061,702 061,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-702-061-002-817+
3896.1,-,Unknown,SEAL:S,Bull1:W,SAF,740 222 235,235,222 235,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-222-235-002-820+
3898.1,-,Ur,SEAL:C,Gaur,None,<START>,<START>,<START>,004,004 328 001 803 415,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-004-328-001-803-415+
3908.1,M-1670,Mohenjo-daro,SEAL:S,Bull1:II,SAN,740 760 001 233,233,001 233,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-001-233-002-861+
3909.1,M-1698,Mohenjo-daro,SEAL:S,Bull1:W,SAF,740 482 033 705,705,033 705,861,861 803,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-482-033-705-002-861-803+
3922.1,H-1037,Harappa,SEAL:S,Bull1:U,SAN,740 904 032,032,904 032,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-904-032-002-000+
3925.1,H-1048,Harappa,SEAL:S,Bull1:W,SAF,740 032 840 235,235,840 235,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-032-840-235-002-817+
3926.1,H-1049,Harappa,SEAL:S,Bull1:W,SAN,405 004,004,405 004,933,933,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+405-004-002-933+
3930.1,H-1076,Harappa,SEAL:R,None,None,740 611 706,706,611 706,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-611-706-002-820+
3931.1,H-1079,Harappa,SEAL:R,None,None,740 390 590,590,390 590,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-002-000[
3948.1,H-2571,Harappa,MISC,-,-,<START>,<START>,<START>,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-000+
3959.1,H-1100,Harappa,TAB:B,Bull2,SAN,740 904 240,240,904 240,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-904-240-002-817+
3970.1,H-1130,Harappa,TAB:B,None,None,740 482 240,240,482 240,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-482-240-002-861+
