"corpus","scope","control","iteration","rows","tokens","unique_signs_or_symbols","masked_tokens","masked_top1_accuracy","masked_top5_accuracy","masked_mrr"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","21","187","684","78","684","0.156433","0.47807","0.312804"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","22","187","684","78","684","0.173977","0.476608","0.322868"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","23","187","684","78","684","0.159357","0.486842","0.313031"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","24","187","684","78","684","0.19152","0.495614","0.336265"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","25","187","684","78","684","0.143275","0.46345","0.29571"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","26","187","684","78","684","0.141813","0.46345","0.298968"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","27","187","684","78","684","0.159357","0.467836","0.306081"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","28","187","684","78","684","0.175439","0.457602","0.314138"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","29","187","684","78","684","0.137427","0.460526","0.289303"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","30","187","684","78","684","0.179825","0.486842","0.332874"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","31","187","684","78","684","0.166667","0.476608","0.314318"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","32","187","684","78","684","0.162281","0.472222","0.309363"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","33","187","684","78","684","0.160819","0.48538","0.312949"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","34","187","684","78","684","0.187135","0.473684","0.32759"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","35","187","684","78","684","0.188596","0.469298","0.327192"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","36","187","684","78","684","0.157895","0.48538","0.313333"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","37","187","684","78","684","0.200292","0.483918","0.336445"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","38","187","684","78","684","0.176901","0.473684","0.325751"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","39","187","684","78","684","0.179825","0.47076","0.320178"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","0","187","684","78","684","0.144737","0.523392","0.32299"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","1","187","684","78","684","0.128655","0.520468","0.308794"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","2","187","684","78","684","0.160819","0.530702","0.331262"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","3","187","684","78","684","0.162281","0.54386","0.331629"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","4","187","684","78","684","0.128655","0.516082","0.303069"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","5","187","684","78","684","0.140351","0.55117","0.32172"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","6","187","684","78","684","0.154971","0.53655","0.321439"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","7","187","684","78","684","0.131579","0.516082","0.309996"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","8","187","684","78","684","0.149123","0.523392","0.322101"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","9","187","684","78","684","0.103801","0.51462","0.296171"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","10","187","684","78","684","0.156433","0.532164","0.325588"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","11","187","684","78","684","0.134503","0.527778","0.312376"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","12","187","684","78","684","0.122807","0.508772","0.307954"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","13","187","684","78","684","0.119883","0.532164","0.302301"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","14","187","684","78","684","0.146199","0.519006","0.318873"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","15","187","684","78","684","0.163743","0.52924","0.329271"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","16","187","684","78","684","0.147661","0.540936","0.321949"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","17","187","684","78","684","0.127193","0.52924","0.311438"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","18","187","684","78","684","0.149123","0.532164","0.320582"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","19","187","684","78","684","0.147661","0.526316","0.318206"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","20","187","684","78","684","0.163743","0.546784","0.337325"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","21","187","684","78","684","0.143275","0.51462","0.320182"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","22","187","684","78","684","0.153509","0.530702","0.325703"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","23","187","684","78","684","0.131579","0.52193","0.316147"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","24","187","684","78","684","0.122807","0.524854","0.305783"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","25","187","684","78","684","0.121345","0.52193","0.304018"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","26","187","684","78","684","0.147661","0.554094","0.326384"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","27","187","684","78","684","0.137427","0.538012","0.320501"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","28","187","684","78","684","0.125731","0.526316","0.307392"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","29","187","684","78","684","0.178363","0.54386","0.338584"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","30","187","684","78","684","0.144737","0.530702","0.325582"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","31","187","684","78","684","0.149123","0.527778","0.319431"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","32","187","684","78","684","0.137427","0.530702","0.309948"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","33","187","684","78","684","0.133041","0.530702","0.311661"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","34","187","684","78","684","0.153509","0.54386","0.329272"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","35","187","684","78","684","0.165205","0.524854","0.331986"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","36","187","684","78","684","0.168129","0.52193","0.333898"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","37","187","684","78","684","0.147661","0.523392","0.317884"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","38","187","684","78","684","0.146199","0.53655","0.32434"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","39","187","684","78","684","0.150585","0.532164","0.324939"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","0","187","684","78","684","0.147661","0.530702","0.312015"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","1","187","684","78","684","0.138889","0.519006","0.314823"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","2","187","684","78","684","0.141813","0.502924","0.309329"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","3","187","684","78","684","0.162281","0.53655","0.322328"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","4","187","684","78","684","0.138889","0.486842","0.302122"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","5","187","684","78","684","0.121345","0.497076","0.296817"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","6","187","684","78","684","0.128655","0.527778","0.306763"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","7","187","684","78","684","0.159357","0.52193","0.325401"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","8","187","684","78","684","0.137427","0.498538","0.307276"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","9","187","684","78","684","0.130117","0.517544","0.305526"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","10","187","684","78","684","0.133041","0.504386","0.304445"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","11","187","684","78","684","0.149123","0.523392","0.316657"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","12","187","684","78","684","0.131579","0.5","0.307535"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","13","187","684","78","684","0.140351","0.52924","0.315158"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","14","187","684","78","684","0.134503","0.508772","0.306234"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","15","187","684","78","684","0.146199","0.505848","0.30973"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","16","187","684","78","684","0.143275","0.502924","0.307315"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","17","187","684","78","684","0.127193","0.504386","0.299099"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","18","187","684","78","684","0.128655","0.517544","0.305626"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","19","187","684","78","684","0.130117","0.486842","0.299763"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","20","187","684","78","684","0.140351","0.524854","0.314129"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","21","187","684","78","684","0.149123","0.513158","0.316628"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","22","187","684","78","684","0.140351","0.502924","0.306886"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","23","187","684","78","684","0.124269","0.516082","0.306072"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","24","187","684","78","684","0.121345","0.51462","0.303023"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","25","187","684","78","684","0.143275","0.504386","0.307564"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","26","187","684","78","684","0.144737","0.505848","0.313665"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","27","187","684","78","684","0.122807","0.511696","0.296992"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","28","187","684","78","684","0.144737","0.520468","0.318796"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","29","187","684","78","684","0.140351","0.519006","0.309571"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","30","187","684","78","684","0.133041","0.488304","0.30228"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","31","187","684","78","684","0.134503","0.517544","0.305499"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","32","187","684","78","684","0.100877","0.50731","0.286681"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","33","187","684","78","684","0.149123","0.538012","0.319784"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","34","187","684","78","684","0.131579","0.508772","0.306022"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","35","187","684","78","684","0.149123","0.501462","0.316271"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","36","187","684","78","684","0.112573","0.511696","0.294128"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","37","187","684","78","684","0.140351","0.52193","0.311464"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","38","187","684","78","684","0.127193","0.502924","0.296011"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","39","187","684","78","684","0.141813","0.519006","0.310747"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","0","24","118","39","118","0.067797","0.245763","0.173532"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","1","24","118","39","118","0.067797","0.271186","0.180765"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","2","24","118","39","118","0.059322","0.237288","0.167615"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","3","24","118","39","118","0.042373","0.144068","0.130073"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","4","24","118","39","118","0.076271","0.211864","0.167575"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","5","24","118","39","118","0.016949","0.186441","0.125304"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","6","24","118","39","118","0.084746","0.220339","0.180533"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","7","24","118","39","118","0.110169","0.288136","0.211125"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","8","24","118","39","118","0.050847","0.20339","0.157486"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","9","24","118","39","118","0.084746","0.220339","0.173355"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","10","24","118","39","118","0.076271","0.186441","0.164732"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","11","24","118","39","118","0.042373","0.152542","0.130343"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","12","24","118","39","118","0.042373","0.20339","0.157996"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","13","24","118","39","118","0.059322","0.194915","0.156441"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","14","24","118","39","118","0.084746","0.254237","0.190134"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","15","24","118","39","118","0.050847","0.254237","0.157684"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","16","24","118","39","118","0","0.161017","0.11599"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","17","24","118","39","118","0.042373","0.220339","0.148723"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","18","24","118","39","118","0.033898","0.161017","0.137422"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","19","24","118","39","118","0.050847","0.152542","0.141372"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","20","24","118","39","118","0.084746","0.194915","0.175579"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","21","24","118","39","118","0.076271","0.220339","0.18357"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","22","24","118","39","118","0.042373","0.245763","0.154961"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","23","24","118","39","118","0.025424","0.20339","0.138959"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","24","24","118","39","118","0.042373","0.245763","0.157164"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","25","24","118","39","118","0.076271","0.161017","0.162855"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","26","24","118","39","118","0.059322","0.245763","0.175535"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","27","24","118","39","118","0.084746","0.254237","0.179253"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","28","24","118","39","118","0.076271","0.254237","0.189893"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","29","24","118","39","118","0.042373","0.237288","0.172915"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","30","24","118","39","118","0.033898","0.169492","0.140475"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","31","24","118","39","118","0.016949","0.135593","0.114253"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","32","24","118","39","118","0.067797","0.211864","0.178327"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","33","24","118","39","118","0.042373","0.211864","0.14481"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","34","24","118","39","118","0.09322","0.245763","0.191788"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","35","24","118","39","118","0.059322","0.177966","0.15679"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","36","24","118","39","118","0.076271","0.29661","0.207318"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","37","24","118","39","118","0.067797","0.254237","0.184015"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","38","24","118","39","118","0.059322","0.127119","0.14156"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","39","24","118","39","118","0.050847","0.20339","0.148595"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","0","24","118","39","118","0.152542","0.29661","0.254326"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","1","24","118","39","118","0.101695","0.29661","0.219506"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","2","24","118","39","118","0.067797","0.262712","0.189734"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","3","24","118","39","118","0.076271","0.288136","0.18714"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","4","24","118","39","118","0.118644","0.288136","0.232061"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","5","24","118","39","118","0.076271","0.245763","0.187223"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","6","24","118","39","118","0.033898","0.20339","0.146969"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","7","24","118","39","118","0.076271","0.313559","0.210837"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","8","24","118","39","118","0.101695","0.338983","0.226271"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","9","24","118","39","118","0.110169","0.330508","0.231103"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","10","24","118","39","118","0.016949","0.228814","0.140948"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","11","24","118","39","118","0.084746","0.279661","0.197784"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","12","24","118","39","118","0.09322","0.305085","0.217471"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","13","24","118","39","118","0.101695","0.330508","0.226621"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","14","24","118","39","118","0.127119","0.271186","0.234526"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","15","24","118","39","118","0.144068","0.288136","0.244459"
