context,sign,context_rows,a,b,c,d,share,background_share,relative_rate,fisher_p
material_copper,017,119,4,115,61,3323,0.03361344537815126,0.01802600472813239,1.864719658355145,0.17795191326878332
material_copper,007,119,1,118,5,3379,0.008403361344537815,0.0014775413711583924,5.6873949579831935,0.1874018365782796
material_copper,326,119,1,118,5,3379,0.008403361344537815,0.0014775413711583924,5.6873949579831935,0.1874018365782796
material_copper,420,119,1,118,5,3379,0.008403361344537815,0.0014775413711583924,5.6873949579831935,0.1874018365782796
material_copper,423,119,1,118,5,3379,0.008403361344537815,0.0014775413711583924,5.6873949579831935,0.1874018365782796
material_copper,825,119,1,118,5,3379,0.008403361344537815,0.0014775413711583924,5.6873949579831935,0.1874018365782796
material_copper,384,119,2,117,23,3361,0.01680672268907563,0.0067966903073286055,2.4727804165144316,0.20777488441318348
material_copper,495,119,2,117,24,3360,0.01680672268907563,0.0070921985815602835,2.369747899159664,0.2203972683787498
material_copper,717,119,3,116,46,3338,0.025210084033613446,0.013593380614657211,1.8545853123858238,0.23119284787787311
material_copper,165,119,2,117,25,3359,0.01680672268907563,0.007387706855791962,2.274957983193277,0.23308281871846392
material_copper,370,119,1,118,7,3377,0.008403361344537815,0.0020685579196217494,4.062424969987995,0.241772579764572
material_copper,391,119,1,118,7,3377,0.008403361344537815,0.0020685579196217494,4.062424969987995,0.241772579764572
material_copper,776,119,1,118,7,3377,0.008403361344537815,0.0020685579196217494,4.062424969987995,0.241772579764572
material_copper,808,119,1,118,7,3377,0.008403361344537815,0.0020685579196217494,4.062424969987995,0.241772579764572
material_copper,032,119,14,105,325,3059,0.11764705882352941,0.09604018912529551,1.2249773755656108,0.2578760963554106
material_copper,904,119,3,116,50,3334,0.025210084033613446,0.014775413711583925,1.706218487394958,0.2680488960317086
material_copper,632,119,2,117,28,3356,0.01680672268907563,0.008274231678486997,2.0312124849939974,0.27133757913368284
material_copper,706,119,4,115,75,3309,0.03361344537815126,0.022163120567375887,1.5166386554621847,0.2801726323937789
material_copper,821,119,1,118,9,3375,0.008403361344537815,0.0026595744680851063,3.1596638655462184,0.2925339227634402
material_copper,100,119,5,114,105,3279,0.04201680672268908,0.03102836879432624,1.3541416566626652,0.31802975421995566
material_copper,061,119,3,116,56,3328,0.025210084033613446,0.016548463356973995,1.5234093637454982,0.32440003989792804
material_copper,540,119,1,118,11,3373,0.008403361344537815,0.0032505910165484633,2.5851795263559967,0.3399235792054833
material_copper,460,119,2,117,35,3349,0.01680672268907563,0.010342789598108746,1.6249699879951982,0.3598436740712186
material_copper,354,119,1,118,13,3371,0.008403361344537815,0.0038416075650118202,2.187459599224305,0.38416373202995974
material_copper,999,119,1,118,14,3370,0.008403361344537815,0.004137115839243499,2.0312124849939974,0.40516817911784303
material_copper,405,119,3,116,68,3316,0.025210084033613446,0.02009456264775414,1.254572417202175,0.4362801819521079
material_copper,066,119,1,118,16,3368,0.008403361344537815,0.004728132387706856,1.7773109243697478,0.44506915705514927
material_copper,798,119,5,114,125,3259,0.04201680672268908,0.03693853427895981,1.1374789915966388,0.45469567781406617
material_copper,530,119,1,118,17,3367,0.008403361344537815,0.005023640661938535,1.672763222936233,0.4640125794041591
material_copper,645,119,1,118,18,3366,0.008403361344537815,0.005319148936170213,1.5798319327731092,0.48231458888860773
material_copper,463,119,1,118,22,3362,0.008403361344537815,0.0065011820330969266,1.2925897631779983,0.5495286785165822
material_copper,235,119,6,113,189,3195,0.05042016806722689,0.05585106382978723,0.9027611044417768,0.6592812842312071
material_copper,000,119,30,89,899,2485,0.25210084033613445,0.26566193853427894,0.9489535524999767,0.6635362623661801
material_copper,220,119,11,108,345,3039,0.09243697478991597,0.10195035460992907,0.9066861527219584,0.6779017246452455
material_copper,480,119,1,118,32,3352,0.008403361344537815,0.009456264775413711,0.8886554621848739,0.6820486837033697
material_copper,033,119,7,112,227,3157,0.058823529411764705,0.06708037825059102,0.8769111168696554,0.6928769651317365
material_copper,368,119,3,116,102,3282,0.025210084033613446,0.030141843971631204,0.8363816114681167,0.7004618056287153
material_copper,016,119,1,118,37,3347,0.008403361344537815,0.010933806146572104,0.768566886213945,0.732981772986523
material_copper,832,119,1,118,42,3342,0.008403361344537815,0.012411347517730497,0.6770708283313325,0.7758133327324124
material_copper,350,119,1,118,46,3338,0.008403361344537815,0.013593380614657211,0.6181951041286079,0.8051122931937255
material_copper,705,119,4,115,160,3224,0.03361344537815126,0.04728132387706856,0.7109243697478992,0.8177581204876717
material_copper,590,119,4,115,165,3219,0.03361344537815126,0.04875886524822695,0.6893812070282658,0.8356707371526918
material_copper,388,119,1,118,52,3332,0.008403361344537815,0.015366430260047281,0.5468648998060762,0.842089142921598
material_copper,125,119,1,118,55,3329,0.008403361344537815,0.016252955082742316,0.5170359052711994,0.8578767580687578
material_copper,090,119,3,116,145,3239,0.025210084033613446,0.04284869976359338,0.5883512025499855,0.8872181796563039
material_copper,151,119,1,118,76,3308,0.008403361344537815,0.022458628841607566,0.3741707209199469,0.9321893491831995
material_copper,240,119,5,114,253,3131,0.04201680672268908,0.07476359338061465,0.5619955492078255,0.9462387547849438
material_copper,520,119,4,115,220,3164,0.03361344537815126,0.06501182033096926,0.5170359052711994,0.9530265886375352
material_copper,700,119,1,118,90,3294,0.008403361344537815,0.026595744680851064,0.31596638655462184,0.9587012022853937
material_copper,760,119,1,118,107,3277,0.008403361344537815,0.031619385342789595,0.2657661195319249,0.977446402429231
material_copper,803,119,1,118,117,3267,0.008403361344537815,0.034574468085106384,0.24305106658047831,0.9842221627908675
material_copper,415,119,1,118,124,3260,0.008403361344537815,0.03664302600472813,0.22933044185416102,0.9877213187601491
material_copper,920,119,1,118,131,3253,0.008403361344537815,0.03871158392434988,0.217076143434473,0.9904495019831587
material_copper,861,119,2,117,207,3177,0.01680672268907563,0.061170212765957445,0.2747533796127146,0.9948691551673059
material_copper,390,119,2,117,216,3168,0.01680672268907563,0.06382978723404255,0.26330532212885155,0.9961667672731541
material_copper,817,119,1,118,172,3212,0.008403361344537815,0.0508274231678487,0.1653312487785812,0.9978313393989118
material_copper,031,119,1,118,215,3169,0.008403361344537815,0.06353427895981087,0.13226499902286495,0.999551027243858
material_copper,002,119,4,115,719,2665,0.03361344537815126,0.21247044917257682,0.1582029195544699,0.9999999960342527
material_copper,741,119,0,119,198,3186,0,0.05851063829787234,0,0.9999999999949397
material_copper,140,119,0,119,102,3282,0,0.030141843971631204,0,0.9999999999955902
material_copper,840,119,0,119,94,3290,0,0.027777777777777776,0,0.9999999999972611
material_copper,550,119,0,119,101,3283,0,0.02984633569739953,0,0.9999999999972888
material_copper,020,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,027,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,041,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,042,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,045,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,059,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,073,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,080,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,082,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,092,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,094,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,099,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,112,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,117,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,121,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,122,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,126,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,128,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,133,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,144,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,148,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,157,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,191,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,195,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,205,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,217,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,227,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,230,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,262,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,277,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,281,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,287,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,291,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,294,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,299,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,304,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,307,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,309,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,311,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,328,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,330,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,351,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,373,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,386,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,402,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,417,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,425,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,441,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,444,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,450,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,457,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,465,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,475,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,483,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,492,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,494,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,516,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,517,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,528,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,533,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,541,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,570,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,578,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,579,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,586,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,596,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,610,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,622,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,627,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,631,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,647,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,678,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,680,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,689,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,712,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,721,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,727,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,732,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,743,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,748,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,759,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,767,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,770,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,785,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,795,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,799,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,810,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,813,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,814,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,818,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,822,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,823,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,829,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,833,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,834,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,836,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,854,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,891,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,901,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,910,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,919,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,928,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,931,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,933,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,940,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,950,119,0,119,2,3382,0,0.000591016548463357,0,0.999999999997817
material_copper,029,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,081,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,127,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,143,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,146,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,192,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,202,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,216,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,268,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,292,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,319,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,322,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,352,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,409,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,470,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,502,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,531,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,543,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,637,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,643,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,685,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,704,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,879,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,893,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,898,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,922,119,0,119,4,3380,0,0.001182033096926714,0,0.9999999999981976
material_copper,026,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,037,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,039,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,043,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,044,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,047,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,050,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,051,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,057,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,058,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,068,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,069,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,074,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,075,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,083,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,084,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,085,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,102,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,106,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,107,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,110,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,113,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,115,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,116,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,119,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,123,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,129,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,131,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,135,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,138,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,141,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,147,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,152,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,166,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,169,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,170,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,172,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,173,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,178,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,179,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,180,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,194,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,203,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,206,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,207,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,208,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,209,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,224,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,225,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,228,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,237,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,251,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,253,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,256,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,261,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
material_copper,265,119,0,119,1,3383,0,0.0002955082742316785,0,0.9999999999985029
