policy,cisi,length,actual_minus_reversed,actual_vs_reversed,actual_minus_shuffle_mean,actual_beats_shuffle_mean
raw_lipi_numeric,M-184,4,4.85203,actual_higher,2.851985,True
raw_lipi_numeric,M-182,2,5.192957,actual_higher,2.181042,True
p385_merge_only,M-1,5,2.772589,actual_higher,1.345134,True
p385_merge_only,M-3,3,-0.693147,reversed_higher,-0.558322,False
p385_merge_only,M-5,6,10.28875,actual_higher,8.455167,True
p385_merge_only,M-6,4,-1.504077,reversed_higher,-0.218951,False
p385_merge_only,M-8,3,0,tie,-0.573363,False
p385_merge_only,M-9,3,-1.098612,reversed_higher,-0.384514,False
p385_merge_only,M-12,9,10.450452,actual_higher,8.542114,True
p385_merge_only,M-13,3,0.693147,actual_higher,0.464409,True
p385_merge_only,M-14,5,10.827746,actual_higher,8.234396,True
p385_merge_only,M-15,5,11.585432,actual_higher,7.832944,True
p385_merge_only,M-16,4,-1.504077,reversed_higher,-0.058349,False
p385_merge_only,M-17,5,4.356709,actual_higher,3.392038,True
p385_merge_only,M-18,3,0.693147,actual_higher,-0.761922,False
p385_merge_only,M-21,8,7.293018,actual_higher,5.21872,True
p385_merge_only,M-24,7,9.100526,actual_higher,7.019056,True
p385_merge_only,M-26,5,7.714231,actual_higher,5.417004,True
p385_merge_only,M-29,9,10.199138,actual_higher,7.401016,True
p385_merge_only,M-30,7,7.426549,actual_higher,6.227841,True
p385_merge_only,M-31,6,6.461468,actual_higher,5.749638,True
p385_merge_only,M-32,4,10.396964,actual_higher,6.889554,True
p385_merge_only,M-33,7,5.886104,actual_higher,4.40159,True
p385_merge_only,M-34,7,5.480639,actual_higher,4.310419,True
p385_merge_only,M-35,7,8.658693,actual_higher,6.404659,True
p385_merge_only,M-36,9,8.930626,actual_higher,7.714344,True
p385_merge_only,M-37,3,4.941642,actual_higher,3.166473,True
p385_merge_only,M-38,13,12.684044,actual_higher,10.535665,True
p385_merge_only,M-40,5,0.693147,actual_higher,0.221807,True
p385_merge_only,M-42,5,9.218309,actual_higher,7.256777,True
p385_merge_only,M-43,6,5.192957,actual_higher,5.008445,True
p385_merge_only,M-44,8,8.748305,actual_higher,7.514488,True
p385_merge_only,M-46,8,11.585432,actual_higher,9.192483,True
p385_merge_only,M-47,5,13.130332,actual_higher,10.538666,True
p385_merge_only,M-48,6,4.644391,actual_higher,3.205683,True
p385_merge_only,M-51,8,9.862666,actual_higher,7.589565,True
p385_merge_only,M-52,10,3.940194,actual_higher,4.476468,True
p385_merge_only,M-53,9,9.639522,actual_higher,7.386103,True
p385_merge_only,M-54,7,5.411646,actual_higher,4.532641,True
p385_merge_only,M-56,8,7.56008,actual_higher,5.885391,True
p385_merge_only,M-57,6,1.791759,actual_higher,0.928452,True
p385_merge_only,M-58,5,10.827746,actual_higher,8.246595,True
p385_merge_only,M-59,5,2.079442,actual_higher,1.230248,True
p385_merge_only,M-63,4,2.484907,actual_higher,1.935872,True
p385_merge_only,M-64,6,4.941642,actual_higher,3.908919,True
p385_merge_only,M-65,6,3.555348,actual_higher,2.764027,True
p385_merge_only,M-69,5,7.649693,actual_higher,5.563495,True
p385_merge_only,M-70,5,7.069874,actual_higher,4.601937,True
p385_merge_only,M-71,6,2.484907,actual_higher,1.47865,True
p385_merge_only,M-74,4,1.609438,actual_higher,0.980808,True
p385_merge_only,M-75,5,10.981897,actual_higher,8.56925,True
p385_merge_only,M-77,5,6.44572,actual_higher,4.952522,True
p385_merge_only,M-78,4,5.480639,actual_higher,3.92716,True
p385_merge_only,M-80,5,7.138867,actual_higher,5.269786,True
p385_merge_only,M-82,6,1.455287,actual_higher,2.22172,True
p385_merge_only,M-83,3,1.871802,actual_higher,1.36153,True
p385_merge_only,M-84,6,6.866933,actual_higher,4.989521,True
p385_merge_only,M-85,5,3.044522,actual_higher,2.602337,True
p385_merge_only,M-86,7,8.39163,actual_higher,6.774085,True
p385_merge_only,M-87,3,0.693147,actual_higher,0.457477,True
p385_merge_only,M-88,3,1.098612,actual_higher,0.488236,True
p385_merge_only,M-89,5,5.480639,actual_higher,3.957343,True
p385_merge_only,M-90,6,11.520894,actual_higher,8.885648,True
p385_merge_only,M-91,9,13.024971,actual_higher,10.081777,True
p385_merge_only,M-92,7,7.56008,actual_higher,6.286184,True
p385_merge_only,M-93,5,2.70805,actual_higher,1.965339,True
p385_merge_only,M-94,5,7.56008,actual_higher,4.856506,True
p385_merge_only,M-95,5,4.356709,actual_higher,3.160203,True
p385_merge_only,M-96,2,2.302585,actual_higher,1.105241,True
p385_merge_only,M-97,3,2.302585,actual_higher,1.69005,True
p385_merge_only,M-99,5,5.192957,actual_higher,3.634992,True
p385_merge_only,M-100,6,10.892285,actual_higher,7.865542,True
p385_merge_only,M-101,6,7.912057,actual_higher,5.385703,True
p385_merge_only,M-102,4,1.386294,actual_higher,0.554247,True
p385_merge_only,M-103,4,5.337538,actual_higher,4.043671,True
p385_merge_only,M-104,5,6.238325,actual_higher,4.064513,True
p385_merge_only,M-107,6,4.49981,actual_higher,3.697771,True
p385_merge_only,M-108,7,2.367124,actual_higher,1.842323,True
p385_merge_only,M-109,7,7.783224,actual_higher,5.939473,True
p385_merge_only,M-112,8,6.802395,actual_higher,5.603652,True
p385_merge_only,M-113,6,6.173786,actual_higher,4.768224,True
p385_merge_only,M-114,6,8.188689,actual_higher,6.485454,True
p385_merge_only,M-115,8,4.356709,actual_higher,3.96164,True
p385_merge_only,M-116,7,11.926359,actual_higher,9.555498,True
p385_merge_only,M-117,8,7.5807,actual_higher,7.139153,True
p385_merge_only,M-118,8,13.872269,actual_higher,11.866779,True
p385_merge_only,M-119,10,4.564348,actual_higher,3.258182,True
p385_merge_only,M-121,5,7.272398,actual_higher,5.466902,True
p385_merge_only,M-122,3,6.194405,actual_higher,3.777454,True
p385_merge_only,M-123,4,0.693147,actual_higher,0.198386,True
p385_merge_only,M-124,4,8.188689,actual_higher,5.710573,True
p385_merge_only,M-127,5,0.693147,actual_higher,-0.544485,False
p385_merge_only,M-128,6,6.39693,actual_higher,4.686502,True
p385_merge_only,M-129,6,5.68358,actual_higher,4.395549,True
p385_merge_only,M-130,6,7.138867,actual_higher,5.451309,True
p385_merge_only,M-131,6,7.56008,actual_higher,4.415972,True
p385_merge_only,M-132,3,4.094345,actual_higher,2.56014,True
p385_merge_only,M-133,8,1.791759,actual_higher,1.681898,True
p385_merge_only,M-134,3,1.252763,actual_higher,0.75987,True
p385_merge_only,M-135,4,5.501258,actual_higher,4.720322,True
p385_merge_only,M-136,7,8.030084,actual_higher,5.671548,True
p385_merge_only,M-138,3,5.886104,actual_higher,3.704315,True
p385_merge_only,M-139,5,0,tie,-0.554518,False
p385_merge_only,M-140,7,7.56008,actual_higher,6.222168,True
p385_merge_only,M-142,4,6.040255,actual_higher,3.81048,True
p385_merge_only,M-143,6,6.733402,actual_higher,4.76118,True
p385_merge_only,M-144,6,11.926359,actual_higher,9.864318,True
p385_merge_only,M-145,4,4.094345,actual_higher,2.589576,True
p385_merge_only,M-146,5,7.244228,actual_higher,6.339469,True
p385_merge_only,M-147,6,1.568616,actual_higher,2.824792,True
p385_merge_only,M-148,3,4.094345,actual_higher,1.589492,True
p385_merge_only,M-149,5,8.881836,actual_higher,6.708358,True
p385_merge_only,M-150,2,3.401197,actual_higher,1.802635,True
p385_merge_only,M-151,3,1.386294,actual_higher,0.970406,True
p385_merge_only,M-152,4,10.827746,actual_higher,7.521906,True
p385_merge_only,M-153,3,0.693147,actual_higher,0.429751,True
p385_merge_only,M-154,7,4.248495,actual_higher,3.484548,True
p385_merge_only,M-155,3,4.787492,actual_higher,3.089784,True
p385_merge_only,M-157,7,8.253228,actual_higher,7.42885,True
p385_merge_only,M-158,4,5.455321,actual_higher,3.82734,True
p385_merge_only,M-159,5,4.094345,actual_higher,3.184721,True
p385_merge_only,M-160,6,3.583519,actual_higher,2.290961,True
p385_merge_only,M-163,5,6.615619,actual_higher,5.804156,True
p385_merge_only,M-164,5,10.134599,actual_higher,7.193524,True
p385_merge_only,M-166,6,9.298351,actual_higher,7.454075,True
p385_merge_only,M-170,8,8.748305,actual_higher,6.902724,True
p385_merge_only,M-171,8,5.164786,actual_higher,3.67762,True
p385_merge_only,M-172,6,0,tie,-0.28419,False
p385_merge_only,M-173,5,4.787492,actual_higher,3.489061,True
p385_merge_only,M-174,6,12.214041,actual_higher,10.289531,True
p385_merge_only,M-177,4,2.410799,actual_higher,2.473968,True
p385_merge_only,M-178,2,2.970414,actual_higher,1.188166,True
p385_merge_only,M-179,2,3.951244,actual_higher,2.054647,True
p385_merge_only,M-180,2,4.094345,actual_higher,1.883398,True
p385_merge_only,M-181,5,1.94591,actual_higher,2.014205,True
p385_merge_only,M-183,4,3.73767,actual_higher,2.983834,True
p385_merge_only,M-184,4,4.85203,actual_higher,2.851985,True
p385_merge_only,M-182,2,5.192957,actual_higher,2.181042,True
provisional_high_map,M-1,5,2.772589,actual_higher,1.345134,True
provisional_high_map,M-3,3,-0.693147,reversed_higher,-0.558322,False
provisional_high_map,M-5,6,10.28875,actual_higher,8.455167,True
provisional_high_map,M-6,4,-1.504077,reversed_higher,-0.218951,False
provisional_high_map,M-8,3,0,tie,-0.573363,False
provisional_high_map,M-9,3,-1.098612,reversed_higher,-0.384514,False
provisional_high_map,M-12,9,10.450452,actual_higher,8.542114,True
provisional_high_map,M-13,3,0.693147,actual_higher,0.464409,True
provisional_high_map,M-14,5,10.827746,actual_higher,8.234396,True
provisional_high_map,M-15,5,11.585432,actual_higher,7.832944,True
provisional_high_map,M-16,4,-1.504077,reversed_higher,-0.058349,False
provisional_high_map,M-17,5,4.356709,actual_higher,3.392038,True
provisional_high_map,M-18,3,0.693147,actual_higher,-0.761922,False
provisional_high_map,M-21,8,7.293018,actual_higher,5.21872,True
provisional_high_map,M-24,7,9.100526,actual_higher,7.019056,True
provisional_high_map,M-26,5,7.714231,actual_higher,5.417004,True
provisional_high_map,M-29,9,10.199138,actual_higher,7.401016,True
provisional_high_map,M-30,7,7.426549,actual_higher,6.227841,True
provisional_high_map,M-31,6,6.461468,actual_higher,5.749638,True
provisional_high_map,M-32,4,10.396964,actual_higher,6.889554,True
provisional_high_map,M-33,7,5.886104,actual_higher,4.40159,True
provisional_high_map,M-34,7,5.480639,actual_higher,4.310419,True
provisional_high_map,M-35,7,8.658693,actual_higher,6.404659,True
provisional_high_map,M-36,9,8.930626,actual_higher,7.714344,True
provisional_high_map,M-37,3,4.941642,actual_higher,3.166473,True
provisional_high_map,M-38,13,12.684044,actual_higher,10.535665,True
provisional_high_map,M-40,5,0.693147,actual_higher,0.221807,True
provisional_high_map,M-42,5,9.218309,actual_higher,7.256777,True
provisional_high_map,M-43,6,5.192957,actual_higher,5.008445,True
provisional_high_map,M-44,8,8.748305,actual_higher,7.514488,True
provisional_high_map,M-46,8,11.585432,actual_higher,9.192483,True
provisional_high_map,M-47,5,13.130332,actual_higher,10.538666,True
provisional_high_map,M-48,6,4.644391,actual_higher,3.205683,True
provisional_high_map,M-51,8,9.862666,actual_higher,7.589565,True
provisional_high_map,M-52,10,3.940194,actual_higher,4.476468,True
provisional_high_map,M-53,9,9.639522,actual_higher,7.386103,True
provisional_high_map,M-54,7,5.411646,actual_higher,4.532641,True
provisional_high_map,M-56,8,7.56008,actual_higher,5.885391,True
provisional_high_map,M-57,6,1.791759,actual_higher,0.928452,True
provisional_high_map,M-58,5,10.827746,actual_higher,8.246595,True
provisional_high_map,M-59,5,2.079442,actual_higher,1.230248,True
provisional_high_map,M-63,4,2.484907,actual_higher,1.935872,True
provisional_high_map,M-64,6,4.941642,actual_higher,3.908919,True
provisional_high_map,M-65,6,3.555348,actual_higher,2.764027,True
provisional_high_map,M-69,5,7.649693,actual_higher,5.563495,True
provisional_high_map,M-70,5,7.069874,actual_higher,4.601937,True
provisional_high_map,M-71,6,2.484907,actual_higher,1.47865,True
provisional_high_map,M-74,4,1.609438,actual_higher,0.980808,True
provisional_high_map,M-75,5,10.981897,actual_higher,8.56925,True
provisional_high_map,M-77,5,6.44572,actual_higher,4.952522,True
provisional_high_map,M-78,4,5.480639,actual_higher,3.92716,True
provisional_high_map,M-80,5,7.138867,actual_higher,5.269786,True
provisional_high_map,M-82,6,1.455287,actual_higher,2.22172,True
provisional_high_map,M-83,3,1.871802,actual_higher,1.36153,True
provisional_high_map,M-84,6,6.866933,actual_higher,4.989521,True
provisional_high_map,M-85,5,3.044522,actual_higher,2.602337,True
provisional_high_map,M-86,7,8.39163,actual_higher,6.774085,True
provisional_high_map,M-87,3,0.693147,actual_higher,0.457477,True
provisional_high_map,M-88,3,1.098612,actual_higher,0.488236,True
provisional_high_map,M-89,5,5.480639,actual_higher,3.957343,True
provisional_high_map,M-90,6,11.520894,actual_higher,8.885648,True
provisional_high_map,M-91,9,13.024971,actual_higher,10.081777,True
provisional_high_map,M-92,7,7.56008,actual_higher,6.286184,True
provisional_high_map,M-93,5,2.70805,actual_higher,1.965339,True
provisional_high_map,M-94,5,7.56008,actual_higher,4.856506,True
provisional_high_map,M-95,5,4.356709,actual_higher,3.160203,True
provisional_high_map,M-96,2,2.302585,actual_higher,1.105241,True
provisional_high_map,M-97,3,2.302585,actual_higher,1.69005,True
provisional_high_map,M-99,5,5.192957,actual_higher,3.634992,True
provisional_high_map,M-100,6,10.892285,actual_higher,7.865542,True
provisional_high_map,M-101,6,7.912057,actual_higher,5.385703,True
provisional_high_map,M-102,4,1.386294,actual_higher,0.554247,True
provisional_high_map,M-103,4,5.337538,actual_higher,4.043671,True
provisional_high_map,M-104,5,6.238325,actual_higher,4.064513,True
provisional_high_map,M-107,6,4.49981,actual_higher,3.697771,True
provisional_high_map,M-108,7,2.367124,actual_higher,1.842323,True
provisional_high_map,M-109,7,7.783224,actual_higher,5.939473,True
provisional_high_map,M-112,8,6.802395,actual_higher,5.603652,True
provisional_high_map,M-113,6,6.173786,actual_higher,4.768224,True
provisional_high_map,M-114,6,8.188689,actual_higher,6.485454,True
provisional_high_map,M-115,8,4.356709,actual_higher,3.96164,True
provisional_high_map,M-116,7,11.926359,actual_higher,9.555498,True
provisional_high_map,M-117,8,7.5807,actual_higher,7.139153,True
provisional_high_map,M-118,8,13.872269,actual_higher,11.866779,True
provisional_high_map,M-119,10,4.564348,actual_higher,3.258182,True
provisional_high_map,M-121,5,7.272398,actual_higher,5.466902,True
provisional_high_map,M-122,3,6.194405,actual_higher,3.777454,True
provisional_high_map,M-123,4,0.693147,actual_higher,0.198386,True
provisional_high_map,M-124,4,8.188689,actual_higher,5.710573,True
provisional_high_map,M-127,5,0.693147,actual_higher,-0.544485,False
provisional_high_map,M-128,6,6.39693,actual_higher,4.686502,True
provisional_high_map,M-129,6,5.68358,actual_higher,4.395549,True
provisional_high_map,M-130,6,7.138867,actual_higher,5.451309,True
provisional_high_map,M-131,6,7.56008,actual_higher,4.415972,True
provisional_high_map,M-132,3,4.094345,actual_higher,2.56014,True
provisional_high_map,M-133,8,1.791759,actual_higher,1.681898,True
provisional_high_map,M-134,3,1.252763,actual_higher,0.75987,True
provisional_high_map,M-135,4,5.501258,actual_higher,4.720322,True
provisional_high_map,M-136,7,8.030084,actual_higher,5.671548,True
provisional_high_map,M-138,3,5.886104,actual_higher,3.704315,True
provisional_high_map,M-139,5,0,tie,-0.554518,False
provisional_high_map,M-140,7,7.56008,actual_higher,6.222168,True
provisional_high_map,M-142,4,6.040255,actual_higher,3.81048,True
provisional_high_map,M-143,6,6.733402,actual_higher,4.76118,True
provisional_high_map,M-144,6,11.926359,actual_higher,9.864318,True
provisional_high_map,M-145,4,4.094345,actual_higher,2.589576,True
provisional_high_map,M-146,5,7.244228,actual_higher,6.339469,True
provisional_high_map,M-147,6,1.568616,actual_higher,2.824792,True
provisional_high_map,M-148,3,4.094345,actual_higher,1.589492,True
provisional_high_map,M-149,5,8.881836,actual_higher,6.708358,True
provisional_high_map,M-150,2,3.401197,actual_higher,1.802635,True
provisional_high_map,M-151,3,1.386294,actual_higher,0.970406,True
provisional_high_map,M-152,4,10.827746,actual_higher,7.521906,True
provisional_high_map,M-153,3,0.693147,actual_higher,0.429751,True
provisional_high_map,M-154,7,4.248495,actual_higher,3.484548,True
provisional_high_map,M-155,3,4.787492,actual_higher,3.089784,True
provisional_high_map,M-157,7,8.253228,actual_higher,7.42885,True
provisional_high_map,M-158,4,5.455321,actual_higher,3.82734,True
provisional_high_map,M-159,5,4.094345,actual_higher,3.184721,True
provisional_high_map,M-160,6,3.583519,actual_higher,2.290961,True
provisional_high_map,M-163,5,6.615619,actual_higher,5.804156,True
provisional_high_map,M-164,5,10.134599,actual_higher,7.193524,True
provisional_high_map,M-166,6,9.298351,actual_higher,7.454075,True
provisional_high_map,M-170,8,8.748305,actual_higher,6.902724,True
provisional_high_map,M-171,8,5.164786,actual_higher,3.67762,True
provisional_high_map,M-172,6,0,tie,-0.28419,False
provisional_high_map,M-173,5,4.787492,actual_higher,3.489061,True
provisional_high_map,M-174,6,12.214041,actual_higher,10.289531,True
provisional_high_map,M-177,4,2.410799,actual_higher,2.473968,True
provisional_high_map,M-178,2,2.970414,actual_higher,1.188166,True
provisional_high_map,M-179,2,3.951244,actual_higher,2.054647,True
provisional_high_map,M-180,2,4.094345,actual_higher,1.883398,True
provisional_high_map,M-181,5,1.94591,actual_higher,2.014205,True
provisional_high_map,M-183,4,3.73767,actual_higher,2.983834,True
provisional_high_map,M-184,4,4.85203,actual_higher,2.851985,True
provisional_high_map,M-182,2,5.192957,actual_higher,2.181042,True
provisional_high_medium_map,M-1,5,2.772589,actual_higher,1.345134,True
provisional_high_medium_map,M-3,3,-0.693147,reversed_higher,-0.558322,False
provisional_high_medium_map,M-5,6,10.28875,actual_higher,8.455167,True
provisional_high_medium_map,M-6,4,-1.504077,reversed_higher,-0.218951,False
provisional_high_medium_map,M-8,3,0,tie,-0.573363,False
provisional_high_medium_map,M-9,3,-1.098612,reversed_higher,-0.384514,False
provisional_high_medium_map,M-12,9,10.450452,actual_higher,8.542114,True
provisional_high_medium_map,M-13,3,0.693147,actual_higher,0.464409,True
provisional_high_medium_map,M-14,5,10.827746,actual_higher,8.234396,True
provisional_high_medium_map,M-15,5,11.585432,actual_higher,7.832944,True
provisional_high_medium_map,M-16,4,-1.504077,reversed_higher,-0.058349,False
