"corpus","scope","control","metric","iterations","observed","null_mean","null_p05","null_median","null_p95","null_max","null_ge_observed_share"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_mrr","40","0.336675","0.22538","0.19578","0.222992","0.267584","0.274228","0"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_top1_accuracy","40","0.177966","0.090678","0.033898","0.09322","0.144492","0.161017","0"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_top5_accuracy","40","0.5","0.285805","0.228814","0.288136","0.338983","0.355932","0"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_mrr","40","0.336675","0.2069","0.16186","0.214274","0.24494","0.254326","0"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_top1_accuracy","40","0.450292","0.13655","0.120906","0.138889","0.149635","0.162281","0"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_top5_accuracy","40","0.614035","0.511806","0.488231","0.511696","0.530994","0.538012","0"
"Pictish_stones","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_mrr","40","0.532202","0.307904","0.295917","0.307296","0.319912","0.325401","0"
"Pictish_stones","exact_collapsed_length_2_to_8","global_token_shuffle","masked_top1_accuracy","40","0.450292","0.08867","0.071199","0.086988","0.106944","0.122807","0"
"Pictish_stones","exact_collapsed_length_2_to_8","global_token_shuffle","masked_top5_accuracy","40","0.614035","0.424415","0.399123","0.42617","0.452266","0.47076","0"
"Pictish_stones","exact_collapsed_length_2_to_8","global_token_shuffle","masked_mrr","40","0.532202","0.244779","0.226027","0.243079","0.265965","0.273961","0"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_top1_accuracy","40","0.450292","0.143531","0.121272","0.146199","0.165351","0.178363","0"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_top5_accuracy","40","0.614035","0.529496","0.51462","0.52924","0.547003","0.554094","0"
"Pictish_stones","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_mrr","40","0.532202","0.319217","0.303031","0.320541","0.33407","0.338584","0"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_top1_accuracy","40","0.450292","0.168933","0.140278","0.171053","0.191959","0.20614","0"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_top5_accuracy","40","0.614035","0.475841","0.461915","0.474415","0.495614","0.505848","0"
"Pictish_stones","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_mrr","40","0.532202","0.315688","0.295674","0.314228","0.336488","0.3511","0"
"Totem_poles","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_top1_accuracy","40","0.085485","0.066963","0.057881","0.06634","0.076759","0.081033","0"
"Totem_poles","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_top5_accuracy","40","0.30098","0.247351","0.235841","0.247106","0.259216","0.268032","0"
"Totem_poles","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_mrr","40","0.192087","0.157698","0.15149","0.157027","0.166787","0.167571","0"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","masked_top1_accuracy","40","0.085485","0.046817","0.032012","0.045414","0.063224","0.065004","0"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","masked_top5_accuracy","40","0.30098","0.209394","0.18878","0.209706","0.22894","0.232413","0"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","masked_mrr","40","0.192087","0.132354","0.120672","0.132098","0.143853","0.146691","0"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_top1_accuracy","40","0.085485","0.074933","0.06496","0.0748","0.084728","0.088157","0.05"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_top5_accuracy","40","0.30098","0.257391","0.245726","0.258237","0.267409","0.278718","0"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_mrr","40","0.192087","0.166619","0.159403","0.165792","0.17365","0.178396","0"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_top1_accuracy","40","0.085485","0.052649","0.042431","0.052093","0.063224","0.065004","0"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_top5_accuracy","40","0.30098","0.223152","0.209216","0.222173","0.239804","0.251113","0"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_mrr","40","0.192087","0.141397","0.133103","0.141777","0.149979","0.157673","0"
"Vinca_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_top1_accuracy","40","0.088561","0.09179","0.069742","0.092251","0.107196","0.114391","0.725"
"Vinca_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_top5_accuracy","40","0.276753","0.276199","0.243358","0.276753","0.313838","0.317343","0.55"
"Vinca_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_mrr","40","0.181528","0.188945","0.171226","0.189375","0.204742","0.210632","0.775"
"Vinca_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","masked_top1_accuracy","40","0.088561","0.083856","0.062731","0.081181","0.107196","0.125461","0.425"
"Vinca_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","masked_top5_accuracy","40","0.276753","0.266144","0.232288","0.265683","0.298893","0.306273","0.4"
"Vinca_symbols","exact_collapsed_length_2_to_8","global_token_shuffle","masked_mrr","40","0.181528","0.183838","0.168525","0.182867","0.201198","0.212172","0.525"
"Vinca_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_top1_accuracy","40","0.088561","0.092804","0.077122","0.092251","0.110701","0.110701","0.75"
"Vinca_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_top5_accuracy","40","0.276753","0.284502","0.261624","0.284133","0.306642","0.321033","0.775"
"Vinca_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_mrr","40","0.181528","0.190998","0.175604","0.192467","0.204538","0.206681","0.85"
"Vinca_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_top1_accuracy","40","0.088561","0.086255","0.065867","0.086716","0.114391","0.125461","0.5"
"Vinca_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_top5_accuracy","40","0.276753","0.270756","0.239299","0.269373","0.306458","0.317343","0.3"
"Vinca_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_mrr","40","0.181528","0.184487","0.165082","0.183136","0.197957","0.220947","0.6"
"Weather_icons","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_top1_accuracy","40","0.265555","0.1687","0.1532","0.167667","0.185033","0.192","0"
"Weather_icons","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_top5_accuracy","40","0.790543","0.714083","0.698633","0.714667","0.728867","0.74","0"
"Weather_icons","exact_collapsed_length_2_to_8","edge_frame_shuffle","masked_mrr","40","0.473528","0.388283","0.376991","0.387191","0.401357","0.404823","0"
"Weather_icons","exact_collapsed_length_2_to_8","global_token_shuffle","masked_top1_accuracy","40","0.265555","0.1716","0.153233","0.173","0.183367","0.188667","0"
"Weather_icons","exact_collapsed_length_2_to_8","global_token_shuffle","masked_top5_accuracy","40","0.790543","0.71285","0.6972","0.712333","0.731433","0.739333","0"
"Weather_icons","exact_collapsed_length_2_to_8","global_token_shuffle","masked_mrr","40","0.473528","0.38998","0.377955","0.390143","0.39968","0.401731","0"
"Weather_icons","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_top1_accuracy","40","0.265555","0.170633","0.1586","0.171333","0.1827","0.189333","0"
"Weather_icons","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_top5_accuracy","40","0.790543","0.713583","0.690567","0.713","0.736933","0.758","0"
"Weather_icons","exact_collapsed_length_2_to_8","position_slot_shuffle","masked_mrr","40","0.473528","0.389579","0.378892","0.390053","0.399247","0.402791","0"
"Weather_icons","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_top1_accuracy","40","0.265555","0.228683","0.213833","0.228","0.242033","0.249333","0"
"Weather_icons","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_top5_accuracy","40","0.790543","0.767617","0.7546","0.766333","0.7861","0.792667","0.025"
"Weather_icons","exact_collapsed_length_2_to_8","row_internal_shuffle","masked_mrr","40","0.473528","0.443951","0.431316","0.444477","0.453358","0.461198","0"
