"target_cisi","target_row_id","target_bucket","target_short_text","target_context_class","target_side_relation","target_long_token_set","target_profile","best_033_cisi","best_033_row_id","best_033_score","best_033_short_text","best_033_context_class","best_033_side_relation","best_033_long_token_set","best_033_matches","best_033_mismatches","best_032_cisi","best_032_row_id","best_032_score","best_032_short_text","best_032_context_class","best_032_side_relation","best_032_long_token_set","best_032_matches","best_032_mismatches","contrast_readiness","source_check_status"
"H-1937","938.1","A_034_direction_reversal","+034-700+","single_longer_text","short_before_all_longer","255;435;690;740","Faience|prism|triangular|Period 3/-|","H-1933","917.1","32","+700-033+","single_longer_text","short_before_all_longer","352;400;520","type;sides;site;material;shape;cross_section;h_bin;v_bin;area_bin;context_class;side_relation","symbol:Bult->Gavi;period_phase:Period 3/-->-/-;excavation_prefix:H98->H97;aspect_bin:aspect_1p5_1p9->aspect_ge_1p9;order:700_last->700_first;long_token_set:255;435;690;740->352;400;520","H-1931","548.1","32","+700-032+","single_longer_text","short_before_all_longer","176;400;740;791","type;sides;site;material;shape;cross_section;h_bin;v_bin;area_bin;context_class;side_relation","symbol:Bult->Gavi;period_phase:Period 3/-->-/-;excavation_prefix:H98->H94;aspect_bin:aspect_1p5_1p9->aspect_ge_1p9;order:700_last->700_first;long_token_set:255;435;690;740->176;400;740;791","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-2154","815.1","A_034_direction_reversal","+034-700+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular|rectangular|Period 3B/C/B/C|ETrench 11","H-927","1807.1","33","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;h_bin;area_bin;aspect_bin;context_class;side_relation;long_token_set","area_section:ETrench 11->FTrench I;period_phase:Period 3B/C/B/C->Period 3B/C/Stratum V;v_bin:v_lt_7->v_7_8p5;order:700_last->700_first","H-1313","4081.2","30","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;side_relation;long_token_set","shape:rectangular->elliptical;area_section:ETrench 11->FTrench I;period_phase:Period 3B/C/B/C->Period 3B/C/Stratum V;context_class:all_short_or_no_longer_text->single_short_no_longer_text;order:700_last->700_first","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-2208","549.1","A_034_direction_reversal","+034-700+","single_longer_text","short_before_all_longer","027;032;400;740","Steatite|prism|triangular|Period 3B/C/B/C|ETrench 10W/11","H-2209","638.1","32","+700-033+","single_longer_text","short_before_all_longer","025;032;400;740","type;sides;site;material;shape;cross_section;symbol;period_phase;v_bin;area_bin;aspect_bin;context_class;side_relation","excavation_prefix:H94->H95;h_bin:h_13_16->h_ge_16;order:700_last->700_first;long_token_set:027;032;400;740->025;032;400;740","H-2211","829.1","31","+700-032+","single_longer_text","short_before_all_longer","032;700;741;840","type;sides;site;material;shape;cross_section;period_phase;h_bin;area_bin;aspect_bin;context_class;side_relation","symbol:Fish->Bult;area_section:ETrench 10W/11->ETrench 11;excavation_prefix:H94->H97;v_bin:v_7_8p5->v_lt_7;order:700_last->700_first;long_token_set:027;032;400;740->032;700;741;840","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1876","468.1","A_034_direction_reversal","+034-700+","single_longer_text","short_before_all_longer","400;516;775","Faience|rectangular|rectangular|Period 3B/B|ETrench 54","H-790","1681.2","32","+700-033+","single_longer_text","short_after_all_longer","033;384;400;740","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class","area_section:ETrench 54->FTrench I;period_phase:Period 3B/B->Period 3C-4/Stratum I;side_relation:short_before_all_longer->short_after_all_longer;order:700_last->700_first;long_token_set:400;516;775->033;384;400;740","H-1772","400.1","30","+700-032+","single_longer_text","short_before_all_longer","001;031;140;740","type;sides;site;material;shape;cross_section;area_section;v_bin;area_bin;context_class;side_relation","symbol:None->Goat:4;period_phase:Period 3B/B->Period 3B/C/B/C;excavation_prefix:H2001->H2000;h_bin:h_13_16->h_ge_16;aspect_bin:aspect_1p5_1p9->aspect_ge_1p9;order:700_last->700_first;long_token_set:400;516;775->001;031;140;740","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-853","1739.2","A_034_direction_reversal","+034-700+","single_longer_text","short_after_all_longer","177;231;740","|prism|triangular|-/-|","H-846","1732.2","31","+700-033+","single_longer_text","short_after_all_longer","031;100;400;705;740","type;sides;site;shape;cross_section;period_phase;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation","symbol:Bult->Gavi;order:700_last->700_first;long_token_set:177;231;740->031;100;400;705;740","H-854","1740.2","28","+700-032+","single_longer_text","short_after_all_longer","003;335;400;740","type;sides;site;shape;cross_section;symbol;v_bin;area_bin;aspect_bin;context_class;side_relation","period_phase:-/-->Period 3B/C/-;h_bin:h_13_16->h_ge_16;order:700_last->700_first;long_token_set:177;231;740->003;335;400;740","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-933","1813.1","A_034_direction_reversal","+034-700+","single_longer_text","short_before_all_longer","176;400;740","|rectangular||-/-|","H-924","1804.2","28","+700-033+","single_longer_text","short_after_all_longer","013;740;840","type;sides;site;shape;symbol;period_phase;h_bin;v_bin;area_bin;aspect_bin;context_class","side_relation:short_before_all_longer->short_after_all_longer;order:700_last->700_first;long_token_set:176;400;740->013;740;840","H-930","1810.2","27","+700-032+","single_longer_text","short_after_all_longer","004;740;900","type;sides;site;shape;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class","period_phase:-/-->-/Stratum I;excavation_prefix:G->J;side_relation:short_before_all_longer->short_after_all_longer;order:700_last->700_first;long_token_set:176;400;740->004;740;900","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-358","1377.2","A_034_direction_reversal","+034-700+","single_longer_text","short_after_all_longer","156;255;400;435","Steatite|prism|triangular|Period 3C-1/Stratum IV|FTrench VI","H-355","1374.2","28","+700-033+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;shape;cross_section;symbol;h_bin;area_bin;aspect_bin;context_class;side_relation","period_phase:Period 3C-1/Stratum IV->-/-;v_bin:v_7_8p5->v_lt_7;order:700_last->700_first;long_token_set:156;255;400;435->176;400;740","H-1294","1061.2","25","+700-032+","single_longer_text","short_after_all_longer","233;527;550","type;site;material;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation","sides:3->2;shape:prism->rectangular;cross_section:triangular->rectangular;area_section:FTrench VI->AB-;period_phase:Period 3C-1/Stratum IV->Period 4/Stratum I;order:700_last->700_first;long_token_set:156;255;400;435->233;527;550","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-307","1329.2","A_034_no_longer_small_object","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular|rectangular|Period 3B/C/Stratum V|FTrench I","H-928","1808.1","38","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;area_section;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","period_phase:Period 3B/C/Stratum V->Period 3B/C/Stratum VI","H-1156","270.2","31","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","sides;site;material;shape;cross_section;symbol;area_section;period_phase;h_bin;v_bin;area_bin;side_relation;order;long_token_set","type:TAB:I->TAB:B;aspect_bin:aspect_ge_1p9->aspect_1p5_1p9;context_class:all_short_or_no_longer_text->single_short_no_longer_text","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-788","1679.2","A_034_no_longer_small_object","+700-034+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","Faience|rectangular|rectangular|Period 3B/C/Stratum VI|FTrench I","H-798","1689.2","34","+700-033+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;period_phase;v_bin;area_bin;context_class;side_relation;order;long_token_set","area_section:FTrench I->FGranery;h_bin:h_10_13->h_13_16;aspect_bin:aspect_1p5_1p9->aspect_ge_1p9","H-1836","497.1","34","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","period_phase:Period 3B/C/Stratum VI->Period 3/-;h_bin:h_10_13->h_13_16","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-2105","642.2","A_034_no_longer_small_object","+700-034+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular|rectangular|Period 3B/C/B/C|ETrench 10W/11","H-929","1809.1","34","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;side_relation;order;long_token_set","area_section:ETrench 10W/11->FTrench I;period_phase:Period 3B/C/B/C->Period 3B/C/Stratum V;context_class:single_short_no_longer_text->all_short_or_no_longer_text","H-2129","674.1","33","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;area_section;period_phase;excavation_prefix;v_bin;context_class;side_relation;order;long_token_set","h_bin:h_10_13->h_missing;area_bin:area_80_120->area_missing;aspect_bin:aspect_1p5_1p9->aspect_missing","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-952","1832.2","A_034_no_longer_small_object","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular|rectangular|-/-|G-","H-929","1809.1","37","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","area_section:G-->FTrench I;period_phase:-/-->Period 3B/C/Stratum V","H-930","1810.2","27","+700-032+","single_longer_text","short_after_all_longer","004;740;900","type;sides;site;material;shape;cross_section;symbol;v_bin;area_bin;aspect_bin;order","area_section:G-->D-;period_phase:-/-->-/Stratum I;excavation_prefix:G->J;h_bin:h_10_13->h_13_16;context_class:all_short_or_no_longer_text->single_longer_text;side_relation:no_longer_text->short_after_all_longer;long_token_set:NO_LONGER_TEXT->004;740;900","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-947","1827.2","A_034_no_longer_small_object","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular|rectangular|Period 3B/C/-|F-","H-928","1808.1","33","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;context_class;side_relation;order;long_token_set","area_section:F-->FTrench I;period_phase:Period 3B/C/-->Period 3B/C/Stratum VI;area_bin:area_lt_80->area_80_120;aspect_bin:aspect_1p5_1p9->aspect_ge_1p9","H-2146","841.2","30","+700-032+","single_longer_text","short_after_all_longer","220;415;520","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;order","area_section:F-->ETrench 11;period_phase:Period 3B/C/-->Period 3B/B;context_class:all_short_or_no_longer_text->single_longer_text;side_relation:no_longer_text->short_after_all_longer;long_token_set:NO_LONGER_TEXT->220;415;520","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1828","895.2","A_034_no_longer_small_object","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Faience|rectangular|plano-convex|Period 3C/C|ETrench 11","H-1859","598.1","33","+033-700+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;v_bin;area_bin;aspect_bin;context_class;side_relation;long_token_set","area_section:ETrench 11->ETTrench 19;period_phase:Period 3C/C->Period 3B/C/B/C;excavation_prefix:H97->H94;h_bin:h_10_13->h_13_16;order:700_first->700_last","H-1836","497.1","29","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;symbol;v_bin;area_bin;aspect_bin;side_relation;order;long_token_set","cross_section:plano-convex->rectangular;period_phase:Period 3C/C->Period 3/-;excavation_prefix:H97->H98;h_bin:h_10_13->h_13_16;context_class:all_short_or_no_longer_text->single_short_no_longer_text","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1829","890.2","A_034_no_longer_small_object","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Faience|rectangular|plano-convex|Period 3C/C|ETrench 11","H-1859","598.1","33","+033-700+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;v_bin;area_bin;aspect_bin;context_class;side_relation;long_token_set","area_section:ETrench 11->ETTrench 19;period_phase:Period 3C/C->Period 3B/C/B/C;excavation_prefix:H97->H94;h_bin:h_10_13->h_13_16;order:700_first->700_last","H-1836","497.1","29","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;symbol;v_bin;area_bin;aspect_bin;side_relation;order;long_token_set","cross_section:plano-convex->rectangular;period_phase:Period 3C/C->Period 3/-;excavation_prefix:H97->H98;h_bin:h_10_13->h_13_16;context_class:all_short_or_no_longer_text->single_short_no_longer_text","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1907","743.2","A_034_no_longer_small_object","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Faience|heart|rectangular|Period 3B/C/B/C|ETrench 11","H-1861","774.1","33","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;cross_section;symbol;area_section;period_phase;excavation_prefix;v_bin;area_bin;context_class;side_relation;order;long_token_set","shape:heart->rectangular;h_bin:h_10_13->h_13_16;aspect_bin:aspect_lt_1p5->aspect_1p5_1p9","H-1865","411.1","28","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;cross_section;symbol;period_phase;v_bin;area_bin;side_relation;order;long_token_set","shape:heart->rectangular;area_section:ETrench 11->ETrench 54;excavation_prefix:H96->H2000;h_bin:h_10_13->h_13_16;aspect_bin:aspect_lt_1p5->aspect_1p5_1p9;context_class:all_short_or_no_longer_text->single_short_no_longer_text","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-285","1307.2","A_034_no_longer_small_object","+700-034+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular||-/Stratum III|D-","H-891","1773.1","28","+700-033+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;symbol;area_bin;context_class;side_relation;order;long_token_set","area_section:D-->FTrench IV+V;period_phase:-/Stratum III->Period 3C-1/Stratum IV;h_bin:h_10_13->h_ge_16;v_bin:v_ge_10->v_7_8p5;aspect_bin:aspect_lt_1p5->aspect_ge_1p9","H-926","1806.2","32","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;symbol;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","area_section:D-->FTrench I;period_phase:-/Stratum III->Period 3C-3/Stratum II;h_bin:h_10_13->h_13_16","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-2155","812.1","A_034_no_longer_small_object","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular|rectangular|Period 3B/C/B/C|ETrench 11","H-2131","732.1","31","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;excavation_prefix;v_bin;context_class;side_relation;order;long_token_set","area_section:ETrench 11->FTrench 37;period_phase:Period 3B/C/B/C->Period 3C/C;h_bin:h_lt_10->h_13_16;area_bin:area_lt_80->area_80_120;aspect_bin:aspect_lt_1p5->aspect_1p5_1p9","H-963","1840.2","28","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;cross_section;symbol;h_bin;area_bin;aspect_bin;side_relation;order;long_token_set","shape:rectangular->circular;area_section:ETrench 11->F-;period_phase:Period 3B/C/B/C->Period 3B/C/-;v_bin:v_7_8p5->v_lt_7;context_class:all_short_or_no_longer_text->single_short_no_longer_text","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-953","1833.1","A_034_no_longer_small_object","+700-034+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","|rectangular||-/-|","H-1295","4074.2","30","+700-033+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;shape;symbol;period_phase;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","h_bin:h_10_13->h_13_16","H-1156","270.2","25","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","sides;site;shape;symbol;h_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","type:TAB:I->TAB:B;period_phase:-/-->Period 3B/C/Stratum V;v_bin:v_7_8p5->v_lt_7","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
