checked_date,prev_before_002,cases,top_head_after_002,top_head_x_after_002,count_390_125,count_390_095,count_390_705,count_235_390_405_tail_has_125,model_implication,examples
2026-05-31,220,21,861:4;817:3;820:3;<END>:2;000:2;368:2;031:1;130:1;595:1;727:1,861-<END>:4;817-<END>:3;820-<END>:3;<END>-<END>:2;000-<END>:2;031-165:1;130-035:1;368-550:1;368-840:1;595-632:1,0,0,0,0,background_left_qualifier,B-1:368-550-821:SEAL:S:Banawali | B-23::TAG:Banawali | H-1042:817:SEAL:S:Harappa | H-149:820:SEAL:R:Harappa | H-375:000:POT:T:g:Harappa | H-385:595-632-354-850:SEAL:S:Harappa | L-208:820:TAG:Lothal | L-211:000:TAG:Lothal | L-213:368-840-900:TAG:Lothal | M-1709:817:SEAL:S:Mohenjo-daro | M-1990:861:SEAL:Mohenjo-daro | M-1706:820:SEAL:S:Mohenjo-daro
2026-05-31,806,19,502:2;817:2;820:2;861:2;031:1;220:1;267:1;405:1;540:1;575:1,502-031:2;817-<END>:2;820-<END>:2;861-<END>:2;031-502:1;220-455:1;267-455:1;405-321:1;540-<END>:1;575-000:1,0,0,0,0,background_left_qualifier,H-21:817:SEAL:S:Harappa | H-22:405-321:SEAL:S:Harappa | H-78:575-000:SEAL:S:Harappa | H-130:595-812-125-717:SEAL:R:Harappa | H-135:861:SEAL:R:Harappa | H-388:817:SEAL:S:Harappa | H-405:863:SEAL:S:Harappa | H-649:820:SEAL:R:Harappa | M-10:267-455:SEAL:S:Mohenjo-daro | M-29:220-455-503:SEAL:S:Mohenjo-daro | M-166:861:SEAL:S:Mohenjo-daro | M-358:502-031:SEAL:R:Mohenjo-daro
2026-05-31,798,18,861:8;820:3;000:2;297:1;299:1;354:1;693:1;817:1,861-<END>:6;820-<END>:3;000-<END>:1;000-090:1;297-350:1;299-530:1;354-004:1;693-<END>:1;817-032:1;861-216:1,0,0,0,0,background_left_qualifier,C-7:000:SEAL:S:Chanhu-daro | H-1051:861:SEAL:S:Harappa | H-446:861-216:SEAL:S:Harappa | M-1681:861-832:SEAL:S:Mohenjo-daro | M-1954:861:SEAL:R:Mohenjo-daro | M-50:820:SEAL:S:Mohenjo-daro | M-54:820:SEAL:S:Mohenjo-daro | M-57:693:SEAL:S:Mohenjo-daro | M-381:820:SEAL:R:Mohenjo-daro | M-413:354-004:SEAL:R:Mohenjo-daro | M-623:299-530-820:SEAL:S:Mohenjo-daro | M-629:861:SEAL:S:Mohenjo-daro
2026-05-31,061,17,817:5;861:2;000:1;368:1;390:1;400:1;455:1;460:1;575:1;703:1,817-<END>:5;861-<END>:2;000-<END>:1;368-634:1;390-140:1;400-703:1;455-420:1;460-632:1;575-000:1;703-000:1,0,0,0,0,background_left_qualifier,Blk-2:368-634:SEAL:S:Bala-kot | H-1865:000:TAB:B:Harappa | H-1671:455-420-032:SEAL:S:Harappa | H-2338:575-000:POT:T:g:Harappa | M-1772:798-435-255-705:SEAL:S:Mohenjo-daro | M-1787:703-000:SEAL:S:Mohenjo-daro | M-164:817:SEAL:S:Mohenjo-daro | M-204:817:SEAL:S:Mohenjo-daro | M-309:824:SEAL:S:Mohenjo-daro | M-408:817:SEAL:R:Mohenjo-daro | M-708:390-140:SEAL:S:Mohenjo-daro | M-717:861:SEAL:S:Mohenjo-daro
2026-05-31,176,17,861:6;326:2;817:2;920:2;000:1;405:1;798:1;812:1;820:1,861-<END>:4;326-<END>:2;817-<END>:2;920-491:2;000-000:1;405-372:1;798-590:1;812-031:1;820-<END>:1;861-392:1,0,0,0,0,background_left_qualifier,H-2016:920-491:TAB:B:Harappa | H-464:798-590-032:SEAL:S:Harappa | H-811:920-491:TAB:B:Harappa | K-44:000-000:SEAL:S:Kalibangan | L-46:861-392:SEAL:S:Lothal | M-2060:861:POT:T:g:Mohenjo-daro | M-1880:861:SEAL:S:Mohenjo-daro | M-963:817:SEAL:S:Mohenjo-daro | M-1755:861:SEAL:S:Mohenjo-daro | M-595:820:SEAL:S:Mohenjo-daro | M-15:861:SEAL:S:Mohenjo-daro | M-34:405-372-374:SEAL:S:Mohenjo-daro
2026-05-31,231,16,817:3;861:3;820:2;<END>:1;055:1;107:1;220:1;221:1;298:1;564:1,817-<END>:2;861-<END>:2;<END>-<END>:1;055-373:1;107-<END>:1;220-065:1;221-<END>:1;298-460:1;564-617:1;705-530:1,0,0,0,0,background_left_qualifier,H-459:817:SEAL:S:Harappa | H-609:817-000:SEAL:S:Harappa | K-25:220-065-132-082:SEAL:S:Kalibangan | L-82:221:SEAL:R:Lothal | M-1674:861-683:SEAL:S:Mohenjo-daro | M-1860:861:SEAL:S:Mohenjo-daro | M-4:564-617-033:SEAL:S:Mohenjo-daro | M-35:107:SEAL:S:Mohenjo-daro | M-43:055-373:SEAL:S:Mohenjo-daro | M-86:820-700:SEAL:S:Mohenjo-daro | M-259:817:SEAL:S:Mohenjo-daro | M-683:298-460-032:SEAL:S:Mohenjo-daro
2026-05-31,415,14,861:3;031:1;130:1;190:1;257:1;287:1;435:1;550:1;700:1;705:1,861-<END>:3;031-350:1;130-035:1;190-751:1;257-898:1;287-140:1;435-000:1;550-<END>:1;700-000:1;705-590:1,0,0,0,0,background_left_qualifier,L-145:550:TAG:Lothal | M-1696:861:SEAL:S:Mohenjo-daro | M-109:287-140:SEAL:S:Mohenjo-daro | M-154:257-898:SEAL:S:Mohenjo-daro | M-248:705-590:SEAL:S:Mohenjo-daro | M-279:700-000:SEAL:S:Mohenjo-daro | M-639:190-751:SEAL:S:Mohenjo-daro | M-699:130-035-171:SEAL:S:Mohenjo-daro | M-727:820:SEAL:S:Mohenjo-daro | M-739:031-350-550-692:SEAL:S:Mohenjo-daro | M-839:817:SEAL:S:Mohenjo-daro | M-850:861:SEAL:S:Mohenjo-daro
2026-05-31,016,13,861:4;820:2;000:1;297:1;416:1;595:1;814:1;824:1;920:1,861-<END>:4;820-<END>:2;000-<END>:1;297-190:1;416-000:1;595-342:1;814-560:1;824-<END>:1;920-317:1,0,0,0,0,background_left_qualifier,C-3:920-317:SEAL:S:Chanhu-daro | -:861:SEAL:R:Dholavira | H-514:820:SEAL:S:Harappa | L-25:000:SEAL:S:Lothal | M-1884:416-000:SEAL:S:Mohenjo-daro | M-17:814-560:SEAL:S:Mohenjo-daro | M-53:297-190-920-140:SEAL:S:Mohenjo-daro | M-872:824:SEAL:S:Mohenjo-daro | M-1341:595-342-632:SEAL:R:Mohenjo-daro | M-1658:861:MISC:Mohenjo-daro | Ns-5:820:SEAL:S:Nausharo | -:861:SEAL:R:Dholavira
2026-05-31,048,12,817:12,817-<END>:12,0,0,0,0,background_left_qualifier,L-84:817:SEAL:R:Lothal | L-161:817:TAG:B:Lothal | L-162:817:TAG:B:Lothal | L-163:817:TAG:B:Lothal | L-164:817:TAG:B:Lothal | L-165:817:TAG:B:Lothal | L-166:817:TAG:B:Lothal | L-167:817:TAG:B:Lothal | L-168:817:TAG:B:Lothal | L-169:817:TAG:B:Lothal | L-170:817:TAG:B:Lothal | M-895:817:SEAL:S:Mohenjo-daro
2026-05-31,705,11,861:4;<END>:1;000:1;093:1;172:1;577:1;585:1;905:1,861-<END>:3;<END>-<END>:1;000-<END>:1;093-033:1;172-032:1;577-<END>:1;585-<END>:1;861-803:1;905-<END>:1,0,0,0,0,background_left_qualifier,H-383:000:SEAL:S:Harappa | H-455:172-032:SEAL:S:Harappa | L-183::TAG:Lothal | M-1765:093-033:SEAL:S:Mohenjo-daro | M-1967:585:SEAL:R:Mohenjo-daro | M-100:861:SEAL:S:Mohenjo-daro | M-785:861:SEAL:S:Mohenjo-daro | M-957:577:SEAL:S:Mohenjo-daro | M-1698:861-803:SEAL:S:Mohenjo-daro | M-2128:905:IMPL:Mohenjo-daro | -:861:TAG:Dholavira
2026-05-31,005,9,817:3;<END>:1;455:1;570:1;590:1;820:1;861:1,817-<END>:3;<END>-<END>:1;455-511:1;570-<END>:1;590-455:1;820-<END>:1;861-036:1,0,0,0,0,background_left_qualifier,H-1045:820:SEAL:S:Harappa | H-1517::ROD:Harappa | M-1927:817:SEAL:S:Mohenjo-daro | M-1927:817:SEAL:S:Mohenjo-daro | M-1907:455-511:SEAL:S:Mohenjo-daro | M-20:861-036-460-513:SEAL:S:Mohenjo-daro | M-803:817:SEAL:S:Mohenjo-daro | M-1909:590-455:SEAL:S:Mohenjo-daro | M-2012:570:TAB:B:Mohenjo-daro
2026-05-31,017,9,817:3;820:2;000:1;220:1;463:1;611:1,817-<END>:3;820-<END>:2;000-<END>:1;220-455:1;463-575:1;611-615:1,0,0,0,0,background_left_qualifier,H-3:611-615-703:SEAL:S:Harappa | H-82:220-455-741:SEAL:S:Harappa | K-2:000:SEAL:S:Kalibangan | M-1708:817:SEAL:S:Mohenjo-daro | M-728:820:SEAL:S:Mohenjo-daro | M-776:817:SEAL:S:Mohenjo-daro | M-792:817:SEAL:S:Mohenjo-daro | M-1138:820:SEAL:S:Mohenjo-daro | -:463-575:SEAL:S:Dholavira
2026-05-31,140,9,<END>:3;741:2;220:1;546:1;817:1;861:1,<END>-<END>:3;741-060:2;220-627:1;546-<END>:1;817-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,H-1662:546:SEAL:S:Harappa | K-4:741-060-920:SEAL:S:Kalibangan | -::BNGL:Mohenjo-daro | M-142:861:SEAL:S:Mohenjo-daro | M-762::SEAL:S:Mohenjo-daro | M-1114:741-060-920:SEAL:S:Mohenjo-daro | M-1127::SEAL:S:Mohenjo-daro | M-1427:220-627-615-906-388:TAG:O:Mohenjo-daro | -:817:SEAL:S:Unknown
2026-05-31,590,9,817:3;861:3;000:1;374:1;820:1,861-<END>:3;817-<END>:2;000-<END>:1;374-840:1;817-690:1;820-<END>:1,0,0,0,0,background_left_qualifier,H-1692:861:SEAL:S:Harappa | -:817:SEAL:S:Dholavira | M-437:820:TAG:P:Mohenjo-daro | M-813:861:SEAL:S:Mohenjo-daro | M-851:817:SEAL:S:Mohenjo-daro | M-855:817-690-544:SEAL:S:Mohenjo-daro | M-1089:374-840:SEAL:S:Mohenjo-daro | H-1079:000:SEAL:R:Harappa | -:861:SEAL:S:Dholavira
2026-05-31,350,8,817:2;296:1;374:1;550:1;595:1;814:1;820:1,817-<END>:2;296-000:1;374-575:1;550-615:1;595-390:1;814-084:1;820-<END>:1,0,0,0,0,background_left_qualifier,K-89:595-390-000:TAG:L:Kalibangan | M-235:820:SEAL:S:Mohenjo-daro | M-92:814-084:SEAL:S:Mohenjo-daro | M-665:374-575:SEAL:S:Mohenjo-daro | M-732:817:SEAL:S:Mohenjo-daro | M-849:550-615:SEAL:S:Mohenjo-daro | M-1085:817:SEAL:S:Mohenjo-daro | K-146:296-000:SEAL:S:Kalibangan
2026-05-31,417,8,056:8,056-091:8,0,0,0,0,background_left_qualifier,K-69:056-091:TAG:Kalibangan | K-70:056-091:TAG:Kalibangan | K-71:056-091:TAG:Kalibangan | K-72:056-091:TAG:Kalibangan | K-73:056-091:TAG:Kalibangan | K-74:056-091:TAG:Kalibangan | K-75:056-091:TAG:Kalibangan | K-156:056-091:TAG:Kalibangan
2026-05-31,236,7,861:3;308:1;390:1;820:1;906:1,861-<END>:3;308-072:1;390-707:1;820-<END>:1;906-125:1,0,0,0,0,background_left_qualifier,B-17:308-072:SEAL:S:Banawali | -:820:SEAL:S:Bhirrana | L-130:861:TAG:Lothal | L-131:861:TAG:Lothal | L-202:861:TAG:Lothal | M-232:390-707:SEAL:S:Mohenjo-daro | M-354:906-125:SEAL:R:Mohenjo-daro
2026-05-31,503,7,817:5;861:1;880:1,817-<END>:5;861-000:1;880-<END>:1,0,0,0,0,background_left_qualifier,Ad-8:861-000:MISC:Allahdino | H-13:817:SEAL:S:Harappa | M-14:817:SEAL:S:Mohenjo-daro | M-58:817:SEAL:S:Mohenjo-daro | M-245:817:SEAL:S:Mohenjo-daro | M-362:817:SEAL:R:Mohenjo-daro | M-1318:880:SEAL:R:Mohenjo-daro
2026-05-31,832,7,817:4;000:1;060:1;861:1,817-<END>:4;000-000:1;060-820:1;861-<END>:1,0,0,0,0,background_left_qualifier,H-2015:817:TAB:B:Harappa | H-2014:817:TAB:B:Harappa | L-57:861:SEAL:S:Lothal | L-92:817:SEAL:R:Lothal | M-1914:817:SEAL:S:Mohenjo-daro | M-1369:060-820:SEAL:C:Mohenjo-daro | M-1995:000-000:SEAL:Mohenjo-daro
2026-05-31,706,6,000:1;690:1;817:1;820:1;850:1;861:1,000-<END>:1;690-921:1;817-808:1;820-<END>:1;850-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,H-8:690-921:SEAL:S:Harappa | H-417:000:SEAL:S:Harappa | H-456:817-808:SEAL:S:Harappa | M-781:861:SEAL:S:Mohenjo-daro | H-1076:820:SEAL:R:Harappa | -:850:TAG:Dholavira
2026-05-31,840,6,<END>:2;000:1;296:1;768:1;861:1,<END>-<END>:2;000-<END>:1;296-530:1;768-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,-:861:POT:T:g:Bakkar Buthi | C-57:296-530-000:SEAL:S:Chanhu-daro | H-844::TAB:B:Harappa | H-904::TAB:I:Harappa | M-1759:768:SEAL:S:Mohenjo-daro | -:000:TAG:Dholavira
2026-05-31,175,5,861:2;000:1;295:1;880:1,861-<END>:2;000-<END>:1;295-502:1;880-<END>:1,0,0,0,0,background_left_qualifier,H-2022:861:TAB:B:Harappa | L-95:880:SEAL:R:Lothal | M-181:295-502:SEAL:S:Mohenjo-daro | M-1267:861:SEAL:R:Mohenjo-daro | -:000:SEAL:S:Dholavira
2026-05-31,255,5,267:1;286:1;368:1;817:1;861:1,267-000:1;286-220:1;368-861:1;817-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,K-10:368-861-590-032-368:SEAL:S:Kalibangan | M-1688:286-220-031-012-031-455-033-590:SEAL:S:Mohenjo-daro | M-816:817:SEAL:S:Mohenjo-daro | M-1206:861:SEAL:S:Mohenjo-daro | -:267-000-033:SEAL:S:Rakhigarhi
2026-05-31,416,5,861:2;615:1;817:1;824:1,861-<END>:2;615-<END>:1;817-<END>:1;824-<END>:1,0,0,0,0,background_left_qualifier,-:861:SEAL:S:Dholavira | H-92:615:SEAL:S:Harappa | L-91:824:SEAL:R:Lothal | M-1913:817:SEAL:S:Mohenjo-daro | M-28:861:SEAL:S:Mohenjo-daro
2026-05-31,495,4,595:1;817:1;825:1;861:1,595-906:1;817-<END>:1;825-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,H-612:825:SEAL:S:Harappa | H-838:817:TAB:B:Harappa | L-226:861:POT:T:g:Lothal | M-809:595-906:SEAL:S:Mohenjo-daro
2026-05-31,519,4,297:1;817:1;861:1;900:1,297-000:1;817-<END>:1;861-<END>:1;900-630:1,0,0,0,0,background_left_qualifier,H-1038:297-000:SEAL:S:Harappa | M-327:861:SEAL:S:Mohenjo-daro | M-650:817:SEAL:S:Mohenjo-daro | -:900-630:TAB:B:Dholavira
2026-05-31,550,4,370:2;125:1;861:1,370-<END>:2;125-590:1;861-<END>:1,0,0,0,0,background_left_qualifier,H-611:125-590:SEAL:S:Harappa | M-1371:370:POT:T:s:Mohenjo-daro | M-1381:370:POT:T:s:Mohenjo-daro | M-1973:861:SEAL:R:Mohenjo-daro
2026-05-31,717,4,000:1;298:1;764:1;861:1,000-<END>:1;298-741:1;764-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,C-5:298-741:SEAL:S:Chanhu-daro | H-476:000:SEAL:S:Harappa | M-258:861:SEAL:S:Mohenjo-daro | M-713:764:SEAL:S:Mohenjo-daro
2026-05-31,049,3,817:1;820:1;861:1,817-<END>:1;820-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,H-1966:861:TAB:B:Harappa | M-1711:817:SEAL:S:Mohenjo-daro | -:820:TAG:Kanmer
2026-05-31,055,3,595:1;820:1;861:1,595-575:1;820-<END>:1;861-603:1,0,0,0,0,background_left_qualifier,H-131:595-575-794-000:SEAL:R:Harappa | M-117:820:SEAL:S:Mohenjo-daro | M-1273:861-603:SEAL:R:Mohenjo-daro
2026-05-31,070,3,000:1;002:1;233:1,000-<END>:1;002-817:1;233-235:1,0,0,0,0,background_left_qualifier,H-141:233-235:SEAL:R:Harappa | L-138:000:TAG:L:Lothal | M-658:002-817:SEAL:S:Mohenjo-daro
2026-05-31,104,3,817:1;820:1;824:1,817-<END>:1;820-<END>:1;824-<END>:1,0,0,0,0,background_left_qualifier,H-244:820:TAB:B:Harappa | M-1110:817:SEAL:S:Mohenjo-daro | -:824:SEAL:S:Unknown
2026-05-31,142,3,390:1;518:1;817:1,390-095:1;518-<END>:1;817-<END>:1,0,1,0,0,background_left_qualifier,M-1976:817:SEAL:R:Mohenjo-daro | M-1916:518:SEAL:S:Mohenjo-daro | M-71:390-095:SEAL:S:Mohenjo-daro
2026-05-31,222,3,207:1;817:1;820:1,207-550:1;817-<END>:1;820-<END>:1,0,0,0,0,background_left_qualifier,M-82:207-550-390:SEAL:S:Mohenjo-daro | M-200:820:SEAL:S:Mohenjo-daro | Ns-54:817:SEAL:S:Nausharo
2026-05-31,226,3,000:1;031:1;861:1,000-<END>:1;031-575:1;861-<END>:1,0,0,0,0,background_left_qualifier,H-561:000:SEAL:S:Harappa | K-33:861:SEAL:S:Kalibangan | -:031-575:SEAL:R:Dholavira
2026-05-31,335,3,033:1;285:1;630:1,033-705:1;285-491:1;630-<END>:1,0,0,0,0,background_left_qualifier,H-563:630:SEAL:Harappa | K-28:285-491:SEAL:S:Kalibangan | M-1155:033-705:SEAL:S:Mohenjo-daro
2026-05-31,354,3,817:2;130:1,817-<END>:2;130-035:1,0,0,0,0,background_left_qualifier,L-12:130-035:SEAL:S:Lothal | M-364:817:SEAL:R:Mohenjo-daro | M-1311:817:SEAL:R:Mohenjo-daro
2026-05-31,384,3,390:1;452:1;629:1,390-346:1;452-000:1;629-279:1,0,0,0,0,background_left_qualifier,H-461:452-000:SEAL:S:Harappa | M-213:390-346:SEAL:S:Mohenjo-daro | -:629-279:SEAL:S:Dholavira
2026-05-31,388,3,000:1;390:1;820:1,000-<END>:1;390-705:1;820-<END>:1,0,0,1,0,705_steering_not_promoted: 031/388 before 002 mostly target closure heads; 390-705 remains head-conditioned not left-qualifier-conditioned,M-1830:820:SEAL:S:Mohenjo-daro | M-1055:000:SEAL:Mohenjo-daro | -:390-705:SEAL:S:Dholavira
2026-05-31,554,3,820:2;880:1,820-<END>:2;880-<END>:1,0,0,0,0,background_left_qualifier,H-1146:820:TAB:B:Harappa | H-833:820:TAB:B:Harappa | Ns-55:880:SEAL:S:Nausharo
2026-05-31,772,3,817:2;861:1,817-<END>:2;861-<END>:1,0,0,0,0,background_left_qualifier,M-152:861:SEAL:S:Mohenjo-daro | M-903:817:SEAL:S:Mohenjo-daro | M-924:817:SEAL:S:Mohenjo-daro
2026-05-31,900,3,003:1;817:1;861:1,003-<END>:1;817-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,H-658:817:SEAL:R:Harappa | M-834:861:SEAL:S:Mohenjo-daro | -:003:SEAL:R:Dholavira
2026-05-31,904,3,817:1;820:1;861:1,817-<END>:1;820-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,M-1137:820:SEAL:S:Mohenjo-daro | M-2087:861:ROD:Mohenjo-daro | -:817:SEAL:R:Dholavira
2026-05-31,002,2,<END>:1;817:1,<END>-<END>:1;817-<END>:1,0,0,0,0,background_left_qualifier,-::POT:T:g:Harappa | M-658:817:SEAL:S:Mohenjo-daro
2026-05-31,019,2,000:1;817:1,000-<END>:1;817-<END>:1,0,0,0,0,background_left_qualifier,H-1058:000:SEAL:Harappa | M-1752:817:SEAL:S:Mohenjo-daro
