key,x,site,type,head,tail_after_x,all_terminal,any_terminal,rows,examples
032|840,032,Mohenjo-daro:1,SEAL:S:1,840,<END>,true,true,1,M-1791
435|798,435,Mohenjo-daro:1,SEAL:S:1,798,255 705,false,false,1,M-1772
920|156,920,Mohenjo-daro:1,SEAL:S:1,156,<END>,true,true,1,M-1810
215|000,215,Mohenjo-daro:1,SEAL:S:1,000,<END>,true,true,1,M-1783
032|861,032,Mohenjo-daro:1,SEAL:S:1,861,520 919 140,false,false,1,M-1661
832|861,832,Mohenjo-daro:1,SEAL:S:1,861,<END>,true,true,1,M-1681
000|703,000,Mohenjo-daro:1,SEAL:S:1,703,<END>,true,true,1,M-1787
692|252,692,Mohenjo-daro:1,SEAL:S:1,252,<END>,true,true,1,M-1901
511|455,511,Mohenjo-daro:1,SEAL:S:1,455,<END>,true,true,1,M-1907
820|717,820,Mohenjo-daro:1,SEAL:S:1,717,<END>,true,true,1,M-1667
000|416,000,Mohenjo-daro:1,SEAL:S:1,416,<END>,true,true,1,M-1884
192|817,192,Mohenjo-daro:1,SEAL:S:1,817,000,false,false,1,M-1662
617|564,617,Mohenjo-daro:1,SEAL:S:1,564,033,false,false,1,M-4
455|267,455,Mohenjo-daro:1,SEAL:S:1,267,<END>,true,true,1,M-10
202|368,202,Mohenjo-daro:1,SEAL:S:1,368,892 371,false,false,1,M-12
560|814,560,Mohenjo-daro:1,SEAL:S:1,814,<END>,true,true,1,M-17
036|861,036,Mohenjo-daro:1,SEAL:S:1,861,460 513,false,false,1,M-20
140|906,140,Mohenjo-daro:1,SEAL:S:1,906,<END>,true,true,1,M-24
372|405,372,Mohenjo-daro:1,SEAL:S:1,405,374,false,false,1,M-34
906|368,906,Mohenjo-daro:1,SEAL:S:1,368,329,false,false,1,M-36
125|390,125,Mohenjo-daro:3;Surkotada:1,SEAL:S:4,390,632 032,false,false,4,M-38;M-119;M-735;Sktd-1
475|527,475,Mohenjo-daro:1,SEAL:S:1,527,005,false,false,1,M-40
125|405,125,Mohenjo-daro:1,SEAL:S:1,405,820,false,false,1,M-41
373|055,373,Mohenjo-daro:1,SEAL:S:1,055,<END>,true,true,1,M-43
350|300,350,Mohenjo-daro:1,SEAL:S:1,300,032 190,false,false,1,M-49
717|504,717,Mohenjo-daro:1,SEAL:S:1,504,<END>,true,true,1,M-52
190|297,190,Mohenjo-daro:1,SEAL:S:1,297,920 140,false,false,1,M-53
309|374,309,Mohenjo-daro:1,SEAL:S:1,374,350,false,false,1,M-66
692|390,692,Mohenjo-daro:1,SEAL:S:1,390,<END>,true,true,1,M-70
070|617,070,Mohenjo-daro:1,SEAL:S:1,617,<END>,true,true,1,M-81
550|207,550,Mohenjo-daro:1,SEAL:S:1,207,390,false,false,1,M-82
700|820,700,Mohenjo-daro:1,SEAL:S:1,820,<END>,true,true,1,M-86
255|861,255,Mohenjo-daro:1,SEAL:S:1,861,416,false,false,1,M-91
084|814,084,Mohenjo-daro:1,SEAL:S:1,814,<END>,true,true,1,M-92
165|111,165,Mohenjo-daro:1,SEAL:S:1,111,<END>,true,true,1,M-95
119|368,119,Mohenjo-daro:1,SEAL:S:1,368,<END>,true,true,1,M-99
350|000,350,Mohenjo-daro:1,SEAL:S:1,000,<END>,true,true,1,M-106
260|940,260,Mohenjo-daro:1,SEAL:S:1,940,<END>,true,true,1,M-107
140|287,140,Mohenjo-daro:1,SEAL:S:1,287,<END>,true,true,1,M-109
416|297,416,Mohenjo-daro:1,SEAL:S:1,297,<END>,true,true,1,M-114
190|301,190,Mohenjo-daro:1,SEAL:S:1,301,<END>,true,true,1,M-115
000|031,000,Dholavira:1;Mohenjo-daro:1,SEAL:S:1;TAG:1,031,<END>,true,true,2,M-141;-:4344.1
840|252,840,Mohenjo-daro:1,SEAL:S:1,252,<END>,true,true,1,M-143
898|257,898,Mohenjo-daro:1,SEAL:S:1,257,<END>,true,true,1,M-154
741|820,741,Mohenjo-daro:2,SEAL:S:2,820,<END>,true,true,2,M-160;M-1119
502|295,502,Mohenjo-daro:1,SEAL:S:1,295,<END>,true,true,1,M-181
165|031,165,Mohenjo-daro:1,SEAL:S:1,031,<END>,true,true,1,M-211
346|390,346,Mohenjo-daro:1,SEAL:S:1,390,<END>,true,true,1,M-213
707|390,707,Mohenjo-daro:1,SEAL:S:1,390,<END>,true,true,1,M-232
603|861,603,Mohenjo-daro:3,SEAL:S:2;SEAL:R:1,861,<END>,true,true,3,M-240;M-714;M-1273
350|301,350,Mohenjo-daro:1,SEAL:S:1,301,<END>,true,true,1,M-242
590|705,590,Mohenjo-daro:1,SEAL:S:1,705,<END>,true,true,1,M-248
350|125,350,Mohenjo-daro:1,SEAL:S:1,125,<END>,true,true,1,M-251
518|368,518,Mohenjo-daro:1,SEAL:S:1,368,<END>,true,true,1,M-253
000|700,000,Mohenjo-daro:1,SEAL:S:1,700,<END>,true,true,1,M-279
920|944,920,Mohenjo-daro:1,SEAL:S:1,944,140,false,false,1,M-280
317|727,317,Mohenjo-daro:1,SEAL:S:1,727,<END>,true,true,1,M-308
165|368,165,Mohenjo-daro:1,SEAL:S:1,368,<END>,true,true,1,M-311
228|374,228,Mohenjo-daro:1,SEAL:S:1,374,741,false,false,1,M-315
575|031,575,Dholavira:1;Mohenjo-daro:1,SEAL:R:1;SEAL:S:1,031,<END>,true,true,2,M-318;-:5579.1
493|850,493,Mohenjo-daro:1,SEAL:S:1,850,<END>,true,true,1,M-325
491|850,491,Mohenjo-daro:1,SEAL:S:1,850,<END>,true,true,1,M-325
698|861,698,Mohenjo-daro:1,SEAL:S:1,861,<END>,true,true,1,M-330
125|906,125,Mohenjo-daro:1,SEAL:R:1,906,<END>,true,true,1,M-354
360|861,360,Mohenjo-daro:1,SEAL:R:1,861,520 919 140,false,false,1,M-355
031|502,031,Mohenjo-daro:2,SEAL:R:2,502,<END>,true,true,2,M-358;M-1284
385|388,385,Mohenjo-daro:1,SEAL:R:1,388,705 632,false,false,1,M-359
533|861,533,Mohenjo-daro:2,SEAL:R:2,861,717,false,false,2,M-376;M-391
004|354,004,Mohenjo-daro:1,SEAL:R:1,354,<END>,true,true,1,M-413
000|520,000,Mohenjo-daro:1,TAB:B:1,520,000 000 906 388,false,false,1,M-451
016|840,016,Mohenjo-daro:1,TAB:B:1,840,<END>,true,true,1,M-491
460|365,460,Mohenjo-daro:2,TAB:C:2,365,495,false,false,2,M-577;M-1532
530|299,530,Mohenjo-daro:1,SEAL:S:1,299,820,false,false,1,M-623
690|291,690,Mohenjo-daro:1,SEAL:S:1,291,564,false,false,1,M-628
216|000,216,Mohenjo-daro:1,SEAL:S:1,000,<END>,true,true,1,M-636
751|190,751,Mohenjo-daro:1,SEAL:S:1,190,<END>,true,true,1,M-639
090|817,090,Mohenjo-daro:1,SEAL:S:1,817,370,false,false,1,M-644
880|220,880,Mohenjo-daro:1,SEAL:S:1,220,689,false,false,1,M-655
817|002,817,Mohenjo-daro:1,SEAL:S:1,002,<END>,true,true,1,M-658
575|374,575,Mohenjo-daro:1,SEAL:S:1,374,<END>,true,true,1,M-665
901|861,901,Mohenjo-daro:1,SEAL:S:1,861,<END>,true,true,1,M-677
502|031,502,Mohenjo-daro:1,SEAL:S:1,031,<END>,true,true,1,M-678
460|298,460,Mohenjo-daro:1,SEAL:S:1,298,032,false,false,1,M-683
031|861,031,Mohenjo-daro:1,SEAL:S:1,861,<END>,true,true,1,M-706
140|390,140,Mohenjo-daro:1,SEAL:S:1,390,<END>,true,true,1,M-708
700|111,700,Mohenjo-daro:1,SEAL:S:1,111,<END>,true,true,1,M-721
350|031,350,Mohenjo-daro:1,SEAL:S:1,031,550 692,false,false,1,M-739
031|812,031,Mohenjo-daro:1,SEAL:S:1,812,<END>,true,true,1,M-756
455|741,455,Mohenjo-daro:1,SEAL:S:1,741,125,false,false,1,M-761
906|595,906,Mohenjo-daro:1,SEAL:S:1,595,<END>,true,true,1,M-809
632|460,632,Mohenjo-daro:1,SEAL:S:1,460,<END>,true,true,1,M-845
615|550,615,Mohenjo-daro:1,SEAL:S:1,550,<END>,true,true,1,M-849
690|817,690,Mohenjo-daro:1,SEAL:S:1,817,544,false,false,1,M-855
090|000,090,Mohenjo-daro:1;Unknown:1,SEAL:C:1;SEAL:S:1,000,<END>,false,true,2,M-902;-:5226.1
615|900,615,Mohenjo-daro:1,SEAL:S:1,900,<END>,true,true,1,M-937
590|390,590,Unknown:1,SEAL:S:1,390,032,false,false,1,-:3335.1
031|388,031,Mohenjo-daro:1,SEAL:S:1,388,<END>,true,true,1,M-948
003|900,003,Mohenjo-daro:2,SEAL:S:2,900,590,false,false,2,M-958;M-979
850|315,850,Mohenjo-daro:1,SEAL:S:1,315,<END>,true,true,1,M-1002
000|435,000,Mohenjo-daro:1,SEAL:S:1,435,<END>,true,true,1,M-1027
834|065,834,Mohenjo-daro:1,SEAL:S:1,065,<END>,true,true,1,M-1082
840|374,840,Mohenjo-daro:1,SEAL:S:1,374,<END>,true,true,1,M-1089
703|400,703,Mohenjo-daro:1,SEAL:S:1,400,<END>,true,true,1,M-1135
705|033,705,Mohenjo-daro:1,SEAL:S:1,033,<END>,true,true,1,M-1155
032|168,032,Mohenjo-daro:1,SEAL:S:1,168,<END>,true,true,1,M-1159
633|270,633,Mohenjo-daro:1,SEAL:S:1,270,032,false,false,1,M-1169
906|820,906,Mohenjo-daro:1,SEAL:S:1,820,000,false,false,1,M-1178
632|244,632,Mohenjo-daro:1,SEAL:S:1,244,<END>,true,true,1,M-1188
346|904,346,Mohenjo-daro:1,SEAL:R:1,904,<END>,true,true,1,M-1319
342|595,342,Mohenjo-daro:1,SEAL:R:1,595,632,false,false,1,M-1341
285|900,285,Mohenjo-daro:1,SEAL:R:1,900,<END>,true,true,1,M-1358
820|060,820,Mohenjo-daro:1,SEAL:C:1,060,<END>,true,true,1,M-1369
032|817,032,Mohenjo-daro:1,TAG:O:1,817,320,false,false,1,M-1391
627|220,627,Mohenjo-daro:1,TAG:O:1,220,615 906 388,false,false,1,M-1427
290|790,290,Mohenjo-daro:1,BNGL:1,790,741,false,false,1,M-1631
310|374,310,Nausharo:1,SEAL:S:1,374,350 495 834,false,false,1,Ns-9
031|055,031,Susa:1,SEAL:CY:1,055,319 001 924,false,false,1,-:3882.1
127|705,127,Tell Umma:1,TAG:L:1,705,<END>,true,true,1,-:3884.1
000|095,000,Tepe Yahya:1,POT:T:s:1,095,<END>,true,true,1,TY-106
590|368,590,Unknown:1,SEAL:S:1,368,900,false,false,1,?-3
328|004,328,Ur:1,SEAL:C:1,004,001 803 415,false,false,1,-:3898.1
803|861,803,Mohenjo-daro:1,SEAL:S:1,861,<END>,true,true,1,M-1698
376|031,376,Mohenjo-daro:1,SEAL:S:1,031,<END>,true,true,1,M-1823
705|390,705,Dholavira:1;Mohenjo-daro:1,SEAL:S:2,390,<END>,true,true,2,M-1825;-:4237.1
368|413,368,Mohenjo-daro:1,SEAL:S:1,413,031,false,false,1,M-1894
455|590,455,Mohenjo-daro:1,SEAL:S:1,590,<END>,true,true,1,M-1909
125|407,125,Mohenjo-daro:1,TAB:C:1,407,590 831,false,false,1,M-2055
000|267,000,Rakhigarhi:1,SEAL:S:1,267,033,false,false,1,-:4148.1
104|031,104,Dholavira:1,SEAL:R:1,031,<END>,true,true,1,-:4164.1
595|278,595,Salut:1,SEAL:S:1,278,<END>,true,true,1,-:4173.1
530|705,530,Dholavira:1,SEAL:S:1,705,904,false,false,1,-:4182.1
550|365,550,Dholavira:1,SEAL:S:1,365,<END>,true,true,1,-:4196.1
231|226,231,Dholavira:1,TAB:I:1,226,<END>,true,true,1,-:4200.1
575|463,575,Dholavira:1,SEAL:S:1,463,<END>,true,true,1,-:4203.1
279|629,279,Dholavira:1,SEAL:S:1,629,<END>,true,true,1,-:4209.1
630|900,630,Dholavira:1,TAB:B:1,900,<END>,true,true,1,-:4302.1
390|861,390,Dholavira:1,TAG:1,861,<END>,true,true,1,-:4348.1
250|001,250,Nausharo:1,SEAL:S:1,001,<END>,true,true,1,Ns-56
000|296,000,Kalibangan:1,SEAL:S:1,296,<END>,true,true,1,K-146
820|031,820,Kalibangan:1,POT:T:g:1,031,<END>,true,true,1,K-429
000|892,000,Nausharo:1,POT:T:g:1,892,002,false,false,1,Ns-66
317|000,317,Rakhigarhi:1,SEAL:CY:1,000,688,false,false,1,-:5468.1
