"policy","pattern_kind","pattern","count","coverage_share","lengths","examples","recurrent","review_status"
"mayig_observed_parpola","class_pattern","DDSMMM","1","0.007353","6","M-48","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","DMISMT","1","0.007353","6","M-101","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","DMMM","1","0.007353","4","M-158","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","DSIMMMMT","1","0.007353","8","M-171","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","DSMD","1","0.007353","4","M-103","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","DSMMSS","1","0.007353","6","M-172","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","DSMS","1","0.007353","4","M-6","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","DSS","1","0.007353","3","M-83","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","DSSS","1","0.007353","4","M-16","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","DSTMMMMS","1","0.007353","8","M-115","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","DWMMMT","1","0.007353","6","M-166","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IDSMDS","1","0.007353","6","M-131","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IDSMM","1","0.007353","5","M-94","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IDSMMMS","1","0.007353","7","M-35","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IDSMMMSSS","1","0.007353","9","M-12","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IIMMMMSMT","1","0.007353","9","M-53","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IIMMMST","1","0.007353","7","M-24","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IIMMMT","1","0.007353","6","M-100","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IIMMS","1","0.007353","5","M-104","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IIMMT","1","0.007353","5","M-15","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IIMMWSS","1","0.007353","7","M-136","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IISMT","1","0.007353","5","M-26","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IISS","1","0.007353","4","M-184","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMDSSMMT","1","0.007353","8","M-170","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMISM","1","0.007353","6","M-128","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMMD","1","0.007353","5","M-163","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMMMD","1","0.007353","6","M-174","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMMMDS","1","0.007353","7","M-86","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMMMSMD","1","0.007353","8","M-117","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMMMSSS","1","0.007353","8","M-133","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMMS","1","0.007353","5","M-93","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMMSMSS","1","0.007353","8","M-112","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMMSS","1","0.007353","6","M-43","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMMSSS","1","0.007353","7","M-154","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMS","1","0.007353","4","M-102","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMSMMS","1","0.007353","7","M-33","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMSS","1","0.007353","5","M-85","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMMW","1","0.007353","4","M-135","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMSMM","1","0.007353","5","M-149","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMSMMMM","1","0.007353","7","M-30","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMSMMS","1","0.007353","6","M-114","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMSMS","1","0.007353","5","M-121","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMSMSMD","1","0.007353","7","M-157","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMSSMIDT","1","0.007353","8","M-51","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IMW","1","0.007353","3","M-155","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMDSS","1","0.007353","7","M-34","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMMM","1","0.007353","6","M-84","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMMMMMSS","1","0.007353","10","M-52","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMMMMSM","1","0.007353","9","M-29","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMMMMT","1","0.007353","8","M-118","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMMMSW","1","0.007353","8","M-56","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMMMTMS","1","0.007353","9","M-91","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMMS","1","0.007353","6","M-130","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMMSS","1","0.007353","7","M-140","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMMST","1","0.007353","7","M-109","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMSS","1","0.007353","6","M-107","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMMSW","1","0.007353","6","M-143","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMS","1","0.007353","4","M-78","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMSMD","1","0.007353","6","M-82","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMSS","1","0.007353","5","M-159","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMT","1","0.007353","4","M-152","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISMWSMT","1","0.007353","7","M-116","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISSMM","1","0.007353","5","M-89","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISSMMD","1","0.007353","6","M-31","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISSMMMMSS","1","0.007353","9","M-36","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISSMT","1","0.007353","5","M-164","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISSS","1","0.007353","4","M-145","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISSSM","1","0.007353","5","M-173","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ISSSMSS","1","0.007353","7","M-92","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ITS","1","0.007353","3","M-148","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","ITSMMMMMMDSSM","1","0.007353","13","M-38","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","IWSWMT","1","0.007353","6","M-90","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","MMSMS","1","0.007353","5","M-59","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","MMTMS","1","0.007353","5","M-1","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","MSSMS","1","0.007353","5","M-139","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","MTS","1","0.007353","3","M-8","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SDMMSMD","1","0.007353","7","M-108","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SDMMT","1","0.007353","5","M-77","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SIMIM","1","0.007353","5","M-127","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SIS","1","0.007353","3","M-18","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SMISS","1","0.007353","5","M-40","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SMISTMMT","1","0.007353","8","M-21","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SMMDT","1","0.007353","5","M-70","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SMMMMMD","1","0.007353","7","M-54","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SMMMMS","1","0.007353","6","M-57","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SMMMSI","1","0.007353","6","M-147","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SMS","1","0.007353","3","M-3","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SMT","1","0.007353","3","M-134","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SSMS","1","0.007353","4","M-123","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SSMT","1","0.007353","4","M-74","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SSSMDS","1","0.007353","6","M-71","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SSSMDSSMMM","1","0.007353","10","M-119","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","SSWMDM","1","0.007353","6","M-160","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","STMT","1","0.007353","4","M-142","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","class_pattern","WMS","1","0.007353","3","M-9","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMS","13","0.095588","3;4;5;6;7;8","M-43;M-44;M-46;M-64;M-85;M-93;M-102;M-104;M-129;M-132;M-133;M-138","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISMS","10","0.073529","4;5;6;7;9;10","M-36;M-52;M-78;M-92;M-99;M-107;M-130;M-140;M-159;M-181","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISMT","8","0.058824","4;5;6;8","M-5;M-14;M-26;M-58;M-118;M-144;M-152;M-164","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMT","6","0.044118","5;6","M-15;M-42;M-47;M-69;M-80;M-100","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IS","6","0.044118","2;4","M-96;M-145;M-150;M-180;M-184;M-182","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IM","5","0.036765","3;4","M-37;M-63;M-122;M-124;M-183","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISM","5","0.036765","3;5;6","M-84;M-88;M-89;M-97;M-173","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMSMS","4","0.029412","5;6;7;8","M-33;M-112;M-114;M-121","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DM","3","0.022059","2;4","M-158;M-178;M-179","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMSMT","3","0.022059","5;9","M-53;M-75;M-146","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SMS","3","0.022059","3;4;6","M-3;M-57;M-123","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DMS","2","0.014706","5","M-17;M-95","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DMT","2","0.014706","4","M-32;M-177","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DS","2","0.014706","3;4","M-16;M-83","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DSMS","2","0.014706","4;6","M-6;M-172","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IDSMS","2","0.014706","7;9","M-12;M-35","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMD","2","0.014706","5;6","M-163;M-174","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMSM","2","0.014706","5;7","M-30;M-149","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMW","2","0.014706","3;4","M-135;M-155","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMWMS","2","0.014706","6","M-65;M-113","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISMSW","2","0.014706","6;8","M-56;M-143","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","MS","2","0.014706","3","M-13;M-151","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","MSMS","2","0.014706","5","M-59;M-139","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","S","2","0.014706","3","M-87;M-153","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SMT","2","0.014706","3;4","M-74;M-134","True","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DMISMT","1","0.007353","6","M-101","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DSIMT","1","0.007353","8","M-171","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DSM","1","0.007353","6","M-48","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DSMD","1","0.007353","4","M-103","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DSTMS","1","0.007353","8","M-115","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","DWMT","1","0.007353","6","M-166","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IDSM","1","0.007353","5","M-94","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IDSMDS","1","0.007353","6","M-131","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMDS","1","0.007353","7","M-86","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMDSMT","1","0.007353","8","M-170","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMISM","1","0.007353","6","M-128","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMSMD","1","0.007353","8","M-117","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMSMIDT","1","0.007353","8","M-51","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMSMSMD","1","0.007353","7","M-157","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMST","1","0.007353","7","M-24","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IMWS","1","0.007353","7","M-136","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISMD","1","0.007353","6","M-31","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISMDS","1","0.007353","7","M-34","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISMSM","1","0.007353","9","M-29","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISMSMD","1","0.007353","6","M-82","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISMST","1","0.007353","7","M-109","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISMTMS","1","0.007353","9","M-91","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ISMWSMT","1","0.007353","7","M-116","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ITS","1","0.007353","3","M-148","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","ITSMDSM","1","0.007353","13","M-38","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","IWSWMT","1","0.007353","6","M-90","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","MTMS","1","0.007353","5","M-1","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","MTS","1","0.007353","3","M-8","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SDMSMD","1","0.007353","7","M-108","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SDMT","1","0.007353","5","M-77","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SIMIM","1","0.007353","5","M-127","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SIS","1","0.007353","3","M-18","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SMD","1","0.007353","7","M-54","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SMDS","1","0.007353","6","M-71","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SMDSM","1","0.007353","10","M-119","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SMDT","1","0.007353","5","M-70","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SMIS","1","0.007353","5","M-40","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SMISTMT","1","0.007353","8","M-21","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SMSI","1","0.007353","6","M-147","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","STMT","1","0.007353","4","M-142","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","SWMDM","1","0.007353","6","M-160","False","formula_pattern_only_not_semantic"
"mayig_observed_parpola","collapsed_class_pattern","WMS","1","0.007353","3","M-9","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IS","4","0.029412","2","M-96;M-150;M-180;M-182","True","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMT","3","0.022059","5","M-47;M-69;M-80","True","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DM","2","0.014706","2","M-178;M-179","True","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DMMSS","2","0.014706","5","M-17;M-95","True","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMM","2","0.014706","3","M-37;M-122","True","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMS","2","0.014706","3","M-132;M-138","True","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMMT","2","0.014706","6","M-5;M-144","True","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMT","2","0.014706","5","M-14;M-58","True","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMSS","2","0.014706","5","M-159;M-181","True","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SSS","2","0.014706","3","M-87;M-153","True","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DDSMMW","1","0.007353","6","M-48","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DMISMT","1","0.007353","6","M-101","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DMMM","1","0.007353","4","M-177","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DMMT","1","0.007353","4","M-32","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DMMW","1","0.007353","4","M-158","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DSMD","1","0.007353","4","M-103","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DSMS","1","0.007353","4","M-6","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DSMWMT","1","0.007353","6","M-166","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DSS","1","0.007353","3","M-83","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DSSS","1","0.007353","4","M-16","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","DSTMMMSS","1","0.007353","8","M-115","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IDSMDS","1","0.007353","6","M-131","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IDSMM","1","0.007353","5","M-94","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IDSMMMS","1","0.007353","7","M-35","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IDSMMMSSS","1","0.007353","9","M-12","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IIMMMSSWT","1","0.007353","9","M-53","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IIMMMST","1","0.007353","7","M-24","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IIMMMT","1","0.007353","6","M-100","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IIMMS","1","0.007353","5","M-104","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IIMMT","1","0.007353","5","M-15","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IIMMWSS","1","0.007353","7","M-136","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IISMT","1","0.007353","5","M-26","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IISS","1","0.007353","4","M-184","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMM","1","0.007353","4","M-124","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMD","1","0.007353","5","M-163","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMMD","1","0.007353","6","M-174","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMMDS","1","0.007353","7","M-86","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMMMMS","1","0.007353","8","M-46","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMMMWS","1","0.007353","8","M-44","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMMS","1","0.007353","6","M-129","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMMSMD","1","0.007353","8","M-117","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMS","1","0.007353","5","M-93","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMSM","1","0.007353","6","M-128","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMSMSS","1","0.007353","8","M-112","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMMSS","1","0.007353","6","M-43","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMS","1","0.007353","4","M-183","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMSMMS","1","0.007353","7","M-33","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMSS","1","0.007353","5","M-85","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMMW","1","0.007353","4","M-135","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMSMM","1","0.007353","5","M-121","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMSMMMD","1","0.007353","7","M-157","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMSMMS","1","0.007353","6","M-64","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMSMMSS","1","0.007353","7","M-154","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMSMSS","1","0.007353","6","M-114","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMSMT","1","0.007353","5","M-75","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMSMW","1","0.007353","5","M-149","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMSSMMDT","1","0.007353","8","M-51","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMSSMSS","1","0.007353","7","M-92","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMSSSMMT","1","0.007353","8","M-170","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMW","1","0.007353","3","M-155","False","formula_pattern_only_not_semantic"
