checked_date,row_id,object,site,region,type,shape,material,symbol,cult,prev2,prev,sign,next,next2,terminal,in_002_390_frame,in_033_705_formula,source_status,source_bucket,exact_sequence,text
2026-05-31,3689.1,M-1397,Mohenjo-daro,Lower Indus,TAB:B,rectangular,Clay,NA,NA,<START>,167,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,167 705,+167-705+
2026-05-31,1759.1,H-876,Harappa,Inter-Riverine,TAB:B,cylindrical,Steatite,NA,NA,<START>,200,705,380,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,200 705 380,+200-705-380+
2026-05-31,734.2,H-2157,Harappa,Inter-Riverine,TAB:I,NA,Steatite,NA,NA,<START>,<START>,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,705,+705[
2026-05-31,402.1,H-2015,Harappa,Inter-Riverine,TAB:B,rectangular-round,Clay,NA,NA,<START>,033,705,235,000,false,false,true,metadata_or_nonframe,metadata_or_nonframe,033 705 235 000,+033-705-235-000+
2026-05-31,402.2,H-2015,Harappa,Inter-Riverine,TAB:B,rectangular-round,Clay,NA,NA,520,033,705,235,832,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 235 832 002 817,+520-033-705-235-832-002-817+
2026-05-31,412.1,H-2014,Harappa,Inter-Riverine,TAB:B,NA,Clay,NA,NA,<START>,033,705,235,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,033 705 235,+033-705-235[
2026-05-31,1666.1,H-774,Harappa,Inter-Riverine,TAB:B,rectangular,Faience,NA,NA,550,033,705,240,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,400 525 550 033 705 240,+400-525-550-033-705-240+
2026-05-31,561.1,H-1815,Harappa,Inter-Riverine,TAB:B,rectangular-round,Faience,NA,NA,550,033,705,000,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,525 550 033 705 000,]525-550-033-705-000+
2026-05-31,689.1,H-1988,Harappa,Inter-Riverine,TAB:B,rectangular,Clay,NA,NA,851,740,705,924,156,false,false,false,metadata_or_nonframe,metadata_or_nonframe,851 740 705 924 156,+851-740-705-924-156+
2026-05-31,593.2,H-1839,Harappa,Inter-Riverine,TAB:B,rectangular,Faience,NA,NA,175,630,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,740 100 175 630 705,+740-100-175-630-705+
2026-05-31,596.2,H-2139,Harappa,Inter-Riverine,TAB:I,rectangular,Steatite,NA,NA,176,033,705,235,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 176 033 705 235,+740-176-033-705-235+
2026-05-31,609.1,-:609.1,Harappa,Inter-Riverine,POsT:T:g,NA,Clay,NA,NA,<START>,034,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,034 705,+034-705+
2026-05-31,653.1,H-1813,Harappa,Inter-Riverine,TAB:B,rectangular,Faience,NA,NA,550,033,705,220,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,400 525 550 033 705 220,+400-525-550-033-705-220+
2026-05-31,661.2,H-2007,Harappa,Inter-Riverine,TAB:B,twisted rectangular,Clay,Scene,NA,<START>,000,705,590,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,000 705 590,+000-705-590+
2026-05-31,788.1,H-1840,Harappa,Inter-Riverine,TAB:B,rectangular,Faience,Bird,NA,740,255,705,060,550,false,false,false,metadata_or_nonframe,metadata_or_nonframe,090 740 255 705 060 550,+090-740-255-705-060-550+
2026-05-31,923.2,H-1945,Harappa,Inter-Riverine,TAB:B,prism,Faience,Fish,NA,388,717,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,400 740 388 717 705,+400-740-388-717-705+
2026-05-31,947.2,H-1805,Harappa,Inter-Riverine,TAB:B,NA,Faience,NA,NA,<START>,<START>,705,220,000,false,false,false,metadata_or_nonframe,metadata_or_nonframe,705 220 000,]705-220-000[
2026-05-31,1084.1,H-24,Harappa,Inter-Riverine,SEAL:S,square,Steatite,Bull1:W,SAF,176,033,705,233,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 626 176 033 705 233,+740-626-176-033-705-233+
2026-05-31,1085.1,H-25,Harappa,Inter-Riverine,SEAL:S,square,Steatite,Bull1:W,SAN,806,033,705,235,055,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 900 003 806 033 705 235 055,+740-900-003-806-033-705-235-055+
2026-05-31,1088.1,H-28,Harappa,Inter-Riverine,SEAL:S,square,Steatite,Bull1:W,SAN,595,000,705,634,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,595 000 705 634,+595-000-705-634+
2026-05-31,1169.1,H-103,Harappa,Inter-Riverine,SEAL:S,square,Steatite,NA,NA,520,033,705,740,717,false,false,true,metadata_or_nonframe,metadata_or_nonframe,159 097 520 033 705 740 717 220 415 806,+159-097/520-033-705/740-717-220-415-806+
2026-05-31,1171.1,H-130,Harappa,Inter-Riverine,SEAL:R,rectangular,NA,NA,NA,845,033,705,231,806,false,false,true,metadata_or_nonframe,metadata_or_nonframe,409 032 845 033 705 231 806 002 595 812 125 717,+409-032-845-033-705-231-806-002-595-812-125-717+
2026-05-31,1177.1,H-136,Harappa,Inter-Riverine,SEAL:R,cuboid-convex,Steatite,NA,NA,585,033,705,235,000,false,false,true,metadata_or_nonframe,metadata_or_nonframe,405 585 033 705 235 000,+405-585-033-705-235-000[
2026-05-31,1178.1,H-137,Harappa,Inter-Riverine,SEAL:R,rectangular,NA,NA,NA,388,033,705,233,002,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 443 388 033 705 233 002 817,+740-443-388-033-705-233-002-817+
2026-05-31,1209.1,H-175,Harappa,Inter-Riverine,TAB:B,cylindrical,Clay,Anth,NA,<START>,167,705,368,005,false,false,false,metadata_or_nonframe,metadata_or_nonframe,167 705 368 005 741 060 920,+167-705-368-005-741-060-920+
2026-05-31,1237.1,H-206,Harappa,Inter-Riverine,TAB:B,rectangular,NA,NA,NA,240,204,705,621,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 642 240 204 705 621,+740-642-240-204-705-621+
2026-05-31,1388.1,H-369,Harappa,Inter-Riverine,SEAL:CY,cylindrical,Steatite,NA,NA,368,033,705,031,741,false,false,true,metadata_or_nonframe,metadata_or_nonframe,368 033 705 031 741 390 741,+368-033-705-031-741-390-741+
2026-05-31,1398.1,H-383,Harappa,Inter-Riverine,SEAL:S,square,Steatite,Bull1:Q,SAN,017,033,705,002,000,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 585 017 033 705 002 000,+740-585-017-033-705-002-000+
2026-05-31,1445.1,H-455,Harappa,Inter-Riverine,SEAL:S,square,Steatite,Bull1:J,SAN,520,033,705,002,172,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 002 172 032,+520-033-705-002-172-032+
2026-05-31,1456.1,H-468,Harappa,Inter-Riverine,SEAL:S,square,Steatite,Bull1:J,HAF,002,940,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,740 900 003 002 940 705,+740-900-003-002-940-705+
2026-05-31,1502.1,H-531,Harappa,Inter-Riverine,SEAL:S,square,Steatite,NA,NA,520,033,705,<END>,<END>,true,false,true,metadata_or_nonframe,metadata_or_nonframe,482 520 033 705,]482-520-033-705[
2026-05-31,1554.1,H-639,Harappa,Inter-Riverine,SEAL:R,cuboid-convex,NA,NA,NA,000,000,705,832,904,false,false,false,metadata_or_nonframe,metadata_or_nonframe,407 000 000 705 832 904 845 235 002 717 747,+407-000-000-705-832-904-845-235-002-717-747+
2026-05-31,1556.1,H-641,Harappa,Inter-Riverine,SEAL:R,cuboid-convex,Steatite,NA,NA,100,503,705,000,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,405 061 740 100 503 705 000,+405-061-740-100-503-705-000[
2026-05-31,1564.1,H-649,Harappa,Inter-Riverine,SEAL:R,cuboid-convex,Steatite,NA,NA,520,033,705,233,240,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 233 240 806 002 820,+520-033-705-233-240-806-002-820+
2026-05-31,1620.1,H-717,Harappa,Inter-Riverine,TAB:B,cylindrical,Faience,NA,NA,<START>,<START>,705,904,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,705 904,+705-904+
2026-05-31,1660.1,H-768,Harappa,Inter-Riverine,TAB:B,rectangular,Faience,NA,NA,740,033,705,233,235,false,false,true,metadata_or_nonframe,metadata_or_nonframe,400 740 033 705 233 235 000,+400-740-033-705-233-235-000+
2026-05-31,1661.1,H-769,Harappa,Inter-Riverine,TAB:B,rectangular,Faience,NA,NA,<START>,<START>,705,233,235,false,false,false,metadata_or_nonframe,metadata_or_nonframe,705 233 235 803,]705-233-235-803+
2026-05-31,1732.1,H-846,Harappa,Inter-Riverine,TAB:B,prism,Faience,Gavi,NA,100,031,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,400 740 100 031 705,+400-740-100-031-705+
2026-05-31,1761.1,H-878,Harappa,Inter-Riverine,TAB:B,cylindrical,Clay,NA,NA,<START>,<START>,705,692,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,705 692,]705-692[
2026-05-31,1768.1,H-885,Harappa,Inter-Riverine,TAB:I,NA,Steatite,NA,NA,<START>,400,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,400 705,]400-705[
2026-05-31,1944.2,K-89,Kalibangan,Inter-Riverine,TAG:L,NA,NA,Bull1,SAN,000,033,705,000,002,false,false,true,metadata_or_nonframe,metadata_or_nonframe,000 033 705 000 002 000,+000-033-705-000-002-000+
2026-05-31,1989.1,L-10,Lothal,Gujarat/Kutch,SEAL:S,square,Steatite,Bull1:L,SAN,520,033,705,233,240,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 233 240 460 491 002 000,+520-033-705-233-240-460-491-002-000+
2026-05-31,1990.1,L-11,Lothal,Gujarat/Kutch,SEAL:S,square,Steatite,Bull1:L,SAN,<START>,590,705,435,255,false,false,false,metadata_or_nonframe,metadata_or_nonframe,590 705 435 255 778 002 817,+590-705-435-255-778-002-817+
2026-05-31,2039.1,L-85,Lothal,Gujarat/Kutch,SEAL:R,cuboid-convex,NA,NA,NA,<START>,285,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,285 705,+285-705+
2026-05-31,2064.1,L-115,Lothal,Gujarat/Kutch,SEAL:R,rectangular,Clay,NA,NA,<START>,575,705,056,031,false,false,false,metadata_or_nonframe,metadata_or_nonframe,575 705 056 031,+575-705-056-031+
2026-05-31,5388.1,L-127,Lothal,Gujarat/Kutch,TAG:L,NA,Clay,Bull1,NA,741,500,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,090 740 220 055 001 741 500 705,+090-740-220-055-001-741-500-705+
2026-05-31,3658.1,M-1359,Mohenjo-daro,Lower Indus,SEAL,NA,Steatite,NA,NA,520,033,705,<END>,<END>,true,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705,+520-033-705+
2026-05-31,2107.1,L-183,Lothal,Gujarat/Kutch,TAG,NA,Clay,NA,NA,<START>,717,705,002,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,717 705 002,]717-705-002[
2026-05-31,2178.1,M-1696,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:II,SAN,520,033,705,220,415,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 220 415 002 861,+520-033-705-220-415-002-861+
2026-05-31,2200.1,M-2003,Mohenjo-daro,Lower Indus,POT:T:s,NA,Clay,NA,NA,831,820,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,740 831 820 705,]740-831-820-705+
2026-05-31,2201.1,M-2004,Mohenjo-daro,Lower Indus,POT:T:s,NA,Clay,NA,NA,000,035,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,000 035 705,+000-035-705+
2026-05-31,3441.1,M-1067,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,NA,NA,<START>,140,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,140 705,+140-705[
2026-05-31,2245.1,M-1890,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Gaur,Trough,520,033,705,240,235,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 240 235,+520-033-705-240-235[
2026-05-31,2255.1,M-1765,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:W,SAF,140,632,705,002,093,false,false,false,metadata_or_nonframe,metadata_or_nonframe,215 031 480 140 632 705 002 093 033,+215-031-480-140-632-705-002-093-033+
2026-05-31,2257.1,M-656,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1,SA?,000,920,705,803,002,false,false,false,metadata_or_nonframe,metadata_or_nonframe,000 920 705 803 002 861,]000-920-705-803-002-861+
2026-05-31,2270.1,M-1668,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:S,SAN,002,320,705,125,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 773 233 803 002 320 705 125,+740-773-233-803-002-320-705-125+
2026-05-31,2297.1,M-1772,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:I,SAF,435,255,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,740 400 142 061 002 798 435 255 705,+740-400-142-061-002-798-435-255-705+
2026-05-31,2326.1,M-1967,Mohenjo-daro,Lower Indus,SEAL:R,rectangular,Steatite,NA,NA,520,033,705,002,585,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 002 585,+520-033-705-002-585[
2026-05-31,2385.1,M-1715,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:J,RAF,923,033,705,060,692,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 923 033 705 060 692,+740-923-033-705-060-692+
2026-05-31,2927.1,M-433,Mohenjo-daro,Lower Indus,TAB:B,circular,NA,NA,NA,590,033,705,000,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 390 590 033 705 000,+740-390-590-033-705-000+
2026-05-31,2422.1,M-1954,Mohenjo-daro,Lower Indus,SEAL:R,rectangular,Steatite,NA,NA,752,033,705,220,415,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 407 590 031 752 033 705 220 415 798 002 861,+740-407-590-031-752-033-705-220-415-798-002-861+
2026-05-31,2445.1,M-1978,Mohenjo-daro,Lower Indus,SEAL:R,rectangular,Steatite,NA,NA,061,033,705,236,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,405 061 033 705 236,+405-061-033-705-236+
2026-05-31,2473.1,M-1665,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:W,SAN,520,033,705,233,240,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 233 240 002 610 125 032,+520-033-705-233-240-002-610-125-032+
2026-05-31,2478.1,M-1906,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Rhin,Trough,520,033,705,233,235,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 233 235 060 820,+520-033-705-233-235-060-820+
2026-05-31,2486.1,M-1723,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:W,SAN,840,033,705,798,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 032 840 033 705 798,+740-032-840-033-705-798+
2026-05-31,2488.2,-:2488.2,Mohenjo-daro,Lower Indus,TAB:C,rectangular,Copper,Comp,NA,923,033,705,<END>,<END>,true,false,true,metadata_or_nonframe,metadata_or_nonframe,001 740 923 033 705,+001-740-923-033-705+
2026-05-31,2497.1,M-1679,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1,NA,585,000,705,741,460,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 176 585 000 705 741 460 353,+740-176-585-000-705-741-460-353+
2026-05-31,3777.1,M-1524,Mohenjo-daro,Lower Indus,TAB:C,rectangular,Copper,NA,NA,585,033,705,233,235,false,false,true,metadata_or_nonframe,metadata_or_nonframe,407 585 033 705 233 235 806,+407-585-033-705-233-235-806+
2026-05-31,2533.1,M-4,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:W,SAF,465,033,705,231,002,false,false,true,metadata_or_nonframe,metadata_or_nonframe,298 465 033 705 231 002 564 617 033,+298-465-033-705-231-002-564-617-033+
2026-05-31,2567.1,M-39,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:S,HAN,<START>,<START>,705,240,235,false,false,false,metadata_or_nonframe,metadata_or_nonframe,705 240 235 013 204 346,]705-240-235-013-204-346+
2026-05-31,2572.1,M-44,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:W,SAF,760,033,705,803,002,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 760 033 705 803 002 920 317,+740-760-033-705-803-002-920-317+
2026-05-31,2578.1,M-50,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:W,SAN,017,033,705,240,798,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 585 017 033 705 240 798 002 820,+740-585-017-033-705-240-798-002-820+
2026-05-31,2582.1,M-54,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:W,SAF,240,033,705,798,002,false,false,true,metadata_or_nonframe,metadata_or_nonframe,236 240 033 705 798 002 820,+236-240-033-705-798-002-820+
2026-05-31,2600.1,M-72,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:V,NA,740,255,705,140,003,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 255 705 140 003 002 861,+740-255-705-140-003-002-861+
2026-05-31,2613.1,M-86,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:S,SAN,520,033,705,231,002,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 231 002 820 700,+520-033-705-231-002-820-700+
2026-05-31,2627.1,M-100,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:S,SAN,740,255,705,002,861,false,false,false,metadata_or_nonframe,metadata_or_nonframe,090 740 255 705 002 861,+090-740-255-705-002-861+
2026-05-31,2644.1,M-117,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:S,SAN,520,033,705,220,803,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 220 803 055 002 820,+520-033-705-220-803-055-002-820+
2026-05-31,2645.1,M-118,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:W,SAN,772,033,705,233,803,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 772 033 705 233 803 002 861,+740-772-033-705-233-803-002-861+
2026-05-31,2655.1,M-128,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:J,SAN,741,500,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,740 923 803 741 500 705,+740-923-803-741-500-705+
2026-05-31,2662.1,M-135,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:J,SAF,520,033,705,031,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 031,+520-033-705-031+
2026-05-31,2693.1,M-168,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:U,NA,031,277,705,000,060,false,false,false,metadata_or_nonframe,metadata_or_nonframe,031 277 705 000 060 920,+031-277-705-000-060-920+
2026-05-31,2747.1,M-223,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:S,S390,<START>,740,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,740 705,+740-705+
2026-05-31,2771.1,M-248,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Gaur,Trough,415,002,705,590,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 100 415 002 705 590,+740-100-415-002-705-590+
2026-05-31,2797.1,M-276,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Rhin,Trough,520,033,705,176,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 176,+520-033-705-176+
2026-05-31,2807.1,M-286,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Elep,NA,740,255,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,740 255 705,+740-255-705+
2026-05-31,2822.1,M-303,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,CompBull,NA,520,033,705,060,820,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 060 820,+520-033-705-060-820+
2026-05-31,2851.1,M-355,Mohenjo-daro,Lower Indus,SEAL:R,cuboid-convex,Steatite,NA,NA,032,033,705,231,235,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 877 032 033 705 231 235 002 861 360 520 919 140,+740-877-032-033-705-231-235-002-861-360-520-919-140+
2026-05-31,2855.1,M-359,Mohenjo-daro,Lower Indus,SEAL:R,cuboid-convex,Steatite,NA,NA,388,385,705,632,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 405 590 220 235 803 002 388 385 705 632,+740-405-590-220-235-803-002-388-385-705-632+
2026-05-31,2861.1,M-365,Mohenjo-daro,Lower Indus,SEAL:R,cuboid-convex,Steatite,NA,NA,550,033,705,220,415,false,false,true,metadata_or_nonframe,metadata_or_nonframe,527 550 033 705 220 415 060 550,+527-550-033-705-220-415-060-550+
2026-05-31,2915.1,M-421,Mohenjo-daro,Lower Indus,POT:T:s,oval,Clay,NA,NA,000,590,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,000 000 590 705,+000-000-590-705+
2026-05-31,2919.1,H-2584,Harappa,Inter-Riverine,TAG:R,NA,Clay,NA,NA,095,033,705,<END>,<END>,true,false,true,metadata_or_nonframe,metadata_or_nonframe,806 468 520 095 033 705,]806-468-520-095-033-705[
2026-05-31,2920.2,M-426,Mohenjo-daro,Lower Indus,TAG:W,NA,Clay,NA,NA,<START>,595,705,000,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,595 705 000,+595-705-000[
2026-05-31,2926.1,M-432,Mohenjo-daro,Lower Indus,TAB:B,circular,Paste,NA,NA,590,033,705,<END>,<END>,true,false,true,metadata_or_nonframe,metadata_or_nonframe,740 390 590 033 705,+740-390-590-033-705+
2026-05-31,3787.1,M-1547,Mohenjo-daro,Lower Indus,TAB:C,rectangular,Copper,NA,NA,845,033,705,235,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,407 321 407 845 033 705 235,+407-321-407-845-033-705-235+
2026-05-31,3797.2,M-1568,Mohenjo-daro,Lower Indus,TAB:C,rectangular,Copper,NA,NA,904,033,705,231,798,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 100 904 033 705 231 798,+740-100-904-033-705-231-798+
2026-05-31,3109.1,M-670,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:W,SAN,520,033,705,<END>,<END>,true,false,true,metadata_or_nonframe,metadata_or_nonframe,154 031 001 520 033 705,+154-031-001-520-033-705+
2026-05-31,3139.1,M-714,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:W,NA,017,033,705,233,798,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 585 017 033 705 233 798 803 002 861 603,+740-585-017-033-705-233-798-803-002-861-603+
2026-05-31,3164.1,M-740,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:J,RBF,491,742,705,575,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,226 491 742 705 575,+226-491-742-705-575+
2026-05-31,3177.1,M-754,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1,NA,740,760,705,742,060,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 760 705 742 060 920,+740-760-705-742-060-920+
2026-05-31,3180.1,M-757,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1,NA,520,033,705,233,235,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 233 235 808,+520-033-705-233-235-808+
2026-05-31,3199.1,M-785,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:S,SAN,740,255,705,002,861,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 255 705 002 861,+740-255-705-002-861+
2026-05-31,3211.1,M-797,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,Bull1,SAN,<START>,000,705,803,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,000 705 803,]000-705-803+
2026-05-31,3227.1,M-814,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:S,SAN,176,033,705,240,235,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 176 033 705 240 235 803,+740-176-033-705-240-235-803+
2026-05-31,3252.1,M-840,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:T,SAN,031,033,705,233,001,false,false,true,metadata_or_nonframe,metadata_or_nonframe,046 031 033 705 233 001 920 374,+046-031-033-705-233-001-920-374+
2026-05-31,3442.1,M-1068,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,NA,NA,520,033,705,240,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 240,+520-033-705-240[
