"checked_date","cisi","role","query","query_kind","ia_volume","ia_leaf","ia_reader_page_url","ia_page_image_url","hit_count_on_page","page_context_class","route_question","ocr_context","source_use","accepted_source_mapping","accepted_decipherment_claim"
"2026-05-25","H-544","sign_15_1_control","544","bare_number_variant","CISI Collections in India","404","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n404/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n404_w2000.jpg","1","data_register","Can IA CISI supply a source image for the signs 15/1 control?","0765 DK 11109 M-S4I 0352 DK 7871 M-S42 0150 DK 5440 M-543 0381 OKi 838 M- [[544]] 01*2 DKC151 M-34S 0379 8 103 M-546 0378 SD 1200 M 547 0187 DK 46 M 548 03*8","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","H-544","sign_15_1_control","544","bare_number_variant","CISI Collections in India","602","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n602/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n602_w2000.jpg","3","plate_candidate","Can IA CISI supply a source image for the signs 15/1 control?","136 MOHENJO-DARO 541- [[544]] TABLETS incised, copper I- 1 hare, comp, animal / M-S42 A M-541 B M-542 B M-544 A M-544 || TABLETS incised, copper I- 1 hare, comp, animal / M-S42 A M-541 B M-542 B M- [[544]] A M-544 B || copper I- 1 hare, comp, animal / M-S42 A M-541 B M-542 B M-544 A M- [[544]] B","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","H-544","sign_15_1_control","544","bare_number_variant","CISI Collections in India","835","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n835/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n835_w2000.jpg","1","data_register","Can IA CISI supply a source image for the signs 15/1 control?","0765 DK 11109 M-S4I 0352 DK 7871 M-S42 0150 DK 5440 M-543 0381 OKi 838 M- [[544]] 01*2 DKC151 M-34S 0379 8 103 M-546 0378 SD 1200 M 547 0187 DK 46 M 548 03*8","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","H-544","sign_15_1_control","544","bare_number_variant","CISI Collections in Pakistan","325","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n325/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n325_w2000.jpg","2","plate_candidate","Can IA CISI supply a source image for the signs 15/1 control?","broken, bovid fV. V t Vf jSj] SEALS HARAPPA [[544]] -557 291 H-545 A H-544 a H-547 A H 54* A H-546 A H 546* H 549 A || broken, bovid fV. V t Vf jSj] SEALS HARAPPA 544-557 291 H-545 A H- [[544]] a H-547 A H 54* A H-546 A H 546* H 549 A K-550 A H 551 A","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","H-544","sign_15_1_control","544","bare_number_variant","CISI Collections in Pakistan","470","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n470/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n470_w2000.jpg","1","data_register","Can IA CISI supply a source image for the signs 15/1 control?","P 1367.4. St 23459 ft. 364. a P IB PI33 AV 3)9. a: P 796 AV [[544]] ) a P 795 A. 631. a. P 346 AV 485 P 145; A ft. J9B; a SL","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","H-544","sign_15_1_control","544","bare_number_variant","CISI Collections in Pakistan","472","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n472/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n472_w2000.jpg","1","data_register","Can IA CISI supply a source image for the signs 15/1 control?","21^57-. a P1L A VSLp 190:151. '(IE ft 21 230 a *21. a P 654 IL [[544]] . a P 361 a Ml a MlC.pl nu lM a 1036. a SI 22 442 IL 943","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","H-544","sign_15_1_control","544","bare_number_variant","CISI Collections in Pakistan","475","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n475/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n475_w2000.jpg","1","data_register","Can IA CISI supply a source image for the signs 15/1 control?","A V MH rm pci P tJU, 1 hr. SliJWP. Abu AV 151 P023 A V [[544]] . e p 914 AV *3* t PS25 PtPJ P975 a TlA ». p « AV 19ft. t","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","H-544","sign_15_1_control","544","bare_number_variant","CISI Collections in Pakistan","476","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n476/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n476_w2000.jpg","1","data_register","Can IA CISI supply a source image for the signs 15/1 control?","At 3 H5*! JLH B3M H-541 1214 11$49 H 542 4759 7!? B54J 1177 IWJ H- [[544]] 3H4 2367 >1-545 3622 1379 H-M* 1*97 H S4P H-547 1669 12110 H MS MlB 11761 H-549 3940","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","H-544","sign_15_1_control","H-544","exact_object_id","CISI Collections in Pakistan","325","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n325/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n325_w2000.jpg","1","plate_candidate","Can IA CISI supply a source image for the signs 15/1 control?","broken, bovid fV. V t Vf jSj] SEALS HARAPPA 544-557 291 H-545 A [[H-544]] a H-547 A H 54* A H-546 A H 546* H 549 A K-550 A H 551 A","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","H-544","sign_15_1_control","H-544","exact_object_id","CISI Collections in Pakistan","476","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n476/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n476_w2000.jpg","1","data_register","Can IA CISI supply a source image for the signs 15/1 control?","4101 At 3 H5*! JLH B3M H-541 1214 11$49 H 542 4759 7!? B54J 1177 IWJ [[H-544]] 3H4 2367 >1-545 3622 1379 H-M* 1*97 H S4P H-547 1669 12110 H MS MlB 11761 H-549 3940","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","H-544","sign_15_1_control","HARAPPA 544-557","plate_header_or_range","CISI Collections in Pakistan","325","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n325/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n325_w2000.jpg","1","plate_candidate","Can IA CISI supply a source image for the signs 15/1 control?","broken, bovid fV. V t Vf jSj] SEALS [[HARAPPA 544-557]] 291 H-545 A H-544 a H-547 A H 54* A H-546 A H 546* H 549 A K-550","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","478","bare_number_variant","CISI Collections in India","19","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n19/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n19_w2000.jpg","2","source_discussion","Can IA CISI supply the tablet parallel image and pot-count context?","the hand of a kneeling or standing man-sign (cf. H-247 A). In the moulded tablets M- [[478]] and M-479, the sign combination of 4 + U stands next to an iconographic scene where a kneeling || so obvious in other classes of Indus inscriptions, although cases like the above cited tablets M- [[478]] and M-479 may occasionally be found. 34 30 Cf. Asko Parpola. The relative size of the seals and","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","478","bare_number_variant","CISI Collections in India","150","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n150/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n150_w2000.jpg","1","plate_candidate","Can IA CISI supply the tablet parallel image and pot-count context?","cinthropomorph. snake TABLETS in bas-relief MOHENJO-DARO [[478]] -481 115 M-4KI B M-WI B bii M-4H0 b M-WI E","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","478","bare_number_variant","CISI Collections in India","404","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n404/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n404_w2000.jpg","1","data_register","Can IA CISI supply the tablet parallel image and pot-count context?","ASI 63 I0J09 HU 379 NMI 64 HU 1092 ASI 63.10234 HU 227 AS 61.10407 I1U [[478]] ASI 63 10 JO 3 HU 373 AS 6110264 Yale 19*242-3 AS 63.10273 HU 266 ASI 6110 JOS","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","478","bare_number_variant","CISI Collections in India","406","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n406/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n406_w2000.jpg","1","data_register","Can IA CISI supply the tablet parallel image and pot-count context?","H-I7I 3312 AI22 H-172 4060 XXX1122 H-173 13J3 4309 (Xfc 333*; ct H-174) H-174 333* i [[478]] (U 3333; cf. W-173) H-173 3319 12721 H-176 3305 11466 H-177 3316 0107 H-17* 331* 74*3 H-179 3307","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","478","bare_number_variant","CISI Collections in India","450","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n450/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n450_w2000.jpg","2","source_discussion","Can IA CISI supply the tablet parallel image and pot-count context?","the hand of a kneeling or standing man-sign (cf. H-247 A). In the moulded tablets M- [[478]] and M-479, the sign combination of 4 + U stands next to an iconographic scene where a kneeling || so obvious in other classes of Indus inscriptions, although cases like the above cited tablets M- [[478]] and M-479 may occasionally be found. 34 30 Cf. Asko Parpola. The relative size of the seals and","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","478","bare_number_variant","CISI Collections in India","581","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n581/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n581_w2000.jpg","1","plate_candidate","Can IA CISI supply the tablet parallel image and pot-count context?","cinthropomorph. snake TABLETS in bas-relief MOHENJO-DARO [[478]] -481 115 M-4KI B M-WI B bii M-4H0 b M-WI E","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","478","bare_number_variant","CISI Collections in India","835","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n835/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n835_w2000.jpg","1","data_register","Can IA CISI supply the tablet parallel image and pot-count context?","ASI 63 I0J09 HU 379 NMI 64 HU 1092 ASI 63.10234 HU 227 AS 61.10407 I1U [[478]] ASI 63 10 JO 3 HU 373 AS 6110264 Yale 19*242-3 AS 63.10273 HU 266 ASI 6110 JOS","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","478","bare_number_variant","CISI Collections in India","837","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n837/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n837_w2000.jpg","1","data_register","Can IA CISI supply the tablet parallel image and pot-count context?","H-I7I 3312 AI22 H-172 4060 XXX1122 H-173 13J3 4309 (Xfc 333*; ct H-174) H-174 333* i [[478]] (U 3333; cf. W-173) H-173 3319 12721 H-176 3305 11466 H-177 3316 0107 H-17* 331* 74*3 H-179 3307","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","478","bare_number_variant","CISI Collections in Pakistan","316","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n316/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n316_w2000.jpg","3","plate_candidate","Can IA CISI supply the tablet parallel image and pot-count context?","282 HARAPPA [[478]] -485 SEALS [®j] ’unicorn’ IV H-481 A H-478 A H-478 a H-480 a H-484 A H-484 (l) A || 282 HARAPPA 478-485 SEALS [®j] ’unicorn’ IV H-481 A H- [[478]] A H-478 a H-480 a H-484 A H-484 (l) A H-484 a H485 A H-481 a H-483 a || 282 HARAPPA 478-485 SEALS [®j] ’unicorn’ IV H-481 A H-478 A H- [[478]] a H-480 a H-484 A H-484 (l) A H-484 a H485 A H-481 a H-483 a H-485 a","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","M-478","exact_object_id","CISI Collections in India","19","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n19/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n19_w2000.jpg","2","source_discussion","Can IA CISI supply the tablet parallel image and pot-count context?","in the hand of a kneeling or standing man-sign (cf. H-247 A). In the moulded tablets [[M-478]] and M-479, the sign combination of 4 + U stands next to an iconographic scene where a kneeling || not so obvious in other classes of Indus inscriptions, although cases like the above cited tablets [[M-478]] and M-479 may occasionally be found. 34 30 Cf. Asko Parpola. The relative size of the seals and","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
