checked_date,object,row_id,site,type,symbol,cult,head_after_002,prev_before_002,preceded_by_032,next_after_head,tail_after_head,terminal_after_head,text
2026-05-31,-:130.1,130.1,Dholavira,SEAL:S,Bull1:W,S??,861,803,false,<END>,<END>,true,+244-165/740-879-220-416-803-002-861+
2026-05-31,-:132.1,132.1,Dholavira,SEAL:S,Tigr,None,861,416,false,<END>,<END>,true,+740-416-002-861+
2026-05-31,-:4260.1,4260.1,Dholavira,SEAL:R,None,None,861,016,false,<END>,<END>,true,+390-016-002-861+
2026-05-31,-:143.1,143.1,Dholavira,TAB:B,Gavi,None,817,031,false,<END>,<END>,true,+000-400-350-031-002-817+
2026-05-31,Dlv-1,145.1,Dholavira,SEAL:S,Bull1:J,HBN,861,031,false,<END>,<END>,true,+151-382-031-002-861+
2026-05-31,Dlv-2,146.1,Dholavira,SEAL:R,None,None,817,000,false,<END>,<END>,true,]000-002-817+
2026-05-31,H-1042,223.1,Harappa,SEAL:S,Bull1,RAN,817,220,false,<END>,<END>,true,+740-923-000-220-002-817+
2026-05-31,H-1045,246.1,Harappa,SEAL:S,Bull1:U,RAN,820,005,false,<END>,<END>,true,+740-900-005-002-820+
2026-05-31,H-1051,259.1,Harappa,SEAL:S,Bull1:I,SAN,861,798,false,<END>,<END>,true,+400-740-575-017-920-320-798-002-861+
2026-05-31,H-1100,3959.1,Harappa,TAB:B,Bull2,SAN,817,240,false,<END>,<END>,true,+740-904-240-002-817+
2026-05-31,H-1030,284.1,Harappa,SEAL:S,Bull1:W,RAF,861,103,false,<END>,<END>,true,+090-740-103-002-861+
2026-05-31,H-1043,303.1,Harappa,SEAL:S,Bull1:W,HBF,861,003,false,<END>,<END>,true,+151-760-220-003-002-861+
2026-05-31,H-1449,4122.1,Harappa,POT:T:g,-,None,861,<START>,false,<END>,<END>,true,]002-861+
2026-05-31,M-984,2453.1,Mohenjo-daro,SEAL:S,Bull1,-,817,004,false,<END>,<END>,true,+390-004-002-817+
2026-05-31,H-2015,402.2,Harappa,TAB:B,None,None,817,832,false,<END>,<END>,true,+520-033-705-235-832-002-817+
2026-05-31,H-1942,409.2,Harappa,TAB:B,Bult,None,861,035,false,<END>,<END>,true,+405-035-002-861+
2026-05-31,M-1914,2341.1,Mohenjo-daro,SEAL:S,Elep,None,817,832,false,<END>,<END>,true,]000-832-002-817+
2026-05-31,H-1967,448.1,Harappa,TAB:B,Mult,None,820,382,false,<END>,<END>,true,+382-760-382-002-820+
2026-05-31,H-1882,466.1,Harappa,TAB:B,None,None,820,<START>,false,<END>,<END>,true,+002-820+
2026-05-31,H-910,1792.1,Harappa,TAB:I,None,None,861,<START>,false,416,416,false,+002-861-416+
2026-05-31,H-507,1485.1,Harappa,SEAL:S,Bull1,SAN,820,032,true,<END>,<END>,true,]000-032-002-820+
2026-05-31,H-1692,537.1,Harappa,SEAL:S,None,None,861,590,false,<END>,<END>,true,+740-390-590-002-861+
2026-05-31,H-2022,594.2,Harappa,TAB:B,Phyt,Mult,861,175,false,<END>,<END>,true,+740-752-175-002-861+
2026-05-31,H-1864,599.2,Harappa,TAB:B,None,None,817,062,false,<END>,<END>,true,+740-142-062-002-817+
2026-05-31,M-1806,3990.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,820,003,false,<END>,<END>,true,+390-003-002-820+
2026-05-31,H-833,1719.1,Harappa,TAB:B,None,None,820,554,false,<END>,<END>,true,+526-554-002-820+
2026-05-31,H-1131,3971.1,Harappa,TAB:B,None,None,861,240,false,<END>,<END>,true,+740-482-240-002-861+
2026-05-31,H-1993,744.2,Harappa,TAB:B,None,None,390,004,false,095,095,false,+740-000-220-004-002-390-095+
2026-05-31,H-1930,771.2,Harappa,TAB:B,Gavi,None,861,920,false,<END>,<END>,true,+408-817-920-002-861+
2026-05-31,M-1063,3437.1,Mohenjo-daro,SEAL:S,-,-,861,004,false,<END>,<END>,true,+407-004-002-861+
2026-05-31,H-1788,805.1,Harappa,TAB:B,None,SAN,861,470,false,<END>,<END>,true,+154-806-470-002-861+
2026-05-31,H-1667,943.1,Harappa,SEAL:S,Bull1:W,SAN,817,540,false,<END>,<END>,true,+740-540-002-817+
2026-05-31,H-1966,1004.1,Harappa,TAB:B,Gaur,Trough,861,049,false,<END>,<END>,true,+520-233-049-002-861+
2026-05-31,H-1726,1007.1,Harappa,POT:T:s,None,None,817,491,false,<END>,<END>,true,+740-100-692-491-002-817+
2026-05-31,H-1851,1024.2,Harappa,TAB:B,None,None,861,031,false,<END>,<END>,true,+740-803-892-031-002-861+
2026-05-31,H-1739,1030.1,Harappa,POT:T:s,None,None,817,034,false,<END>,<END>,true,]034-002-817[
2026-05-31,H-1050,1060.1,Harappa,SEAL:S,Bull1:W,SAN,817,235,false,<END>,<END>,true,+804-235-002-817+
2026-05-31,H-12,1073.1,Harappa,SEAL:S,Bull1:W,SAF,817,235,false,<END>,<END>,true,+740-690-435-255-803-220-240-235-002-817+
2026-05-31,H-13,1074.1,Harappa,SEAL:S,Bull1:W,SAF,817,503,false,<END>,<END>,true,+740-760-615-503-002-817+
2026-05-31,M-110,2637.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,817,000,false,<END>,<END>,true,+000-000-002-817+
2026-05-31,H-18,1078.1,Harappa,SEAL:S,Bull1:W,-,820,032,true,<END>,<END>,true,]000-220-032-002-820+
2026-05-31,H-21,1081.1,Harappa,SEAL:S,Bull1:W,S,817,806,false,<END>,<END>,true,+405-061-527-555-233-235-806-002-817+
2026-05-31,H-42,1101.1,Harappa,SEAL:S,Bull1:J,RAN,817,235,false,<END>,<END>,true,+740-380-235-002-817+
2026-05-31,H-45,1104.1,Harappa,SEAL:S,Bull1:W,-,820,101,false,<END>,<END>,true,+090-740-101-002-820+
2026-05-31,H-51,1110.1,Harappa,SEAL:S,Bull1:W,HAF,861,240,false,<END>,<END>,true,+740-643-240-002-861+
2026-05-31,H-55,1114.1,Harappa,SEAL:S,Bull1:X,SAF,861,004,false,125,125,false,+390-004-002-861-125+
2026-05-31,H-60,1119.1,Harappa,SEAL:S,Bull1:II,H,820,003,false,<END>,<END>,true,+621-740-900-003/002-820+
2026-05-31,H-68,1127.1,Harappa,SEAL:S,Bull1:I,RAN,390,003,false,072,072,false,+090-740-220-003-002-390-072+
2026-05-31,H-85,1141.1,Harappa,SEAL:S,Zebu,-,817,219,false,<END>,<END>,true,+520-219-002-817+
2026-05-31,H-129,1170.1,Harappa,SEAL:R,None,None,861,031,false,244,244 165,false,+409-061-740-235-220-031-002-861-244-165+
2026-05-31,H-134,1175.1,Harappa,SEAL:R,None,None,861,003,false,<END>,<END>,true,+740-405-590-220-003-002-861+
2026-05-31,H-135,1176.1,Harappa,SEAL:R,None,None,861,806,false,<END>,<END>,true,+740-773-231-806-002-861+
2026-05-31,H-137,1178.1,Harappa,SEAL:R,None,None,817,233,false,<END>,<END>,true,+740-443-388-033-705-233-002-817+
2026-05-31,H-140,1181.1,Harappa,SEAL:R,None,None,817,032,true,<END>,<END>,true,+740-384-032-002-817+
2026-05-31,H-149,1190.1,Harappa,SEAL:R,None,None,820,220,false,<END>,<END>,true,+405-061-033-706-794-630-220-002-820+
2026-05-31,H-164,1204.1,Harappa,SEAL:R,None,None,817,097,false,<END>,<END>,true,+161-097-002-817+
2026-05-31,H-177,1211.1,Harappa,TAB:B,Scene,None,817,031,false,<END>,<END>,true,+700-033-151-706-031-002-817+
2026-05-31,H-231,1258.1,Harappa,TAB:B,None,None,820,240,false,<END>,<END>,true,+520-220-240-002-820+
2026-05-31,H-244,1269.1,Harappa,TAB:B,None,SAN,820,104,false,<END>,<END>,true,+104-002-820+
2026-05-31,H-273,1297.1,Harappa,SEAL:S,Bull1,-,820,240,false,<END>,<END>,true,]000-240-002-820+
2026-05-31,H-388,1401.1,Harappa,SEAL:S,Bull1:W,SAF,817,806,false,<END>,<END>,true,+520-033-706-231-806-002-817+
2026-05-31,H-410,1414.1,Harappa,SEAL:S,Bull1:L,SAN,861,830,false,<END>,<END>,true,+368-840-830-002-861+
2026-05-31,H-444,1434.1,Harappa,SEAL:S,Bull1:W,SAF,861,032,true,<END>,<END>,true,+241-220-032-002-861+
2026-05-31,H-446,1436.1,Harappa,SEAL:S,Bull1:J,SAN,861,798,false,216,216,false,+740-585-798-002-861-216+
2026-05-31,H-456,1446.1,Harappa,SEAL:S,Bull1:I,SAN,817,706,false,808,808,false,+520-033-706-002-817-808+
2026-05-31,H-459,1449.1,Harappa,SEAL:S,Bull1:T,SAN,817,231,false,<END>,<END>,true,+527-555-231-002-817+
2026-05-31,H-478,1466.1,Harappa,SEAL:S,Bull1:W,SAN,817,235,false,<END>,<END>,true,+740-770-235-002-817+
2026-05-31,H-484,1472.1,Harappa,SEAL:S,Bull1,-,817,233,false,<END>,<END>,true,]233-002-817+
2026-05-31,H-506,1484.1,Harappa,SEAL:S,Bull1:I,SAN,820,820,false,<END>,<END>,true,+294-350-595-820-002-820+
2026-05-31,H-514,1491.1,Harappa,SEAL:S,Bull1:W,RAN,820,016,false,<END>,<END>,true,+151-220-016-002-820+
2026-05-31,H-574,1526.1,Harappa,SEAL,-,-,820,803,false,<END>,<END>,true,]000-803-002-820+
2026-05-31,H-597,1540.2,Harappa,SEAL:S,Bull1:J,SAN,861,032,true,<END>,<END>,true,+740-390-590-070-032-002-861+
2026-05-31,H-609,1549.1,Harappa,SEAL:S,Bull1:W,SAN,817,231,false,000,000,false,]798-233-231-002-817-000+
2026-05-31,H-640,1555.1,Harappa,SEAL:R,None,None,817,032,true,<END>,<END>,true,]220-032-002-817+
2026-05-31,H-649,1564.1,Harappa,SEAL:R,None,None,820,806,false,<END>,<END>,true,+520-033-705-233-240-806-002-820+
2026-05-31,H-651,1566.1,Harappa,SEAL:R,None,None,861,031,false,<END>,<END>,true,]031-002-861+
2026-05-31,H-653,1568.1,Harappa,SEAL:R,None,None,820,000,false,<END>,<END>,true,+000-000-000-000-002-820+
2026-05-31,H-658,1573.1,Harappa,SEAL:R,None,None,817,900,false,<END>,<END>,true,]900-002-817+
2026-05-31,H-688,1594.1,Harappa,SEAL,None,None,861,233,false,831,831 165,false,+520-233-002-861-831-165+
2026-05-31,H-702,1607.1,Harappa,TAB:B,Mult,None,820,137,false,<END>,<END>,true,+137-002-820+
2026-05-31,H-706,1611.1,Harappa,TAB:B,Gavi,None,820,137,false,<END>,<END>,true,+700-033-137-002-820+
2026-05-31,H-719,1622.1,Harappa,TAB:B,Phyt,None,861,004,false,<END>,<END>,true,+405-004-002-861+
2026-05-31,H-773,1665.1,Harappa,TAB:B,None,None,390,803,false,530,530 741,false,+740-798-803-002-390-530-741+
2026-05-31,H-829,1717.1,Harappa,TAB:B,None,None,820,139,false,<END>,<END>,true,+139-002-820+
2026-05-31,H-838,1724.1,Harappa,TAB:B,None,None,817,495,false,<END>,<END>,true,+740-615-495-002-817+
2026-05-31,H-909,1791.1,Harappa,TAB:I,None,None,820,<START>,false,000,000,false,+002-820-000[
2026-05-31,Jk-2,1875.1,Jhukar,SEAL:S,Bull1:J,SAN,817,233,false,<END>,<END>,true,+740-803-233-002-817+
2026-05-31,K-12,1887.1,Kalibangan,SEAL:S,Bull1:I,RAN,820,003,false,<END>,<END>,true,+000-003-002-820+
2026-05-31,K-23,1897.1,Kalibangan,SEAL:S,Bull1:I,RAN,820,441,false,033,033,false,+740-441-002-820-033+
2026-05-31,K-33,1906.1,Kalibangan,SEAL:S,Buff,Trough,861,226,false,<END>,<END>,true,+226-002-861+
2026-05-31,K-40,1908.1,Kalibangan,SEAL:S,Elep,None,861,031,false,791,791 440 717,false,+760-031-002-861-791-440-717+
2026-05-31,K-78,1935.1,Kalibangan,TAB:B,Gavi,None,820,390,false,<END>,<END>,true,+740-817-390-002-820+
2026-05-31,M-712,3137.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,861,003,false,<END>,<END>,true,+390-003-002-861+
2026-05-31,K-85,1940.1,Kalibangan,TAG:L,Elep,None,861,033,false,<END>,<END>,true,+520-033-002-861+
2026-05-31,K-87,1942.2,Kalibangan,TAG:L,Mult,-,861,000,false,<END>,<END>,true,+740-000-000-002-861[
2026-05-31,K-88,1943.1,Kalibangan,TAG:L,Bull1,?,861,460,false,<END>,<END>,true,+740-000-460-002-861+
2026-05-31,L-11,1990.1,Lothal,SEAL:S,Bull1:L,SAN,817,778,false,<END>,<END>,true,+590-705-435-255-778-002-817+
2026-05-31,L-18,1996.1,Lothal,SEAL:S,Bull1:S,SAN,820,031,false,<END>,<END>,true,+415-031-002-820+
2026-05-31,L-39,2012.1,Lothal,SEAL:S,Bull1,SAN,861,315,false,626,626,false,+520-315-002-861-626+
2026-05-31,L-41,2013.1,Lothal,SEAL:S,Bull,-,817,233,false,<END>,<END>,true,+090-740-233-002-817+
2026-05-31,L-46,2017.1,Lothal,SEAL:S,Gaur,Trough,861,176,false,392,392,false,+527-388-233-740-176-002-861-392+
2026-05-31,L-57,2024.1,Lothal,SEAL:S,-,-,861,832,false,<END>,<END>,true,+832-002-861+
2026-05-31,L-62,2028.1,Lothal,SEAL,None,None,861,003,false,<END>,<END>,true,]003-002-861[
2026-05-31,L-65,2031.1,Lothal,SEAL:S,Bull1:W,SAF,861,240,false,<END>,<END>,true,]240-002-861+
2026-05-31,L-83,2037.1,Lothal,SEAL:L,None,None,820,240,false,<END>,<END>,true,+740-806-240-002-820+
2026-05-31,L-84,2038.1,Lothal,SEAL:R,-,-,817,048,false,<END>,<END>,true,+048-002-817+
2026-05-31,L-89,2043.1,Lothal,SEAL:R,None,None,861,235,false,<END>,<END>,true,+527-555-235-002-861+
2026-05-31,L-92,2046.1,Lothal,SEAL:R,None,None,817,832,false,<END>,<END>,true,+520-070-255-832-002-817+
2026-05-31,L-202,2122.2,Lothal,TAG,-,-,861,236,false,<END>,<END>,true,]236-002-861+
2026-05-31,M-895,3300.1,Mohenjo-daro,SEAL:S,Bull1,-,817,048,false,<END>,<END>,true,+740-048-002-817+
2026-05-31,L-191,2113.2,Lothal,TAG,-,-,861,235,false,<END>,<END>,true,]235-002-861+
2026-05-31,L-207,2126.1,Lothal,TAG,Bull1,-,820,482,false,<END>,<END>,true,+740-482-002-820+
2026-05-31,L-208,2127.2,Lothal,TAG,-,-,820,220,false,<END>,<END>,true,]234-220-002-820[
2026-05-31,L-226,2142.1,Lothal,POT:T:g,-,-,861,495,false,<END>,<END>,true,]000-495-002-861+
2026-05-31,M-1755,2323.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,861,176,false,<END>,<END>,true,+740-176-002-861+
2026-05-31,M-1696,2178.1,Mohenjo-daro,SEAL:S,Bull1:II,SAN,861,415,false,<END>,<END>,true,+520-033-705-220-415-002-861+
2026-05-31,M-1880,2179.1,Mohenjo-daro,SEAL:S,Gaur,Trough,861,176,false,<END>,<END>,true,+151-176-002-861+
2026-05-31,M-1850,2188.1,Mohenjo-daro,SEAL:S,Bull1:S,None,817,506,false,<END>,<END>,true,+506-002-817+
2026-05-31,M-1976,2204.1,Mohenjo-daro,SEAL:R,None,None,817,142,false,<END>,<END>,true,+617-142-002-817+
2026-05-31,M-2089,2318.1,Mohenjo-daro,ROD,None,None,861,<START>,false,096,096,false,+002-861-096+
2026-05-31,M-235,2213.1,Mohenjo-daro,SEAL:S,Gaur,Trough,820,350,false,<END>,<END>,true,+368-001-550/740-543-350-002-820+
2026-05-31,M-1675,2220.1,Mohenjo-daro,SEAL:S,Bull1:W,RBF,820,844,false,<END>,<END>,true,+621-390-844-002-820+
2026-05-31,M-1737,2229.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,820,032,true,<END>,<END>,true,+740-760-072-921-032-002-820+
2026-05-31,M-1677,2236.1,Mohenjo-daro,SEAL:S,Bull1:W,-,820,032,true,001,001 440 012,false,+520-382-032-002-820-001-440-012+
2026-05-31,M-1778,2239.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,861,235,false,<END>,<END>,true,]000-235-002-861+
2026-05-31,M-1674,2240.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,861,231,false,683,683,false,+090-740-222-231-002-861-683+
2026-05-31,M-940,2243.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,817,555,false,<END>,<END>,true,+527-555-002-817+
2026-05-31,M-1704,2251.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,605,false,<END>,<END>,true,+740-760-605-002-861+
2026-05-31,M-1753,2256.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,861,240,false,<END>,<END>,true,+740-760-519-240-002-861+
2026-05-31,M-656,2257.1,Mohenjo-daro,SEAL:S,Bull1,SA?,861,803,false,<END>,<END>,true,]000-920-705-803-002-861+
2026-05-31,M-1721,2261.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,820,042,false,<END>,<END>,true,+740-042-002-820+
2026-05-31,M-963,2263.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,817,176,false,<END>,<END>,true,+740-176-002-817+
2026-05-31,M-1709,2268.1,Mohenjo-daro,SEAL:S,Bull1:S,RAF,817,220,false,<END>,<END>,true,+621-520-220-002-817+
2026-05-31,M-1860,2274.1,Mohenjo-daro,SEAL:S,Bull1,S,861,231,false,<END>,<END>,true,]231-002-861+
2026-05-31,M-1726,2276.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,240,false,<END>,<END>,true,+740-615-495-240-002-861+
2026-05-31,M-1990,2277.1,Mohenjo-daro,SEAL,None,None,861,220,false,<END>,<END>,true,+740-760-440-240-220-002-861+
2026-05-31,M-1974,2278.1,Mohenjo-daro,SEAL:R,None,None,820,521,false,<END>,<END>,true,+064-031-400-521-002-820+
2026-05-31,M-1746,2283.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,817,240,false,<END>,<END>,true,+090-740-100-415-240-002-817+
2026-05-31,M-1706,2292.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,820,220,false,<END>,<END>,true,+740-803-220-032-220-002-820+
2026-05-31,M-1711,2296.1,Mohenjo-daro,SEAL:S,Bull1:W,RAF,817,049,false,<END>,<END>,true,+740-760-049-002-817+
2026-05-31,M-1708,2299.1,Mohenjo-daro,SEAL:S,Bull1:I,RAN,817,017,false,<END>,<END>,true,+740-585-017-002-817+
2026-05-31,M-1763,2313.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,032,true,<END>,<END>,true,+416-001-565-740-220-032-002-861+
2026-05-31,M-1955,2338.1,Mohenjo-daro,SEAL:R,None,None,820,803,false,<END>,<END>,true,+390-920-322-803-002-820+
2026-05-31,M-1661,2342.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,219,false,032,032 520 919 140,false,+520-070-219-002-861-032-520-919-140+
2026-05-31,M-1899,2350.1,Mohenjo-daro,SEAL:S,Zebu,None,861,132,false,<END>,<END>,true,+924-132-002-861+
2026-05-31,M-1928,2357.3,Mohenjo-daro,SEAL:S,Buff,Trough,861,220,false,<END>,<END>,true,+000-233-220-002-861+
2026-05-31,M-1693,2359.1,Mohenjo-daro,SEAL:S,Bull1,SAN,817,235,false,<END>,<END>,true,+527-555-033-706-235-002-817+
2026-05-31,M-1842,2376.1,Mohenjo-daro,SEAL:S,Bull1,RBF,861,235,false,<END>,<END>,true,+520-000-235-002-861+
2026-05-31,K-157,5283.1,Kalibangan,TAB:B,Gavi,None,820,000,false,<END>,<END>,true,+740-000-000-002-820+
2026-05-31,-:2388.1,2388.1,Mohenjo-daro,SEAL:S,Bull1:S,RAN,861,240,false,<END>,<END>,true,+740-637-240-002-861+
2026-05-31,M-1681,2389.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,798,false,832,832,false,+520-072-233-740-798-002-861-832+
2026-05-31,M-803,3217.1,Mohenjo-daro,SEAL:S,Bull1,SAN,817,005,false,<END>,<END>,true,+390-005-002-817+
2026-05-31,M-1927,2397.2,Mohenjo-daro,SEAL:S,Mult,None,817,005,false,<END>,<END>,true,]000-005-002-817+
2026-05-31,M-1911,2409.1,Mohenjo-daro,SEAL:S,Rhin,None,820,531,false,<END>,<END>,true,+621-390-531-002-820+
2026-05-31,M-1728,2417.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,820,032,true,<END>,<END>,true,+161-055-240-220-032-002-820+
2026-05-31,M-2129,2421.1,Mohenjo-daro,IMPL,None,None,817,645,false,<END>,<END>,true,+898-017-645-002-817+
2026-05-31,M-1954,2422.1,Mohenjo-daro,SEAL:R,None,None,861,798,false,<END>,<END>,true,+740-407-590-031-752-033-705-220-415-798-002-861+
2026-05-31,M-1830,2435.1,Mohenjo-daro,SEAL:S,Bull1:X,SAN,820,388,false,<END>,<END>,true,+740-388-002-820+
2026-05-31,M-1913,2438.1,Mohenjo-daro,SEAL:S,Elep,None,817,416,false,<END>,<END>,true,]416-002-817+
2026-05-31,M-1750,2450.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,004,false,<END>,<END>,true,+390-004-002-861+
2026-05-31,M-1752,2457.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,817,019,false,<END>,<END>,true,+740-760-019-002-817+
2026-05-31,M-595,2464.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,820,176,false,<END>,<END>,true,+740-100-415-176-002-820+
2026-05-31,-:2489.1,2489.1,Dholavira,SEAL:S,Bull1:V,SAN,817,590,false,<END>,<END>,true,+740-390-590-002-817+
2026-05-31,M-1716,2506.1,Mohenjo-daro,SEAL:S,Bull1:W,RAF,820,803,false,<END>,<END>,true,+520-220-240-803-002-820+
2026-05-31,M-1833,2509.1,Mohenjo-daro,SEAL:S,Bull1:S,RAN,861,015,false,<END>,<END>,true,+390-015-002-861+
2026-05-31,M-1851,2515.1,Mohenjo-daro,SEAL:S,Bull1,RAN,820,740,false,<END>,<END>,true,+832-390-032/000-032-740-002-820+
2026-05-31,M-1662,2526.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,817,233,false,192,192 000,false,+520-033-706-233-002-817-192-000+
2026-05-31,M-1961,2528.1,Mohenjo-daro,SEAL,-,-,817,072,false,<END>,<END>,true,+406-072-002-817+
2026-05-31,M-7,2536.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,240,false,<END>,<END>,true,+407-845-140-740-101-923-240-002-861+
2026-05-31,M-14,2542.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,817,503,false,<END>,<END>,true,+740-776-503-002-817+
2026-05-31,M-15,2543.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,176,false,<END>,<END>,true,+090-740-176-002-861+
2026-05-31,M-19,2547.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,861,000,false,<END>,<END>,true,]000-000-002-861+
2026-05-31,M-20,2548.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,861,005,false,036,036 460 513,false,+390-005-002-861-036-460-513+
2026-05-31,M-21,2549.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,032,true,<END>,<END>,true,+350-001-740-362-692-032-002-861+
2026-05-31,M-28,2556.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,416,false,<END>,<END>,true,+892-374-740-760-840-416-002-861+
2026-05-31,M-38,2566.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,390,235,false,125,125 632 032,false,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,M-42,2570.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,817,240,false,<END>,<END>,true,+527-550-240-002-817+
2026-05-31,M-47,2575.1,Mohenjo-daro,SEAL:S,Bull1:J,SA,861,235,false,<END>,<END>,true,+740-760-235-002-861+
2026-05-31,M-50,2578.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,820,798,false,<END>,<END>,true,+740-585-017-033-705-240-798-002-820+
2026-05-31,M-54,2582.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,820,798,false,<END>,<END>,true,+236-240-033-705-798-002-820+
2026-05-31,M-58,2586.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,817,503,false,<END>,<END>,true,+740-460-503-002-817+
2026-05-31,M-70,2598.1,Mohenjo-daro,SEAL:S,Bull1:T,SAF,390,032,true,692,692,false,+226-032-002-390-692+
2026-05-31,M-71,2599.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,390,142,false,095,095,false,+151-279-142-002-390-095+
2026-05-31,M-72,2600.1,Mohenjo-daro,SEAL:S,Bull1:V,None,861,003,false,<END>,<END>,true,+740-255-705-140-003-002-861+
2026-05-31,M-75,2603.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,817,004,false,<END>,<END>,true,+520-220-004-002-817+
2026-05-31,M-77,2604.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,803,false,<END>,<END>,true,+832-390-803-002-861+
2026-05-31,M-79,2606.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,861,233,false,<END>,<END>,true,+688/740-100-240-233-002-861+
2026-05-31,M-86,2613.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,820,231,false,700,700,false,+520-033-705-231-002-820-700+
2026-05-31,M-90,2617.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,817,031,false,<END>,<END>,true,+740-840-013-031-002-817+
2026-05-31,M-91,2618.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,861,032,true,255,255 416,false,+740-100-798-220-032-002-861-255-416+
2026-05-31,M-100,2627.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,861,705,false,<END>,<END>,true,+090-740-255-705-002-861+
