"corpus","scope","holdout_policy","control","metric","iterations","observed","null_mean","null_p05","null_median","null_p95","null_max","null_ge_observed_share"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_one_row_out","register_position_shuffle","stored_win_share","200","0.841096","0.807479","0.786301","0.808219","0.827397","0.838356","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_one_row_out","register_edge_interior_shuffle","stored_win_share","200","0.841096","0.76637","0.742466","0.767123","0.789041","0.8","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_out","global_token_shuffle","stored_win_share","200","0.753425","0.427781","0.372603","0.427397","0.482192","0.534247","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_out","row_internal_shuffle","stored_win_share","200","0.753425","0.425466","0.369863","0.427397","0.476712","0.512329","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_out","position_slot_shuffle","stored_win_share","200","0.753425","0.72737","0.690411","0.728767","0.761644","0.769863","0.1"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_out","edge_frame_shuffle","stored_win_share","200","0.753425","0.692959","0.673973","0.693151","0.715068","0.726027","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_out","register_position_shuffle","stored_win_share","200","0.753425","0.734356","0.717808","0.734247","0.750685","0.769863","0.04"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_out","register_edge_interior_shuffle","stored_win_share","200","0.753425","0.690849","0.668493","0.690411","0.715068","0.723288","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_out","global_token_shuffle","stored_win_share","200","0.789041","0.452603","0.394521","0.452055","0.515068","0.547945","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_out","row_internal_shuffle","stored_win_share","200","0.789041","0.44626","0.386301","0.443836","0.50137","0.561644","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_out","position_slot_shuffle","stored_win_share","200","0.789041","0.758","0.731507","0.758904","0.783562","0.8","0.025"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_out","edge_frame_shuffle","stored_win_share","200","0.789041","0.71874","0.693151","0.717808","0.739726","0.753425","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_out","register_position_shuffle","stored_win_share","200","0.789041","0.755274","0.734247","0.753425","0.778082","0.786301","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_out","register_edge_interior_shuffle","stored_win_share","200","0.789041","0.720726","0.69589","0.720548","0.745205","0.761644","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_symbol_out","global_token_shuffle","stored_win_share","200","0.827397","0.457548","0.4","0.460274","0.512329","0.545205","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_symbol_out","row_internal_shuffle","stored_win_share","200","0.827397","0.456123","0.4","0.454795","0.517808","0.550685","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_symbol_out","position_slot_shuffle","stored_win_share","200","0.827397","0.765986","0.739726","0.767123","0.791781","0.808219","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_symbol_out","edge_frame_shuffle","stored_win_share","200","0.827397","0.757575","0.734247","0.758904","0.778082","0.805479","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_symbol_out","register_position_shuffle","stored_win_share","200","0.827397","0.794562","0.775342","0.794521","0.810959","0.821918","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_site_type_symbol_out","register_edge_interior_shuffle","stored_win_share","200","0.827397","0.755233","0.731507","0.756164","0.778082","0.794521","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_register_edge_out","global_token_shuffle","stored_win_share","200","0.841096","0.458384","0.405479","0.457534","0.509589","0.539726","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_register_edge_out","row_internal_shuffle","stored_win_share","200","0.841096","0.460795","0.40274","0.457534","0.520548","0.547945","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_register_edge_out","position_slot_shuffle","stored_win_share","200","0.841096","0.76826","0.742466","0.769863","0.794521","0.832877","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_register_edge_out","edge_frame_shuffle","stored_win_share","200","0.841096","0.771452","0.747945","0.769863","0.79726","0.810959","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_register_edge_out","register_position_shuffle","stored_win_share","200","0.841096","0.808151","0.791781","0.808219","0.827397","0.832877","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_register_edge_out","register_edge_interior_shuffle","stored_win_share","200","0.841096","0.765521","0.742466","0.764384","0.786301","0.80274","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_one_row_out","global_token_shuffle","stored_win_share","200","0.837121","0.467074","0.416667","0.469697","0.513258","0.534091","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_one_row_out","row_internal_shuffle","stored_win_share","200","0.837121","0.476146","0.42803","0.475379","0.518939","0.573864","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_one_row_out","position_slot_shuffle","stored_win_share","200","0.837121","0.790701","0.767045","0.789773","0.8125","0.82197","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_one_row_out","edge_frame_shuffle","stored_win_share","200","0.837121","0.781818","0.761364","0.782197","0.801136","0.8125","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_one_row_out","register_position_shuffle","stored_win_share","200","0.837121","0.817187","0.801136","0.818182","0.831439","0.840909","0.04"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_one_row_out","register_edge_interior_shuffle","stored_win_share","200","0.837121","0.78767","0.767045","0.787879","0.804924","0.82197","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_out","global_token_shuffle","stored_win_share","200","0.774621","0.44928","0.401515","0.450758","0.496212","0.517045","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_out","row_internal_shuffle","stored_win_share","200","0.774621","0.447131","0.403409","0.448864","0.484848","0.526515","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_out","position_slot_shuffle","stored_win_share","200","0.774621","0.763778","0.738636","0.763258","0.789773","0.801136","0.265"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_out","edge_frame_shuffle","stored_win_share","200","0.774621","0.733551","0.717803","0.732955","0.75","0.75947","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_out","register_position_shuffle","stored_win_share","200","0.774621","0.754242","0.734848","0.753788","0.770833","0.782197","0.02"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_out","register_edge_interior_shuffle","stored_win_share","200","0.774621","0.743835","0.725379","0.744318","0.761364","0.767045","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_out","global_token_shuffle","stored_win_share","200","0.816288","0.466117","0.412879","0.464015","0.520833","0.541667","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_out","row_internal_shuffle","stored_win_share","200","0.816288","0.464129","0.416667","0.465909","0.511364","0.547348","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_out","position_slot_shuffle","stored_win_share","200","0.816288","0.782936","0.761364","0.782197","0.806818","0.825758","0.015"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_out","edge_frame_shuffle","stored_win_share","200","0.816288","0.758267","0.74053","0.75947","0.774621","0.789773","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_out","register_position_shuffle","stored_win_share","200","0.816288","0.78697","0.770833","0.787879","0.80303","0.814394","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_out","register_edge_interior_shuffle","stored_win_share","200","0.816288","0.771231","0.751894","0.770833","0.791667","0.797348","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_symbol_out","global_token_shuffle","stored_win_share","200","0.835227","0.469384","0.414773","0.467803","0.518939","0.554924","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_symbol_out","row_internal_shuffle","stored_win_share","200","0.835227","0.471136","0.422348","0.471591","0.517045","0.535985","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_symbol_out","position_slot_shuffle","stored_win_share","200","0.835227","0.789564","0.767045","0.789773","0.808712","0.820076","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_symbol_out","edge_frame_shuffle","stored_win_share","200","0.835227","0.778333","0.763258","0.778409","0.795455","0.80303","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_symbol_out","register_position_shuffle","stored_win_share","200","0.835227","0.811061","0.791667","0.8125","0.823864","0.837121","0.005"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_site_type_symbol_out","register_edge_interior_shuffle","stored_win_share","200","0.835227","0.785398","0.765152","0.785985","0.80303","0.814394","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_register_edge_out","global_token_shuffle","stored_win_share","200","0.837121","0.470691","0.416667","0.473485","0.520833","0.558712","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_register_edge_out","row_internal_shuffle","stored_win_share","200","0.837121","0.46571","0.418561","0.467803","0.503788","0.558712","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_register_edge_out","position_slot_shuffle","stored_win_share","200","0.837121","0.791468","0.768939","0.789773","0.816288","0.829545","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_register_edge_out","edge_frame_shuffle","stored_win_share","200","0.837121","0.781155","0.763258","0.780303","0.799242","0.814394","0"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_register_edge_out","register_position_shuffle","stored_win_share","200","0.837121","0.816515","0.797348","0.816288","0.833333","0.839015","0.015"
"Indus_Lipi","top10_edge_removed_register_edge_family_collapsed","leave_register_edge_out","register_edge_interior_shuffle","stored_win_share","200","0.837121","0.788513","0.768939","0.789773","0.80303","0.816288","0"
