cisi,lipi_id,mayig_side_id,lipi_dir,lipi_length,position_0based,position_1based,position_class,lipi_sign,mayig_sign,lipi_left,lipi_right,mayig_left,mayig_right,evidence_status
M-121,2648.1,M-121A,R/L,5,4,5,terminal,798,P075,233,</s>,P058,</s>,provisional_position_alignment_only
M-122,2649.1,M-122A,R/L,3,0,1,initial,520,P217,<s>,033,<s>,P147,provisional_position_alignment_only
M-122,2649.1,M-122A,R/L,3,1,2,medial,033,P147,520,705,P217,P316,provisional_position_alignment_only
M-122,2649.1,M-122A,R/L,3,2,3,terminal,705,P316,033,</s>,P147,</s>,provisional_position_alignment_only
M-123,2650.1,M-123A,R/L,4,0,1,initial,400,P098,<s>,093,<s>,P014,provisional_position_alignment_only
M-123,2650.1,M-123A,R/L,4,1,2,medial,093,P014,400,368,P098,P202,provisional_position_alignment_only
M-123,2650.1,M-123A,R/L,4,2,3,medial,368,P202,093,072,P014,P114,provisional_position_alignment_only
M-123,2650.1,M-123A,R/L,4,3,4,terminal,072,P114,368,</s>,P202,</s>,provisional_position_alignment_only
M-124,2651.1,M-124A,R/L,4,0,1,initial,740,P324,<s>,923,<s>,P175,provisional_position_alignment_only
M-124,2651.1,M-124A,R/L,4,1,2,medial,923,P175,740,220,P324,P050,provisional_position_alignment_only
M-124,2651.1,M-124A,R/L,4,2,3,medial,220,P050,923,032,P175,P145,provisional_position_alignment_only
M-124,2651.1,M-124A,R/L,4,3,4,terminal,032,P145,220,</s>,P050,</s>,provisional_position_alignment_only
M-127,2654.1,M-127A,R/L,5,0,1,initial,565,P238,<s>,740,<s>,P324,provisional_position_alignment_only
M-127,2654.1,M-127A,R/L,5,1,2,medial,740,P324,565,220,P238,P060,provisional_position_alignment_only
M-127,2654.1,M-127A,R/L,5,2,3,medial,220,P060,740,741,P324,P324,provisional_position_alignment_only
M-127,2654.1,M-127A,R/L,5,3,4,medial,741,P324,220,176,P060,P194,provisional_position_alignment_only
M-127,2654.1,M-127A,R/L,5,4,5,terminal,176,P194,741,</s>,P324,</s>,provisional_position_alignment_only
M-128,2655.1,M-128A,R/L,6,0,1,initial,740,P324,<s>,923,<s>,P175,provisional_position_alignment_only
M-128,2655.1,M-128A,R/L,6,1,2,medial,923,P175,740,803,P324,P364,provisional_position_alignment_only
M-128,2655.1,M-128A,R/L,6,2,3,medial,803,P364,923,741,P175,P324,provisional_position_alignment_only
M-128,2655.1,M-128A,R/L,6,3,4,medial,741,P324,803,500,P364,P208,provisional_position_alignment_only
M-128,2655.1,M-128A,R/L,6,4,5,medial,500,P208,741,705,P324,P316,provisional_position_alignment_only
M-128,2655.1,M-128A,R/L,6,5,6,terminal,705,P316,500,</s>,P208,</s>,provisional_position_alignment_only
M-129,2656.1,M-129A,R/L,6,0,1,initial,520,P217,<s>,233,<s>,P058,provisional_position_alignment_only
M-129,2656.1,M-129A,R/L,6,1,2,medial,233,P058,520,240,P217,P062,provisional_position_alignment_only
M-129,2656.1,M-129A,R/L,6,2,3,medial,240,P062,233,235,P058,P060,provisional_position_alignment_only
M-129,2656.1,M-129A,R/L,6,3,4,medial,235,P060,240,741,P062,P325,provisional_position_alignment_only
M-129,2656.1,M-129A,R/L,6,4,5,medial,741,P325,235,360,P060,P293,provisional_position_alignment_only
M-129,2656.1,M-129A,R/L,6,5,6,terminal,360,P293,741,</s>,P325,</s>,provisional_position_alignment_only
M-130,2657.1,M-130A,R/L,6,0,1,initial,740,P324,<s>,094,<s>,P003,provisional_position_alignment_only
M-130,2657.1,M-130A,R/L,6,1,2,medial,094,P003,740,220,P324,P050,provisional_position_alignment_only
M-130,2657.1,M-130A,R/L,6,2,3,medial,220,P050,094,032,P003,P145,provisional_position_alignment_only
M-130,2657.1,M-130A,R/L,6,3,4,medial,032,P145,220,002,P050,P122,provisional_position_alignment_only
M-130,2657.1,M-130A,R/L,6,4,5,medial,002,P122,032,144,P145,P032,provisional_position_alignment_only
M-130,2657.1,M-130A,R/L,6,5,6,terminal,144,P032,002,</s>,P122,</s>,provisional_position_alignment_only
M-131,2658.1,M-131A,R/L,6,0,1,initial,740,P324,<s>,390,<s>,P086,provisional_position_alignment_only
M-131,2658.1,M-131A,R/L,6,1,2,medial,390,P086,740,590,P324,P276,provisional_position_alignment_only
M-131,2658.1,M-131A,R/L,6,2,3,medial,590,P276,390,741,P086,P325,provisional_position_alignment_only
M-131,2658.1,M-131A,R/L,6,3,4,medial,741,P325,590,390,P276,P086,provisional_position_alignment_only
M-131,2658.1,M-131A,R/L,6,4,5,medial,390,P086,741,790,P325,P355,provisional_position_alignment_only
M-131,2658.1,M-131A,R/L,6,5,6,terminal,790,P355,390,</s>,P086,</s>,provisional_position_alignment_only
M-132,2659.1,M-132A,R/L,3,0,1,initial,156,P004,<s>,003,<s>,P123,provisional_position_alignment_only
M-132,2659.1,M-132A,R/L,3,1,2,medial,003,P123,156,545,P004,P226,provisional_position_alignment_only
M-132,2659.1,M-132A,R/L,3,2,3,terminal,545,P226,003,</s>,P123,</s>,provisional_position_alignment_only
M-133,2660.1,M-133A,R/L,8,0,1,initial,527,P301,<s>,550,<s>,P230,provisional_position_alignment_only
M-133,2660.1,M-133A,R/L,8,1,2,medial,550,P230,527,240,P301,P062,provisional_position_alignment_only
M-133,2660.1,M-133A,R/L,8,2,3,medial,240,P062,550,220,P230,P050,provisional_position_alignment_only
M-133,2660.1,M-133A,R/L,8,3,4,medial,220,P050,240,255,P062,P073,provisional_position_alignment_only
M-133,2660.1,M-133A,R/L,8,4,5,medial,255,P073,220,812,P050,P369,provisional_position_alignment_only
M-133,2660.1,M-133A,R/L,8,5,6,medial,812,P369,255,906,P073,P174,provisional_position_alignment_only
M-133,2660.1,M-133A,R/L,8,6,7,medial,906,P174,812,388,P369,P110,provisional_position_alignment_only
M-133,2660.1,M-133A,R/L,8,7,8,terminal,388,P110,906,</s>,P174,</s>,provisional_position_alignment_only
M-134,2661.1,M-134A,R/L,3,0,1,initial,872,P390,<s>,032,<s>,P145,provisional_position_alignment_only
M-134,2661.1,M-134A,R/L,3,1,2,medial,032,P145,872,692,P390,P256,provisional_position_alignment_only
M-134,2661.1,M-134A,R/L,3,2,3,terminal,692,P256,032,</s>,P145,</s>,provisional_position_alignment_only
M-135,2662.1,M-135A,R/L,4,0,1,initial,520,P217,<s>,033,<s>,P147,provisional_position_alignment_only
M-135,2662.1,M-135A,R/L,4,1,2,medial,033,P147,520,705,P217,P316,provisional_position_alignment_only
M-135,2662.1,M-135A,R/L,4,2,3,medial,705,P316,033,031,P147,P144,provisional_position_alignment_only
M-135,2662.1,M-135A,R/L,4,3,4,terminal,031,P144,705,</s>,P316,</s>,provisional_position_alignment_only
M-136,2663.1,M-136A,R/L,7,0,1,initial,090,P013,<s>,740,<s>,P324,provisional_position_alignment_only
M-136,2663.1,M-136A,R/L,7,1,2,medial,740,P324,090,220,P013,P050,provisional_position_alignment_only
M-136,2663.1,M-136A,R/L,7,2,3,medial,220,P050,740,016,P324,P126,provisional_position_alignment_only
M-136,2663.1,M-136A,R/L,7,3,4,medial,016,P126,220,031,P050,P144,provisional_position_alignment_only
M-136,2663.1,M-136A,R/L,7,4,5,medial,031,P144,016,908,P126,P177,provisional_position_alignment_only
M-136,2663.1,M-136A,R/L,7,5,6,medial,908,P177,031,545,P144,P226,provisional_position_alignment_only
M-136,2663.1,M-136A,R/L,7,6,7,terminal,545,P226,908,</s>,P177,</s>,provisional_position_alignment_only
M-138,2665.1,M-138A,R/L,3,0,1,initial,740,P324,<s>,900,<s>,P154,provisional_position_alignment_only
M-138,2665.1,M-138A,R/L,3,1,2,medial,900,P154,740,005,P324,P125,provisional_position_alignment_only
M-138,2665.1,M-138A,R/L,3,2,3,terminal,005,P125,900,</s>,P154,</s>,provisional_position_alignment_only
M-139,2666.1,M-139A,R/L,5,0,1,initial,033,P147,<s>,832,<s>,P368,provisional_position_alignment_only
M-139,2666.1,M-139A,R/L,5,1,2,medial,832,P368,033,236,P147,P061,provisional_position_alignment_only
M-139,2666.1,M-139A,R/L,5,2,3,medial,236,P061,832,741,P368,P325,provisional_position_alignment_only
M-139,2666.1,M-139A,R/L,5,3,4,medial,741,P325,236,361,P061,P294,provisional_position_alignment_only
M-139,2666.1,M-139A,R/L,5,4,5,terminal,361,P294,741,</s>,P325,</s>,provisional_position_alignment_only
M-140,2667.1,M-140A,R/L,7,0,1,initial,740,P324,<s>,336,<s>,P309,provisional_position_alignment_only
M-140,2667.1,M-140A,R/L,7,1,2,medial,336,P309,740,002,P324,P145,provisional_position_alignment_only
M-140,2667.1,M-140A,R/L,7,2,3,medial,002,P145,336,220,P309,P050,provisional_position_alignment_only
M-140,2667.1,M-140A,R/L,7,3,4,medial,220,P050,002,065,P145,P201,provisional_position_alignment_only
M-140,2667.1,M-140A,R/L,7,4,5,medial,065,P201,220,440,P050,P283,provisional_position_alignment_only
M-140,2667.1,M-140A,R/L,7,5,6,medial,440,P283,065,455,P201,P221,provisional_position_alignment_only
M-140,2667.1,M-140A,R/L,7,6,7,terminal,455,P221,440,</s>,P283,</s>,provisional_position_alignment_only
M-142,2669.1,M-142A,R/L,4,0,1,initial,136,P022,<s>,140,<s>,P011,provisional_position_alignment_only
M-142,2669.1,M-142A,R/L,4,1,2,medial,140,P011,136,002,P022,P122,provisional_position_alignment_only
M-142,2669.1,M-142A,R/L,4,2,3,medial,002,P122,140,861,P011,P385,provisional_position_alignment_only
M-142,2669.1,M-142A,R/L,4,3,4,terminal,861,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-143,2670.1,M-143A,R/L,6,0,1,initial,740,P324,<s>,205,<s>,P082,provisional_position_alignment_only
M-143,2670.1,M-143A,R/L,6,1,2,medial,205,P082,740,032,P324,P122,provisional_position_alignment_only
M-143,2670.1,M-143A,R/L,6,2,3,medial,032,P122,205,002,P082,P145,provisional_position_alignment_only
M-143,2670.1,M-143A,R/L,6,3,4,medial,002,P145,032,252,P122,P170,provisional_position_alignment_only
M-143,2670.1,M-143A,R/L,6,4,5,medial,252,P170,002,840,P145,P349,provisional_position_alignment_only
M-143,2670.1,M-143A,R/L,6,5,6,terminal,840,P349,252,</s>,P170,</s>,provisional_position_alignment_only
M-144,2671.1,M-144A,R/L,6,0,1,initial,740,P324,<s>,100,<s>,P009,provisional_position_alignment_only
M-144,2671.1,M-144A,R/L,6,1,2,medial,100,P009,740,415,P324,P092,provisional_position_alignment_only
M-144,2671.1,M-144A,R/L,6,2,3,medial,415,P092,100,240,P009,P062,provisional_position_alignment_only
M-144,2671.1,M-144A,R/L,6,3,4,medial,240,P062,415,002,P092,P122,provisional_position_alignment_only
M-144,2671.1,M-144A,R/L,6,4,5,medial,002,P122,240,817,P062,P385,provisional_position_alignment_only
M-144,2671.1,M-144A,R/L,6,5,6,terminal,817,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-145,2672.1,M-145A,R/L,4,0,1,initial,740,P324,<s>,400,<s>,P098,provisional_position_alignment_only
M-145,2672.1,M-145A,R/L,4,1,2,medial,400,P098,740,142,P324,P031,provisional_position_alignment_only
M-145,2672.1,M-145A,R/L,4,2,3,medial,142,P031,400,880,P098,P384,provisional_position_alignment_only
M-145,2672.1,M-145A,R/L,4,3,4,terminal,880,P384,142,</s>,P031,</s>,provisional_position_alignment_only
M-146,2673.1,M-146A,R/L,5,0,1,initial,740,P324,<s>,255,<s>,P073,provisional_position_alignment_only
M-146,2673.1,M-146A,R/L,5,1,2,medial,255,P073,740,920,P324,P160,provisional_position_alignment_only
M-146,2673.1,M-146A,R/L,5,2,3,medial,920,P160,255,060,P073,P120,provisional_position_alignment_only
M-146,2673.1,M-146A,R/L,5,3,4,medial,060,P120,920,692,P160,P256,provisional_position_alignment_only
M-146,2673.1,M-146A,R/L,5,4,5,terminal,692,P256,060,</s>,P120,</s>,provisional_position_alignment_only
M-147,2674.1,M-147A,R/L,6,0,1,initial,226,P051,<s>,803,<s>,P364,provisional_position_alignment_only
M-147,2674.1,M-147A,R/L,6,1,2,medial,803,P364,226,002,P051,P122,provisional_position_alignment_only
M-147,2674.1,M-147A,R/L,6,2,3,medial,002,P122,803,220,P364,P050,provisional_position_alignment_only
M-147,2674.1,M-147A,R/L,6,3,4,medial,220,P050,002,455,P122,P221,provisional_position_alignment_only
M-147,2674.1,M-147A,R/L,6,4,5,medial,455,P221,220,520,P050,P217,provisional_position_alignment_only
M-147,2674.1,M-147A,R/L,6,5,6,terminal,520,P217,455,</s>,P221,</s>,provisional_position_alignment_only
M-148,2675.1,M-148A,R/L,3,0,1,initial,740,P324,<s>,817,<s>,P385,provisional_position_alignment_only
M-148,2675.1,M-148A,R/L,3,1,2,medial,817,P385,740,556,P324,P231,provisional_position_alignment_only
M-148,2675.1,M-148A,R/L,3,2,3,terminal,556,P231,817,</s>,P385,</s>,provisional_position_alignment_only
M-149,2676.1,M-149A,R/L,5,0,1,initial,740,P324,<s>,760,<s>,P332,provisional_position_alignment_only
M-149,2676.1,M-149A,R/L,5,1,2,medial,760,P332,740,440,P324,P283,provisional_position_alignment_only
M-149,2676.1,M-149A,R/L,5,2,3,medial,440,P283,760,060,P332,P120,provisional_position_alignment_only
M-149,2676.1,M-149A,R/L,5,3,4,medial,060,P120,440,550,P283,P230,provisional_position_alignment_only
M-149,2676.1,M-149A,R/L,5,4,5,terminal,550,P230,060,</s>,P120,</s>,provisional_position_alignment_only
M-150,2677.1,M-150A,R/L,2,0,1,initial,740,P324,<s>,832,<s>,P368,provisional_position_alignment_only
M-150,2677.1,M-150A,R/L,2,1,2,terminal,832,P368,740,</s>,P324,</s>,provisional_position_alignment_only
M-151,2678.1,M-151A,R/L,3,0,1,initial,220,P050,<s>,065,<s>,P201,provisional_position_alignment_only
M-151,2678.1,M-151A,R/L,3,1,2,medial,065,P201,220,864,P050,P393,provisional_position_alignment_only
M-151,2678.1,M-151A,R/L,3,2,3,terminal,864,P393,065,</s>,P201,</s>,provisional_position_alignment_only
M-152,2679.1,M-152A,R/L,4,0,1,initial,740,P324,<s>,772,<s>,P096,provisional_position_alignment_only
M-152,2679.1,M-152A,R/L,4,1,2,medial,772,P096,740,002,P324,P122,provisional_position_alignment_only
M-152,2679.1,M-152A,R/L,4,2,3,medial,002,P122,772,861,P096,P385,provisional_position_alignment_only
M-152,2679.1,M-152A,R/L,4,3,4,terminal,861,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-153,2680.1,M-153A,R/L,3,0,1,initial,269,P067,<s>,130,<s>,P026,provisional_position_alignment_only
M-153,2680.1,M-153A,R/L,3,1,2,medial,130,P026,269,190,P067,P076,provisional_position_alignment_only
M-153,2680.1,M-153A,R/L,3,2,3,terminal,190,P076,130,</s>,P026,</s>,provisional_position_alignment_only
M-154,2681.1,M-154A,R/L,7,0,1,initial,520,P217,<s>,220,<s>,P050,provisional_position_alignment_only
M-154,2681.1,M-154A,R/L,7,1,2,medial,220,P050,520,621,P217,P092,provisional_position_alignment_only
M-154,2681.1,M-154A,R/L,7,2,3,medial,621,P092,220,415,P050,P122,provisional_position_alignment_only
M-154,2681.1,M-154A,R/L,7,3,4,medial,415,P122,621,002,P092,P300,provisional_position_alignment_only
M-154,2681.1,M-154A,R/L,7,4,5,medial,002,P300,415,257,P122,P182,provisional_position_alignment_only
M-154,2681.1,M-154A,R/L,7,5,6,medial,257,P182,002,898,P300,P265,provisional_position_alignment_only
M-154,2681.1,M-154A,R/L,7,6,7,terminal,898,P265,257,</s>,P182,</s>,provisional_position_alignment_only
M-155,2682.1,M-155A,R/L,3,0,1,initial,740,P324,<s>,176,<s>,P194,provisional_position_alignment_only
M-155,2682.1,M-155A,R/L,3,1,2,medial,176,P194,740,031,P324,P144,provisional_position_alignment_only
M-155,2682.1,M-155A,R/L,3,2,3,terminal,031,P144,176,</s>,P194,</s>,provisional_position_alignment_only
M-157,2683.1,M-157A,R/L,7,0,1,initial,740,P324,<s>,900,<s>,P154,provisional_position_alignment_only
M-157,2683.1,M-157A,R/L,7,1,2,medial,900,P154,740,790,P324,P355,provisional_position_alignment_only
M-157,2683.1,M-157A,R/L,7,2,3,medial,790,P355,900,233,P154,P058,provisional_position_alignment_only
M-157,2683.1,M-157A,R/L,7,3,4,medial,233,P058,790,798,P355,P075,provisional_position_alignment_only
M-157,2683.1,M-157A,R/L,7,4,5,medial,798,P075,233,001,P058,P121,provisional_position_alignment_only
M-157,2683.1,M-157A,R/L,7,5,6,medial,001,P121,798,820,P075,P378,provisional_position_alignment_only
M-157,2683.1,M-157A,R/L,7,6,7,terminal,820,P378,001,</s>,P121,</s>,provisional_position_alignment_only
M-158,2684.1,M-158A,R/L,4,0,1,initial,390,P086,<s>,016,<s>,P126,provisional_position_alignment_only
M-158,2684.1,M-158A,R/L,4,1,2,medial,016,P126,390,060,P086,P120,provisional_position_alignment_only
M-158,2684.1,M-158A,R/L,4,2,3,medial,060,P120,016,550,P126,P230,provisional_position_alignment_only
M-158,2684.1,M-158A,R/L,4,3,4,terminal,550,P230,060,</s>,P120,</s>,provisional_position_alignment_only
M-159,2685.1,M-159A,R/L,5,0,1,initial,740,P324,<s>,048,<s>,P136,provisional_position_alignment_only
M-159,2685.1,M-159A,R/L,5,1,2,medial,048,P136,740,741,P324,P325,provisional_position_alignment_only
M-159,2685.1,M-159A,R/L,5,2,3,medial,741,P325,048,250,P136,P166,provisional_position_alignment_only
M-159,2685.1,M-159A,R/L,5,3,4,medial,250,P166,741,579,P325,P290,provisional_position_alignment_only
M-159,2685.1,M-159A,R/L,5,4,5,terminal,579,P290,250,</s>,P166,</s>,provisional_position_alignment_only
M-160,2686.1,M-160A,R/L,6,0,1,initial,151,P001,<s>,243,<s>,P048,provisional_position_alignment_only
M-160,2686.1,M-160A,R/L,6,1,2,medial,243,P048,151,031,P001,P144,provisional_position_alignment_only
M-160,2686.1,M-160A,R/L,6,2,3,medial,031,P144,243,002,P048,P122,provisional_position_alignment_only
M-160,2686.1,M-160A,R/L,6,3,4,medial,002,P122,031,820,P144,P378,provisional_position_alignment_only
M-160,2686.1,M-160A,R/L,6,4,5,medial,820,P378,002,741,P122,P325,provisional_position_alignment_only
M-160,2686.1,M-160A,R/L,6,5,6,terminal,741,P325,820,</s>,P378,</s>,provisional_position_alignment_only
M-163,2689.1,M-163A,R/L,5,0,1,initial,520,P217,<s>,220,<s>,P050,provisional_position_alignment_only
M-163,2689.1,M-163A,R/L,5,1,2,medial,220,P050,520,415,P217,P092,provisional_position_alignment_only
M-163,2689.1,M-163A,R/L,5,2,3,medial,415,P092,220,060,P050,P120,provisional_position_alignment_only
M-163,2689.1,M-163A,R/L,5,3,4,medial,060,P120,415,820,P092,P378,provisional_position_alignment_only
M-163,2689.1,M-163A,R/L,5,4,5,terminal,820,P378,060,</s>,P120,</s>,provisional_position_alignment_only
M-164,2690.1,M-164A,R/L,5,0,1,initial,740,P324,<s>,142,<s>,P031,provisional_position_alignment_only
M-164,2690.1,M-164A,R/L,5,1,2,medial,142,P031,740,061,P324,P204,provisional_position_alignment_only
M-164,2690.1,M-164A,R/L,5,2,3,medial,061,P204,142,002,P031,P122,provisional_position_alignment_only
M-164,2690.1,M-164A,R/L,5,3,4,medial,002,P122,061,817,P204,P385,provisional_position_alignment_only
M-164,2690.1,M-164A,R/L,5,4,5,terminal,817,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-166,2691.1,M-166A,R/L,6,0,1,initial,390,P086,<s>,844,<s>,P349,provisional_position_alignment_only
M-166,2691.1,M-166A,R/L,6,1,2,medial,844,P349,390,240,P086,P062,provisional_position_alignment_only
M-166,2691.1,M-166A,R/L,6,2,3,medial,240,P062,844,806,P349,P364,provisional_position_alignment_only
M-166,2691.1,M-166A,R/L,6,3,4,medial,806,P364,240,002,P062,P122,provisional_position_alignment_only
M-166,2691.1,M-166A,R/L,6,4,5,medial,002,P122,806,861,P364,P385,provisional_position_alignment_only
M-166,2691.1,M-166A,R/L,6,5,6,terminal,861,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-170,2695.1,M-170A,R/L,8,0,1,initial,740,P324,<s>,923,<s>,P175,provisional_position_alignment_only
M-170,2695.1,M-170A,R/L,8,1,2,medial,923,P175,740,406,P324,P086,provisional_position_alignment_only
M-170,2695.1,M-170A,R/L,8,2,3,medial,406,P086,923,061,P175,P204,provisional_position_alignment_only
M-170,2695.1,M-170A,R/L,8,3,4,medial,061,P204,406,070,P086,P114,provisional_position_alignment_only
M-170,2695.1,M-170A,R/L,8,4,5,medial,070,P114,061,032,P204,P145,provisional_position_alignment_only
M-170,2695.1,M-170A,R/L,8,5,6,medial,032,P145,070,741,P114,P325,provisional_position_alignment_only
M-170,2695.1,M-170A,R/L,8,6,7,medial,741,P325,032,861,P145,P385,provisional_position_alignment_only
M-170,2695.1,M-170A,R/L,8,7,8,terminal,861,P385,741,</s>,P325,</s>,provisional_position_alignment_only
M-171,2696.1,M-171A,R/L,8,0,1,initial,407,P086,<s>,061,<s>,P204,provisional_position_alignment_only
M-171,2696.1,M-171A,R/L,8,1,2,medial,061,P204,407,740,P086,P324,provisional_position_alignment_only
M-171,2696.1,M-171A,R/L,8,2,3,medial,740,P324,061,923,P204,P175,provisional_position_alignment_only
M-171,2696.1,M-171A,R/L,8,3,4,medial,923,P175,740,233,P324,P058,provisional_position_alignment_only
M-171,2696.1,M-171A,R/L,8,4,5,medial,233,P058,923,806,P175,P364,provisional_position_alignment_only
M-171,2696.1,M-171A,R/L,8,5,6,medial,806,P364,233,060,P058,P120,provisional_position_alignment_only
M-171,2696.1,M-171A,R/L,8,6,7,medial,060,P120,806,692,P364,P256,provisional_position_alignment_only
M-171,2696.1,M-171A,R/L,8,7,8,terminal,692,P256,060,</s>,P120,</s>,provisional_position_alignment_only
M-172,2697.1,M-172A,R/L,6,0,1,initial,405,P086,<s>,018,<s>,P128,provisional_position_alignment_only
M-172,2697.1,M-172A,R/L,6,1,2,medial,018,P128,405,001,P086,P121,provisional_position_alignment_only
M-172,2697.1,M-172A,R/L,6,2,3,medial,001,P121,018,220,P128,P050,provisional_position_alignment_only
M-172,2697.1,M-172A,R/L,6,3,4,medial,220,P050,001,786,P121,P117,provisional_position_alignment_only
M-172,2697.1,M-172A,R/L,6,4,5,medial,786,P117,220,850,P050,P355,provisional_position_alignment_only
M-172,2697.1,M-172A,R/L,6,5,6,terminal,850,P355,786,</s>,P117,</s>,provisional_position_alignment_only
M-173,2698.1,M-173A,R/L,5,0,1,initial,740,P324,<s>,388,<s>,P110,provisional_position_alignment_only
M-173,2698.1,M-173A,R/L,5,1,2,medial,388,P110,740,900,P324,P160,provisional_position_alignment_only
M-173,2698.1,M-173A,R/L,5,2,3,medial,900,P160,388,320,P110,P303,provisional_position_alignment_only
M-173,2698.1,M-173A,R/L,5,3,4,medial,320,P303,900,806,P160,P364,provisional_position_alignment_only
M-173,2698.1,M-173A,R/L,5,4,5,terminal,806,P364,320,</s>,P303,</s>,provisional_position_alignment_only
M-174,2699.1,M-174A,R/L,6,0,1,initial,740,P324,<s>,923,<s>,P175,provisional_position_alignment_only
M-174,2699.1,M-174A,R/L,6,1,2,medial,923,P175,740,220,P324,P050,provisional_position_alignment_only
M-174,2699.1,M-174A,R/L,6,2,3,medial,220,P050,923,032,P175,P145,provisional_position_alignment_only
M-174,2699.1,M-174A,R/L,6,3,4,medial,032,P145,220,002,P050,P122,provisional_position_alignment_only
M-174,2699.1,M-174A,R/L,6,4,5,medial,002,P122,032,820,P145,P378,provisional_position_alignment_only
M-174,2699.1,M-174A,R/L,6,5,6,terminal,820,P378,002,</s>,P122,</s>,provisional_position_alignment_only
M-177,2702.1,M-177A,R/L,4,0,1,initial,390,P086,<s>,003,<s>,P123,provisional_position_alignment_only
M-177,2702.1,M-177A,R/L,4,1,2,medial,003,P123,390,002,P086,P122,provisional_position_alignment_only
M-177,2702.1,M-177A,R/L,4,2,3,medial,002,P122,003,803,P123,P385,provisional_position_alignment_only
M-177,2702.1,M-177A,R/L,4,3,4,terminal,803,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-178,2704.1,M-178A,R/L,2,0,1,initial,390,P086,<s>,016,<s>,P126,provisional_position_alignment_only
M-178,2704.1,M-178A,R/L,2,1,2,terminal,016,P126,390,</s>,P086,</s>,provisional_position_alignment_only
M-179,2705.1,M-179A,R/L,2,0,1,initial,390,P086,<s>,003,<s>,P123,provisional_position_alignment_only
M-179,2705.1,M-179A,R/L,2,1,2,terminal,003,P123,390,</s>,P086,</s>,provisional_position_alignment_only
M-180,2706.1,M-180A,R/L,2,0,1,initial,740,P324,<s>,621,<s>,P265,provisional_position_alignment_only
M-180,2706.1,M-180A,R/L,2,1,2,terminal,621,P265,740,</s>,P324,</s>,provisional_position_alignment_only
M-181,2707.1,M-181A,R/L,5,0,1,initial,520,P217,<s>,175,<s>,P193,provisional_position_alignment_only
M-181,2707.1,M-181A,R/L,5,1,2,medial,175,P193,520,002,P217,P122,provisional_position_alignment_only
M-181,2707.1,M-181A,R/L,5,2,3,medial,002,P122,175,295,P193,P205,provisional_position_alignment_only
M-181,2707.1,M-181A,R/L,5,3,4,medial,295,P205,002,502,P122,P207,provisional_position_alignment_only
M-181,2707.1,M-181A,R/L,5,4,5,terminal,502,P207,295,</s>,P205,</s>,provisional_position_alignment_only
M-183,2708.1,M-183A,R/L,4,0,1,initial,520,P217,<s>,233,<s>,P058,provisional_position_alignment_only
M-183,2708.1,M-183A,R/L,4,1,2,medial,233,P058,520,060,P217,P120,provisional_position_alignment_only
M-183,2708.1,M-183A,R/L,4,2,3,medial,060,P120,233,297,P058,P205,provisional_position_alignment_only
M-183,2708.1,M-183A,R/L,4,3,4,terminal,297,P205,060,</s>,P120,</s>,provisional_position_alignment_only
M-184,2709.1,M-184A,R/L,4,0,1,initial,090,P013,<s>,740,<s>,P324,provisional_position_alignment_only
M-184,2709.1,M-184A,R/L,4,1,2,medial,740,P324,090,101,P013,P010,provisional_position_alignment_only
M-184,2709.1,M-184A,R/L,4,2,3,medial,101,P010,740,853,P324,P359,provisional_position_alignment_only
M-184,2709.1,M-184A,R/L,4,3,4,terminal,853,P359,101,</s>,P010,</s>,provisional_position_alignment_only
M-182,3845.1,M-182A,R/L,2,0,1,initial,740,P324,<s>,416,<s>,P095,provisional_position_alignment_only
M-182,3845.1,M-182A,R/L,2,1,2,terminal,416,P095,740,</s>,P324,</s>,provisional_position_alignment_only
