id,cisi,site,type,symbol,shape,class,material,condition,text_length,text,prefix_last1,prefix_last2,tail_after_002_861,tail_len,tail_terminal,register_key,source_status
3580.1,M-1273,Mohenjo-daro,SEAL:R,None,rectangular,IT,Steatite,Good,5,+740-055-002-861-603+,055,740 055,603,1,true,Mohenjo-daro|SEAL:R|None|rectangular,source_visible
3648.1,M-1343,Mohenjo-daro,SEAL,None,-,SP,Steatite,Poor,6,+740-390-590-235-002-861+,235,590 235,<END>,0,true,Mohenjo-daro|SEAL|None|-,source_pending_or_not_checked
3711.1,M-1426,Mohenjo-daro,TAB:B,None,prism,LP,Clay,Fair,8,+740-760-036-220-415-798-002-861+,798,415 798,<END>,0,true,Mohenjo-daro|TAB:B|None|prism,source_pending_or_not_checked
3844.2,M-1658,Mohenjo-daro,MISC,None,-,??,-,Poor,4,+000-016-002-861+,016,000 016,<END>,0,true,Mohenjo-daro|MISC|None|-,source_pending_or_not_checked
3908.1,M-1670,Mohenjo-daro,SEAL:S,Bull1:II,square,LP,-,Good,6,+740-760-001-233-002-861+,233,001 233,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:II|square,source_pending_or_not_checked
3909.1,M-1698,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,-,Good,7,+740-482-033-705-002-861-803+,705,033 705,803,1,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
3970.1,H-1130,Harappa,TAB:B,None,rectangular-round,SP,-,Poor,5,+740-482-240-002-861+,240,482 240,<END>,0,true,Harappa|TAB:B|None|rectangular-round,source_pending_or_not_checked
3971.1,H-1131,Harappa,TAB:B,None,twisted rectangular,SP,-,Poor,5,+740-482-240-002-861+,240,482 240,<END>,0,true,Harappa|TAB:B|None|twisted rectangular,source_pending_or_not_checked
4010.1,M-1973,Mohenjo-daro,SEAL:R,None,rectangular,LP,-,Fair,7,+740-575-017-233-550-002-861+,550,233 550,<END>,0,true,Mohenjo-daro|SEAL:R|None|rectangular,source_pending_target
4034.1,M-2087,Mohenjo-daro,ROD,None,-,??,Ivory,Poor,7,+820-000-032-740-904-002-861+,904,740 904,<END>,0,true,Mohenjo-daro|ROD|None|-,source_pending_or_not_checked
4195.1,-,Dholavira,SEAL:S,Bull1:V,square,SP,Steatite,Good,5,+820-390-590-002-861+,590,390 590,<END>,0,true,Dholavira|SEAL:S|Bull1:V|square,source_pending_or_not_checked
4272.1,-,Dholavira,SEAL:R,None,cuboid-convex,SP,Steatite,Good,4,+405-016-002-861+,016,405 016,<END>,0,true,Dholavira|SEAL:R|None|cuboid-convex,source_pending_or_not_checked
4345.1,-,Dholavira,TAG,Bull1,square,??,Clay,Fair,4,+000-705-002-861+,705,000 705,<END>,0,true,Dholavira|TAG|Bull1|square,source_pending_or_not_checked
5575.1,-,Unknown,SEAL:S,Bull:i:J,square,IT,-,Fair,3,+136-002-861+,136,136,<END>,0,true,Unknown|SEAL:S|Bull:i:J|square,source_pending_or_not_checked
