"corpus","scope","holdout_policy","control","null_control_status","metric","iterations","observed","null_mean","null_p05","null_median","null_p95","null_max","null_ge_observed_share"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_one_unit_out","global_token_shuffle","admissible","stored_win_share","200","0.837736","0.4685","0.416981","0.466038","0.520755","0.549057","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","admissible","stored_win_share","200","0.837736","0.477943","0.428302","0.477358","0.524528","0.573585","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_one_unit_out","position_slot_shuffle","admissible","stored_win_share","200","0.837736","0.791264","0.769811","0.790566","0.813208","0.824528","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_one_unit_out","edge_frame_shuffle","admissible","stored_win_share","200","0.837736","0.780528","0.762264","0.781132","0.798113","0.80566","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_one_unit_out","register_position_shuffle","admissible","stored_win_share","200","0.837736","0.819792","0.807547","0.820755","0.832075","0.839623","0.005"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_one_unit_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.837736","0.788094","0.769811","0.788679","0.803774","0.813208","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_source_convention_out","global_token_shuffle","admissible","stored_win_share","200","0.833962","0.46934","0.420755","0.467925","0.515094","0.55283","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_source_convention_out","row_internal_shuffle","admissible","stored_win_share","200","0.833962","0.473208","0.426415","0.471698","0.522642","0.558491","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_source_convention_out","position_slot_shuffle","admissible","stored_win_share","200","0.833962","0.789726","0.767925","0.790566","0.809434","0.828302","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_source_convention_out","edge_frame_shuffle","admissible","stored_win_share","200","0.833962","0.784698","0.766038","0.784906","0.803774","0.809434","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_source_convention_out","register_position_shuffle","admissible","stored_win_share","200","0.833962","0.815849","0.801887","0.816981","0.826415","0.832075","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_source_convention_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.833962","0.787509","0.769811","0.786792","0.803774","0.815094","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_edge_frame_out","global_token_shuffle","admissible","stored_win_share","200","0.833962","0.465651","0.415094","0.464151","0.515094","0.550943","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_edge_frame_out","row_internal_shuffle","admissible","stored_win_share","200","0.833962","0.465925","0.415094","0.467925","0.509434","0.530189","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_edge_frame_out","position_slot_shuffle","admissible","stored_win_share","200","0.833962","0.789349","0.767925","0.790566","0.807547","0.822642","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_edge_frame_out","edge_frame_shuffle","admissible","stored_win_share","200","0.833962","0.782774","0.766038","0.783019","0.798113","0.811321","0"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_edge_frame_out","register_position_shuffle","admissible","stored_win_share","200","0.833962","0.818849","0.80566","0.818868","0.832075","0.845283","0.025"
"Indus_Lipi","top10_edge_removed_exact_text_collapsed","leave_edge_frame_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.833962","0.785906","0.767925","0.784906","0.801887","0.811321","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_one_unit_out","global_token_shuffle","admissible","stored_win_share","200","0.841096","0.45474","0.40274","0.452055","0.512329","0.531507","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_one_unit_out","row_internal_shuffle","admissible","stored_win_share","200","0.841096","0.459452","0.4","0.460274","0.515068","0.564384","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_one_unit_out","position_slot_shuffle","admissible","stored_win_share","200","0.841096","0.766562","0.739726","0.767123","0.791781","0.80274","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_one_unit_out","edge_frame_shuffle","admissible","stored_win_share","200","0.841096","0.773356","0.750685","0.772603","0.794521","0.819178","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_one_unit_out","register_position_shuffle","admissible","stored_win_share","200","0.841096","0.813507","0.79726","0.813699","0.830137","0.841096","0.005"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_one_unit_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.841096","0.765397","0.742466","0.764384","0.789041","0.808219","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_source_convention_out","global_token_shuffle","admissible","stored_win_share","200","0.832877","0.460384","0.40274","0.457534","0.523288","0.591781","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_source_convention_out","row_internal_shuffle","admissible","stored_win_share","200","0.832877","0.456781","0.391781","0.460274","0.509589","0.536986","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_source_convention_out","position_slot_shuffle","admissible","stored_win_share","200","0.832877","0.765712","0.739726","0.767123","0.791781","0.813699","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_source_convention_out","edge_frame_shuffle","admissible","stored_win_share","200","0.832877","0.768616","0.745205","0.769863","0.789041","0.79726","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_source_convention_out","register_position_shuffle","admissible","stored_win_share","200","0.832877","0.810397","0.794521","0.810959","0.827397","0.838356","0.02"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_source_convention_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.832877","0.760795","0.739726","0.761644","0.778082","0.794521","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_edge_frame_out","global_token_shuffle","admissible","stored_win_share","200","0.841096","0.457014","0.40274","0.460274","0.512329","0.545205","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_edge_frame_out","row_internal_shuffle","admissible","stored_win_share","200","0.841096","0.458082","0.394521","0.460274","0.512329","0.542466","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_edge_frame_out","position_slot_shuffle","admissible","stored_win_share","200","0.841096","0.765247","0.739726","0.764384","0.791781","0.805479","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_edge_frame_out","edge_frame_shuffle","admissible","stored_win_share","200","0.841096","0.771767","0.750685","0.772603","0.794521","0.808219","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_edge_frame_out","register_position_shuffle","admissible","stored_win_share","200","0.841096","0.813945","0.79726","0.813699","0.830137","0.835616","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed","leave_edge_frame_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.841096","0.764274","0.742466","0.764384","0.786301","0.80274","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_one_unit_out","global_token_shuffle","admissible","stored_win_share","200","0.930279","0.480787","0.434263","0.48008","0.531873","0.559761","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_one_unit_out","row_internal_shuffle","admissible","stored_win_share","200","0.930279","0.488287","0.434263","0.49004","0.531873","0.563745","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_one_unit_out","position_slot_shuffle","admissible","stored_win_share","200","0.930279","0.902749","0.886454","0.90239","0.918327","0.930279","0.005"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_one_unit_out","edge_frame_shuffle","admissible","stored_win_share","200","0.930279","0.892161","0.878486","0.89243","0.904382","0.906375","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_one_unit_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.930279","0.930279","0.930279","0.930279","0.930279","0.930279","1"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_one_unit_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.930279","0.893944","0.880478","0.894422","0.906375","0.920319","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_source_convention_out","global_token_shuffle","admissible","stored_win_share","200","0.930279","0.477779","0.428287","0.48008","0.527888","0.549801","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_source_convention_out","row_internal_shuffle","admissible","stored_win_share","200","0.930279","0.489841","0.438247","0.49004","0.531873","0.579681","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_source_convention_out","position_slot_shuffle","admissible","stored_win_share","200","0.930279","0.901066","0.88247","0.90239","0.916335","0.924303","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_source_convention_out","edge_frame_shuffle","admissible","stored_win_share","200","0.930279","0.89246","0.876494","0.89243","0.906375","0.914343","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_source_convention_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.930279","0.930279","0.930279","0.930279","0.930279","0.930279","1"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_source_convention_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.930279","0.894482","0.880478","0.894422","0.908367","0.918327","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_edge_frame_out","global_token_shuffle","admissible","stored_win_share","200","0.930279","0.476375","0.424303","0.474104","0.527888","0.541833","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_edge_frame_out","row_internal_shuffle","admissible","stored_win_share","200","0.930279","0.480896","0.430279","0.482072","0.52988","0.555777","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_edge_frame_out","position_slot_shuffle","admissible","stored_win_share","200","0.930279","0.901584","0.884462","0.90239","0.918327","0.930279","0.005"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_edge_frame_out","edge_frame_shuffle","admissible","stored_win_share","200","0.930279","0.8924","0.880478","0.89243","0.906375","0.916335","0"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_edge_frame_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.930279","0.930279","0.930279","0.930279","0.930279","0.930279","1"
"Indus_Lipi","exact_text_source_convention_collapsed","leave_edge_frame_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.930279","0.895359","0.880478","0.894422","0.908367","0.916335","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_one_unit_out","global_token_shuffle","admissible","stored_win_share","200","0.80543","0.441742","0.361991","0.438914","0.511312","0.561086","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_one_unit_out","row_internal_shuffle","admissible","stored_win_share","200","0.80543","0.448778","0.384615","0.447964","0.520362","0.542986","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_one_unit_out","position_slot_shuffle","admissible","stored_win_share","200","0.80543","0.741335","0.701357","0.742081","0.773756","0.79638","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_one_unit_out","edge_frame_shuffle","admissible","stored_win_share","200","0.80543","0.739186","0.705882","0.742081","0.764706","0.782805","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_one_unit_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.80543","0.80543","0.80543","0.80543","0.80543","0.80543","1"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_one_unit_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.80543","0.732217","0.705882","0.733032","0.760181","0.773756","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_source_convention_out","global_token_shuffle","admissible","stored_win_share","200","0.80543","0.437873","0.361991","0.438914","0.502262","0.565611","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_source_convention_out","row_internal_shuffle","admissible","stored_win_share","200","0.80543","0.449367","0.366516","0.447964","0.520362","0.556561","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_source_convention_out","position_slot_shuffle","admissible","stored_win_share","200","0.80543","0.746086","0.714932","0.746606","0.773756","0.80543","0.005"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_source_convention_out","edge_frame_shuffle","admissible","stored_win_share","200","0.80543","0.738846","0.710407","0.737557","0.764706","0.773756","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_source_convention_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.80543","0.80543","0.80543","0.80543","0.80543","0.80543","1"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_source_convention_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.80543","0.732828","0.705882","0.733032","0.755656","0.773756","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_edge_frame_out","global_token_shuffle","admissible","stored_win_share","200","0.80543","0.442262","0.361991","0.438914","0.524887","0.60181","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_edge_frame_out","row_internal_shuffle","admissible","stored_win_share","200","0.80543","0.443688","0.371041","0.443439","0.506787","0.547511","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_edge_frame_out","position_slot_shuffle","admissible","stored_win_share","200","0.80543","0.743891","0.710407","0.742081","0.778281","0.79638","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_edge_frame_out","edge_frame_shuffle","admissible","stored_win_share","200","0.80543","0.738303","0.705882","0.737557","0.764706","0.773756","0"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_edge_frame_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.80543","0.80543","0.80543","0.80543","0.80543","0.80543","1"
"Indus_Lipi","top10_edge_removed_source_convention_collapsed","leave_edge_frame_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.80543","0.730724","0.701357","0.728507","0.760181","0.778281","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_one_unit_out","global_token_shuffle","admissible","stored_win_share","200","0.805714","0.432514","0.348571","0.434286","0.508571","0.622857","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_one_unit_out","row_internal_shuffle","admissible","stored_win_share","200","0.805714","0.433429","0.348571","0.428571","0.52","0.565714","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_one_unit_out","position_slot_shuffle","admissible","stored_win_share","200","0.805714","0.725114","0.685714","0.725714","0.765714","0.805714","0.005"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_one_unit_out","edge_frame_shuffle","admissible","stored_win_share","200","0.805714","0.724771","0.685714","0.725714","0.76","0.771429","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_one_unit_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.805714","0.805714","0.805714","0.805714","0.805714","0.805714","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_one_unit_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.805714","0.7248","0.691429","0.725714","0.76","0.782857","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_source_convention_out","global_token_shuffle","admissible","stored_win_share","200","0.805714","0.4284","0.348571","0.428571","0.508571","0.548571","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_source_convention_out","row_internal_shuffle","admissible","stored_win_share","200","0.805714","0.436371","0.348571","0.428571","0.525714","0.56","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_source_convention_out","position_slot_shuffle","admissible","stored_win_share","200","0.805714","0.724171","0.68","0.725714","0.765714","0.8","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_source_convention_out","edge_frame_shuffle","admissible","stored_win_share","200","0.805714","0.726657","0.697143","0.725714","0.754286","0.788571","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_source_convention_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.805714","0.805714","0.805714","0.805714","0.805714","0.805714","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_source_convention_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.805714","0.724657","0.685714","0.725714","0.76","0.788571","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_edge_frame_out","global_token_shuffle","admissible","stored_win_share","200","0.805714","0.426371","0.342857","0.428571","0.497143","0.542857","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_edge_frame_out","row_internal_shuffle","admissible","stored_win_share","200","0.805714","0.435114","0.354286","0.434286","0.514286","0.577143","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_edge_frame_out","position_slot_shuffle","admissible","stored_win_share","200","0.805714","0.726057","0.685714","0.725714","0.765714","0.777143","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_edge_frame_out","edge_frame_shuffle","admissible","stored_win_share","200","0.805714","0.727457","0.691429","0.725714","0.76","0.771429","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_edge_frame_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.805714","0.805714","0.805714","0.805714","0.805714","0.805714","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_source_convention_collapsed","leave_edge_frame_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.805714","0.725829","0.685714","0.725714","0.76","0.788571","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_one_unit_out","global_token_shuffle","admissible","stored_win_share","200","0.946939","0.491364","0.467055","0.491545","0.51312","0.533528","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_one_unit_out","row_internal_shuffle","admissible","stored_win_share","200","0.946939","0.494478","0.470554","0.492711","0.524198","0.534111","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_one_unit_out","position_slot_shuffle","admissible","stored_win_share","200","0.946939","0.920848","0.91312","0.9207","0.929446","0.935277","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_one_unit_out","edge_frame_shuffle","admissible","stored_win_share","200","0.946939","0.907044","0.900875","0.906706","0.913703","0.921283","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_one_unit_out","register_position_shuffle","admissible","stored_win_share","200","0.946939","0.932461","0.924198","0.932362","0.938776","0.942857","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_one_unit_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.946939","0.912942","0.906122","0.912536","0.920117","0.924781","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_source_convention_out","global_token_shuffle","admissible","stored_win_share","200","0.945773","0.492429","0.466472","0.491545","0.514286","0.531195","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_source_convention_out","row_internal_shuffle","admissible","stored_win_share","200","0.945773","0.493828","0.47172","0.493878","0.520117","0.531195","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_source_convention_out","position_slot_shuffle","admissible","stored_win_share","200","0.945773","0.920773","0.91137","0.921283","0.92828","0.931778","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_source_convention_out","edge_frame_shuffle","admissible","stored_win_share","200","0.945773","0.906137","0.898542","0.906122","0.913703","0.921866","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_source_convention_out","register_position_shuffle","admissible","stored_win_share","200","0.945773","0.929697","0.922449","0.929446","0.93586","0.940525","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_source_convention_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.945773","0.911341","0.904956","0.910787","0.917784","0.920117","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_edge_frame_out","global_token_shuffle","admissible","stored_win_share","200","0.945773","0.48909","0.465306","0.48863","0.512536","0.524781","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_edge_frame_out","row_internal_shuffle","admissible","stored_win_share","200","0.945773","0.488892","0.462974","0.48863","0.516618","0.529446","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_edge_frame_out","position_slot_shuffle","admissible","stored_win_share","200","0.945773","0.921487","0.91312","0.921866","0.928863","0.932362","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_edge_frame_out","edge_frame_shuffle","admissible","stored_win_share","200","0.945773","0.90665","0.899708","0.906706","0.914286","0.918367","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_edge_frame_out","register_position_shuffle","admissible","stored_win_share","200","0.945773","0.932184","0.925948","0.931778","0.938776","0.941108","0"
"Indus_Lipi","exact_text_collapsed_RL_only","leave_edge_frame_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.945773","0.912408","0.906706","0.911953","0.918367","0.923032","0"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_one_unit_out","global_token_shuffle","admissible","stored_win_share","200","0.807229","0.391024","0.253012","0.385542","0.518072","0.566265","0"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_one_unit_out","row_internal_shuffle","admissible","stored_win_share","200","0.807229","0.424699","0.277108","0.421687","0.566265","0.626506","0"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_one_unit_out","position_slot_shuffle","admissible","stored_win_share","200","0.807229","0.770602","0.722892","0.771084","0.807229","0.843373","0.12"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_one_unit_out","edge_frame_shuffle","admissible","stored_win_share","200","0.807229","0.80012","0.771084","0.807229","0.807229","0.831325","0.575"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_one_unit_out","register_position_shuffle","admissible","stored_win_share","200","0.807229","0.800482","0.783133","0.795181","0.819277","0.819277","0.425"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_one_unit_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.807229","0.803072","0.783133","0.807229","0.807229","0.807229","0.705"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_source_convention_out","global_token_shuffle","admissible","stored_win_share","200","0.771084","0.393494","0.26506","0.39759","0.493976","0.590361","0"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_source_convention_out","row_internal_shuffle","admissible","stored_win_share","200","0.771084","0.416867","0.301205","0.421687","0.542169","0.614458","0"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_source_convention_out","position_slot_shuffle","admissible","stored_win_share","200","0.771084","0.763253","0.722892","0.759036","0.807229","0.831325","0.48"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_source_convention_out","edge_frame_shuffle","admissible","stored_win_share","200","0.771084","0.764036","0.746988","0.771084","0.783133","0.795181","0.52"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_source_convention_out","register_position_shuffle","admissible","stored_win_share","200","0.771084","0.751928","0.73494","0.746988","0.771084","0.783133","0.135"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_source_convention_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.771084","0.762831","0.746988","0.759036","0.771084","0.771084","0.445"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_edge_frame_out","global_token_shuffle","admissible","stored_win_share","200","0.807229","0.388313","0.277108","0.385542","0.493976","0.566265","0"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_edge_frame_out","row_internal_shuffle","admissible","stored_win_share","200","0.807229","0.424217","0.289157","0.421687","0.53012","0.60241","0"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_edge_frame_out","position_slot_shuffle","admissible","stored_win_share","200","0.807229","0.770361","0.722892","0.771084","0.819277","0.843373","0.13"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_edge_frame_out","edge_frame_shuffle","admissible","stored_win_share","200","0.807229","0.801807","0.783133","0.807229","0.819277","0.819277","0.625"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_edge_frame_out","register_position_shuffle","admissible","stored_win_share","200","0.807229","0.800723","0.783133","0.795181","0.819277","0.819277","0.455"
"Indus_Lipi","exact_text_collapsed_LR_only","leave_edge_frame_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.807229","0.802289","0.783133","0.807229","0.807229","0.807229","0.65"
