id,cisi,site,type,symbol,shape,cross_section,material,condition,direction,class,area_section,block_house,room_grid,excavation_idno,period,phase,depth,horizontal_mm,vertical_mm,thickness_mm,text,text_length,prefix,prefix_len,prefix_last1,prefix_last2,prefix_last3,tail,tail_len,tail_bucket,register_key,broad_register_key,no_icon_sealr,mohenjo_seals_square,terminal_after_tail,template_key,source_kind,source_status,source_quality,source_route,source_note,source_limit,source_leaf,printed_page,route_status,display_image,same_last2_bare_count,same_last1_bare_count,same_register_bare_count,same_broad_register_bare_count,line_width_px,pre_tail_width_px,tail_width_px,tail_start_share_of_line,tail_width_share_of_line,layout_status,layout_observation
3137.1,M-712,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Poor,R/L,IM,DKB,4IX,3022 Q/22,DK-B 2147091,-,-,-5.5 ft,31.8,33,0,+390-003-002-861+,4,390 003,2,003,390 003,390 003,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+390-003-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,3,6,17,17,,,,,,,
3139.1,M-714,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Fair,R/L,LP,DKG. (S),Long Lane betw. 10/12-,--,DK6357446,Intermediate,II,-13.3 ft,31.8,29.2,7.6,+740-585-017-033-705-233-798-803-002-861-603+,11,740 585 017 033 705 233 798 803,8,803,798 803,233 798 803,603,1,simple_603,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+740-585-017-033-705-233-798-803-002-861-TAIL+,same_line_tail_attachment_candidate,same_line_candidate_present_crowded,medium_low,CISI Pakistan IA leaf n79 / printed p.45 / Mohenjo-daro 712-714 seals,"The top signband is continuous and the terminal-side candidate remains on the same line, but the row is crowded and partly low-contrast.",Good enough to keep the 603 row in the source-visible set; not good enough to accept exact 861/603 boundaries.,,,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_source_token_attachment\M714_603_source_token_attachment_overlay.png,0,2,17,17,1270,250,225,0.843,0.177,quantified_same_line_overlay,
3142.1,M-717,Mohenjo-daro,SEAL:S,Bull1:J,square,-,Steatite,Good,R/L,IT,DKE,Trench E-,-1015/1258,DK-E 1345078,-,-,-5.5 ft,27.9,27.9,0,+740-142-061-002-861+,5,740 142 061,3,061,142 061,740 142 061,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:J|square,Mohenjo-daro|SEAL:S|Bull1:J,False,True,True,+740-142-061-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,2,7,7,,,,,,,
3147.1,M-723,Mohenjo-daro,SEAL:S,Bull1,square,-,Steatite,Fair,R/L,LP,DKG. (N),16II,11-,DK1164954,Late,I,-4.6 ft,32.8,0,8.9,+740-460-510-235-220-032-002-861+,8,740 460 510 235 220 032,6,032,220 032,235 220 032,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1|square,Mohenjo-daro|SEAL:S|Bull1,False,True,True,+740-460-510-235-220-032-002-861+,bare_edge_control,bare_terminal_edge_visible,control,A-side crop gives a same-line top signband with no visible post-edge material on the terminal side.,A-side crop gives a same-line top signband with no visible post-edge material on the terminal side.,"bare-edge control, not same-line tail attachment evidence",,,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_bare_edge_source_controls\M723_bare_edge_overlay.png,5,8,4,4,,,,,,,
3148.1,M-724,Mohenjo-daro,SEAL:S,Bull1:J,square,-,-,Good,R/L,IM,DK-,--,--,DK-i 1133,-,-,- -,31,31,0,+390-721-790-002-861+,5,390 721 790,3,790,721 790,390 721 790,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:J|square,Mohenjo-daro|SEAL:S|Bull1:J,False,True,True,+390-721-790-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,7,7,,,,,,,
3195.1,M-781,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Steatite,Fair,R/L,IT,DKG. (N),29I,1-,DK12159251,Late,III,-9.0 ft,29.2,29.2,8.1,+520-033-706-002-861+,5,520 033 706,3,706,033 706,520 033 706,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+520-033-706-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,11,11,,,,,,,
3197.1,M-783,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Steatite,Good,R/L,IT,HRB,3XV,17-,HR 4368127,-,-,-2.42 ft,26.7,26.7,0,+151-061-002-861+,4,151 061,2,061,151 061,151 061,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+151-061-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,2,11,11,,,,,,,
3199.1,M-785,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Steatite,Poor,R/L,IT,SD-,4-,926JJ/22,SD 1731181,Late,-,-10.0 ft,26.7,26.7,0,+740-255-705-002-861+,5,740 255 705,3,705,255 705,740 255 705,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+740-255-705-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,3,11,11,,,,,,,
3207.1,M-793,Mohenjo-daro,SEAL:S,Bull1:W,square,-,-,Poor,R/L,LP,DK-,--,--,DK-i 441,-,-,- -,25,25.5,0,+740-388-235-240-798-002-861+,7,740 388 235 240 798,5,798,240 798,235 240 798,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+740-388-235-240-798-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,6,17,17,,,,,,,
3208.1,M-794,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Steatite,Good,R/L,SP,DKG. (N),15IV,17-,DK1112667,Late,I,-5.0 ft,25.4,24.9,7.6,+804-231-002-861+,4,804 231,2,231,804 231,804 231,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+804-231-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,11,11,,,,,,,
3226.1,M-813,Mohenjo-daro,SEAL:S,Bull1:S,square,-,-,Good,R/L,IT,DK-,--,--,DK-i 601,-,-,- -,28,28,0,+161-390-590-002-861+,5,161 390 590,3,590,390 590,161 390 590,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+161-390-590-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,3,3,11,11,,,,,,,
3228.1,M-815,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Faience,Good,R/L,SP,DKG. (S),Crooked Lane-,--,DK7333555,Intermediate,III,-16.5 ft,27.2,27.2,9.1,+520-070-233-798-002-861+,6,520 070 233 798,4,798,233 798,070 233 798,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+520-070-233-798-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,6,17,17,,,,,,,
3246.1,M-834,Mohenjo-daro,SEAL:S,Bull1:J,square,-,Faience,Good,R/L,IT,DKG. (S),7IX,31-,DK8223569,Intermediate,III,-16.9 ft,24.9,24.9,6.6,+151-390-590-900-002-861+,6,151 390 590 900,4,900,590 900,390 590 900,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:J|square,Mohenjo-daro|SEAL:S|Bull1:J,False,True,True,+151-390-590-900-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,7,7,,,,,,,
3262.1,M-850,Mohenjo-daro,SEAL:S,Bull1:L,square,-,Steatite,Fair,R/L,IT,DKG,First Street-,10-,DK8168533,Intermediate,II,-15.9 ft,27.9,27.9,7.1,+740-100-415-002-861+,5,740 100 415,3,415,100 415,740 100 415,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:L|square,Mohenjo-daro|SEAL:S|Bull1:L,False,True,True,+740-100-415-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,3,3,3,,,,,,,
3279.1,M-869,Mohenjo-daro,SEAL:S,Bull1:S,square,-,-,Poor,R/L,IT,--,--,--,RWTH,-,-,- -,25,0,0,+740-100-415-002-861+,5,740 100 415,3,415,100 415,740 100 415,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+740-100-415-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,3,11,11,,,,,,,
3306.1,M-901,Mohenjo-daro,SEAL:S,Bull1,square,-,Steatite,Poor,R/L,SP,DKG. (S),9XI,75-,DK12516276,Late,III,-9.4 ft,30.5,0,7.4,+090-125-002-861+,4,090 125,2,125,090 125,090 125,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1|square,Mohenjo-daro|SEAL:S|Bull1,False,True,True,+090-125-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,2,4,4,,,,,,,
3315.1,M-918,Mohenjo-daro,SEAL:S,Bull1,square,-,-,Poor,R/L,IM,DK-,--,--,DK-i 347,-,-,- -,21,21,0,+390-869-002-861+,4,390 869,2,869,390 869,390 869,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1|square,Mohenjo-daro|SEAL:S|Bull1,False,True,True,+390-869-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,4,4,,,,,,,
3329.1,M-934,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,SP,SDStupa,--,--,DM50158,-,-,-4.58 ft,24.1,24.1,0,+526-555-235-002-861+,5,526 555 235,3,235,555 235,526 555 235,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+526-555-235-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,7,17,17,,,,,,,
3336.1,M-941,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Steatite,Good,R/L,??,DKG. (N),17I,3-,DK12047256,Late,III,-9.0 ft,20.3,20.3,6.4,+000-642-240-031-002-861+,6,000 642 240 031,4,031,240 031,642 240 031,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+000-642-240-031-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,5,11,11,,,,,,,
3421.1,M-1044,Mohenjo-daro,SEAL:S,Bull,square,-,Steatite,Poor,R/L,SP,HRB,5XXIX,37-,HR 4399551,-,-,-3.0 ft,22.9,6.4,0,+520-220-032-002-861+,5,520 220 032,3,032,220 032,520 220 032,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull|square,Mohenjo-daro|SEAL:S|Bull,False,True,True,+520-220-032-002-861+,bare_edge_control,bare_terminal_edge_visible,control,A-side crop gives a short 220-032-002-861 source control; object is fragmentary but label and line are visible.,A-side crop gives a short 220-032-002-861 source control; object is fragmentary but label and line are visible.,"bare-edge control, not same-line tail attachment evidence",,,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_bare_edge_source_controls\M1044_bare_edge_overlay.png,5,8,1,1,,,,,,,
3437.1,M-1063,Mohenjo-daro,SEAL:S,-,square,-,Steatite,Poor,R/L,IM,DKG. (S),1I,18-,DK5470357,Intermediate,I,-11.3 ft,22.1,0,8.4,+407-004-002-861+,4,407 004,2,004,407 004,407 004,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|-|square,Mohenjo-daro|SEAL:S|-,False,True,True,+407-004-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,4,1,1,,,,,,,
3486.1,M-1115,Mohenjo-daro,SEAL:S,Zebu,square,-,Steatite,Poor,R/L,SP,DKC,13-,323 M/15,DK-C 681328,-,-,-2.25 ft,7.6,0,0,+740-335-233-002-861+,5,740 335 233,3,233,335 233,740 335 233,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Zebu|square,Mohenjo-daro|SEAL:S|Zebu,False,True,True,+740-335-233-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,2,2,2,,,,,,,
3509.1,M-1148,Mohenjo-daro,SEAL:S,Elep,square,-,Steatite,Good,R/L,SP,DKG. (S),1I,20-,DK5848590,Intermediate,III,-17.7 ft,35.6,35.6,8.4,+520-220-002-861+,4,520 220,2,220,520 220,520 220,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Elep|square,Mohenjo-daro|SEAL:S|Elep,False,True,True,+520-220-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,4,5,5,,,,,,,
3513.1,M-1152,Mohenjo-daro,SEAL:S,Elep,square,-,Steatite,Good,R/L,SP,DKC,12-,111655/0464,DK-C 353369,-,-,-4.5 ft,31.8,31.8,0,+740-032-840-235-002-861+,6,740 032 840 235,4,235,840 235,032 840 235,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Elep|square,Mohenjo-daro|SEAL:S|Elep,False,True,True,+740-032-840-235-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,7,5,5,,,,,,,
3520.1,M-1160,Mohenjo-daro,SEAL:S,Elep,square,-,Steatite,Fair,R/L,??,DKG,Central Street-,--,DK1036657,Late,IB,-4.7 ft,22.9,22.9,6.6,+000-136-031-002-861+,5,000 136 031,3,031,136 031,000 136 031,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Elep|square,Mohenjo-daro|SEAL:S|Elep,False,True,True,+000-136-031-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,5,5,5,,,,,,,
3521.1,M-1161,Mohenjo-daro,SEAL:S,Elep,square,-,Steatite,Good,R/L,SP,DKG. (S),10I,5-,DK5925504,Intermediate,II,-15.0 ft,21.6,21.6,6.4,+520-233-031-002-861+,5,520 233 031,3,031,233 031,520 233 031,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Elep|square,Mohenjo-daro|SEAL:S|Elep,False,True,True,+520-233-031-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,5,5,5,,,,,,,
3556.2,M-1206,Mohenjo-daro,SEAL:S,Gaur,square,rectangular,Steatite,Good,R/L,IT,DKG. (S),9IV,6-,DK8186229,Late,III,-8.4 ft,33,30.5,7 - 14,+740-690-435-255-002-861+,6,740 690 435 255,4,255,435 255,690 435 255,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Gaur|square,Mohenjo-daro|SEAL:S|Gaur,False,True,True,+740-690-435-255-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,2,2,,,,,,,
3574.1,M-1267,Mohenjo-daro,SEAL:R,None,rectangular,-,Steatite,Poor,R/L,IT,DKB,1Street C7,-20 O/08,DK-C 931494,-,-,-2.0 ft,33,17.8,0,+416-001-740-720-175-002-861+,7,416 001 740 720 175,5,175,720 175,740 720 175,<END>,0,bare_closure,Mohenjo-daro|SEAL:R|None|rectangular,Mohenjo-daro|SEAL:R|None,True,False,True,+416-001-740-720-175-002-861+,register_control_crop,source_visible_this_campaign,control_crop,"CISI Pakistan IA leaf n194 / printed p.160 / Mohenjo-daro 1264-1268 seals no iconography I, II",rectangular_bare_control,"register-control crop, not same-line attachment verdict",pakistan_n194,160,public_source_visible,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_533717_register_controls\M1267_obv_A_register_control.png,1,2,3,3,,,,,,same_line_bare_edge_control,Source-visible no-icon rectangular row has a visible terminal edge after 002-861 without 533-717.
3580.1,M-1273,Mohenjo-daro,SEAL:R,None,rectangular,-,Steatite,Good,R/L,IT,DKG. (S),Long Lane10/12,--,DK7061679,Early,I,-23.7 ft,33.5,14,12.7,+740-055-002-861-603+,5,740 055,2,055,740 055,740 055,603,1,simple_603,Mohenjo-daro|SEAL:R|None|rectangular,Mohenjo-daro|SEAL:R|None,True,False,True,+740-055-002-861-TAIL+,same_line_tail_attachment_candidate,same_line_candidate_present_strongest_603,high,CISI Pakistan IA leaf n195 / printed p.161 / Mohenjo-daro 1269-1274 seals,Short five-sign row with crisp separated graphic units; the terminal-side candidate is on the same line and not visibly fused to the preceding cluster.,"Still catalog-mediated for exact token labels, but this is the strongest public source witness for the 603 tail set.",pakistan_n195,161,public_source_visible,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_source_token_attachment\M1273_603_source_token_attachment_overlay.png,0,0,3,3,1190,250,220,0.815,0.185,quantified_same_line_overlay,tail window lies in the terminal-side part of the same source-visible line
3648.1,M-1343,Mohenjo-daro,SEAL,None,-,-,Steatite,Poor,R/L,SP,HRB,3XIV,1-,HR 4125433,-,-,-4.0 ft,30.5,19.1,0,+740-390-590-235-002-861+,6,740 390 590 235,4,235,590 235,390 590 235,<END>,0,bare_closure,Mohenjo-daro|SEAL|None|-,Mohenjo-daro|SEAL|None,False,False,True,+740-390-590-235-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,7,1,2,,,,,,,
3711.1,M-1426,Mohenjo-daro,TAB:B,None,prism,triangular,Clay,Fair,R/L,LP,DKE,Trench E-,--,DK-E 1260CXVI:21,-,-,-10.0 ft,41.9,9.7,0,+740-760-036-220-415-798-002-861+,8,740 760 036 220 415 798,6,798,415 798,220 415 798,<END>,0,bare_closure,Mohenjo-daro|TAB:B|None|prism,Mohenjo-daro|TAB:B|None,False,False,True,+740-760-036-220-415-798-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,6,1,1,,,,,,,
3844.2,M-1658,Mohenjo-daro,MISC,None,-,-,-,Poor,R/L,??,DK-,--,--,DK4006CXI:35,-,-,- -,24,11,0,+000-016-002-861+,4,000 016,2,016,000 016,000 016,<END>,0,bare_closure,Mohenjo-daro|MISC|None|-,Mohenjo-daro|MISC|None,False,False,True,+000-016-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,3,1,1,,,,,,,
3908.1,M-1670,Mohenjo-daro,SEAL:S,Bull1:II,square,-,-,Good,R/L,LP,DK-,--,--,DK13007,-,-,- -,35,35,0,+740-760-001-233-002-861+,6,740 760 001 233,4,233,001 233,760 001 233,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:II|square,Mohenjo-daro|SEAL:S|Bull1:II,False,True,True,+740-760-001-233-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,2,2,2,,,,,,,
3909.1,M-1698,Mohenjo-daro,SEAL:S,Bull1:W,square,-,-,Good,R/L,LP,--,--,--,RMW/MD50.1383604,-,-,- -,32.5,32.5,0,+740-482-033-705-002-861-803+,7,740 482 033 705,4,705,033 705,482 033 705,803,1,other_post861_tail,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+740-482-033-705-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,3,17,17,,,,,,,
3970.1,H-1130,Harappa,TAB:B,None,rectangular-round,-,-,Poor,R/L,SP,--,--,--,1646304,-,-,- -,34,0,0,+740-482-240-002-861+,5,740 482 240,3,240,482 240,740 482 240,<END>,0,bare_closure,Harappa|TAB:B|None|rectangular-round,Harappa|TAB:B|None,False,False,True,+740-482-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,7,14,1,7,,,,,,,
3971.1,H-1131,Harappa,TAB:B,None,twisted rectangular,-,-,Poor,R/L,SP,--,--,--,1646305,-,-,- -,34,0,0,+740-482-240-002-861+,5,740 482 240,3,240,482 240,740 482 240,<END>,0,bare_closure,Harappa|TAB:B|None|twisted rectangular,Harappa|TAB:B|None,False,False,True,+740-482-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,7,14,1,7,,,,,,,
4010.1,M-1973,Mohenjo-daro,SEAL:R,None,rectangular,-,-,Fair,R/L,LP,DKB,--,-5 6,DK-B 940720,-,-,-2.2 ft,25,10,0,+740-575-017-233-550-002-861+,7,740 575 017 233 550,5,550,233 550,017 233 550,<END>,0,bare_closure,Mohenjo-daro|SEAL:R|None|rectangular,Mohenjo-daro|SEAL:R|None,True,False,True,+740-575-017-233-550-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,source_pending_public_dark,,1,1,3,3,,,,,,,
4034.1,M-2087,Mohenjo-daro,ROD,None,-,-,Ivory,Poor,R/L,??,DK-,--,--,DK-C ???656,-,-,- -,0,0,0,+820-000-032-740-904-002-861+,7,820 000 032 740 904,5,904,740 904,032 740 904,<END>,0,bare_closure,Mohenjo-daro|ROD|None|-,Mohenjo-daro|ROD|None,False,False,True,+820-000-032-740-904-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,1,1,,,,,,,
4195.1,-,Dholavira,SEAL:S,Bull1:V,square,-,Steatite,Good,R/L,SP,--,55 x 52-,--,DHR-16412,-,-,- -,21,21,0 - 10,+820-390-590-002-861+,5,820 390 590,3,590,390 590,820 390 590,<END>,0,bare_closure,Dholavira|SEAL:S|Bull1:V|square,Dholavira|SEAL:S|Bull1:V,False,False,True,+820-390-590-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,3,3,1,1,,,,,,,
4272.1,-,Dholavira,SEAL:R,None,cuboid-convex,plano-convex,Steatite,Good,R/L,SP,Annexe-,58 x 19 x 4-,--,DHR-26119,6,-,455 cm,26,6,0,+405-016-002-861+,4,405 016,2,016,405 016,405 016,<END>,0,bare_closure,Dholavira|SEAL:R|None|cuboid-convex,Dholavira|SEAL:R|None,False,False,True,+405-016-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,3,1,2,,,,,,,
4345.1,-,Dholavira,TAG,Bull1,square,-,Clay,Fair,R/L,??,--,--,--,-,-,-,- -,0,0,0,+000-705-002-861+,4,000 705,2,705,000 705,000 705,<END>,0,bare_closure,Dholavira|TAG|Bull1|square,Dholavira|TAG|Bull1,False,False,True,+000-705-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,3,1,1,,,,,,,
5575.1,-,Unknown,SEAL:S,Bull:i:J,square,-,-,Fair,R/L,IT,--,--,--,-,-,-,- -,0,0,0,+136-002-861+,3,136,1,136,136,136,<END>,0,bare_closure,Unknown|SEAL:S|Bull:i:J|square,Unknown|SEAL:S|Bull:i:J,False,False,True,+136-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,1,1,,,,,,,
