id,cisi,site,type,symbol,shape,cross_section,material,condition,direction,class,area_section,block_house,room_grid,excavation_idno,period,phase,depth,horizontal_mm,vertical_mm,thickness_mm,text,text_length,prefix,prefix_len,prefix_last1,prefix_last2,prefix_last3,tail,tail_len,tail_bucket,register_key,broad_register_key,no_icon_sealr,mohenjo_seals_square,terminal_after_tail,template_key,source_kind,source_status,source_quality,source_route,source_note,source_limit,source_leaf,printed_page,route_status,display_image,same_last2_bare_count,same_last1_bare_count,same_register_bare_count,same_broad_register_bare_count,line_width_px,pre_tail_width_px,tail_width_px,tail_start_share_of_line,tail_width_share_of_line,layout_status,layout_observation
303.1,H-1043,Harappa,SEAL:S,Bull1:W,square,-,Steatite,Poor,R/L,SP,AB-,--,-Q24/5,7006073,-,Stratum III,-7.5 ft,26.7,26.7,0,+151-760-220-003-002-861+,6,151 760 220 003,4,003,220 003,760 220 003,<END>,0,bare_closure,Harappa|SEAL:S|Bull1:W|square,Harappa|SEAL:S|Bull1:W,False,False,True,+151-760-220-003-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,6,4,4,,,,,,,
409.2,H-1942,Harappa,TAB:B,Bult,prism,triangular,Faience,Good,R/L,IM,ETrench 54,--,--,H2000-4462Figure 39.04,3,B/C,- -,16.3,8.1,0,+405-035-002-861+,4,405 035,2,035,405 035,405 035,<END>,0,bare_closure,Harappa|TAB:B|Bult|prism,Harappa|TAB:B|Bult,False,False,True,+405-035-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,1,1,,,,,,,
476.2,H-2094,Harappa,TAB:I,None,rectangular,rectangular,Steatite,Fair,R/L,SS,ETrench 11,--,--,H2001-5134Figure 47.02,3,C,- -,12.6,7,2.5,+002-861-416+,3,,0,<START>,<START>,<START>,416,1,other_post861_tail,Harappa|TAB:I|None|rectangular,Harappa|TAB:I|None,False,False,True,+002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,0,0,,,,,,,
488.2,H-2097,Harappa,TAB:I,None,rectangular,rectangular,Steatite,Good,R/L,SS,ETrench 11,--,--,H2001-5193Figure 48.02,3,C,- -,14.5,7.8,3.5,+002-861-416+,3,,0,<START>,<START>,<START>,416,1,other_post861_tail,Harappa|TAB:I|None|rectangular,Harappa|TAB:I|None,False,False,True,+002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,0,0,,,,,,,
518.2,H-2095,Harappa,TAB:I,None,rectangular,-,-,Fair,R/L,SS,EC,--,--,H90-1688Figure 13.44 (d),3,B,- -,17,7.5,0,+002-861-416+,3,,0,<START>,<START>,<START>,416,1,other_post861_tail,Harappa|TAB:I|None|rectangular,Harappa|TAB:I|None,False,False,True,+002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,0,0,,,,,,,
537.1,H-1692,Harappa,SEAL:S,None,square,rectangular,Steatite,Poor,R/L,IT,ETrench 11W,--,--,H93-2170Figure 16.b,3,B,- -,15,14.9,3.8 - 8.5,+740-390-590-002-861+,5,740 390 590,3,590,390 590,740 390 590,<END>,0,bare_closure,Harappa|SEAL:S|None|square,Harappa|SEAL:S|None,False,False,True,+740-390-590-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,3,3,1,1,,,,,,,
594.2,H-2022,Harappa,TAB:B,Phyt,prism,triangular,Clay,Fair,R/L,IT,ETrench 7/8,--,--,H95-2433Figure 20.04,3,B/C,- -,45,15,0,+740-752-175-002-861+,5,740 752 175,3,175,752 175,740 752 175,<END>,0,bare_closure,Harappa|TAB:B|Phyt|prism,Harappa|TAB:B|Phyt,False,False,True,+740-752-175-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,2,1,3,,,,,,,
621.1,-,Harappa,TAB:I,None,rectangular,rectangular,Steatite,Good,R/L,SS,ETrench 10W/11,--,--,H95-2260Figure 30.06,-,-,- -,13.5,8,3,+002-861-416+,3,,0,<START>,<START>,<START>,416,1,other_post861_tail,Harappa|TAB:I|None|rectangular,Harappa|TAB:I|None,False,False,True,+002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,0,0,,,,,,,
665.2,H-2096,Harappa,TAB:I,None,rectangular,-,-,Good,R/L,SS,--,--,--,H95-2488,3,B/C,- -,13.5,8,0,+002-861-416+,3,,0,<START>,<START>,<START>,416,1,other_post861_tail,Harappa|TAB:I|None|rectangular,Harappa|TAB:I|None,False,False,True,+002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,0,0,,,,,,,
729.2,H-2010,Harappa,TAB:B,Bull1,oval,-,Faience,Fair,R/L,SP,FTrench 37,--,--,H96-2708Figure 17.05,3,C,- -,32.5,17.5,0,+740-482-240-002-861+,5,740 482 240,3,240,482 240,740 482 240,<END>,0,bare_closure,Harappa|TAB:B|Bull1|oval,Harappa|TAB:B|Bull1,False,False,True,+740-482-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,7,14,1,2,,,,,,,
771.2,H-1930,Harappa,TAB:B,Gavi,prism,triangular,Faience,Fair,R/L,SP,ET-,--,--,H96-3049Figure 18.10,3,B/C,- -,22,8.8,0,+408-817-920-002-861+,5,408 817 920,3,920,817 920,408 817 920,<END>,0,bare_closure,Harappa|TAB:B|Gavi|prism,Harappa|TAB:B|Gavi,False,False,True,+408-817-920-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,1,1,,,,,,,
789.1,H-1785,Harappa,TAB:B,Phyt,rectangular-rounded,-,Faience,Poor,R/L,IM,ET-,--,--,H96-3118Figure 18.11,3,B/C,- -,27,14.3,6.8,+407-004-002-861+,4,407 004,2,004,407 004,407 004,<END>,0,bare_closure,Harappa|TAB:B|Phyt|rectangular-rounded,Harappa|TAB:B|Phyt,False,False,True,+407-004-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,4,1,3,,,,,,,
805.1,H-1788,Harappa,TAB:B,None,rectangular,rectangular,Faience,Poor,R/L,SP,ET-,--,--,H96-3152Figure 18.13,3,B/C,- -,27.2,13.3,5,+154-806-470-002-861+,5,154 806 470,3,470,806 470,154 806 470,<END>,0,bare_closure,Harappa|TAB:B|None|rectangular,Harappa|TAB:B|None,False,False,True,+154-806-470-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,2,7,,,,,,,
937.2,H-2011,Harappa,TAB:B,Bull1,elliptical,twisted rectangular,Clay,Poor,R/L,SP,ETrench 11W,--,--,H98-3500Figure 24.05,3,C,- -,32,16.5,5.5,+740-482-240-002-861+,5,740 482 240,3,240,482 240,740 482 240,<END>,0,bare_closure,Harappa|TAB:B|Bull1|elliptical,Harappa|TAB:B|Bull1,False,False,True,+740-482-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,7,14,1,2,,,,,,,
1004.1,H-1966,Harappa,TAB:B,Gaur,rectangular,twisted rectangular,Clay,Good,R/L,SP,--,--,--,H99-3818Figure 34.07,3,C,-0.0 m,34,15.5,5 - 10,+520-233-049-002-861+,5,520 233 049,3,049,233 049,520 233 049,<END>,0,bare_closure,Harappa|TAB:B|Gaur|rectangular,Harappa|TAB:B|Gaur,False,False,True,+520-233-049-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,1,1,,,,,,,
1024.2,H-1851,Harappa,TAB:B,None,rectangular,rectangular,Faience,Good,R/L,SP,ETrench 11W,--,--,H99-4073Figure 34.06,3,C,- -,17.3,9,1,+740-803-892-031-002-861+,6,740 803 892 031,4,031,892 031,803 892 031,<END>,0,bare_closure,Harappa|TAB:B|None|rectangular,Harappa|TAB:B|None,False,False,True,+740-803-892-031-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,5,2,7,,,,,,,
1110.1,H-51,Harappa,SEAL:S,Bull1:W,square,-,Steatite,Fair,R/L,SP,FTrench I,--,-M12/7,10185a090,-,Stratum VI,-15.67 ft,24.1,24.1,0,+740-643-240-002-861+,5,740 643 240,3,240,643 240,740 643 240,<END>,0,bare_closure,Harappa|SEAL:S|Bull1:W|square,Harappa|SEAL:S|Bull1:W,False,False,True,+740-643-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,14,4,4,,,,,,,
1114.1,H-55,Harappa,SEAL:S,Bull1:X,square,-,Steatite,Fair,R/L,IM,FTrench I,--,-M12/16,3757107,-,Stratum V,-13.58 ft,25.4,25.4,0,+390-004-002-861-125+,5,390 004,2,004,390 004,390 004,125,1,other_post861_tail,Harappa|SEAL:S|Bull1:X|square,Harappa|SEAL:S|Bull1:X,False,False,True,+390-004-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,4,0,0,,,,,,,
1170.1,H-129,Harappa,SEAL:R,None,cuboid-convex,plano-convex,Steatite,Good,R/L,LP,F-,--,--,Ab130269,-,Stratum II,-3.0 ft,62.2,15.2,10 - 14,+409-061-740-235-220-031-002-861-244-165+,10,409 061 740 235 220 031,6,031,220 031,235 220 031,244 165,2,other_post861_tail,Harappa|SEAL:R|None|cuboid-convex,Harappa|SEAL:R|None,False,False,True,+409-061-740-235-220-031-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,5,2,2,,,,,,,
1175.1,H-134,Harappa,SEAL:R,None,cuboid-convex,plano-convex,Steatite,Good,R/L,LP,F-,--,--,5436264,-,Stratum III,-5.0 ft,40.6,17.8,0,+740-405-590-220-003-002-861+,7,740 405 590 220 003,5,003,220 003,590 220 003,<END>,0,bare_closure,Harappa|SEAL:R|None|cuboid-convex,Harappa|SEAL:R|None,False,False,True,+740-405-590-220-003-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,6,2,2,,,,,,,
1176.1,H-135,Harappa,SEAL:R,None,cuboid-convex,plano-convex,Steatite,Fine,R/L,LP,FTrench I,--,-M11/15,114270,-,Stratum III,-5.67 ft,41.9,16.5,0,+740-773-231-806-002-861+,6,740 773 231 806,4,806,231 806,773 231 806,<END>,0,bare_closure,Harappa|SEAL:R|None|cuboid-convex,Harappa|SEAL:R|None,False,False,True,+740-773-231-806-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,2,2,2,,,,,,,
1414.1,H-410,Harappa,SEAL:S,Bull1:L,square,-,Steatite,Good,R/L,SC,FTrench IV+V,--,-K12/18,10779080,-,Stratum II,-8.0 ft,29.2,29.2,0,+368-840-830-002-861+,5,368 840 830,3,830,840 830,368 840 830,<END>,0,bare_closure,Harappa|SEAL:S|Bull1:L|square,Harappa|SEAL:S|Bull1:L,False,False,True,+368-840-830-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,1,1,,,,,,,
1434.1,H-444,Harappa,SEAL:S,Bull1:W,square,-,-,Good,R/L,SP,--,--,--,13340,-,-,- -,26.5,27,0,+241-220-032-002-861+,5,241 220 032,3,032,220 032,241 220 032,<END>,0,bare_closure,Harappa|SEAL:S|Bull1:W|square,Harappa|SEAL:S|Bull1:W,False,False,True,+241-220-032-002-861+,bare_edge_control,bare_terminal_edge_visible,control,Existing token-box scaffold places the terminal-side 002-861 candidate in a broad left edge window.,Existing token-box scaffold places the terminal-side 002-861 candidate in a broad left edge window.,"bare-edge control, not same-line tail attachment evidence",,,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_bare_edge_source_controls\H444_bare_edge_overlay.png,5,8,4,4,,,,,,,
1436.1,H-446,Harappa,SEAL:S,Bull1:J,square,-,Steatite,Fair,R/L,SP,AB-,--,-Q25/21,4991034,-,Stratum IV,-10.75 ft,26.7,26.7,0,+740-585-798-002-861-216+,6,740 585 798,3,798,585 798,740 585 798,216,1,other_post861_tail,Harappa|SEAL:S|Bull1:J|square,Harappa|SEAL:S|Bull1:J,False,False,True,+740-585-798-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,6,1,1,,,,,,,
1540.1,H-597,Harappa,SEAL:S,Bull1:J,square,rectangular,Steatite,Fair,R/L,LP,FGranery,--,-J9/23,2540075,-,Stratum IV,-12.0 ft,25.4,25.4,8 - 13.2,+740-390-590-070-032-002-861+,7,740 390 590 070 032,5,032,070 032,590 070 032,<END>,0,bare_closure,Harappa|SEAL:S|Bull1:J|square,Harappa|SEAL:S|Bull1:J,False,False,True,+740-390-590-070-032-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,8,1,1,,,,,,,
1594.1,H-688,Harappa,SEAL,None,-,-,-,Poor,R/L,SP,--,--,--,-,-,-,- -,0,0,0,+520-233-002-861-831-165+,6,520 233,2,233,520 233,520 233,831 165,2,other_post861_tail,Harappa|SEAL|None|-,Harappa|SEAL|None,False,False,True,+520-233-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,2,0,0,,,,,,,
1622.1,H-719,Harappa,TAB:B,Phyt,rectangular,plano-convex,Faience,Fair,R/L,IM,F-,--,--,94326,-,-,-5.67 ft,27.9,15.2,0,+405-004-002-861+,4,405 004,2,004,405 004,405 004,<END>,0,bare_closure,Harappa|TAB:B|Phyt|rectangular,Harappa|TAB:B|Phyt,False,False,True,+405-004-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,4,1,3,,,,,,,
1695.1,H-806,Harappa,TAB:B,None,twisted rectangular-rounded,rectangular,Clay,Fair,R/L,SP,FTrench I,--,-M10/15,1646343,-,Stratum IV,-9.0 ft,38.1,15.2,0,+740-482-240-002-861+,5,740 482 240,3,240,482 240,740 482 240,<END>,0,bare_closure,Harappa|TAB:B|None|twisted rectangular-rounded,Harappa|TAB:B|None,False,False,True,+740-482-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,7,14,3,7,,,,,,,
1696.1,H-807,Harappa,TAB:B,None,twisted rectangular-rounded,rectangular,-,Poor,R/L,SP,--,--,--,1646,-,-,- -,34,0,0,+740-482-240-002-861+,5,740 482 240,3,240,482 240,740 482 240,<END>,0,bare_closure,Harappa|TAB:B|None|twisted rectangular-rounded,Harappa|TAB:B|None,False,False,True,+740-482-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,7,14,3,7,,,,,,,
1697.1,H-808,Harappa,TAB:B,None,twisted rectangular-rounded,rectangular,-,Poor,R/L,SP,--,--,--,1646,-,-,- -,38,0,0,+740-482-240-002-861+,5,740 482 240,3,240,482 240,740 482 240,<END>,0,bare_closure,Harappa|TAB:B|None|twisted rectangular-rounded,Harappa|TAB:B|None,False,False,True,+740-482-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,7,14,3,7,,,,,,,
1792.1,H-910,Harappa,TAB:I,None,rectangular,rectangular,Steatite,Poor,R/L,SS,FTrench VI,--,-O10/22,10994470,-,Stratum II,-5.5 ft,14.7,7.6,0,+002-861-416+,3,,0,<START>,<START>,<START>,416,1,other_post861_tail,Harappa|TAB:I|None|rectangular,Harappa|TAB:I|None,False,False,True,+002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,0,0,,,,,,,
1906.1,K-33,Kalibangan,SEAL:S,Buff,square,rectangular,Steatite,Fine,R/L,IT,KLB-2-,--,D6-,KLB2 11222,2,Late,- -,22,21,5,+226-002-861+,3,226,1,226,226,226,<END>,0,bare_closure,Kalibangan|SEAL:S|Buff|square,Kalibangan|SEAL:S|Buff,False,False,True,+226-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,1,1,,,,,,,
1908.1,K-40,Kalibangan,SEAL:S,Elep,square,rectangular,Steatite,Fine,R/L,LC,KLB-2-,--,--,KLB2 21705,-,-,surface -,27.5,27,7 - 13,+760-031-002-861-791-440-717+,7,760 031,2,031,760 031,760 031,791 440 717,3,other_post861_tail,Kalibangan|SEAL:S|Elep|square,Kalibangan|SEAL:S|Elep,False,False,True,+760-031-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,5,0,0,,,,,,,
1938.1,K-82,Kalibangan,TAG:L,Bull1,-,-,-,Fair,R/L,IM,KLB-1-,--,XA1-,KLB1 7295(3),2,Late,- -,23,23,0,+390-003-002-861+,4,390 003,2,003,390 003,390 003,<END>,0,bare_closure,Kalibangan|TAG:L|Bull1|-,Kalibangan|TAG:L|Bull1,False,False,True,+390-003-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,3,6,2,2,,,,,,,
1940.1,K-85,Kalibangan,TAG:L,Elep,-,-,-,Fair,R/L,IT,KLB-2-,--,XA5-,KLB2 11204,2,Late,- -,27,27,0,+520-033-002-861+,4,520 033,2,033,520 033,520 033,<END>,0,bare_closure,Kalibangan|TAG:L|Elep|-,Kalibangan|TAG:L|Elep,False,False,True,+520-033-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,1,1,,,,,,,
1943.1,K-88,Kalibangan,TAG:L,Bull1,-,-,-,Poor,R/L,??,KLB-2-,--,--,KLB2 21505,-,-,surface -,0,0,0,+740-000-460-002-861+,5,740 000 460,3,460,000 460,740 000 460,<END>,0,bare_closure,Kalibangan|TAG:L|Bull1|-,Kalibangan|TAG:L|Bull1,False,False,True,+740-000-460-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,2,2,,,,,,,
2012.1,L-39,Lothal,SEAL:S,Bull1,square,-,Steatite,Fair,R/L,SC,SRG 620-III,--,--,17369(S033) CLVII-D4,Layer 4,III,-4 ft,19.1,19.1,0,+520-315-002-861-626+,5,520 315,2,315,520 315,520 315,626,1,other_post861_tail,Lothal|SEAL:S|Bull1|square,Lothal|SEAL:S|Bull1,False,False,True,+520-315-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,0,0,,,,,,,
2017.1,L-46,Lothal,SEAL:S,Gaur,square,-,Steatite,Poor,R/L,LC,SRG 2B 27,--,--,05784b(S050) CLIX-A2,Layer 9,III,-4.25 ft,25.4,25.4,0,+527-388-233-740-176-002-861-392+,8,527 388 233 740 176,5,176,740 176,233 740 176,392,1,other_post861_tail,Lothal|SEAL:S|Gaur|square,Lothal|SEAL:S|Gaur,False,False,True,+527-388-233-740-176-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,3,4,0,0,,,,,,,
2024.1,L-57,Lothal,SEAL:S,-,square,rectangular,-,Fair,L/R,SC,--,--,--,16845 (1),-,-,- -,19,19,6 - 13,+832-002-861+,3,832,1,832,832,832,<END>,0,bare_closure,Lothal|SEAL:S|-|square,Lothal|SEAL:S|-,False,False,True,+832-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,1,1,,,,,,,
2043.1,L-89,Lothal,SEAL:R,None,cuboid-convex,plano-convex,Steatite,Good,R/L,SP,--,--,--,15337(S067),-,-,- -,21.8,8.1,0,+527-555-235-002-861+,5,527 555 235,3,235,555 235,527 555 235,<END>,0,bare_closure,Lothal|SEAL:R|None|cuboid-convex,Lothal|SEAL:R|None,False,False,True,+527-555-235-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,7,1,1,,,,,,,
2073.1,L-130,Lothal,TAG,Bull1,-,-,Clay,Fair,R/L,IT,--,--,--,01891179,-,-,- -,0,0,0,+236-002-861+,3,236,1,236,236,236,<END>,0,bare_closure,Lothal|TAG|Bull1|-,Lothal|TAG|Bull1,False,False,True,+236-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,2,1,1,,,,,,,
2074.1,L-131,Lothal,TAG,-,-,-,Clay,Poor,R/L,IT,--,--,--,02421,-,-,- -,0,0,0,+236-002-861+,3,236,1,236,236,236,<END>,0,bare_closure,Lothal|TAG|-|-,Lothal|TAG|-,False,False,True,+236-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,2,1,1,,,,,,,
2165.2,M-2060,Mohenjo-daro,POT:T:g,None,-,-,Clay,Good,L/R,IT,DK-,20I,3-,DK12585LVII:42+35,-,-,-6.0 ft,0,0,0,+740-176-002-861+,4,740 176,2,176,740 176,740 176,<END>,0,bare_closure,Mohenjo-daro|POT:T:g|None|-,Mohenjo-daro|POT:T:g|None,False,False,True,+740-176-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,3,4,1,1,,,,,,,
2178.1,M-1696,Mohenjo-daro,SEAL:S,Bull1:II,square,-,Steatite,Fair,R/L,LP,DKB,3VII,171543/0977,DK-B 426094,-,-,-8.0 ft,29.2,29.2,0,+520-033-705-220-415-002-861+,7,520 033 705 220 415,5,415,220 415,705 220 415,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:II|square,Mohenjo-daro|SEAL:S|Bull1:II,False,True,True,+520-033-705-220-415-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,3,2,2,,,,,,,
2179.1,M-1880,Mohenjo-daro,SEAL:S,Gaur,square,-,Steatite,Poor,R/L,IT,DKB,3VII,17-,B426b557b,-,-,-8.0 ft,29.2,29.2,0,+151-176-002-861+,4,151 176,2,176,151 176,151 176,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Gaur|square,Mohenjo-daro|SEAL:S|Gaur,False,True,True,+151-176-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,4,2,2,,,,,,,
2228.1,M-1697,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,IM,DKG. (S),8III,30-,DK1092380,Late,II,-5.6 ft,31.8,31.8,7.6,+390-003-002-861+,4,390 003,2,003,390 003,390 003,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+390-003-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,3,6,17,17,,,,,,,
