"target","shuffle_block","shuffle_fields","model","rows","labels","observed_accuracy","null_accuracy_mean","null_accuracy_p95","observed_minus_null_mean","null_iterations_ge_observed_accuracy","observed_macro_f1","null_macro_f1_mean","null_macro_f1_p95","observed_minus_null_macro_f1_mean","null_iterations_ge_observed_macro_f1","unchanged_label_share_mean"
"vertical_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","majority","1609","4","0.356122","0.356122","0.356122","0","10","0.131302","0.131302","0.131302","0","10","0.785643"
"vertical_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","length_type_site","1609","4","0.627098","0.627098","0.627098","0","10","0.562599","0.562599","0.562599","0","10","0.785643"
"vertical_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","material_shape","1609","4","0.597265","0.597265","0.597265","0","10","0.475754","0.475754","0.475754","0","10","0.785643"
"vertical_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","edge_frame","1609","4","0.357986","0.363953","0.372281","-0.005966","8","0.234146","0.241777","0.254552","-0.00763","7","0.785643"
"vertical_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","edge_class_frame","1609","4","0.4133","0.4133","0.4133","0","10","0.383506","0.383506","0.383506","0","10","0.785643"
"vertical_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","hard_proxy","1609","4","0.53325","0.53325","0.53325","0","10","0.482291","0.482291","0.482291","0","10","0.785643"
"vertical_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","hard_proxy_edge_class","1609","4","0.435053","0.435053","0.435053","0","10","0.374459","0.374459","0.374459","0","10","0.785643"
"vertical_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","token_nb","1609","4","0.465507","0.438347","0.448943","0.02716","0","0.430971","0.389979","0.401148","0.040992","0","0.785643"
"thickness_bin","global","none","majority","844","4","0.436019","0.436019","0.436019","0","10","0.151815","0.151815","0.151815","0","10","0.357227"
"thickness_bin","global","none","length_type_site","844","4","0.554502","0.393246","0.440758","0.161256","0","0.416074","0.229495","0.264851","0.186579","0","0.357227"
"thickness_bin","global","none","material_shape","844","4","0.531991","0.41019","0.430865","0.121801","0","0.377156","0.204348","0.223651","0.172807","0","0.357227"
"thickness_bin","global","none","edge_frame","844","4","0.418246","0.410545","0.424526","0.007701","2","0.203793","0.20044","0.217698","0.003353","4","0.357227"
"thickness_bin","global","none","edge_class_frame","844","4","0.42654","0.388507","0.433235","0.038033","1","0.273337","0.235244","0.271015","0.038094","1","0.357227"
"thickness_bin","global","none","hard_proxy","844","4","0.546209","0.39846","0.436848","0.147749","0","0.404728","0.235936","0.262808","0.168792","0","0.357227"
"thickness_bin","global","none","hard_proxy_edge_class","844","4","0.464455","0.400355","0.421623","0.0641","0","0.313215","0.229619","0.255007","0.083596","0","0.357227"
"thickness_bin","global","none","token_nb","844","4","0.482227","0.405924","0.428791","0.076303","0","0.310822","0.23435","0.250302","0.076473","0","0.357227"
"thickness_bin","edge_frame","edge_frame","majority","844","4","0.436019","0.436019","0.436019","0","10","0.151815","0.151815","0.151815","0","10","0.9"
"thickness_bin","edge_frame","edge_frame","length_type_site","844","4","0.554502","0.550948","0.567002","0.003555","6","0.416074","0.393673","0.412246","0.022401","0","0.9"
"thickness_bin","edge_frame","edge_frame","material_shape","844","4","0.531991","0.514336","0.524052","0.017654","0","0.377156","0.358855","0.369057","0.018301","0","0.9"
"thickness_bin","edge_frame","edge_frame","edge_frame","844","4","0.418246","0.418246","0.418246","0","10","0.203793","0.203793","0.203793","0","10","0.9"
"thickness_bin","edge_frame","edge_frame","edge_class_frame","844","4","0.42654","0.42654","0.42654","0","10","0.273337","0.273337","0.273337","0","10","0.9"
"thickness_bin","edge_frame","edge_frame","hard_proxy","844","4","0.546209","0.528555","0.542595","0.017654","1","0.404728","0.37119","0.385392","0.033538","0","0.9"
"thickness_bin","edge_frame","edge_frame","hard_proxy_edge_class","844","4","0.464455","0.441232","0.454028","0.023223","0","0.313215","0.284776","0.302538","0.028439","0","0.9"
"thickness_bin","edge_frame","edge_frame","token_nb","844","4","0.482227","0.476896","0.489455","0.005332","2","0.310822","0.307283","0.313425","0.00354","3","0.9"
"thickness_bin","edge_class_frame","edge_class_frame","majority","844","4","0.436019","0.436019","0.436019","0","10","0.151815","0.151815","0.151815","0","10","0.490521"
"thickness_bin","edge_class_frame","edge_class_frame","length_type_site","844","4","0.554502","0.45936","0.476659","0.095142","0","0.416074","0.285197","0.315598","0.130877","0","0.490521"
"thickness_bin","edge_class_frame","edge_class_frame","material_shape","844","4","0.531991","0.440047","0.456813","0.091943","0","0.377156","0.251348","0.276276","0.125808","0","0.490521"
"thickness_bin","edge_class_frame","edge_class_frame","edge_frame","844","4","0.418246","0.413152","0.434301","0.005095","2","0.203793","0.210589","0.239378","-0.006796","5","0.490521"
"thickness_bin","edge_class_frame","edge_class_frame","edge_class_frame","844","4","0.42654","0.42654","0.42654","0","10","0.273337","0.273337","0.273337","0","10","0.490521"
"thickness_bin","edge_class_frame","edge_class_frame","hard_proxy","844","4","0.546209","0.438744","0.469372","0.107464","0","0.404728","0.268653","0.311418","0.136075","0","0.490521"
"thickness_bin","edge_class_frame","edge_class_frame","hard_proxy_edge_class","844","4","0.464455","0.40782","0.428673","0.056635","0","0.313215","0.234128","0.258805","0.079087","0","0.490521"
"thickness_bin","edge_class_frame","edge_class_frame","token_nb","844","4","0.482227","0.43045","0.454443","0.051777","0","0.310822","0.257152","0.271626","0.05367","0","0.490521"
"thickness_bin","hard_proxy","length;type;site;material;shape;direction","majority","844","4","0.436019","0.436019","0.436019","0","10","0.151815","0.151815","0.151815","0","10","0.671445"
"thickness_bin","hard_proxy","length;type;site;material;shape;direction","length_type_site","844","4","0.554502","0.554502","0.554502","0","10","0.416074","0.416074","0.416074","0","10","0.671445"
"thickness_bin","hard_proxy","length;type;site;material;shape;direction","material_shape","844","4","0.531991","0.531991","0.531991","0","10","0.377156","0.377156","0.377156","0","10","0.671445"
"thickness_bin","hard_proxy","length;type;site;material;shape;direction","edge_frame","844","4","0.418246","0.428081","0.44295","-0.009834","7","0.203793","0.217114","0.242168","-0.013321","8","0.671445"
"thickness_bin","hard_proxy","length;type;site;material;shape;direction","edge_class_frame","844","4","0.42654","0.432583","0.468839","-0.006043","6","0.273337","0.271742","0.299969","0.001595","5","0.671445"
"thickness_bin","hard_proxy","length;type;site;material;shape;direction","hard_proxy","844","4","0.546209","0.546209","0.546209","0","10","0.404728","0.404728","0.404728","0","10","0.671445"
"thickness_bin","hard_proxy","length;type;site;material;shape;direction","hard_proxy_edge_class","844","4","0.464455","0.456398","0.46564","0.008057","3","0.313215","0.287397","0.299633","0.025818","0","0.671445"
"thickness_bin","hard_proxy","length;type;site;material;shape;direction","token_nb","844","4","0.482227","0.459716","0.488152","0.022512","2","0.310822","0.280379","0.30128","0.030444","0","0.671445"
"thickness_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","majority","844","4","0.436019","0.436019","0.436019","0","10","0.151815","0.151815","0.151815","0","10","0.8109"
"thickness_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","length_type_site","844","4","0.554502","0.554502","0.554502","0","10","0.416074","0.416074","0.416074","0","10","0.8109"
"thickness_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","material_shape","844","4","0.531991","0.531991","0.531991","0","10","0.377156","0.377156","0.377156","0","10","0.8109"
"thickness_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","edge_frame","844","4","0.418246","0.418957","0.429917","-0.000711","6","0.203793","0.20293","0.22219","0.000863","4","0.8109"
"thickness_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","edge_class_frame","844","4","0.42654","0.42654","0.42654","0","10","0.273337","0.273337","0.273337","0","10","0.8109"
"thickness_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","hard_proxy","844","4","0.546209","0.546209","0.546209","0","10","0.404728","0.404728","0.404728","0","10","0.8109"
"thickness_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","hard_proxy_edge_class","844","4","0.464455","0.464455","0.464455","0","10","0.313215","0.313215","0.313215","0","10","0.8109"
"thickness_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","token_nb","844","4","0.482227","0.464573","0.482998","0.017654","1","0.310822","0.296901","0.307353","0.013921","0","0.8109"
"area_bin","global","none","majority","1600","4","0.37375","0.37375","0.37375","0","10","0.136033","0.136033","0.136033","0","10","0.287937"
"area_bin","global","none","length_type_site","1600","4","0.588125","0.337375","0.359563","0.25075","0","0.537279","0.214471","0.239856","0.322808","0","0.287937"
"area_bin","global","none","material_shape","1600","4","0.555","0.357688","0.379312","0.197313","0","0.434952","0.181347","0.210058","0.253605","0","0.287937"
"area_bin","global","none","edge_frame","1600","4","0.356875","0.347375","0.359781","0.0095","2","0.210031","0.199296","0.215295","0.010734","2","0.287937"
"area_bin","global","none","edge_class_frame","1600","4","0.4325","0.323625","0.347625","0.108875","0","0.398221","0.220718","0.25019","0.177503","0","0.287937"
"area_bin","global","none","hard_proxy","1600","4","0.50625","0.335563","0.365156","0.170687","0","0.463811","0.221891","0.248192","0.241921","0","0.287937"
"area_bin","global","none","hard_proxy_edge_class","1600","4","0.451875","0.334","0.359969","0.117875","0","0.390614","0.228945","0.262611","0.16167","0","0.287937"
"area_bin","global","none","token_nb","1600","4","0.441875","0.327063","0.341594","0.114812","0","0.384212","0.225364","0.241241","0.158848","0","0.287937"
"area_bin","edge_frame","edge_frame","majority","1600","4","0.37375","0.37375","0.37375","0","10","0.136033","0.136033","0.136033","0","10","0.86575"
"area_bin","edge_frame","edge_frame","length_type_site","1600","4","0.588125","0.539937","0.56125","0.048188","0","0.537279","0.499682","0.520525","0.037596","0","0.86575"
"area_bin","edge_frame","edge_frame","material_shape","1600","4","0.555","0.521875","0.528531","0.033125","0","0.434952","0.403344","0.409221","0.031608","0","0.86575"
"area_bin","edge_frame","edge_frame","edge_frame","1600","4","0.356875","0.356875","0.356875","0","10","0.210031","0.210031","0.210031","0","10","0.86575"
"area_bin","edge_frame","edge_frame","edge_class_frame","1600","4","0.4325","0.4325","0.4325","0","10","0.398221","0.398221","0.398221","0","10","0.86575"
"area_bin","edge_frame","edge_frame","hard_proxy","1600","4","0.50625","0.497","0.514719","0.00925","2","0.463811","0.458303","0.475554","0.005508","4","0.86575"
"area_bin","edge_frame","edge_frame","hard_proxy_edge_class","1600","4","0.451875","0.434188","0.440531","0.017688","0","0.390614","0.372887","0.378962","0.017728","0","0.86575"
"area_bin","edge_frame","edge_frame","token_nb","1600","4","0.441875","0.433937","0.440469","0.007938","1","0.384212","0.372801","0.378248","0.011411","0","0.86575"
"area_bin","edge_class_frame","edge_class_frame","majority","1600","4","0.37375","0.37375","0.37375","0","10","0.136033","0.136033","0.136033","0","10","0.41875"
"area_bin","edge_class_frame","edge_class_frame","length_type_site","1600","4","0.588125","0.42","0.431688","0.168125","0","0.537279","0.353902","0.373316","0.183376","0","0.41875"
"area_bin","edge_class_frame","edge_class_frame","material_shape","1600","4","0.555","0.3675","0.395562","0.1875","0","0.434952","0.225593","0.263924","0.209359","0","0.41875"
"area_bin","edge_class_frame","edge_class_frame","edge_frame","1600","4","0.356875","0.354125","0.366031","0.00275","3","0.210031","0.207628","0.223779","0.002403","4","0.41875"
"area_bin","edge_class_frame","edge_class_frame","edge_class_frame","1600","4","0.4325","0.4325","0.4325","0","10","0.398221","0.398221","0.398221","0","10","0.41875"
"area_bin","edge_class_frame","edge_class_frame","hard_proxy","1600","4","0.50625","0.386438","0.40575","0.119812","0","0.463811","0.311951","0.338725","0.15186","0","0.41875"
"area_bin","edge_class_frame","edge_class_frame","hard_proxy_edge_class","1600","4","0.451875","0.370312","0.38275","0.081563","0","0.390614","0.290972","0.309492","0.099642","0","0.41875"
"area_bin","edge_class_frame","edge_class_frame","token_nb","1600","4","0.441875","0.36375","0.376","0.078125","0","0.384212","0.27624","0.287128","0.107973","0","0.41875"
"area_bin","hard_proxy","length;type;site;material;shape;direction","majority","1600","4","0.37375","0.37375","0.37375","0","10","0.136033","0.136033","0.136033","0","10","0.6335"
"area_bin","hard_proxy","length;type;site;material;shape;direction","length_type_site","1600","4","0.588125","0.588125","0.588125","0","10","0.537279","0.537279","0.537279","0","10","0.6335"
"area_bin","hard_proxy","length;type;site;material;shape;direction","material_shape","1600","4","0.555","0.555","0.555","0","10","0.434952","0.434952","0.434952","0","10","0.6335"
"area_bin","hard_proxy","length;type;site;material;shape;direction","edge_frame","1600","4","0.356875","0.373062","0.382563","-0.016187","10","0.210031","0.234212","0.245817","-0.024181","10","0.6335"
"area_bin","hard_proxy","length;type;site;material;shape;direction","edge_class_frame","1600","4","0.4325","0.407688","0.425031","0.024812","1","0.398221","0.343937","0.368832","0.054283","0","0.6335"
"area_bin","hard_proxy","length;type;site;material;shape;direction","hard_proxy","1600","4","0.50625","0.50625","0.50625","0","10","0.463811","0.463811","0.463811","0","10","0.6335"
"area_bin","hard_proxy","length;type;site;material;shape;direction","hard_proxy_edge_class","1600","4","0.451875","0.440812","0.455031","0.011063","1","0.390614","0.374581","0.393551","0.016034","2","0.6335"
"area_bin","hard_proxy","length;type;site;material;shape;direction","token_nb","1600","4","0.441875","0.428","0.435125","0.013875","0","0.384212","0.352744","0.360903","0.031468","0","0.6335"
"area_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","majority","1600","4","0.37375","0.37375","0.37375","0","10","0.136033","0.136033","0.136033","0","10","0.767563"
"area_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","length_type_site","1600","4","0.588125","0.588125","0.588125","0","10","0.537279","0.537279","0.537279","0","10","0.767563"
"area_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","material_shape","1600","4","0.555","0.555","0.555","0","10","0.434952","0.434952","0.434952","0","10","0.767563"
"area_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","edge_frame","1600","4","0.356875","0.373875","0.382","-0.017","10","0.210031","0.230149","0.243178","-0.020118","10","0.767563"
"area_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","edge_class_frame","1600","4","0.4325","0.4325","0.4325","0","10","0.398221","0.398221","0.398221","0","10","0.767563"
"area_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","hard_proxy","1600","4","0.50625","0.50625","0.50625","0","10","0.463811","0.463811","0.463811","0","10","0.767563"
"area_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","hard_proxy_edge_class","1600","4","0.451875","0.451875","0.451875","0","10","0.390614","0.390614","0.390614","0","10","0.767563"
"area_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","token_nb","1600","4","0.441875","0.422812","0.429719","0.019063","0","0.384212","0.345227","0.359814","0.038986","0","0.767563"
"aspect_bin","global","none","majority","1595","3","0.618182","0.618182","0.618182","0","10","0.254682","0.254682","0.254682","0","10","0.456364"
"aspect_bin","global","none","length_type_site","1595","3","0.828213","0.604075","0.609467","0.224138","0","0.740582","0.272808","0.285521","0.467775","0","0.456364"
"aspect_bin","global","none","material_shape","1595","3","0.838245","0.609718","0.613574","0.228527","0","0.721551","0.261703","0.274435","0.459848","0","0.456364"
