"scope","leaveout_mode","block_policy","iteration","model","block_count","singleton_blocks","mutable_blocks","moved_labels","predictions","top1_accuracy","top2_accuracy","median_rank","subtype_032_top1","subtype_033_top1","subtype_034_top1","top1_gain_vs_frequency"
"excluding_h2218_h2239","sequence_family","global","33","object","1","0","1","220","331","0.404834","0.60423","2","0","0.985294","0","-0.006042"
"excluding_h2218_h2239","sequence_family","global","33","dimensions","1","0","1","220","331","0.377644","0.643505","2","0.343137","0.551471","0.16129","-0.033233"
"excluding_h2218_h2239","sequence_family","global","33","side_context","1","0","1","220","331","0.287009","0.691843","2","0.196078","0.536765","0.021505","-0.123867"
"excluding_h2218_h2239","sequence_family","global","34","frequency","1","0","1","231","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","34","object","1","0","1","231","331","0.404834","0.722054","2","0","0.985294","0","-0.006042"
"excluding_h2218_h2239","sequence_family","global","34","dimensions","1","0","1","231","331","0.362538","0.691843","2","0.22549","0.536765","0.258065","-0.048338"
"excluding_h2218_h2239","sequence_family","global","34","side_context","1","0","1","231","331","0.404834","0.65861","2","0.352941","0.669118","0.075269","-0.006042"
"excluding_h2218_h2239","sequence_family","global","35","frequency","1","0","1","210","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","35","object","1","0","1","210","331","0.416918","0.76435","2","0.029412","0.985294","0.010753","0.006042"
"excluding_h2218_h2239","sequence_family","global","35","dimensions","1","0","1","210","331","0.356495","0.583082","2","0.245098","0.683824","0","-0.054381"
"excluding_h2218_h2239","sequence_family","global","35","side_context","1","0","1","210","331","0.371601","0.561934","2","0.098039","0.801471","0.043011","-0.039275"
"excluding_h2218_h2239","sequence_family","global","36","frequency","1","0","1","221","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","36","object","1","0","1","221","331","0.404834","0.743202","2","0","0.985294","0","-0.006042"
"excluding_h2218_h2239","sequence_family","global","36","dimensions","1","0","1","221","331","0.347432","0.634441","2","0.22549","0.639706","0.053763","-0.063444"
"excluding_h2218_h2239","sequence_family","global","36","side_context","1","0","1","221","331","0.347432","0.767372","2","0.421569","0.227941","0.44086","-0.063444"
"excluding_h2218_h2239","sequence_family","global","37","frequency","1","0","1","208","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","37","object","1","0","1","208","331","0.410876","0.610272","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","37","dimensions","1","0","1","208","331","0.344411","0.589124","2","0.088235","0.654412","0.172043","-0.066465"
"excluding_h2218_h2239","sequence_family","global","37","side_context","1","0","1","208","331","0.365559","0.712991","2","0","0.382353","0.741935","-0.045317"
"excluding_h2218_h2239","sequence_family","global","38","frequency","1","0","1","216","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","38","object","1","0","1","216","331","0.39577","0.712991","2","0.009804","0.955882","0","-0.015106"
"excluding_h2218_h2239","sequence_family","global","38","dimensions","1","0","1","216","331","0.371601","0.625378","2","0.196078","0.617647","0.204301","-0.039275"
"excluding_h2218_h2239","sequence_family","global","38","side_context","1","0","1","216","331","0.36858","0.673716","2","0.156863","0.779412","0","-0.042296"
"excluding_h2218_h2239","sequence_family","global","39","frequency","1","0","1","217","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","39","object","1","0","1","217","331","0.410876","0.73716","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","39","dimensions","1","0","1","217","331","0.353474","0.740181","2","0.254902","0.669118","0","-0.057402"
"excluding_h2218_h2239","sequence_family","global","39","side_context","1","0","1","217","331","0.36858","0.682779","2","0","0.691176","0.301075","-0.042296"
"excluding_h2218_h2239","sequence_family","global","40","frequency","1","0","1","221","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","40","object","1","0","1","221","331","0.39577","0.746224","2","0","0.963235","0","-0.015106"
"excluding_h2218_h2239","sequence_family","global","40","dimensions","1","0","1","221","331","0.344411","0.719033","2","0.196078","0.485294","0.301075","-0.066465"
"excluding_h2218_h2239","sequence_family","global","40","side_context","1","0","1","221","331","0.389728","0.70997","2","0.196078","0.794118","0.010753","-0.021148"
"excluding_h2218_h2239","sequence_family","global","41","frequency","1","0","1","220","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","41","object","1","0","1","220","331","0.410876","0.746224","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","41","dimensions","1","0","1","220","331","0.353474","0.697885","2","0.039216","0.551471","0.408602","-0.057402"
"excluding_h2218_h2239","sequence_family","global","41","side_context","1","0","1","220","331","0.377644","0.706949","2","0.352941","0.617647","0.053763","-0.033233"
"excluding_h2218_h2239","sequence_family","global","42","frequency","1","0","1","230","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","42","object","1","0","1","230","331","0.41994","0.558912","2","0.068627","0.970588","0","0.009063"
"excluding_h2218_h2239","sequence_family","global","42","dimensions","1","0","1","230","331","0.359517","0.700906","2","0.284314","0.514706","0.215054","-0.05136"
"excluding_h2218_h2239","sequence_family","global","42","side_context","1","0","1","230","331","0.386707","0.670695","2","0","0.941176","0","-0.024169"
"excluding_h2218_h2239","sequence_family","global","43","frequency","1","0","1","224","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","43","object","1","0","1","224","331","0.410876","0.752266","2","0.04902","0.963235","0","0"
"excluding_h2218_h2239","sequence_family","global","43","dimensions","1","0","1","224","331","0.287009","0.65861","2","0.04902","0.514706","0.215054","-0.123867"
"excluding_h2218_h2239","sequence_family","global","43","side_context","1","0","1","224","331","0.401813","0.685801","2","0","0.794118","0.268817","-0.009063"
"excluding_h2218_h2239","sequence_family","global","44","frequency","1","0","1","218","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","44","object","1","0","1","218","331","0.401813","0.73716","2","0","0.963235","0.021505","-0.009063"
"excluding_h2218_h2239","sequence_family","global","44","dimensions","1","0","1","218","331","0.365559","0.679758","2","0.186275","0.647059","0.150538","-0.045317"
"excluding_h2218_h2239","sequence_family","global","44","side_context","1","0","1","218","331","0.359517","0.73716","2","0.009804","0.705882","0.236559","-0.05136"
"excluding_h2218_h2239","sequence_family","global","45","frequency","1","0","1","223","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","45","object","1","0","1","223","331","0.429003","0.716012","2","0.078431","0.985294","0","0.018127"
"excluding_h2218_h2239","sequence_family","global","45","dimensions","1","0","1","223","331","0.422961","0.640483","2","0.421569","0.580882","0.193548","0.012085"
"excluding_h2218_h2239","sequence_family","global","45","side_context","1","0","1","223","331","0.320242","0.755287","2","0.568627","0.286765","0.096774","-0.090634"
"excluding_h2218_h2239","sequence_family","global","46","frequency","1","0","1","213","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","46","object","1","0","1","213","331","0.238671","0.619335","2","0","0.580882","0","-0.172205"
"excluding_h2218_h2239","sequence_family","global","46","dimensions","1","0","1","213","331","0.398792","0.688822","2","0.362745","0.691176","0.010753","-0.012085"
"excluding_h2218_h2239","sequence_family","global","46","side_context","1","0","1","213","331","0.323263","0.670695","2","0","0.786765","0","-0.087613"
"excluding_h2218_h2239","sequence_family","global","47","frequency","1","0","1","226","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","47","object","1","0","1","226","331","0.422961","0.725076","2","0","0.970588","0.086022","0.012085"
"excluding_h2218_h2239","sequence_family","global","47","dimensions","1","0","1","226","331","0.359517","0.643505","2","0.284314","0.588235","0.107527","-0.05136"
"excluding_h2218_h2239","sequence_family","global","47","side_context","1","0","1","226","331","0.422961","0.731118","2","0.088235","0.713235","0.365591","0.012085"
"excluding_h2218_h2239","sequence_family","global","48","frequency","1","0","1","216","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","48","object","1","0","1","216","331","0.422961","0.728097","2","0","0.970588","0.086022","0.012085"
"excluding_h2218_h2239","sequence_family","global","48","dimensions","1","0","1","216","331","0.347432","0.679758","2","0.264706","0.580882","0.096774","-0.063444"
"excluding_h2218_h2239","sequence_family","global","48","side_context","1","0","1","216","331","0.326284","0.537764","2","0.088235","0.713235","0.021505","-0.084592"
"excluding_h2218_h2239","sequence_family","global","49","frequency","1","0","1","226","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","49","object","1","0","1","226","331","0.410876","0.73716","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","49","dimensions","1","0","1","226","331","0.425982","0.706949","2","0.196078","0.698529","0.27957","0.015106"
"excluding_h2218_h2239","sequence_family","global","49","side_context","1","0","1","226","331","0.365559","0.673716","2","0","0.75","0.204301","-0.045317"
"excluding_h2218_h2239","sequence_family","global","50","frequency","1","0","1","220","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","50","object","1","0","1","220","331","0.401813","0.706949","2","0.009804","0.970588","0","-0.009063"
"excluding_h2218_h2239","sequence_family","global","50","dimensions","1","0","1","220","331","0.410876","0.646526","2","0.147059","0.882353","0.010753","0"
"excluding_h2218_h2239","sequence_family","global","50","side_context","1","0","1","220","331","0.362538","0.722054","2","0.039216","0.654412","0.290323","-0.048338"
"excluding_h2218_h2239","sequence_family","global","51","frequency","1","0","1","209","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","51","object","1","0","1","209","331","0.416918","0.767372","2","0.019608","1","0","0.006042"
"excluding_h2218_h2239","sequence_family","global","51","dimensions","1","0","1","209","331","0.320242","0.691843","2","0.460784","0.352941","0.11828","-0.090634"
"excluding_h2218_h2239","sequence_family","global","51","side_context","1","0","1","209","331","0.392749","0.740181","2","0.431373","0.632353","0","-0.018127"
"excluding_h2218_h2239","sequence_family","global","52","frequency","1","0","1","205","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","52","object","1","0","1","205","331","0.410876","0.70997","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","52","dimensions","1","0","1","205","331","0.326284","0.703927","2","0.22549","0.580882","0.064516","-0.084592"
"excluding_h2218_h2239","sequence_family","global","52","side_context","1","0","1","205","331","0.389728","0.70997","2","0.196078","0.536765","0.387097","-0.021148"
"excluding_h2218_h2239","sequence_family","global","53","frequency","1","0","1","239","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","53","object","1","0","1","239","331","0.410876","0.558912","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","53","dimensions","1","0","1","239","331","0.277946","0.719033","2","0.333333","0.375","0.075269","-0.132931"
