sign_id,orientation_policy,sample_count,modal_brahmi_label,v3_cisi_modal_label,v3_cisi_modal_share,impostor_ge_observed_share,original_shape_null_share,original_label_null_share,unique_sha256_count,unique_cisi_count,unique_source_path_count,duplicate_collapse_status,independence_status,unanimity_after_collapse,modal_label_stable_after_collapse,passes_real_token_impostor_threshold,passes_shape_null_threshold,passes_label_null_threshold,passes_min_independence,passes_duplicate_unanimity,passes_modal_stability,review_packet_eligible,low_null_failure_class,blocked_reasons,cisis,source_paths
231,visual_ltr_catalog_reverse,6,ta,ta,1.000000,0.000000,0.290833,1.000000,2,1,6,raw_not_unanimous,fails_min_independence,not_unanimous,true,true,false,false,false,false,true,false,low_impostor_but_shape_and_label_nulls_fail,fewer_than_3_unique_token_hashes;fewer_than_3_unique_cisis;not_unanimous_after_duplicate_collapse;shape_null_above_0_01;label_null_above_0_01,M-1320,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png|tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_a_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1320_a_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1320_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_1320_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_1320_A_diagnostic_v1_failed_source.png
806,visual_ltr_catalog_reverse,7,ba,ca,0.333333,0.000000,0.397143,0.073000,4,3,7,raw_not_unanimous,passes_min_independence,not_unanimous,false,true,false,false,true,false,false,false,low_impostor_but_shape_and_label_nulls_fail,not_unanimous_after_duplicate_collapse;modal_label_changes_after_collapse;shape_null_above_0_01;label_null_above_0_01,H-152|H-654|H-158,tmp/effective_unicity_directionality_blind_packet/source_crops/H_152_A_signband_source.png|tmp/effective_unicity_directionality_blind_packet/source_crops/H_654_A_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/H_654_A_recut_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/H_158_cisi_india_n237_label_masked_context_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/H_158_cisi_india_n237_label_masked_context_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/H_654_A_recut_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/H_654_A_recut_signband_source.png
555,visual_ltr_catalog_order,6,e,e,1.000000,0.000000,0.455000,1.000000,2,1,6,raw_not_unanimous,fails_min_independence,not_unanimous,true,true,false,false,false,false,true,false,low_impostor_but_shape_and_label_nulls_fail,fewer_than_3_unique_token_hashes;fewer_than_3_unique_cisis;not_unanimous_after_duplicate_collapse;shape_null_above_0_01;label_null_above_0_01,M-1320,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png|tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_a_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1320_a_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1320_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_1320_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_1320_A_diagnostic_v1_failed_source.png
240,visual_ltr_catalog_order,11,tha,ra,0.500000,0.000000,0.465455,1.000000,6,4,11,raw_not_unanimous,passes_min_independence,not_unanimous,false,true,false,false,true,false,false,false,low_impostor_but_shape_and_label_nulls_fail,not_unanimous_after_duplicate_collapse;modal_label_changes_after_collapse;shape_null_above_0_01;label_null_above_0_01,H-449|M-240|M-1320|M-1315,tmp/002_y_branch_gap_blind_packet/source_crops/BG013_source_crop.png|tmp/032_002_branch_tail_source_acquisition/M240_impression_a_signband_from_cisi_india_n095.png|tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png|tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_a_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1315_cisi_pakistan_n202_label_masked_context_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1320_a_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1320_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_1320_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_1315_cisi_pakistan_n202_label_masked_context_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_1320_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_1315_cisi_pakistan_n202_label_masked_context_source.png
820,visual_ltr_catalog_order,6,tha,tha,1.000000,0.000000,0.483333,1.000000,3,1,6,raw_unanimity_single_cisi_only,fails_min_independence,unanimous,true,true,false,false,false,true,true,false,low_impostor_but_shape_and_label_nulls_fail,fewer_than_3_unique_cisis;shape_null_above_0_01;label_null_above_0_01,M-381,tmp/002_y_branch_gap_blind_packet/source_crops/BG010_source_crop.png|tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg|tmp/effective_unicity_directionality_blind_packet/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_381_panel_existing_stress_negative_source.png
555,visual_ltr_catalog_reverse,6,tha,tha,1.000000,0.001000,0.395000,1.000000,2,1,6,raw_unanimity_single_cisi_only,fails_min_independence,unanimous,true,true,false,false,false,true,true,false,low_impostor_but_shape_and_label_nulls_fail,fewer_than_3_unique_token_hashes;fewer_than_3_unique_cisis;shape_null_above_0_01;label_null_above_0_01,M-1320,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png|tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_a_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1320_a_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1320_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_1320_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_1320_A_diagnostic_v1_failed_source.png
055,visual_ltr_catalog_reverse,11,ra,ra,1.000000,0.002000,0.097727,0.000000,5,2,11,raw_unanimity_survives_duplicate_collapse_but_original_null_failed,fails_min_independence,unanimous,true,true,false,true,false,true,true,false,low_impostor_but_shape_null_fails,fewer_than_3_unique_cisis;shape_null_above_0_01,M-381|M-1273,tmp/002_y_branch_gap_blind_packet/source_crops/BG010_source_crop.png|tmp/032_002_861_suffix_split/M1273_impression_a_cisi_pakistan_n195.png|tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg|tmp/effective_unicity_directionality_blind_packet/source_crops/M_1273_impression_a_existing_hard_negative_source.png|tmp/effective_unicity_directionality_blind_packet/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1273_impression_a_existing_hard_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_1273_impression_a_existing_hard_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_1273_impression_a_existing_hard_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_381_panel_existing_stress_negative_source.png
032,visual_ltr_catalog_reverse,15,ra,tha,0.500000,0.002000,0.208667,0.086000,8,4,15,raw_not_unanimous,passes_min_independence,not_unanimous,false,true,false,false,true,false,false,false,low_impostor_but_shape_and_label_nulls_fail,not_unanimous_after_duplicate_collapse;modal_label_changes_after_collapse;shape_null_above_0_01;label_null_above_0_01,M-381|M-70|M-240|M-811,tmp/002_y_branch_gap_blind_packet/source_crops/BG010_source_crop.png|tmp/032_002_branch_tail_source_acquisition/M70_face_A_signband_from_cisi_india_n066.png|tmp/032_002_branch_tail_source_acquisition/M70_impression_a_signband_from_cisi_india_n066.png|tmp/032_002_branch_tail_source_acquisition/M240_impression_a_signband_from_cisi_india_n095.png|tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg|tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_a_signband_source.png|tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_A_signband_source.png|tmp/effective_unicity_directionality_blind_packet/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_811_a_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_811_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_811_A_diagnostic_v1_failed_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_811_A_diagnostic_v1_failed_source.png
820,visual_ltr_catalog_reverse,6,ra,ra,1.000000,0.003000,0.078333,1.000000,3,1,6,raw_unanimity_single_cisi_only,fails_min_independence,unanimous,true,true,false,false,false,true,true,false,low_impostor_but_shape_and_label_nulls_fail,fewer_than_3_unique_cisis;shape_null_above_0_01;label_null_above_0_01,M-381,tmp/002_y_branch_gap_blind_packet/source_crops/BG010_source_crop.png|tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg|tmp/effective_unicity_directionality_blind_packet/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_381_panel_existing_stress_negative_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_381_panel_existing_stress_negative_source.png
061,visual_ltr_catalog_order,4,ra,ra,1.000000,0.008000,0.047500,0.020000,2,1,4,raw_unanimity_single_cisi_only,fails_min_independence,unanimous,true,true,false,false,false,true,true,false,low_impostor_but_shape_and_label_nulls_fail,fewer_than_3_unique_token_hashes;fewer_than_3_unique_cisis;shape_null_above_0_01;label_null_above_0_01,H-654,tmp/effective_unicity_directionality_blind_packet/source_crops/H_654_A_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/H_654_A_recut_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/H_654_A_recut_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/H_654_A_recut_signband_source.png
405,visual_ltr_catalog_order,9,ra,ra,0.666667,0.009000,0.245000,0.050000,5,3,9,raw_not_unanimous,passes_min_independence,not_unanimous,true,true,false,false,true,false,true,false,low_impostor_but_shape_and_label_nulls_fail,not_unanimous_after_duplicate_collapse;shape_null_above_0_01;label_null_above_0_01,H-654|M-386|H-158,tmp/effective_unicity_directionality_blind_packet/source_crops/H_654_A_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_386_cisi_india_n130_label_masked_context_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/H_654_A_recut_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2/source_crops/H_158_cisi_india_n237_label_masked_context_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/H_158_cisi_india_n237_label_masked_context_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/H_654_A_recut_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2b/source_crops/M_386_cisi_india_n130_label_masked_context_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/H_654_A_recut_signband_source.png|tmp/effective_unicity_directionality_blind_packet_v2c/source_crops/M_386_cisi_india_n130_label_masked_context_source.png
