fetch_id,query_id,query_text,url,page,http_status,byte_length,sha256,error
fetch_e88227faf771703d,mn_e7ea26b9f8daf89f,lu2 me-luh-ha{ki}-me,https://cdli.earth/search?atf_transliteration=lu2%20me-luh-ha%7Bki%7D-me&format=json&limit=100&page=1,1,200,6497,9a1f26a05b0ae0a7de8e75693897c619292ee9255737faf5f91fd5e483a923c6,
fetch_5e034942ea284278,mn_282d8bad971d08b6,gurusz,https://cdli.earth/search?atf_transliteration=gurusz&format=json&limit=100&page=1,1,200,1177379,1c8593770d375d0858cf2710df54b480fb0ff3fcdf20731de442fc376124018f,
fetch_721127827452c902,mn_282d8bad971d08b6,gurusz,https://cdli.earth/search?atf_transliteration=gurusz&format=json&limit=100&page=2,2,200,748691,84d399e577d88f0506d6cf65d2e70bb36ab265f3c0da98e786e6e85f8fb88f5b,
fetch_3ccc79c78197e0b7,mn_282d8bad971d08b6,gurusz,https://cdli.earth/search?atf_transliteration=gurusz&format=json&limit=100&page=3,3,200,1075135,d7edbb9fba39e8d7196c63ee7b2d48b570648b872f0c588ff25e50aa91f6409d,
fetch_f3ed0038fafc600c,mn_282d8bad971d08b6,gurusz,https://cdli.earth/search?atf_transliteration=gurusz&format=json&limit=100&page=4,4,200,722996,b0509e02cadc3045965c18011aab69cba2d4a437189095595a7956c36a941400,
fetch_1cc0d965350cf431,mn_282d8bad971d08b6,gurusz,https://cdli.earth/search?atf_transliteration=gurusz&format=json&limit=100&page=5,5,200,710494,a9fa4325648d095f24ae4dfda095374b3a83c7ba16aeef9e9f30493ffc17556b,
fetch_9b442c52216d99b7,mn_2ac6c2be9340721f,gurusz ma2 me-luh-ha,https://cdli.earth/search?atf_transliteration=gurusz%20ma2%20me-luh-ha&format=json&limit=100&page=1,1,200,3373,5c339d60b9061ebd5a5d6ada20aa90c8085911143ac561a395c0efd2268d14bc,
fetch_a9db18a918304404,mn_c8c902077caae062,lu2-tukul,https://cdli.earth/search?atf_transliteration=lu2-tukul&format=json&limit=100&page=1,1,200,344995,cf1a39aee95190c753d4902ab1c0abf4881d794d949ef002df3471a21a020c16,
fetch_9e2b444e20224b4d,mn_6bf2efcd62edb66a,lu2-tukul ma2 me-luh-ha,https://cdli.earth/search?atf_transliteration=lu2-tukul%20ma2%20me-luh-ha&format=json&limit=100&page=1,1,200,8020,ed8c012a63464daf25242a52766c675b273ea3b6b8c045284cbbf8a6db97d85c,
fetch_8c9f683d4c0307eb,mn_c54a0f61e6c6a105,ma2 me-luh-ha,https://cdli.earth/search?atf_transliteration=ma2%20me-luh-ha&format=json&limit=100&page=1,1,200,100369,fc45f3767b02e039525acc16a43b612304887b1ba9dfc7fb994a8739f10f51ac,
fetch_d477e5ce4341d9e3,mn_18492bb9970c81c3,ma2 me-luh-ha-sze3,https://cdli.earth/search?atf_transliteration=ma2%20me-luh-ha-sze3&format=json&limit=100&page=1,1,200,2471,4be61de09d4f7c8c9a750b3a3e2e7fd756593812dd5bc660f316ed286d1b1788,
fetch_575c00b9003b0739,mn_3b39a411d18165b7,nu-banda3,https://cdli.earth/search?atf_transliteration=nu-banda3&format=json&limit=100&page=1,1,200,728365,ad4f6cdfc49ae06b5106b738ff4fef33ef929a874cc8626e7ca901c608f138a6,
fetch_8979788be890d591,mn_3b39a411d18165b7,nu-banda3,https://cdli.earth/search?atf_transliteration=nu-banda3&format=json&limit=100&page=2,2,200,783753,f89cc09f5174d89279d22165c3e64523cdc81fdd6ea03a1b3d35ca66d304f7e3,
fetch_dd65d88cfea05b1d,mn_3b39a411d18165b7,nu-banda3,https://cdli.earth/search?atf_transliteration=nu-banda3&format=json&limit=100&page=3,3,200,1041152,a83031aea674462c8fc58bd59a920d463344d3bc33899fdf85f745bfc74a87d5,
fetch_edae135a2b9bc614,mn_3b39a411d18165b7,nu-banda3,https://cdli.earth/search?atf_transliteration=nu-banda3&format=json&limit=100&page=4,4,200,1598229,16d6bba4fe715feff7d3bb5660470e5e16b5c89098bbfeadf1fb3c74d915790f,
fetch_388f71fd6b768610,mn_3b39a411d18165b7,nu-banda3,https://cdli.earth/search?atf_transliteration=nu-banda3&format=json&limit=100&page=5,5,200,1140446,94d6bcdad2e602b5cfd3c45208be0f3302981869d6f9d0e8b827de83d84176ea,
fetch_aa0c9c4580c7f87c,mn_309682690948f9c2,nu-banda3 ma2 me-luh-ha,https://cdli.earth/search?atf_transliteration=nu-banda3%20ma2%20me-luh-ha&format=json&limit=100&page=1,1,200,4059,45003216bacee9461f3407029b1c04077f84722483345b944be99233bad99633,
fetch_0bc7b9e75fefd733,mn_d23211657d9299ba,gug gi-rin,https://cdli.earth/search?atf_transliteration=gug%20gi-rin&format=json&limit=100&page=1,1,200,2718575,8a01ce6b3d73f8a793e017069b571c11649900227d53f0812b0083bf4d97a24d,
fetch_25db9aeb12fdd547,mn_78a204a12e7c7a19,gug gi-rin me-luh-ha-da,https://cdli.earth/search?atf_transliteration=gug%20gi-rin%20me-luh-ha-da&format=json&limit=100&page=1,1,200,2376438,b468aa7796638de10cc85079badcdd8d1fd1753f6677a3a4d64e7c782fd280f7,
fetch_f28ec3b86df8793c,mn_d36be66e7421d5cc,gug gi-rin-e,https://cdli.earth/search?atf_transliteration=gug%20gi-rin-e&format=json&limit=100&page=1,1,200,257170,43259aeccb93bbc93d18ec4c79cce17069e3a6f59ca8754ee2a4a7965397e203,
fetch_06a0660d2b0105d5,mn_3cf8cbadd5469aea,gug gi-rin-e me-luh-ha-ta,https://cdli.earth/search?atf_transliteration=gug%20gi-rin-e%20me-luh-ha-ta&format=json&limit=100&page=1,1,200,257170,43259aeccb93bbc93d18ec4c79cce17069e3a6f59ca8754ee2a4a7965397e203,
fetch_161b79e9c3184189,mn_43a20614184a8d22,ku3 NE gug gi-rin,https://cdli.earth/search?atf_transliteration=ku3%20NE%20gug%20gi-rin&format=json&limit=100&page=1,1,200,2376438,b468aa7796638de10cc85079badcdd8d1fd1753f6677a3a4d64e7c782fd280f7,
fetch_ec9a781b8d871e72,mn_ac1ab6c63f85d551,uruda nagga,https://cdli.earth/search?atf_transliteration=uruda%20nagga&format=json&limit=100&page=1,1,200,3210002,6038b270ffd38acfb5794c3e49706ad34b43de8772029e41e0768958a16d36ab,
fetch_252459faab54c7af,mn_f2c6804ca55f79bf,uruda nagga lagab za-gin3-na ku3 NE gug gi-rin me-luh-ha-da,https://cdli.earth/search?atf_transliteration=uruda%20nagga%20lagab%20za-gin3-na%20ku3%20NE%20gug%20gi-rin%20me-luh-ha-da&format=json&limit=100&page=1,1,200,2376438,b468aa7796638de10cc85079badcdd8d1fd1753f6677a3a4d64e7c782fd280f7,
fetch_da326166fec77bbd,mn_5d10a8ca3066e932,za-gin3-na,https://cdli.earth/search?atf_transliteration=za-gin3-na&format=json&limit=100&page=1,1,200,5402669,ec519d21b436740873930e9e143cdc343371fe81eff20a0d79e9f2ca75c52eb3,
fetch_fc6502343e54e1a3,mn_5d10a8ca3066e932,za-gin3-na,https://cdli.earth/search?atf_transliteration=za-gin3-na&format=json&limit=100&page=2,2,200,512577,a2040ba7248b1bef77e4a03fc9b617bf32cb7748ccf5e413138b4e89fbf677ee,
fetch_fd278554e6ebe59a,mn_0f077a587545043c,ma-na uruda me-luh-ha,https://cdli.earth/search?atf_transliteration=ma-na%20uruda%20me-luh-ha&format=json&limit=100&page=1,1,200,4805,514135bb7f92a5330a52181eb300ddfdf9a10ba3bf7faa77969195ce204f87bb,
fetch_2696c969bf69caaa,mn_06dbc3d952fd5cbf,nagga uruda,https://cdli.earth/search?atf_transliteration=nagga%20uruda&format=json&limit=100&page=1,1,200,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,
fetch_ecf58af0aa0f39d8,mn_79908901563f004f,uruda me-luh-ha,https://cdli.earth/search?atf_transliteration=uruda%20me-luh-ha&format=json&limit=100&page=1,1,200,25397,dfb9c4334afc4734aa1f849ffccf7c1868f271074cdeaf9b8f43ee6c88581ea9,
fetch_c7b7d1630215a662,mn_c82c24d58f696945,i3-dub me-luh-ha,https://cdli.earth/search?atf_transliteration=i3-dub%20me-luh-ha&format=json&limit=100&page=1,1,200,42623,a08bb20a57b6f8a0573dade113c473e0a0c0e7527e38e4466cf70e23924328a8,
fetch_c9158821e17bac88,mn_39ddfc36937689a5,i3-dub me-luh-ha-ta,https://cdli.earth/search?atf_transliteration=i3-dub%20me-luh-ha-ta&format=json&limit=100&page=1,1,200,9009,a009fd540f7ddc1ebcb0be7f8faca3eabaf7581ec4bb59dea797050b7261cb13,
fetch_a486f5087e434538,mn_d0cf2809cb530d82,e2-duru5 me-luh-ha,https://cdli.earth/search?atf_transliteration=e2-duru5%20me-luh-ha&format=json&limit=100&page=1,1,200,16508,b5e2b81ebe3c1e0405a55a1bb8256974e7d184880434263686bf1263134182d4,
fetch_ea65382ea7c21d8d,mn_4751185f1bab198d,e2-duru5 me-luh-ha-ta,https://cdli.earth/search?atf_transliteration=e2-duru5%20me-luh-ha-ta&format=json&limit=100&page=1,1,200,14071,7ef22c23cca4519c57ba84748f9a5bc13ceca894494ce01fc1939a08b77c00ba,
fetch_fae2549b21118090,mn_2634eb3b8df89360,e2-duru5 me-luh-ha{ki},https://cdli.earth/search?atf_transliteration=e2-duru5%20me-luh-ha%7Bki%7D&format=json&limit=100&page=1,1,200,2438,c9dca0e4001e1385cb3804587efc58f1e35ee34ccd67d63bc205f3e318dff26c,
fetch_70351fc0f2279a97,mn_8c291afac16264a6,dumu me-luh-ha,https://cdli.earth/search?atf_transliteration=dumu%20me-luh-ha&format=json&limit=100&page=1,1,200,747328,0e8c9497a7fb5191f4302e111dfc5ceb7cbf14a31eeebf71c35131aa70e7b1e4,
fetch_38473fb9989a569c,mn_33eb456a5fda6ce0,kiszib3 ur-{d}lamma,https://cdli.earth/search?atf_transliteration=kiszib3%20ur-%7Bd%7Dlamma&format=json&limit=100&page=1,1,200,1028584,04e7fe09f15e2bd62706f75793f02029c55c7efa1d5389c30f170775aa58f648,
fetch_552090fd44b26e38,mn_33eb456a5fda6ce0,kiszib3 ur-{d}lamma,https://cdli.earth/search?atf_transliteration=kiszib3%20ur-%7Bd%7Dlamma&format=json&limit=100&page=2,2,200,1069529,a0da8b4b1b65a1cc1d8efcaf644deec9ea5aed2d3b9dd0a18cb1d2fb13a79629,
fetch_b2a467f115cab04a,mn_33eb456a5fda6ce0,kiszib3 ur-{d}lamma,https://cdli.earth/search?atf_transliteration=kiszib3%20ur-%7Bd%7Dlamma&format=json&limit=100&page=3,3,200,49724,217eed52a86bcc3ea21debfe06bca2f1febe69d5385f27ce0a560ec9c5a2e173,
fetch_9bb679bfe028f17c,mn_9d561e2c859cf791,kiszib3 ur-{d}lamma dumu me-luh-ha,https://cdli.earth/search?atf_transliteration=kiszib3%20ur-%7Bd%7Dlamma%20dumu%20me-luh-ha&format=json&limit=100&page=1,1,200,25025,89b4b798fe0b633be303f7279f5b9ba51a203ba54ddd8fe213b6af1d3be8e6a3,
fetch_6df8a119e07817e0,mn_ec001c88533193f5,ur-{d}ig-alim,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dig-alim&format=json&limit=100&page=1,1,200,1238686,f01b951e70ded1702cec0401fa4fc3106b10f292b2684f26006445cc52d94027,
fetch_c6d32bda51a99d40,mn_ec001c88533193f5,ur-{d}ig-alim,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dig-alim&format=json&limit=100&page=2,2,200,1496775,f498599bb37506c45d2b6eb627b12f8c4961af4070c49245cd5adcef9434da1b,
fetch_f625d31acc91446d,mn_ec001c88533193f5,ur-{d}ig-alim,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dig-alim&format=json&limit=100&page=3,3,200,1694858,3995c2fe88445d6f86609542e25cf6df6f2d72da5e6344c7f17e0e813b8e5e03,
fetch_6dab00865f212244,mn_ec001c88533193f5,ur-{d}ig-alim,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dig-alim&format=json&limit=100&page=4,4,200,1686170,1af815b9ba0ea33919a5b0a5f067d485de263790b1623bcfb2008716c2e82c35,
fetch_eb233512c110926c,mn_ec001c88533193f5,ur-{d}ig-alim,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dig-alim&format=json&limit=100&page=5,5,200,2086030,3e24cd310f550d22182475767841342b34d2096303bb157e254eec1f251d0d84,
fetch_67403997b2aece32,mn_5804030511afef3b,ur-{d}ig-alim dumu me-luh-ha,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dig-alim%20dumu%20me-luh-ha&format=json&limit=100&page=1,1,200,6812,c5ddfdd06849640efc7a3421756a8a2ec85f4beaf470e7423738642211a26ab7,
fetch_fa64b03b43346b78,mn_9b8b5c2e564de91f,ur-{d}lamma,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dlamma&format=json&limit=100&page=1,1,200,1199748,b50c85f5f9925c458260b8d9a93365c278ceac70d477fe95d4d9202a00a95a8b,
fetch_3394a05e3f12ac05,mn_9b8b5c2e564de91f,ur-{d}lamma,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dlamma&format=json&limit=100&page=2,2,200,1778561,62389e42d4470a1426b42924a5ba7c554ddd767af528af0987aa7061d065c706,
fetch_2a518bedb51d22f9,mn_9b8b5c2e564de91f,ur-{d}lamma,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dlamma&format=json&limit=100&page=3,3,200,2121836,178ac77f26940791273f9715547652f97a36054cf109b6c8c27baa6cf2966b9f,
fetch_0ba98f5c56c6485b,mn_9b8b5c2e564de91f,ur-{d}lamma,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dlamma&format=json&limit=100&page=4,4,200,2027764,f7ef6bd1fa4b92f3e9fe63e718f7ccd610dca9f1588756123895920e2bdefb56,
fetch_9b8fac9412caa9e3,mn_9b8b5c2e564de91f,ur-{d}lamma,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dlamma&format=json&limit=100&page=5,5,200,570198,b2c8ac801b2b878f940a6ecadc1f3d76ab6b97449822f1902b1f26794ff5e7b8,
fetch_eed15921adba4525,mn_cfd80894fcf44534,ur-{d}lamma dumu me-luh-ha,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dlamma%20dumu%20me-luh-ha&format=json&limit=100&page=1,1,200,331006,17ba312d3530a73abeceb0365c127ae26aca3bb179ce47cba3588cf70b0d7808,
fetch_44bbb02cb2629d19,mn_2785f25275e8950f,_ARAD2_ {d}nansze-me,https://cdli.earth/search?atf_transliteration=_ARAD2_%20%7Bd%7Dnansze-me&format=json&limit=100&page=1,1,200,4442,8d3de1758b6dc8b4b3a01e402666ac32b4964f40833d07de7adef393ff4c2fac,
fetch_8b1d5f922dc7dd3c,mn_e7fe635224d5222c,ugula me-luh-ha,https://cdli.earth/search?atf_transliteration=ugula%20me-luh-ha&format=json&limit=100&page=1,1,200,4442,8d3de1758b6dc8b4b3a01e402666ac32b4964f40833d07de7adef393ff4c2fac,
fetch_16a9ac0ad75ac932,mn_295b755d432e8d94,ugula# me-luh-ha,https://cdli.earth/search?atf_transliteration=ugula%23%20me-luh-ha&format=json&limit=100&page=1,1,200,4442,8d3de1758b6dc8b4b3a01e402666ac32b4964f40833d07de7adef393ff4c2fac,
fetch_ee96132c9626580d,mn_059475a14788543e,{gesz}guzza {gesz}ab-ba me-luh-ha,https://cdli.earth/search?atf_transliteration=%7Bgesz%7Dguzza%20%7Bgesz%7Dab-ba%20me-luh-ha&format=json&limit=100&page=1,1,200,4998,3079f61f2dd4f1bcf61340748749ff4f9fa27c27ba6da0cb3e20a6c9c7091a40,
fetch_c419cdea81b21d61,mn_7cc8878e6e03aebd,{gesz}kiri6 me-luh-ha,https://cdli.earth/search?atf_transliteration=%7Bgesz%7Dkiri6%20me-luh-ha&format=json&limit=100&page=1,1,200,5290,3fe979fccf5fd40fc032236a6610054db0ed4ac7571f9860f80fa342e0c4d6f1,
fetch_380ca18354c1b3ef,mn_7a731eed09ad7fbe,{gesz}kiri6 me-luh-ha {d}nin-mar{ki},https://cdli.earth/search?atf_transliteration=%7Bgesz%7Dkiri6%20me-luh-ha%20%7Bd%7Dnin-mar%7Bki%7D&format=json&limit=100&page=1,1,200,5290,3fe979fccf5fd40fc032236a6610054db0ed4ac7571f9860f80fa342e0c4d6f1,
fetch_3b3e1d4f1ef1ea64,mn_60b4f8cab4d35d6b,gu-bi,https://cdli.earth/search?atf_transliteration=gu-bi&format=json&limit=100&page=1,1,200,1918317,1e0492abeec4a7aea80f2406fafe567a769249545328c7cad2f0c4100b2884f7,
fetch_c2254e02bb19d6f7,mn_60b4f8cab4d35d6b,gu-bi,https://cdli.earth/search?atf_transliteration=gu-bi&format=json&limit=100&page=2,2,200,331078,53ad27e72726c5752bf3c4eb4a930fe4e1acfcc34c579a7004cf9d408bd644c1,
fetch_15a88e6ceeb79bd8,mn_781399d913e86cda,kur me-luh-ha{ki} ma2-gan{ki} dilmun{ki},https://cdli.earth/search?atf_transliteration=kur%20me-luh-ha%7Bki%7D%20ma2-gan%7Bki%7D%20dilmun%7Bki%7D&format=json&limit=100&page=1,1,200,104131,3357f032218780830b1d4fff9eeea0f0a27f85c784ec961bd493ca3750366370,
fetch_d48700388357a3c3,mn_4df45560f83825e2,ma2-gan me-luh-ha,https://cdli.earth/search?atf_transliteration=ma2-gan%20me-luh-ha&format=json&limit=100&page=1,1,200,257170,43259aeccb93bbc93d18ec4c79cce17069e3a6f59ca8754ee2a4a7965397e203,
fetch_b4bcb52c5f30b090,mn_dceb616cae86b103,me-luh-ha{ki} ma2-gan{ki},https://cdli.earth/search?atf_transliteration=me-luh-ha%7Bki%7D%20ma2-gan%7Bki%7D&format=json&limit=100&page=1,1,200,104131,3357f032218780830b1d4fff9eeea0f0a27f85c784ec961bd493ca3750366370,
fetch_0640d9869d782d47,mn_f4e3d283eb35bf82,ur gun3-a,https://cdli.earth/search?atf_transliteration=ur%20gun3-a&format=json&limit=100&page=1,1,200,54325,309c05a3998fdfb4a404b3e33cd7c0f9f0836038cc243e1ac92a4bcabd6aea15,
fetch_f09cd100f03b234c,mn_3160adb7385d81f7,ur gun3-a me-luh-ha,https://cdli.earth/search?atf_transliteration=ur%20gun3-a%20me-luh-ha&format=json&limit=100&page=1,1,200,30982,0f935a212ff2ac169db4ecdb01ea02fa22d35275cbd42bd695b74ae7b2242295,
fetch_a1653f156f5e4daf,mn_4b6f393737f714e4,ur gun3-a me-luh-ha{ki},https://cdli.earth/search?atf_transliteration=ur%20gun3-a%20me-luh-ha%7Bki%7D&format=json&limit=100&page=1,1,200,30982,0f935a212ff2ac169db4ecdb01ea02fa22d35275cbd42bd695b74ae7b2242295,
