sign_id,orientation_policy,raw_sample_count,unique_sha256_count,unique_cisi_count,raw_modal_label,raw_modal_count,raw_modal_share,sha_modal_label,sha_modal_count,sha_modal_share,cisi_modal_label,cisi_modal_count,cisi_modal_share,original_shape_null_share,original_label_null_share,original_gate_decision,duplicate_collapse_status,cisis,token_ids
817,visual_ltr_catalog_order,2,1,1,dha,2,1.000000,dha,1,1.000000,dha,1,1.000000,0.132500,1.000000,failed_shape_or_label_null,raw_unanimity_collapses_below_two_unique_hashes,M-32,tok_c1955e93f4423bf8|tok_5890e22e4c13646c
817,visual_ltr_catalog_reverse,2,1,1,dhya,2,1.000000,dhya,1,1.000000,dhya,1,1.000000,0.025000,1.000000,failed_shape_or_label_null,raw_unanimity_collapses_below_two_unique_hashes,M-32,tok_52780204bca57b48|tok_c26e3237ca0ba14d
923,visual_ltr_catalog_order,2,1,1,ra,2,1.000000,ra,1,1.000000,ra,1,1.000000,0.087500,1.000000,failed_shape_or_label_null,raw_unanimity_collapses_below_two_unique_hashes,M-527,tok_6bcc4037c15cd850|tok_2868f90bde3743d9
923,visual_ltr_catalog_reverse,2,1,1,ra,2,1.000000,ra,1,1.000000,ra,1,1.000000,0.090000,1.000000,failed_shape_or_label_null,raw_unanimity_collapses_below_two_unique_hashes,M-527,tok_ba1575026afe6069|tok_7c05953cbb40a7af
527,visual_ltr_catalog_order,6,2,1,ra,6,1.000000,ra,2,1.000000,ra,1,1.000000,0.035000,0.031000,failed_shape_or_label_null,raw_unanimity_single_cisi_only,M-1320,tok_d0b65846e90e30f4|tok_9f3194df275374db|tok_317f91e465a76357|tok_dc07d5ed76abb711|tok_2bfefeec77b619fc|tok_f9e363882655387e
555,visual_ltr_catalog_reverse,6,2,1,tha,6,1.000000,tha,2,1.000000,tha,1,1.000000,0.395000,1.000000,failed_shape_or_label_null,raw_unanimity_single_cisi_only,M-1320,tok_f466323a1fde1e34|tok_703eb4b27a73bec2|tok_ae4821060c9f2882|tok_9668a2955460a9a7|tok_b40ce6887015cc03|tok_35fdd182482be755
820,visual_ltr_catalog_order,6,3,1,tha,6,1.000000,tha,3,1.000000,tha,1,1.000000,0.483333,1.000000,failed_shape_or_label_null,raw_unanimity_single_cisi_only,M-381,tok_e10b8ab19d832873|tok_fa5674652d7077c1|tok_733a86da7ff9bb59|tok_e41f74af6c5d4454|tok_bd8fa86ef7052b2c|tok_a7e3f26a43331a06
820,visual_ltr_catalog_reverse,6,3,1,ra,6,1.000000,ra,3,1.000000,ra,1,1.000000,0.078333,1.000000,failed_shape_or_label_null,raw_unanimity_single_cisi_only,M-381,tok_843f624f9c769fe6|tok_a0644246f0a9162f|tok_68aa732f6acb549f|tok_b481efb27c1c6815|tok_a74409830406d452|tok_2ea77f2c93711d9b
061,visual_ltr_catalog_order,4,2,1,ra,4,1.000000,ra,2,1.000000,ra,1,1.000000,0.047500,0.020000,failed_shape_or_label_null,raw_unanimity_single_cisi_only,H-654,tok_09fd1b75aa602625|tok_d12ccf8ea9729e70|tok_e1699b5bca0c61be|tok_06841619429d6d85
139,visual_ltr_catalog_reverse,3,2,1,ra,3,1.000000,ra,2,1.000000,ra,1,1.000000,0.105000,0.015000,failed_shape_or_label_null,raw_unanimity_single_cisi_only,M-386,tok_8555b8744f02509a|tok_d5d0fb5407a222a7|tok_be4f499bd2f18260
798,visual_ltr_catalog_reverse,12,5,2,ra,12,1.000000,ra,5,1.000000,ra,2,1.000000,0.100000,0.000000,failed_shape_or_label_null,raw_unanimity_survives_duplicate_collapse_but_original_null_failed,M-1320|M-381,tok_fffbb3055f73d68f|tok_dad1de046d78341a|tok_f4270d493ac45a56|tok_078612e2d2b41a77|tok_75ab2ef3e01f8102|tok_6345a4f323addc21|tok_df8fb79c81800566|tok_efa595c2cf0513bc|tok_ab06ec82800324cf|tok_8bf765e1fa2fc212|tok_7101cd940b531a7f|tok_9f6ada09c2462feb
055,visual_ltr_catalog_reverse,11,5,2,ra,11,1.000000,ra,5,1.000000,ra,2,1.000000,0.097727,0.000000,failed_shape_or_label_null,raw_unanimity_survives_duplicate_collapse_but_original_null_failed,M-1273|M-381,tok_523ad541b111c4dc|tok_1bdddc47ebe30423|tok_0533095931a3656c|tok_16158e19f7fdad79|tok_90cb0a3842859134|tok_370a4d9c236c7c48|tok_aafd311c54d78d9c|tok_c5804b4c02b11e25|tok_b09e30e0df287f67|tok_0023e118ebc2467e|tok_f82a80518cff0d79
220,visual_ltr_catalog_order,7,4,2,ra,7,1.000000,ra,4,1.000000,ra,2,1.000000,0.082143,0.014000,failed_shape_or_label_null,raw_unanimity_survives_duplicate_collapse_but_original_null_failed,M-240|M-381,tok_75d39ecc2bc5c263|tok_db1048ae2ad0a678|tok_ac8ff09e68a493c0|tok_02d5402d568e1e06|tok_48ebc36d9e1924c8|tok_25c21fe693f14651|tok_7166688aa3ffc969
220,visual_ltr_catalog_reverse,7,4,2,ra,7,1.000000,ra,4,1.000000,ra,2,1.000000,0.122143,0.001000,failed_shape_or_label_null,raw_unanimity_survives_duplicate_collapse_but_original_null_failed,M-240|M-381,tok_41c507443f6c3c78|tok_7bca84f76060f88a|tok_a5623b6759a07c4d|tok_f33d3c484879e6e5|tok_e99e433a3bd3be55|tok_dd337d53c089715d|tok_c56726f315efb4eb
617,visual_ltr_catalog_reverse,6,4,2,ra,6,1.000000,ra,4,1.000000,ra,2,1.000000,0.131667,0.000000,failed_shape_or_label_null,raw_unanimity_survives_duplicate_collapse_but_original_null_failed,M-1315|M-1458,tok_7ccca26462f93e25|tok_ac72cc733f621dcf|tok_adccced8033f1104|tok_8253bebc34a72487|tok_7d1217043115c01b|tok_a742994921627fe8
031,visual_ltr_catalog_order,2,2,2,ra,2,1.000000,ra,2,1.000000,ra,2,1.000000,0.060000,1.000000,failed_shape_or_label_null,raw_unanimity_survives_duplicate_collapse_but_original_null_failed,M-318|M-654,tok_92512055f2730bfc|tok_cb733e8ffa30a9da
617,visual_ltr_catalog_order,6,4,2,ra,5,0.833333,ra,3,0.750000,dra,1,0.500000,0.123333,0.001000,failed_shape_or_label_null,raw_not_unanimous,M-1315|M-1458,tok_704fb1038291483c|tok_dc75a8c69a072678|tok_231e7c1f648850a2|tok_f4e18219f5a9fb11|tok_ac6813e52026b27b|tok_f9b54c3322090d85
061,visual_ltr_catalog_reverse,4,2,1,ja,3,0.750000,o,1,0.500000,o,1,1.000000,0.171250,1.000000,failed_shape_or_label_null,raw_not_unanimous,H-654,tok_5186e787f800451a|tok_d729fc749e701d9e|tok_e5055774c0dcfc45|tok_c79d4823ee262a52
001,visual_ltr_catalog_order,14,8,5,ra,10,0.714286,ra,5,0.625000,ra,4,0.800000,0.138214,0.000000,failed_shape_or_label_null,raw_not_unanimous,H-158|M-1310|M-1458|M-386|M-527,tok_cbf7ea3d7ff807da|tok_52ce126f2e974639|tok_9ecbd60faa684b45|tok_61ff08a28030c327|tok_5f20baabccf3f369|tok_c88274e3d61e243f|tok_6b6262cd47a53ef3|tok_c49549ef1c5862c8|tok_3a03f966c0f8a693|tok_99bcd4974c868165|tok_84473bf482725726|tok_3c1cc1399ce66b5f|tok_f18b98edb381d2d0|tok_404e91c1a3cf18d6
590,visual_ltr_catalog_order,7,4,3,ra,5,0.714286,ra,3,0.750000,ra,2,0.666667,0.267143,0.047000,failed_shape_or_label_null,raw_not_unanimous,H-158|H-449|M-1310,tok_d1a1b03d5467163d|tok_ca39b6f6eada72fb|tok_fbb1f1f6dff0dd97|tok_d80c190a86d90339|tok_c98d56833ed87061|tok_9c49cd5451218a49|tok_987020170ea5766c
803,visual_ltr_catalog_reverse,7,3,2,ra,5,0.714286,ra,2,0.666667,ra,2,1.000000,0.207857,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-77|M-811,tok_9e82d9b162a99a7f|tok_936f45233a5a6a5b|tok_24dc5d46f9a8c7d4|tok_303e6aab50e21870|tok_0fc8309aa9de05fe|tok_63727c631ec40b93|tok_9ce2e4b24e789c05
004,visual_ltr_catalog_reverse,12,7,4,ra,8,0.666667,ra,4,0.571429,ra,2,0.500000,0.232500,0.000000,failed_shape_or_label_null,raw_not_unanimous,H-665|M-1310|M-1458|M-386,tok_16d197ad44b0903c|tok_595c503fa48b4ff2|tok_d55096841f5f9e9b|tok_2830efba86d318ea|tok_09c28ca0c9ecd3a3|tok_b5c70db830ecdfee|tok_32d4489414d9389e|tok_c1dfb56e473dd4d4|tok_8e86d306bcc0875a|tok_a6301f20261b324d|tok_9bb50e906212c345|tok_a13410d35ac44956
861,visual_ltr_catalog_order,9,6,5,ra,6,0.666667,ra,3,0.500000,ra,2,0.400000,0.145556,0.074000,failed_shape_or_label_null,raw_not_unanimous,M-1273|M-240|M-28|M-653|M-77,tok_d8bf485315bda6cc|tok_b98a1a0fc53d0bb7|tok_a99fe19583e57580|tok_939d4ecf91213c2a|tok_76fcfaa9625ca19f|tok_4c71292f2c0950a8|tok_3cb10aca78b746fd|tok_7f98a8ab026a38c3|tok_d19adce4ffe29014
861,visual_ltr_catalog_reverse,9,6,5,a,6,0.666667,a,3,0.500000,a,2,0.400000,0.151667,0.078000,failed_shape_or_label_null,raw_not_unanimous,M-1273|M-240|M-28|M-653|M-77,tok_42f8a23d7da42a46|tok_bf57cbd2fa9f66f7|tok_d54bd8dc537bf518|tok_73bbc174ff1a8114|tok_ffd734cd771e126a|tok_9118296159b04964|tok_eb29edb16f3728c6|tok_a1133808ff7fc3f8|tok_fbc053b2ebbbf1a9
231,visual_ltr_catalog_order,6,2,1,ta,4,0.666667,ta,1,0.500000,ta,1,1.000000,0.255000,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1320,tok_3bbdf9f6032549ed|tok_f5226003cd1cb153|tok_14466b2e7cf2daf9|tok_270dcf3bb0b32241|tok_9a19ce7b4cb8c5a2|tok_ed2b80a4d22de144
231,visual_ltr_catalog_reverse,6,2,1,ta,4,0.666667,ta,1,0.500000,ta,1,1.000000,0.290833,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1320,tok_cff90e2a88a5490e|tok_d174a63b18aae02d|tok_83b27f548a4f7688|tok_8579e1a22c1dc2a8|tok_35302661ebbd41f8|tok_501f9981dfdc5fe8
527,visual_ltr_catalog_reverse,6,2,1,o,4,0.666667,o,1,0.500000,o,1,1.000000,0.065000,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1320,tok_a0a605bb98daa523|tok_437acfe0b623c5f0|tok_780f63405b6fa41b|tok_2647007a0d1e1bd4|tok_4861e961d43a0234|tok_78f55419ff077be5
555,visual_ltr_catalog_order,6,2,1,e,4,0.666667,e,1,0.500000,e,1,1.000000,0.455000,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1320,tok_2ef88f24932a93e8|tok_f1a0d0072038de8b|tok_ab862b615a729f9d|tok_c99b32a8686432a0|tok_bc7caff9ec3cf7c3|tok_e12db96eaaf6f4ec
603,visual_ltr_catalog_order,6,3,2,kha,4,0.666667,ja,1,0.333333,ja,1,0.500000,0.144167,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1273|M-240,tok_b8d29be98281b379|tok_a8609ac3b823ce46|tok_5531b3d91d1d5d30|tok_e88036706c770a1d|tok_1ff2fa6a3d31a0a2|tok_1dcd5bf4456c29a6
603,visual_ltr_catalog_reverse,6,3,2,i,4,0.666667,ra,1,0.333333,ra,1,0.500000,0.285833,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1273|M-240,tok_e93453f1b2ef64bb|tok_134534a393bc1dca|tok_cb8a54d006e7447b|tok_1e5cdad02e34d901|tok_7eac621925bdb075|tok_ef0ffac6495cccad
003,visual_ltr_catalog_order,3,2,2,bha,2,0.666667,ra,1,0.500000,ra,1,0.500000,0.236667,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-318|M-32,tok_09541477e399c721|tok_f8c77237760a8c90|tok_2a34dad78181bd15
003,visual_ltr_catalog_reverse,3,2,2,ca,2,0.666667,ra,1,0.500000,ra,1,0.500000,0.211667,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-318|M-32,tok_76b0da61b00fbd78|tok_3851867d241533d0|tok_ab93b979b82ab975
139,visual_ltr_catalog_order,3,2,1,ṇa,2,0.666667,ṇa,1,0.500000,ṇa,1,1.000000,0.043333,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-386,tok_54e8f65818042846|tok_6b0e37fb2b0021f4|tok_3f819cd5a1d1bb2e
154,visual_ltr_catalog_order,3,2,2,ra,2,0.666667,tha,1,0.500000,tha,1,0.500000,0.126667,1.000000,failed_shape_or_label_null,raw_not_unanimous,H-152|H-158,tok_2e33841cd23d1596|tok_72b8529d918176b6|tok_6b2af8d85bc20a7c
154,visual_ltr_catalog_reverse,3,2,2,ra,2,0.666667,dha,1,0.500000,dha,1,0.500000,0.085000,1.000000,failed_shape_or_label_null,raw_not_unanimous,H-152|H-158,tok_34a0f7fe36d6f4a9|tok_c75c735aacb12923|tok_19b6f57f2ac659ea
001,visual_ltr_catalog_reverse,14,8,5,ra,9,0.642857,ra,5,0.625000,ra,3,0.600000,0.151071,0.000000,failed_shape_or_label_null,raw_not_unanimous,H-158|M-1310|M-1458|M-386|M-527,tok_ff887a1db157f68e|tok_4dd74113e110d71e|tok_198a4552a3b5b3e5|tok_a7cc4727f7da4d7d|tok_afbad9063468791a|tok_ce95a08a06c8b1ed|tok_5babd5c38d930be4|tok_0592f07ef35d5dd9|tok_f115809248b30c5c|tok_e00b4b14af44f790|tok_0aa6c8e6f965dbb7|tok_d2c2ae4ef1c257ff|tok_9d3e8cf4c2889de1|tok_13bc7d008e8bbba3
226,visual_ltr_catalog_order,8,4,2,ra,5,0.625000,ra,2,0.500000,ra,2,1.000000,0.163750,0.055000,failed_shape_or_label_null,raw_not_unanimous,M-70|M-811,tok_6c9be2f4b86d43bf|tok_487438946b71f5ab|tok_3f41c7eee9322683|tok_4ef29b3a99eebbd2|tok_93c3d86d7d63c785|tok_d2ade8c2da91b6ec|tok_26ffc52e7bbceaeb|tok_2734f2b7c127dcdd
235,visual_ltr_catalog_reverse,5,3,2,ra,3,0.600000,ra,2,0.666667,ra,2,1.000000,0.249000,0.062000,failed_shape_or_label_null,raw_not_unanimous,M-1310|M-653,tok_6eea81f3743c21be|tok_6995ede8e01629d6|tok_afbfcf875fb900e7|tok_cfc6a57926408f9c|tok_aa325a205fe58fdd
803,visual_ltr_catalog_order,7,3,2,ba,4,0.571429,ra,1,0.333333,ra,1,0.500000,0.328571,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-77|M-811,tok_33268e80607fed6e|tok_35abe09b2975a7dc|tok_c9aedd8a9faf720c|tok_bda06b8409e869ad|tok_696fbae7be69cfe5|tok_63932d489088e41f|tok_726e6a549fc66f96
806,visual_ltr_catalog_reverse,7,4,3,ba,4,0.571429,ba,2,0.500000,ca,1,0.333333,0.397143,0.073000,failed_shape_or_label_null,raw_not_unanimous,H-152|H-158|H-654,tok_94425176b3572d64|tok_3f946cdf37f3ba28|tok_cbf66c74a5b0c5bb|tok_f9b8030445f10006|tok_3532aa4d0408e7be|tok_07cb47b70328c9e3|tok_481799e92713d129
405,visual_ltr_catalog_order,9,5,3,ra,5,0.555556,ra,3,0.600000,ra,2,0.666667,0.245000,0.050000,failed_shape_or_label_null,raw_not_unanimous,H-158|H-654|M-386,tok_c96aae45e513226e|tok_2a04466ff0b6f722|tok_586a8f6cfc83ef1e|tok_3c9e3558f2705319|tok_9a7466d1872e457f|tok_58bec32302af8bd0|tok_b5ca88e29b612668|tok_b62140c3f6bc4f87|tok_e10ea96078f617b1
055,visual_ltr_catalog_order,11,5,2,sya,6,0.545455,sya,3,0.600000,sya,1,0.500000,0.133182,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1273|M-381,tok_2b3290d7f5342e9e|tok_95b6dbcf4661a824|tok_d65a10587f260f78|tok_ab3e76e80a57126f|tok_b9e6b8d9258a48bc|tok_24e453b1b084b9ba|tok_2385f298c3764475|tok_711ea1ef26d4690c|tok_1e0cdc14be4bf226|tok_480a81e339009771|tok_a976dc97b15c8860
240,visual_ltr_catalog_order,11,6,4,tha,6,0.545455,ra,3,0.500000,ra,2,0.500000,0.465455,1.000000,failed_shape_or_label_null,raw_not_unanimous,H-449|M-1315|M-1320|M-240,tok_ec6d36352df318a3|tok_71f7a3d109fe4387|tok_c79a74e5e669a7c4|tok_320ced6e953d18a1|tok_bcdac3ea9cd33294|tok_2ae19d69e037eadb|tok_17af002ece97be21|tok_bfaea4a0193ab767|tok_e4d08ad864507e02|tok_868923432e51d6a5|tok_8556d2cd0b4ce26c
004,visual_ltr_catalog_order,12,7,4,ra,6,0.500000,ra,4,0.571429,ra,2,0.500000,0.187917,0.010000,failed_shape_or_label_null,raw_not_unanimous,H-665|M-1310|M-1458|M-386,tok_5f1eeb947fcdba71|tok_3a7654cd37ade74e|tok_ee5ff7b798df7003|tok_df076aa253d7cd44|tok_e658b4375136c17d|tok_959a2f6f7e86135a|tok_bae3f27955f8d8c7|tok_b649d949d3880d8c|tok_a5a83aee5bcc399b|tok_b8c662258757f13a|tok_bd550339cc271261|tok_9a4fe0fb3e245214
798,visual_ltr_catalog_order,12,5,2,ra,6,0.500000,ra,3,0.600000,ra,1,0.500000,0.127500,0.078000,failed_shape_or_label_null,raw_not_unanimous,M-1320|M-381,tok_09f496fb0cdefd8c|tok_06672d067b503169|tok_c3231ea0d4fee217|tok_2cbe657cd7b258cf|tok_b550caa963cf0bcc|tok_f4764c304fc74ba0|tok_68c15d0e7958e4cb|tok_265c9e52cfb53b4d|tok_4aa634f6782a66ec|tok_cb10e52d03fe3fdd|tok_7774d8306de8c7b5|tok_60c8be0be88fb027
390,visual_ltr_catalog_order,10,8,6,ra,5,0.500000,ra,4,0.500000,ra,3,0.500000,0.146500,0.004000,failed_shape_or_label_null,raw_not_unanimous,H-449|M-17|M-318|M-32|M-70|M-77,tok_c1858e3f23d1a914|tok_8cd8ac116ba935ca|tok_91e8f1aea76961a7|tok_fa3db63930600baa|tok_3ac5467d31348bd9|tok_b99841be48ffe32a|tok_3c2fc092ce7482f4|tok_b87973d2d84741eb|tok_550a503eed197cb1|tok_93c480a9e6009429
390,visual_ltr_catalog_reverse,10,8,6,dha,5,0.500000,ra,3,0.375000,ra,3,0.500000,0.275000,0.084000,failed_shape_or_label_null,raw_not_unanimous,H-449|M-17|M-318|M-32|M-70|M-77,tok_0854c8237ad596eb|tok_a088ccb1ff93f17a|tok_edeef2e8d05e7a79|tok_3fae498e046beb74|tok_791722cd26cc5fb3|tok_097eb8bc3c0ee835|tok_d66f4c7ccd3ea8f9|tok_bc78c52971c21611|tok_b2cb4293f800470b|tok_49834c9d497a2556
226,visual_ltr_catalog_reverse,8,4,2,ba,4,0.500000,ṭha,1,0.250000,ṭha,1,0.500000,0.335000,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-70|M-811,tok_813a9018e90fda08|tok_c7a8fb54f1b71041|tok_016f46edbe849a43|tok_07c85dbeb337f2d7|tok_321ee2c2f162ec3f|tok_421ab9186d86cff8|tok_1da2955f70ff1acf|tok_8ba9cf868d091b07
692,visual_ltr_catalog_order,4,3,2,ra,2,0.500000,ṭha,1,0.333333,ṭha,1,0.500000,0.365000,1.000000,failed_shape_or_label_null,raw_not_unanimous,H-665|M-70,tok_6cfad7658dd88d38|tok_69cd7cb99c039f0d|tok_c34f469e3bc15ada|tok_463f87405a0c0d8d
692,visual_ltr_catalog_reverse,4,3,2,ja,2,0.500000,ra,1,0.333333,ra,1,0.500000,0.420000,1.000000,failed_shape_or_label_null,raw_not_unanimous,H-665|M-70,tok_64c941848c4be25e|tok_c58c978793e877c3|tok_dce3fb7a5fc48409|tok_09eef723f9c36c8a
031,visual_ltr_catalog_reverse,2,2,2,ra,1,0.500000,ra,1,0.500000,ra,1,0.500000,0.150000,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-318|M-654,tok_aa4f69d2de4a91c5|tok_acf6ca27a5bf8824
368,visual_ltr_catalog_order,2,2,2,na,1,0.500000,na,1,0.500000,na,1,0.500000,0.217500,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-311|M-654,tok_ac829f51e8f9d130|tok_a3be55dad7078238
368,visual_ltr_catalog_reverse,2,2,2,na,1,0.500000,na,1,0.500000,na,1,0.500000,0.045000,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-311|M-654,tok_c407a3095641bf61|tok_d4f711c85e486f00
032,visual_ltr_catalog_reverse,15,8,4,ra,7,0.466667,ra,4,0.500000,tha,2,0.500000,0.208667,0.086000,failed_shape_or_label_null,raw_not_unanimous,M-240|M-381|M-70|M-811,tok_b481725202dc8655|tok_7ba192a7ea0e28a0|tok_5f690fa13950780b|tok_ac22a24a956e9d3c|tok_16cbe2a635a5ca4a|tok_db5548af223c8dd8|tok_b7775c4fe61b7b83|tok_6e90e3f1a5aba5bc|tok_9d365a94e04256e7|tok_f4eff298e650f4c6|tok_6d75ffd18e99f471|tok_5c6b81753773163a|tok_014f9ccc7f8fa3dc|tok_6703be288686eaf3|tok_c3bf2cae7d9e4595
740,visual_ltr_catalog_order,26,14,9,ra,12,0.461538,ra,7,0.500000,ra,5,0.555556,0.141538,0.074000,failed_shape_or_label_null,raw_not_unanimous,H-158|H-449|H-654|M-1273|M-1310|M-28|M-381|M-527|M-653,tok_c9581fdf0a5e0848|tok_1707f5ac0931de28|tok_d900f3b4ab36b5eb|tok_251650f99d03c919|tok_a672c935a58ef854|tok_3531756192e87294|tok_8bc656fb43f14a0f|tok_66108b34d1b9d1c6|tok_03a15bc144893786|tok_116af33d540ab23b|tok_0b122b300e107f95|tok_de510f0ba2a9b06c|tok_ce3c24c90904e41d|tok_ae8dc0e9ef6868ad|tok_ed12107af8cb6734|tok_30f55b122f592442|tok_30f9a6d9ea02969d|tok_2504eea6b3c09d9e|tok_6b518a65d6edc715|tok_d41f8eae1d570659|tok_83d14cf20f6804b2|tok_63a07d1536d4f77d|tok_943b7e8ab63f0b70|tok_4aef1c1af3dcce58|tok_bd6f820b427dd145|tok_d119f41bcb728720
407,visual_ltr_catalog_reverse,13,7,3,ra,6,0.461538,ra,3,0.428571,ra,2,0.666667,0.221538,0.010000,failed_shape_or_label_null,raw_not_unanimous,H-665|M-1310|M-1458,tok_46cac46babb29392|tok_c312ec428abdecdb|tok_86f9bfe97511450f|tok_caaad3ad566d8f3f|tok_89e013025cc8f050|tok_f2ccfc75c0209be8|tok_e3a4a9c250e6c3d8|tok_c0f1b24f776e919e|tok_f76c745c5f111f6a|tok_549d453ba75f1043|tok_b96e2efb0f26fe8f|tok_f5e00945931b369e|tok_fbb888837d864ebc
002,visual_ltr_catalog_order,23,15,11,ra,10,0.434783,ra,7,0.466667,ra,5,0.454545,0.196304,0.024000,failed_shape_or_label_null,raw_not_unanimous,M-1273|M-17|M-240|M-28|M-311|M-318|M-32|M-381|M-653|M-70|M-77,tok_0e9bc3008aae96c2|tok_fdb86aa4d7d44d95|tok_62153d9ef66001c7|tok_2308d13430ddd80f|tok_88eb55d2eab44ae5|tok_d9819ce577422986|tok_6a264ada97f1af9c|tok_78f7cf90fb520040|tok_662aefe289e7ab43|tok_4e2da54471a865d2|tok_39dab42b2d4b1e43|tok_bae6736d0dc36940|tok_990fb5383d425b81|tok_f48ab35607775ba7|tok_e3f95fed70a2338c|tok_46cc90a21bb8a7d7|tok_50c16218c03bd25f|tok_30310473f572cac0|tok_c6feec22c1bd2400|tok_513a37c377859bcf|tok_2c94b9691f24910c|tok_19fba12c9215c525|tok_7833b899f1ff6756
