manuscript_id,name,date,place,language,dynasty,details_url,table_url
365,Besnagar Garuḍa-Pillar Inscription,-105,Besnagar,Prakrit,Śuṅga,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/365,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/365
192,Deorkothar,-100,Deorkothar,Prakrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/192,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/192
591,Hathigumpha Inscription of Kharavela,-50,Bhubanesvara,Prakrit,Aira,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/591,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/591
50,Maghera-Inschrift. der Rāhogaṇā,59,Mathura,Sanskrit/Prakrit,Kṣatrapa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/50,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/50
525,Andhau Inscription of Caṣṭana,89,Andhau,Prakrit,Kṣatrapa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/525,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/525
161,Kanhiāra Rock-Inscription,90,Kanhiara,Prakrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/161,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/161
481,Nasik inscription of Nahapana,90,Nasik,Sanskrit,Kṣatrapa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/481,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/481
555,Nāsik inscription of Nahapāna,90,Nasik,Prakrit,Kṣatrapa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/555,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/555
672,"Jina pedestal, year 290",105,Mathura,"Sanskrit, Prakrit",Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/672,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/672
103,Nāsik inscription of Siri Puḷumāyi,110,Nasik,Prakrit,Sātavāhana,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/103,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/103
504,Ms Spitzer (SHT 810),130,Kizil,Sanskrit,Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/504,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/504
669,Sarnath Bodhisattva and umbrella,130,Sarnath,"Sanskrit, Prakrit",Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/669,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/669
745,"Andhau Inscription of the time of Rudradāman, B",130,Andhau,Prakrit,Kṣatrapa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/745,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/745
668,Kapardin-Bodhisattva aus dem Kimbell Art Museum,131,Mathura,"Sanskrit, Prakrit",Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/668,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/668
670,"Kapardin bodhisattva, year 20",147,Mathura,"Sanskrit, Prakrit",Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/670,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/670
228,Girdharpur inscription of the year 28,155,Girdharpur,Prakrit,Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/228,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/228
667,"Kapardin-Bodhisattva, Huviṣka-Jahr 31",158,Mathura,"Sanskrit, Prakrit",Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/667,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/667
673,"Ahicchatra kapardin, year 32",159,Ahicchattra,Prakrit,Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/673,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/673
417,Mathura pillar bases,160,Mathura,Sanskrit,Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/417,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/417
386,Sarnath pillar donation of Aśvaghoṣa I,167,Sarnath,Prakrit,Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/386,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/386
446,Naga of the year Huviṣka 40,167,Chargaon,Sanskrit/Prakrit,Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/446,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/446
273,"Tammaneva Rock-Inscription, No. 2",169,Kanadarawa,Simhal. Prakrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/273,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/273
197,Sarnath pillar donation of Aśvaghoṣa II,177,Sarnath,Prakrit,Magha,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/197,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/197
512,Guṇḍa inscription of Ahirapati Rudrabhūti,181,Guṇda,Sanskrit,Kṣatrapa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/512,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/512
475,Tissamaharama-Kirinde,190,Tissamaharama,Prakrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/475,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/475
368,Stone Inscription of the time of king Rudrasena found at the village of Gaḍha,205,Jasdan,Sanskrit,Kṣatrapa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/368,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/368
671,"Kosam inscription, Bhadramagha  year 83",210,Kosam,"Sanskrit, Prakrit",Magha,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/671,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/671
676,"Mathura Buddha, year 93",220,Mathura,"Sanskrit, Prakrit",Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/676,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/676
605,Nandsa Yupa Inscription,226,Nandsa,Sanskrit,Malava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/605,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/605
364,Kanganhalli akharakapaṭa,230,Sannati,Prakrit,Sātavāhana,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/364,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/364
269,Kankali Tila tank dedication,232,Mathura,Sanskrit,Kuṣāṇa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/269,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/269
208,Nāgārjunikoṇḍa inscription of Virapurisadata,246,Nagarjunikonda,Prakrit,Ikṣvāku,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/208,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/208
624,Māligāon pedestal of Jayavarman,285,Kathmandu,Sanskrit,Licchavi,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/624,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/624
584,Hīragaḍagalli copper-plate of Śivaskandavarman,338,Hirahaddagalli,Prakrit,Pallava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/584,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/584
561,Abbottabad insc. of Ṣāphara,352,Abbottabad,Sanskrit,Kadamba,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/561,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/561
110,Bagh Copper-plate of Bhuluṇḍa,370,Bagh,Sanskrit,Valkha,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/110,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/110
569,Bāsim Plates of Vakataka Vindhyaśakti II,397,Washim,"Sanskrit, Prakrit",Vākāṭaka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/569,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/569
183,Śāsanakoṭa Plates of Mādhavavarman,400,Sasanakota,Sanskrit,Gaṅga,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/183,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/183
589,Shorkoṭ Gefäẞinschrift,403,Shorkot,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/589,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/589
532,Bagh Copper-plate of Bhaṭṭāraka,422,Bagh,Sanskrit,Valkha,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/532,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/532
574,Kothuraka Grant of Pravarasena II,424,Nagardhan,Sanskrit,Vākāṭaka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/574,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/574
405,Udayagiri cave inscription,426,Udayagiri-Bhilsa,Sanskrit,Gupta,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/405,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/405
541,Tumain inscription of Kumāragupta I,435,Tumain,Sanskrit,Gupta,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/541,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/541
407,Karamḍāṃḍā Stone-Liṅga Inscription of the Reign of Kumāragupta.,436,Karamdanda (Faizabad),Sanskrit,Gupta,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/407,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/407
41,Viḻavaṭṭi Grant of Pallava Siṃhavarman,446,Vavveru,Sanskrit,Pallava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/41,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/41
286,Mankuwar stone image inscription of  Kumaragupta,448,Mankuvar,Sanskrit,Gupta,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/286,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/286
163,Grant of Kadamba Mṛgeśavarman,452,Halsi,Sanskrit,Kadamba,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/163,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/163
524,Mallohaḽḽi Copper-Plate of Koṅgaṇi II,454,Mallohalli,Sanskrit,Cera,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/524,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/524
58,Bagh Copper-Plate of Nāgabhaṭa,454,Bagh,Sanskrit,Valkha,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/58,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/58
226,Kahaum,460,Kahaum,Sanskrit,Gupta,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/226,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/226
260,Cangu-Narayan inscr. of Manadeva,464,Cāñgu-Nārāyaṇa,Sanskrit,Licchavi,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/260,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/260
134,Indor copper-plate inscription of Skandagupta,466,Indor,Sanskrit,Gupta,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/134,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/134
348,Khoh Plates of the Maharaja Hastin,483,Khoh,Sanskrit,Parivrājaka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/348,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/348
617,Pikira Grant of Simhavarman,485,Nellaturu,Sanskrit,Pallava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/617,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/617
347,Ilāō grant of Dadda II,495,Ilao,Sanskrit,Gurjara,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/347,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/347
681,Copper scroll of the time of Khiṅgila,496,Taloqan,Sanskrit,Hunnen,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/681,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/681
250,Thankot Ādinārāyaṇa Tempelinschrift,506,Thankot,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/250,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/250
361,Bijayagadh stone pillar inscription of Viṣṇuvardhana,506,Bijayagaḍh,Sanskrit,Varika,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/361,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/361
82,Majhgawam copper-plate of Hastin,510,Majhgawam,Sanskrit,Parivrājaka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/82,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/82
539,Palitānā plates of Dhruvasena I,529,Palitana,Sanskrit,Maitraka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/539,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/539
444,Mathura Buddha image of the year 210,530,Mathura,Sanskrit,Gupta,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/444,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/444
80,Mandasaur Inscription of Yaśodharman and Viṣṇuvardhana,533,Mandasaur,Sanskrit,Vardhana,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/80,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/80
194,Grant of Śīlāditya I.,540,Dhank,Sanskrit,Maitraka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/194,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/194
81,Sunāo Kala plates of Saṃgamasiṃha,541,Sunao Kala,Sanskrit,Traikūṭaka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/81,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/81
636,Haraha inscription of the reign of Isanavarman,554,Haraha,Sanskrit,Maukhari,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/636,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/636
140,Sumandala Plates of Dharmarāja,569,Sumandala,Sanskrit,Gupta,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/140,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/140
30,Māliyā plates of the Mahārāja Dharasena II,572,Maliya,Sanskrit,Maitraka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/30,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/30
52,"Inscription of Maṅgaleśa in Cave III, Bādāmi",578,Badami,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/52,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/52
97,Copper-plates of Viṣṇuṣeṇa,592,Vadodara,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/97,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/97
489,Urajām Plates of Indravarman II,595,Urajam,Sanskrit,Gaṅga,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/489,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/489
474,Abhona Plates of Sankaragana,597,Abhona,Sanskrit,Kalacuri,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/474,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/474
106,Khopasi Inscription of Śivadeva,598,Bhatgaon,Sanskrit,Licchavi,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/106,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/106
694,Āraṅg Copper-Plate of Bhīmasena II,601,Arang,Sanskrit,Gupta,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/694,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/694
312,Harigaon Inscription of Amśuvarman,608,Harigaon,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/312,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/312
249,Vaḍner Plates of Buddharāja,610,Vadner,Sanskrit,Kalacuri,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/249,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/249
216,Taukhel Inscription of Amśuvarman,613,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/216,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/216
382,Plates of the Time of Sasankaraja,619,Puri,Sanskrit,Śailodbhava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/382,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/382
544,Banskhera Plate of Harsha,628,Banskhera,Sanskrit,Kanauj,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/544,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/544
184,Andhavaram Plates of Indravarman,630,Srikakulam,Sanskrit,Gaṅga,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/184,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/184
611,Tiwarkheḍ Plates of the Rāṣṭrakūṭa Nannarāja; Śaka 553,631,Betul,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/611,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/611
480,Khiṃgala Śāhi Inscription/Gardez Ganeśa,632,Gardez,Sanskrit,Turk Shahi,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/480,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/480
145,"Aihoḽe Meguṭi-Temple Inscription of Pulikeśin II, Zeile 18",634,Aihole,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/145,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/145
770,Aihoḽe Meguṭi-Temple Inscription of Pulikeṣin II,634,Aihole,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/770,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/770
915,Jehan Zaib Collection MS 1,650,Nihang,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/915,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/915
12,Bagumrā Plates of Allaśakti,656,Bagumra,Sanskrit,Sendraka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/12,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/12
359,Navsārī Plates of Śryāśraya-Śīlāditya,671,Navsari,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/359,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/359
586,Hatun Rock Inscription of Patoladeva,671,Hatun,Sanskrit,Palola Shahi,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/586,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/586
451,Chendalūr plates of Sarvalokāśraya,673,Ongole,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/451,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/451
328,Gadvāl Plates of Vikramāditya I,674,Gadval,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/328,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/328
360,Kupfertafel Set B von Durggaraja,675,Bombay,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/360,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/360
587,Kupfertafel Set A von Durggaraja,675,Bombay,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/587,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/587
910,Gilgit Bronze (Crowned Buddha between Stupas),679,Gilgit,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/910,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/910
189,Mundakheḍe Plates of Jayaśakti,681,Calisgaon,Sanskrit,Sendraka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/189,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/189
56,Jejūrī Plates of Vinayāditya,687,Jejuri,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/56,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/56
