manuscript_id,name,date,place,language,dynasty,details_url,table_url,vocalization,letter_image_id,transliteration,variant_role,table_block_index,image_url
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,108359,a,primary,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/108359.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,23621,a,variant_1,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/23621.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,309,aṃ,variant_2,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/309.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,52100,aṃ,variant_3,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/52100.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,113248,ā,primary,1,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/113248.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,170739,ā,variant_1,1,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/170739.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,48677,i,primary,2,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/48677.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,25518,i,variant_1,2,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/25518.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,155490,u,primary,4,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/155490.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,15575,e,primary,10,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/15575.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,98077,e,variant_1,10,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/98077.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,61723,ka,primary,18,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/61723.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,34342,kaṃ,variant_1,18,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/34342.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,94929,kaṃ,variant_2,18,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/94929.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,42917,ga,primary,20,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/42917.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,163423,ca,primary,23,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/163423.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,144403,ca,variant_1,23,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/144403.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,17030,ca,variant_2,23,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/17030.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,18628,caṃ,variant_3,23,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/18628.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,80497,cha,primary,24,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/80497.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,175302,jaṃ,variant_1,25,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/175302.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,106358,ḍhaṃ,variant_1,31,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/106358.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,156035,ṇa,primary,32,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/156035.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,178769,ṇa,variant_1,32,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/178769.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,54803,ṇaṃ,variant_2,32,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54803.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,156004,ṇaṃ,variant_3,32,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/156004.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,127295,ta,primary,33,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/127295.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,100672,ta,variant_1,33,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/100672.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,60529,dra,variant_1,35,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/60529.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,106599,dha,primary,36,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/106599.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,55185,na,primary,37,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/55185.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,21442,na,variant_1,37,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/21442.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,18992,pa,primary,38,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/18992.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,152578,pa,variant_1,38,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/152578.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,652,pa,variant_2,38,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/652.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,137975,pha,primary,39,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/137975.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,14706,ma,primary,42,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/14706.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,44079,ma,variant_1,42,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/44079.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,20658,ma,variant_2,42,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/20658.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,158766,maṃ,variant_3,42,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/158766.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,27902,ya,primary,43,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/27902.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,86774,ya,variant_1,43,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/86774.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,77478,yaṃ,variant_2,43,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/77478.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,158000,yaṃ,variant_3,43,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/158000.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,36943,ra,primary,44,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/36943.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,84301,ra,variant_1,44,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/84301.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,61130,laṃ,variant_1,45,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/61130.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,103033,va,primary,46,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/103033.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,114021,va,variant_1,46,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/114021.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,129449,vaṃ,variant_2,46,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/129449.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,96443,vaṃ,variant_3,46,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/96443.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,10536,vya,variant_4,46,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/10536.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,66433,sa,primary,49,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/66433.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,128400,sa,variant_1,49,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/128400.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,114837,sa,variant_2,49,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/114837.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,148489,saṃ,variant_3,49,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/148489.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,131294,sva,variant_4,49,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/131294.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,106230,ha,primary,50,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/106230.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,64402,ha,variant_1,50,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/64402.png
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,152393,haṃ,variant_2,50,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/152393.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,172222,a,primary,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/172222.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,133251,aṃ,variant_1,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/133251.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,1326,i,primary,2,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/1326.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,69010,u,primary,4,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/69010.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,124357,ka,primary,18,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/124357.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,87472,ga,primary,20,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/87472.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,78500,ga,variant_1,20,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/78500.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,54584,gha,primary,21,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54584.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,119216,cha,primary,24,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/119216.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,133712,ja,primary,25,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/133712.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,129417,ta,primary,33,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/129417.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,20114,da,primary,35,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/20114.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,175948,dha,primary,36,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/175948.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,49576,na,primary,37,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/49576.png
388,Aśoka MRE Maski,-256,Maski,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/388,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,a,2631,bha,primary,41,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/2631.png
