probe_id,probe_family,rank,distance,brahmi_transliteration,letter_image_id,manuscript_id,manuscript_name,date,place,image_url,local_image_path
indus_local220_H938_source_S010,local_220_source_actual,6,0.549379,na,17255,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/17255.png,data\brahmi\indoskript_letter_images\17255.png
indus_local220_H938_source_S010,local_220_source_actual,7,0.551439,ca,180533,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/180533.png,data\brahmi\indoskript_letter_images\180533.png
indus_local220_H938_source_S010,local_220_source_actual,8,0.551809,na,176655,630,Aśoka MRE Ahraurā,-256,Ahraura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/176655.png,data\brahmi\indoskript_letter_images\176655.png
indus_local220_H938_source_S010,local_220_source_actual,9,0.555883,ca,115151,798,Aśoka MRE Rūpnāth,-256,Rupnath,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/115151.png,data\brahmi\indoskript_letter_images\115151.png
indus_local220_H938_source_S010,local_220_source_actual,10,0.556440,dha,175948,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/175948.png,data\brahmi\indoskript_letter_images\175948.png
indus_local220_H940_source_S011,local_220_source_actual,1,0.476909,ka,124357,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/124357.png,data\brahmi\indoskript_letter_images\124357.png
indus_local220_H940_source_S011,local_220_source_actual,2,0.486041,ka,178625,156,"Aśoka, Barabar Hill  Cave-Inscriptions, 2",-254,Barabar hill,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/178625.png,data\brahmi\indoskript_letter_images\178625.png
indus_local220_H940_source_S011,local_220_source_actual,3,0.487932,tha,7282,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/7282.png,data\brahmi\indoskript_letter_images\7282.png
indus_local220_H940_source_S011,local_220_source_actual,4,0.490551,va,126694,156,"Aśoka, Barabar Hill  Cave-Inscriptions, 2",-254,Barabar hill,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/126694.png,data\brahmi\indoskript_letter_images\126694.png
indus_local220_H940_source_S011,local_220_source_actual,5,0.490558,ka,168719,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/168719.png,data\brahmi\indoskript_letter_images\168719.png
indus_local220_H940_source_S011,local_220_source_actual,6,0.491689,ya,157672,798,Aśoka MRE Rūpnāth,-256,Rupnath,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/157672.png,data\brahmi\indoskript_letter_images\157672.png
indus_local220_H940_source_S011,local_220_source_actual,7,0.498298,sva,131399,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/131399.png,data\brahmi\indoskript_letter_images\131399.png
indus_local220_H940_source_S011,local_220_source_actual,8,0.502913,ya,1637,450,"Aśoka, Barabar Hill  Cave-Inscriptions, 1",-254,Barabar hill,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/1637.png,data\brahmi\indoskript_letter_images\1637.png
indus_local220_H940_source_S011,local_220_source_actual,9,0.507160,ṇa,178769,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/178769.png,data\brahmi\indoskript_letter_images\178769.png
indus_local220_H940_source_S011,local_220_source_actual,10,0.509999,dha,97516,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/97516.png,data\brahmi\indoskript_letter_images\97516.png
indus_local220_H942_source_stress_S012,local_220_stress_actual,1,0.416034,ba,121499,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/121499.png,data\brahmi\indoskript_letter_images\121499.png
indus_local220_H942_source_stress_S012,local_220_stress_actual,2,0.421342,ba,17705,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/17705.png,data\brahmi\indoskript_letter_images\17705.png
indus_local220_H942_source_stress_S012,local_220_stress_actual,3,0.423066,rba,81757,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/81757.png,data\brahmi\indoskript_letter_images\81757.png
indus_local220_H942_source_stress_S012,local_220_stress_actual,4,0.423248,bra,79212,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/79212.png,data\brahmi\indoskript_letter_images\79212.png
indus_local220_H942_source_stress_S012,local_220_stress_actual,5,0.444648,ba,87691,621,"Aśoka, Calcutta-Bairāṭ Rock Inscription",-256,Bairat,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/87691.png,data\brahmi\indoskript_letter_images\87691.png
indus_local220_H942_source_stress_S012,local_220_stress_actual,6,0.444880,ṇa,178769,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/178769.png,data\brahmi\indoskript_letter_images\178769.png
indus_local220_H942_source_stress_S012,local_220_stress_actual,7,0.452847,ba,49257,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/49257.png,data\brahmi\indoskript_letter_images\49257.png
indus_local220_H942_source_stress_S012,local_220_stress_actual,8,0.458545,ṇaṃ,54803,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54803.png,data\brahmi\indoskript_letter_images\54803.png
indus_local220_H942_source_stress_S012,local_220_stress_actual,9,0.469307,tha,7282,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/7282.png,data\brahmi\indoskript_letter_images\7282.png
indus_local220_H942_source_stress_S012,local_220_stress_actual,10,0.476667,tha,74934,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/74934.png,data\brahmi\indoskript_letter_images\74934.png
parpola_sign60_variant_a_S001,parpola_1994_signlist_control,1,0.498294,a,172222,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/172222.png,data\brahmi\indoskript_letter_images\172222.png
parpola_sign60_variant_a_S001,parpola_1994_signlist_control,2,0.498462,na,159832,621,"Aśoka, Calcutta-Bairāṭ Rock Inscription",-256,Bairat,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/159832.png,data\brahmi\indoskript_letter_images\159832.png
parpola_sign60_variant_a_S001,parpola_1994_signlist_control,3,0.500063,na,22414,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/22414.png,data\brahmi\indoskript_letter_images\22414.png
parpola_sign60_variant_a_S001,parpola_1994_signlist_control,4,0.507188,na,176655,630,Aśoka MRE Ahraurā,-256,Ahraura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/176655.png,data\brahmi\indoskript_letter_images\176655.png
parpola_sign60_variant_a_S001,parpola_1994_signlist_control,5,0.510367,a,108359,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/108359.png,data\brahmi\indoskript_letter_images\108359.png
parpola_sign60_variant_a_S001,parpola_1994_signlist_control,6,0.516214,ca,117180,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/117180.png,data\brahmi\indoskript_letter_images\117180.png
parpola_sign60_variant_a_S001,parpola_1994_signlist_control,7,0.516739,na,136138,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/136138.png,data\brahmi\indoskript_letter_images\136138.png
parpola_sign60_variant_a_S001,parpola_1994_signlist_control,8,0.519471,kha,79871,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/79871.png,data\brahmi\indoskript_letter_images\79871.png
parpola_sign60_variant_a_S001,parpola_1994_signlist_control,9,0.519673,ca,157576,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/157576.png,data\brahmi\indoskript_letter_images\157576.png
parpola_sign60_variant_a_S001,parpola_1994_signlist_control,10,0.520010,ṇaṃ,54803,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54803.png,data\brahmi\indoskript_letter_images\54803.png
parpola_sign60_variant_b_S002,parpola_1994_signlist_control,1,0.491168,na,176655,630,Aśoka MRE Ahraurā,-256,Ahraura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/176655.png,data\brahmi\indoskript_letter_images\176655.png
parpola_sign60_variant_b_S002,parpola_1994_signlist_control,2,0.496249,vaṃ,129449,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/129449.png,data\brahmi\indoskript_letter_images\129449.png
parpola_sign60_variant_b_S002,parpola_1994_signlist_control,3,0.501901,na,159832,621,"Aśoka, Calcutta-Bairāṭ Rock Inscription",-256,Bairat,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/159832.png,data\brahmi\indoskript_letter_images\159832.png
parpola_sign60_variant_b_S002,parpola_1994_signlist_control,4,0.503572,va,8271,211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/8271.png,data\brahmi\indoskript_letter_images\8271.png
parpola_sign60_variant_b_S002,parpola_1994_signlist_control,5,0.504950,kha,79871,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/79871.png,data\brahmi\indoskript_letter_images\79871.png
parpola_sign60_variant_b_S002,parpola_1994_signlist_control,6,0.510325,ṇa,178769,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/178769.png,data\brahmi\indoskript_letter_images\178769.png
parpola_sign60_variant_b_S002,parpola_1994_signlist_control,7,0.514805,na,49576,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/49576.png,data\brahmi\indoskript_letter_images\49576.png
parpola_sign60_variant_b_S002,parpola_1994_signlist_control,8,0.515136,ṇa,156035,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/156035.png,data\brahmi\indoskript_letter_images\156035.png
parpola_sign60_variant_b_S002,parpola_1994_signlist_control,9,0.515469,kha,59640,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/59640.png,data\brahmi\indoskript_letter_images\59640.png
parpola_sign60_variant_b_S002,parpola_1994_signlist_control,10,0.518613,ca,157576,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/157576.png,data\brahmi\indoskript_letter_images\157576.png
parpola_sign57_control_S003,parpola_1994_signlist_control,1,0.618726,u,88163,621,"Aśoka, Calcutta-Bairāṭ Rock Inscription",-256,Bairat,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/88163.png,data\brahmi\indoskript_letter_images\88163.png
parpola_sign57_control_S003,parpola_1994_signlist_control,2,0.640467,na,128789,211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/128789.png,data\brahmi\indoskript_letter_images\128789.png
parpola_sign57_control_S003,parpola_1994_signlist_control,3,0.645074,gha,126923,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/126923.png,data\brahmi\indoskript_letter_images\126923.png
parpola_sign57_control_S003,parpola_1994_signlist_control,4,0.647807,ṇa,77674,211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/77674.png,data\brahmi\indoskript_letter_images\77674.png
parpola_sign57_control_S003,parpola_1994_signlist_control,5,0.648176,la,101209,630,Aśoka MRE Ahraurā,-256,Ahraura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/101209.png,data\brahmi\indoskript_letter_images\101209.png
parpola_sign57_control_S003,parpola_1994_signlist_control,6,0.653299,la,8373,156,"Aśoka, Barabar Hill  Cave-Inscriptions, 2",-254,Barabar hill,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/8373.png,data\brahmi\indoskript_letter_images\8373.png
parpola_sign57_control_S003,parpola_1994_signlist_control,7,0.658046,sa,55221,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/55221.png,data\brahmi\indoskript_letter_images\55221.png
parpola_sign57_control_S003,parpola_1994_signlist_control,8,0.658286,pha,84531,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/84531.png,data\brahmi\indoskript_letter_images\84531.png
parpola_sign57_control_S003,parpola_1994_signlist_control,9,0.660875,a,95955,621,"Aśoka, Calcutta-Bairāṭ Rock Inscription",-256,Bairat,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/95955.png,data\brahmi\indoskript_letter_images\95955.png
parpola_sign57_control_S003,parpola_1994_signlist_control,10,0.660909,la,131620,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/131620.png,data\brahmi\indoskript_letter_images\131620.png
parpola_sign58_control_S004,parpola_1994_signlist_control,1,0.532427,la,8373,156,"Aśoka, Barabar Hill  Cave-Inscriptions, 2",-254,Barabar hill,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/8373.png,data\brahmi\indoskript_letter_images\8373.png
parpola_sign58_control_S004,parpola_1994_signlist_control,2,0.540047,la,87728,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/87728.png,data\brahmi\indoskript_letter_images\87728.png
parpola_sign58_control_S004,parpola_1994_signlist_control,3,0.558815,ṇa,178769,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/178769.png,data\brahmi\indoskript_letter_images\178769.png
parpola_sign58_control_S004,parpola_1994_signlist_control,4,0.558830,a,90977,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/90977.png,data\brahmi\indoskript_letter_images\90977.png
parpola_sign58_control_S004,parpola_1994_signlist_control,5,0.564779,la,131620,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/131620.png,data\brahmi\indoskript_letter_images\131620.png
parpola_sign58_control_S004,parpola_1994_signlist_control,6,0.567341,la,146986,798,Aśoka MRE Rūpnāth,-256,Rupnath,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/146986.png,data\brahmi\indoskript_letter_images\146986.png
parpola_sign58_control_S004,parpola_1994_signlist_control,7,0.572296,a,95955,621,"Aśoka, Calcutta-Bairāṭ Rock Inscription",-256,Bairat,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/95955.png,data\brahmi\indoskript_letter_images\95955.png
parpola_sign58_control_S004,parpola_1994_signlist_control,8,0.577623,ṇa,77674,211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/77674.png,data\brahmi\indoskript_letter_images\77674.png
parpola_sign58_control_S004,parpola_1994_signlist_control,9,0.581456,ma,154357,621,"Aśoka, Calcutta-Bairāṭ Rock Inscription",-256,Bairat,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/154357.png,data\brahmi\indoskript_letter_images\154357.png
parpola_sign58_control_S004,parpola_1994_signlist_control,10,0.584103,kha,66339,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/66339.png,data\brahmi\indoskript_letter_images\66339.png
parpola_sign59_control_S005,parpola_1994_signlist_control,1,0.382892,na,55185,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/55185.png,data\brahmi\indoskript_letter_images\55185.png
parpola_sign59_control_S005,parpola_1994_signlist_control,2,0.392362,ya,7960,156,"Aśoka, Barabar Hill  Cave-Inscriptions, 2",-254,Barabar hill,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/7960.png,data\brahmi\indoskript_letter_images\7960.png
parpola_sign59_control_S005,parpola_1994_signlist_control,3,0.394512,na,22414,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/22414.png,data\brahmi\indoskript_letter_images\22414.png
parpola_sign59_control_S005,parpola_1994_signlist_control,4,0.409619,ya,138495,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/138495.png,data\brahmi\indoskript_letter_images\138495.png
parpola_sign59_control_S005,parpola_1994_signlist_control,5,0.410736,na,136138,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/136138.png,data\brahmi\indoskript_letter_images\136138.png
parpola_sign59_control_S005,parpola_1994_signlist_control,6,0.424381,ya,150296,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/150296.png,data\brahmi\indoskript_letter_images\150296.png
parpola_sign59_control_S005,parpola_1994_signlist_control,7,0.431718,na,155807,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/155807.png,data\brahmi\indoskript_letter_images\155807.png
parpola_sign59_control_S005,parpola_1994_signlist_control,8,0.433883,ya,1637,450,"Aśoka, Barabar Hill  Cave-Inscriptions, 1",-254,Barabar hill,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/1637.png,data\brahmi\indoskript_letter_images\1637.png
parpola_sign59_control_S005,parpola_1994_signlist_control,9,0.439774,va,114021,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/114021.png,data\brahmi\indoskript_letter_images\114021.png
parpola_sign59_control_S005,parpola_1994_signlist_control,10,0.443033,ta,98308,211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/98308.png,data\brahmi\indoskript_letter_images\98308.png
parpola_sign66_control_S006,parpola_1994_signlist_control,1,0.482667,u,73300,798,Aśoka MRE Rūpnāth,-256,Rupnath,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/73300.png,data\brahmi\indoskript_letter_images\73300.png
parpola_sign66_control_S006,parpola_1994_signlist_control,2,0.515449,u,157531,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/157531.png,data\brahmi\indoskript_letter_images\157531.png
parpola_sign66_control_S006,parpola_1994_signlist_control,3,0.538093,u,69010,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/69010.png,data\brahmi\indoskript_letter_images\69010.png
parpola_sign66_control_S006,parpola_1994_signlist_control,4,0.550938,pa,71491,156,"Aśoka, Barabar Hill  Cave-Inscriptions, 2",-254,Barabar hill,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/71491.png,data\brahmi\indoskript_letter_images\71491.png
parpola_sign66_control_S006,parpola_1994_signlist_control,5,0.555913,ṭa,145913,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/145913.png,data\brahmi\indoskript_letter_images\145913.png
parpola_sign66_control_S006,parpola_1994_signlist_control,6,0.556166,u,64095,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/64095.png,data\brahmi\indoskript_letter_images\64095.png
parpola_sign66_control_S006,parpola_1994_signlist_control,7,0.571790,pa,17001,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/17001.png,data\brahmi\indoskript_letter_images\17001.png
parpola_sign66_control_S006,parpola_1994_signlist_control,8,0.575230,ja,81214,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/81214.png,data\brahmi\indoskript_letter_images\81214.png
parpola_sign66_control_S006,parpola_1994_signlist_control,9,0.579188,ja,133712,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/133712.png,data\brahmi\indoskript_letter_images\133712.png
parpola_sign66_control_S006,parpola_1994_signlist_control,10,0.579750,vaṃ,129449,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/129449.png,data\brahmi\indoskript_letter_images\129449.png
parpola_sign70_variant_a_S007,parpola_1994_signlist_control,1,0.477126,ṇa,58846,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/58846.png,data\brahmi\indoskript_letter_images\58846.png
parpola_sign70_variant_a_S007,parpola_1994_signlist_control,2,0.504418,ṇaṃ,54803,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54803.png,data\brahmi\indoskript_letter_images\54803.png
parpola_sign70_variant_a_S007,parpola_1994_signlist_control,3,0.516780,ṇa,178769,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/178769.png,data\brahmi\indoskript_letter_images\178769.png
parpola_sign70_variant_a_S007,parpola_1994_signlist_control,4,0.519059,u,157531,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/157531.png,data\brahmi\indoskript_letter_images\157531.png
parpola_sign70_variant_a_S007,parpola_1994_signlist_control,5,0.532377,u,64095,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/64095.png,data\brahmi\indoskript_letter_images\64095.png
parpola_sign70_variant_a_S007,parpola_1994_signlist_control,6,0.532628,o,71483,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/71483.png,data\brahmi\indoskript_letter_images\71483.png
parpola_sign70_variant_a_S007,parpola_1994_signlist_control,7,0.532819,ja,12350,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/12350.png,data\brahmi\indoskript_letter_images\12350.png
parpola_sign70_variant_a_S007,parpola_1994_signlist_control,8,0.539173,na,17255,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/17255.png,data\brahmi\indoskript_letter_images\17255.png
parpola_sign70_variant_a_S007,parpola_1994_signlist_control,9,0.551063,u,73300,798,Aśoka MRE Rūpnāth,-256,Rupnath,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/73300.png,data\brahmi\indoskript_letter_images\73300.png
parpola_sign70_variant_a_S007,parpola_1994_signlist_control,10,0.552971,na,55185,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/55185.png,data\brahmi\indoskript_letter_images\55185.png
parpola_sign70_variant_b_S008,parpola_1994_signlist_control,1,0.440472,u,157531,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/157531.png,data\brahmi\indoskript_letter_images\157531.png
