family_id,iteration,observed_modal_count,null_modal_count,null_ge_observed
family_cecfb60b5ab600bf,49,12,11,False
family_5cd70f0dc1f6da3d,0,12,6,False
family_5cd70f0dc1f6da3d,1,12,6,False
family_5cd70f0dc1f6da3d,2,12,6,False
family_5cd70f0dc1f6da3d,3,12,6,False
family_5cd70f0dc1f6da3d,4,12,6,False
family_5cd70f0dc1f6da3d,5,12,6,False
family_5cd70f0dc1f6da3d,6,12,6,False
family_5cd70f0dc1f6da3d,7,12,6,False
family_5cd70f0dc1f6da3d,8,12,6,False
family_5cd70f0dc1f6da3d,9,12,6,False
family_5cd70f0dc1f6da3d,10,12,6,False
family_5cd70f0dc1f6da3d,11,12,6,False
family_5cd70f0dc1f6da3d,12,12,6,False
family_5cd70f0dc1f6da3d,13,12,6,False
family_5cd70f0dc1f6da3d,14,12,6,False
family_5cd70f0dc1f6da3d,15,12,6,False
family_5cd70f0dc1f6da3d,16,12,6,False
family_5cd70f0dc1f6da3d,17,12,6,False
family_5cd70f0dc1f6da3d,18,12,6,False
family_5cd70f0dc1f6da3d,19,12,6,False
family_5cd70f0dc1f6da3d,20,12,6,False
family_5cd70f0dc1f6da3d,21,12,6,False
family_5cd70f0dc1f6da3d,22,12,6,False
family_5cd70f0dc1f6da3d,23,12,6,False
family_5cd70f0dc1f6da3d,24,12,6,False
family_5cd70f0dc1f6da3d,25,12,6,False
family_5cd70f0dc1f6da3d,26,12,6,False
family_5cd70f0dc1f6da3d,27,12,6,False
family_5cd70f0dc1f6da3d,28,12,6,False
family_5cd70f0dc1f6da3d,29,12,6,False
family_5cd70f0dc1f6da3d,30,12,6,False
family_5cd70f0dc1f6da3d,31,12,6,False
family_5cd70f0dc1f6da3d,32,12,6,False
family_5cd70f0dc1f6da3d,33,12,6,False
family_5cd70f0dc1f6da3d,34,12,6,False
family_5cd70f0dc1f6da3d,35,12,6,False
family_5cd70f0dc1f6da3d,36,12,6,False
family_5cd70f0dc1f6da3d,37,12,6,False
family_5cd70f0dc1f6da3d,38,12,6,False
family_5cd70f0dc1f6da3d,39,12,6,False
family_5cd70f0dc1f6da3d,40,12,6,False
family_5cd70f0dc1f6da3d,41,12,6,False
family_5cd70f0dc1f6da3d,42,12,6,False
family_5cd70f0dc1f6da3d,43,12,6,False
family_5cd70f0dc1f6da3d,44,12,6,False
family_5cd70f0dc1f6da3d,45,12,6,False
family_5cd70f0dc1f6da3d,46,12,6,False
family_5cd70f0dc1f6da3d,47,12,6,False
family_5cd70f0dc1f6da3d,48,12,8,False
family_5cd70f0dc1f6da3d,49,12,6,False
family_db09a2b94e4dc7a7,0,11,5,False
family_db09a2b94e4dc7a7,1,11,5,False
family_db09a2b94e4dc7a7,2,11,5,False
family_db09a2b94e4dc7a7,3,11,5,False
family_db09a2b94e4dc7a7,4,11,5,False
family_db09a2b94e4dc7a7,5,11,5,False
family_db09a2b94e4dc7a7,6,11,5,False
family_db09a2b94e4dc7a7,7,11,5,False
family_db09a2b94e4dc7a7,8,11,5,False
family_db09a2b94e4dc7a7,9,11,5,False
family_db09a2b94e4dc7a7,10,11,5,False
family_db09a2b94e4dc7a7,11,11,5,False
family_db09a2b94e4dc7a7,12,11,5,False
family_db09a2b94e4dc7a7,13,11,5,False
family_db09a2b94e4dc7a7,14,11,5,False
family_db09a2b94e4dc7a7,15,11,5,False
family_db09a2b94e4dc7a7,16,11,6,False
family_db09a2b94e4dc7a7,17,11,5,False
family_db09a2b94e4dc7a7,18,11,5,False
family_db09a2b94e4dc7a7,19,11,5,False
family_db09a2b94e4dc7a7,20,11,5,False
family_db09a2b94e4dc7a7,21,11,5,False
family_db09a2b94e4dc7a7,22,11,5,False
family_db09a2b94e4dc7a7,23,11,5,False
family_db09a2b94e4dc7a7,24,11,5,False
family_db09a2b94e4dc7a7,25,11,5,False
family_db09a2b94e4dc7a7,26,11,5,False
family_db09a2b94e4dc7a7,27,11,5,False
family_db09a2b94e4dc7a7,28,11,5,False
family_db09a2b94e4dc7a7,29,11,5,False
family_db09a2b94e4dc7a7,30,11,5,False
family_db09a2b94e4dc7a7,31,11,5,False
family_db09a2b94e4dc7a7,32,11,5,False
family_db09a2b94e4dc7a7,33,11,5,False
family_db09a2b94e4dc7a7,34,11,5,False
family_db09a2b94e4dc7a7,35,11,5,False
family_db09a2b94e4dc7a7,36,11,5,False
family_db09a2b94e4dc7a7,37,11,5,False
family_db09a2b94e4dc7a7,38,11,5,False
family_db09a2b94e4dc7a7,39,11,5,False
family_db09a2b94e4dc7a7,40,11,5,False
family_db09a2b94e4dc7a7,41,11,5,False
family_db09a2b94e4dc7a7,42,11,5,False
family_db09a2b94e4dc7a7,43,11,5,False
family_db09a2b94e4dc7a7,44,11,5,False
family_db09a2b94e4dc7a7,45,11,5,False
family_db09a2b94e4dc7a7,46,11,5,False
family_db09a2b94e4dc7a7,47,11,5,False
family_db09a2b94e4dc7a7,48,11,5,False
family_db09a2b94e4dc7a7,49,11,5,False
family_09b488de3627f5e0,0,10,5,False
family_09b488de3627f5e0,1,10,6,False
family_09b488de3627f5e0,2,10,9,False
family_09b488de3627f5e0,3,10,5,False
family_09b488de3627f5e0,4,10,5,False
family_09b488de3627f5e0,5,10,10,True
family_09b488de3627f5e0,6,10,5,False
family_09b488de3627f5e0,7,10,5,False
family_09b488de3627f5e0,8,10,5,False
family_09b488de3627f5e0,9,10,5,False
family_09b488de3627f5e0,10,10,5,False
family_09b488de3627f5e0,11,10,5,False
family_09b488de3627f5e0,12,10,6,False
family_09b488de3627f5e0,13,10,5,False
family_09b488de3627f5e0,14,10,5,False
family_09b488de3627f5e0,15,10,6,False
family_09b488de3627f5e0,16,10,5,False
family_09b488de3627f5e0,17,10,5,False
family_09b488de3627f5e0,18,10,6,False
family_09b488de3627f5e0,19,10,7,False
family_09b488de3627f5e0,20,10,7,False
family_09b488de3627f5e0,21,10,5,False
family_09b488de3627f5e0,22,10,10,True
family_09b488de3627f5e0,23,10,5,False
family_09b488de3627f5e0,24,10,5,False
family_09b488de3627f5e0,25,10,8,False
family_09b488de3627f5e0,26,10,5,False
family_09b488de3627f5e0,27,10,7,False
family_09b488de3627f5e0,28,10,6,False
family_09b488de3627f5e0,29,10,6,False
family_09b488de3627f5e0,30,10,5,False
family_09b488de3627f5e0,31,10,5,False
family_09b488de3627f5e0,32,10,7,False
family_09b488de3627f5e0,33,10,5,False
family_09b488de3627f5e0,34,10,5,False
family_09b488de3627f5e0,35,10,5,False
family_09b488de3627f5e0,36,10,5,False
family_09b488de3627f5e0,37,10,5,False
family_09b488de3627f5e0,38,10,7,False
family_09b488de3627f5e0,39,10,5,False
family_09b488de3627f5e0,40,10,8,False
family_09b488de3627f5e0,41,10,5,False
family_09b488de3627f5e0,42,10,5,False
family_09b488de3627f5e0,43,10,5,False
family_09b488de3627f5e0,44,10,6,False
family_09b488de3627f5e0,45,10,5,False
family_09b488de3627f5e0,46,10,5,False
family_09b488de3627f5e0,47,10,5,False
family_09b488de3627f5e0,48,10,5,False
family_09b488de3627f5e0,49,10,5,False
family_b53d1e2baa4e80bf,0,10,4,False
family_b53d1e2baa4e80bf,1,10,4,False
family_b53d1e2baa4e80bf,2,10,4,False
family_b53d1e2baa4e80bf,3,10,4,False
family_b53d1e2baa4e80bf,4,10,4,False
family_b53d1e2baa4e80bf,5,10,4,False
family_b53d1e2baa4e80bf,6,10,4,False
family_b53d1e2baa4e80bf,7,10,4,False
family_b53d1e2baa4e80bf,8,10,4,False
family_b53d1e2baa4e80bf,9,10,4,False
family_b53d1e2baa4e80bf,10,10,4,False
family_b53d1e2baa4e80bf,11,10,4,False
family_b53d1e2baa4e80bf,12,10,4,False
family_b53d1e2baa4e80bf,13,10,6,False
family_b53d1e2baa4e80bf,14,10,4,False
family_b53d1e2baa4e80bf,15,10,4,False
family_b53d1e2baa4e80bf,16,10,6,False
family_b53d1e2baa4e80bf,17,10,4,False
family_b53d1e2baa4e80bf,18,10,4,False
family_b53d1e2baa4e80bf,19,10,5,False
family_b53d1e2baa4e80bf,20,10,4,False
family_b53d1e2baa4e80bf,21,10,4,False
family_b53d1e2baa4e80bf,22,10,4,False
family_b53d1e2baa4e80bf,23,10,4,False
family_b53d1e2baa4e80bf,24,10,4,False
family_b53d1e2baa4e80bf,25,10,7,False
family_b53d1e2baa4e80bf,26,10,4,False
family_b53d1e2baa4e80bf,27,10,4,False
family_b53d1e2baa4e80bf,28,10,4,False
family_b53d1e2baa4e80bf,29,10,5,False
family_b53d1e2baa4e80bf,30,10,4,False
family_b53d1e2baa4e80bf,31,10,4,False
family_b53d1e2baa4e80bf,32,10,6,False
family_b53d1e2baa4e80bf,33,10,4,False
family_b53d1e2baa4e80bf,34,10,4,False
family_b53d1e2baa4e80bf,35,10,4,False
family_b53d1e2baa4e80bf,36,10,4,False
family_b53d1e2baa4e80bf,37,10,4,False
family_b53d1e2baa4e80bf,38,10,4,False
family_b53d1e2baa4e80bf,39,10,4,False
family_b53d1e2baa4e80bf,40,10,4,False
family_b53d1e2baa4e80bf,41,10,4,False
family_b53d1e2baa4e80bf,42,10,4,False
family_b53d1e2baa4e80bf,43,10,6,False
family_b53d1e2baa4e80bf,44,10,4,False
family_b53d1e2baa4e80bf,45,10,4,False
family_b53d1e2baa4e80bf,46,10,4,False
family_b53d1e2baa4e80bf,47,10,4,False
family_b53d1e2baa4e80bf,48,10,4,False
family_b53d1e2baa4e80bf,49,10,5,False
family_209fa42e8a52324d,0,9,6,False
family_209fa42e8a52324d,1,9,11,True
family_209fa42e8a52324d,2,9,6,False
family_209fa42e8a52324d,3,9,6,False
family_209fa42e8a52324d,4,9,6,False
family_209fa42e8a52324d,5,9,7,False
family_209fa42e8a52324d,6,9,6,False
family_209fa42e8a52324d,7,9,8,False
family_209fa42e8a52324d,8,9,6,False
family_209fa42e8a52324d,9,9,7,False
family_209fa42e8a52324d,10,9,6,False
family_209fa42e8a52324d,11,9,6,False
family_209fa42e8a52324d,12,9,6,False
family_209fa42e8a52324d,13,9,6,False
family_209fa42e8a52324d,14,9,6,False
family_209fa42e8a52324d,15,9,6,False
family_209fa42e8a52324d,16,9,6,False
family_209fa42e8a52324d,17,9,6,False
family_209fa42e8a52324d,18,9,10,True
family_209fa42e8a52324d,19,9,6,False
family_209fa42e8a52324d,20,9,6,False
family_209fa42e8a52324d,21,9,9,True
family_209fa42e8a52324d,22,9,6,False
family_209fa42e8a52324d,23,9,9,True
family_209fa42e8a52324d,24,9,6,False
family_209fa42e8a52324d,25,9,6,False
family_209fa42e8a52324d,26,9,6,False
family_209fa42e8a52324d,27,9,6,False
family_209fa42e8a52324d,28,9,6,False
family_209fa42e8a52324d,29,9,12,True
family_209fa42e8a52324d,30,9,6,False
family_209fa42e8a52324d,31,9,9,True
family_209fa42e8a52324d,32,9,6,False
family_209fa42e8a52324d,33,9,6,False
family_209fa42e8a52324d,34,9,6,False
family_209fa42e8a52324d,35,9,7,False
family_209fa42e8a52324d,36,9,6,False
family_209fa42e8a52324d,37,9,8,False
family_209fa42e8a52324d,38,9,6,False
family_209fa42e8a52324d,39,9,6,False
family_209fa42e8a52324d,40,9,6,False
family_209fa42e8a52324d,41,9,6,False
family_209fa42e8a52324d,42,9,6,False
family_209fa42e8a52324d,43,9,6,False
family_209fa42e8a52324d,44,9,6,False
family_209fa42e8a52324d,45,9,6,False
family_209fa42e8a52324d,46,9,6,False
family_209fa42e8a52324d,47,9,6,False
family_209fa42e8a52324d,48,9,6,False
family_209fa42e8a52324d,49,9,6,False
family_939e936b60695b22,0,9,3,False
family_939e936b60695b22,1,9,3,False
family_939e936b60695b22,2,9,3,False
family_939e936b60695b22,3,9,3,False
family_939e936b60695b22,4,9,3,False
family_939e936b60695b22,5,9,5,False
family_939e936b60695b22,6,9,3,False
family_939e936b60695b22,7,9,5,False
family_939e936b60695b22,8,9,3,False
family_939e936b60695b22,9,9,3,False
family_939e936b60695b22,10,9,3,False
family_939e936b60695b22,11,9,3,False
family_939e936b60695b22,12,9,3,False
family_939e936b60695b22,13,9,3,False
family_939e936b60695b22,14,9,3,False
family_939e936b60695b22,15,9,3,False
family_939e936b60695b22,16,9,3,False
family_939e936b60695b22,17,9,4,False
family_939e936b60695b22,18,9,3,False
family_939e936b60695b22,19,9,5,False
family_939e936b60695b22,20,9,3,False
family_939e936b60695b22,21,9,3,False
family_939e936b60695b22,22,9,3,False
family_939e936b60695b22,23,9,3,False
family_939e936b60695b22,24,9,3,False
family_939e936b60695b22,25,9,3,False
family_939e936b60695b22,26,9,3,False
family_939e936b60695b22,27,9,3,False
family_939e936b60695b22,28,9,3,False
family_939e936b60695b22,29,9,5,False
family_939e936b60695b22,30,9,3,False
family_939e936b60695b22,31,9,3,False
family_939e936b60695b22,32,9,3,False
family_939e936b60695b22,33,9,5,False
family_939e936b60695b22,34,9,4,False
family_939e936b60695b22,35,9,3,False
family_939e936b60695b22,36,9,3,False
family_939e936b60695b22,37,9,3,False
family_939e936b60695b22,38,9,4,False
family_939e936b60695b22,39,9,3,False
family_939e936b60695b22,40,9,3,False
family_939e936b60695b22,41,9,3,False
family_939e936b60695b22,42,9,3,False
family_939e936b60695b22,43,9,3,False
family_939e936b60695b22,44,9,3,False
family_939e936b60695b22,45,9,5,False
family_939e936b60695b22,46,9,3,False
family_939e936b60695b22,47,9,3,False
family_939e936b60695b22,48,9,3,False
family_939e936b60695b22,49,9,4,False
family_fb5fcb0474b90ebe,0,8,4,False
family_fb5fcb0474b90ebe,1,8,4,False
family_fb5fcb0474b90ebe,2,8,4,False
family_fb5fcb0474b90ebe,3,8,4,False
family_fb5fcb0474b90ebe,4,8,4,False
family_fb5fcb0474b90ebe,5,8,4,False
family_fb5fcb0474b90ebe,6,8,4,False
family_fb5fcb0474b90ebe,7,8,4,False
family_fb5fcb0474b90ebe,8,8,4,False
family_fb5fcb0474b90ebe,9,8,4,False
family_fb5fcb0474b90ebe,10,8,4,False
family_fb5fcb0474b90ebe,11,8,4,False
family_fb5fcb0474b90ebe,12,8,4,False
family_fb5fcb0474b90ebe,13,8,4,False
family_fb5fcb0474b90ebe,14,8,4,False
family_fb5fcb0474b90ebe,15,8,4,False
family_fb5fcb0474b90ebe,16,8,4,False
family_fb5fcb0474b90ebe,17,8,4,False
family_fb5fcb0474b90ebe,18,8,4,False
family_fb5fcb0474b90ebe,19,8,4,False
family_fb5fcb0474b90ebe,20,8,6,False
family_fb5fcb0474b90ebe,21,8,4,False
family_fb5fcb0474b90ebe,22,8,4,False
family_fb5fcb0474b90ebe,23,8,4,False
family_fb5fcb0474b90ebe,24,8,4,False
family_fb5fcb0474b90ebe,25,8,4,False
family_fb5fcb0474b90ebe,26,8,4,False
family_fb5fcb0474b90ebe,27,8,4,False
family_fb5fcb0474b90ebe,28,8,4,False
family_fb5fcb0474b90ebe,29,8,4,False
family_fb5fcb0474b90ebe,30,8,4,False
family_fb5fcb0474b90ebe,31,8,4,False
family_fb5fcb0474b90ebe,32,8,5,False
family_fb5fcb0474b90ebe,33,8,6,False
family_fb5fcb0474b90ebe,34,8,4,False
family_fb5fcb0474b90ebe,35,8,4,False
family_fb5fcb0474b90ebe,36,8,4,False
family_fb5fcb0474b90ebe,37,8,4,False
family_fb5fcb0474b90ebe,38,8,4,False
family_fb5fcb0474b90ebe,39,8,4,False
family_fb5fcb0474b90ebe,40,8,6,False
family_fb5fcb0474b90ebe,41,8,4,False
family_fb5fcb0474b90ebe,42,8,4,False
family_fb5fcb0474b90ebe,43,8,6,False
family_fb5fcb0474b90ebe,44,8,4,False
family_fb5fcb0474b90ebe,45,8,4,False
family_fb5fcb0474b90ebe,46,8,4,False
family_fb5fcb0474b90ebe,47,8,4,False
family_fb5fcb0474b90ebe,48,8,4,False
family_fb5fcb0474b90ebe,49,8,4,False
family_ad343fac174d3671,0,7,7,True
family_ad343fac174d3671,1,7,6,False
family_ad343fac174d3671,2,7,6,False
family_ad343fac174d3671,3,7,6,False
family_ad343fac174d3671,4,7,6,False
family_ad343fac174d3671,5,7,6,False
family_ad343fac174d3671,6,7,6,False
family_ad343fac174d3671,7,7,6,False
family_ad343fac174d3671,8,7,6,False
family_ad343fac174d3671,9,7,6,False
family_ad343fac174d3671,10,7,6,False
family_ad343fac174d3671,11,7,6,False
family_ad343fac174d3671,12,7,6,False
family_ad343fac174d3671,13,7,6,False
family_ad343fac174d3671,14,7,6,False
family_ad343fac174d3671,15,7,6,False
family_ad343fac174d3671,16,7,6,False
family_ad343fac174d3671,17,7,6,False
family_ad343fac174d3671,18,7,7,True
family_ad343fac174d3671,19,7,6,False
family_ad343fac174d3671,20,7,6,False
family_ad343fac174d3671,21,7,6,False
family_ad343fac174d3671,22,7,6,False
family_ad343fac174d3671,23,7,6,False
family_ad343fac174d3671,24,7,6,False
family_ad343fac174d3671,25,7,6,False
family_ad343fac174d3671,26,7,7,True
family_ad343fac174d3671,27,7,6,False
family_ad343fac174d3671,28,7,6,False
family_ad343fac174d3671,29,7,6,False
family_ad343fac174d3671,30,7,6,False
family_ad343fac174d3671,31,7,6,False
family_ad343fac174d3671,32,7,7,True
family_ad343fac174d3671,33,7,6,False
family_ad343fac174d3671,34,7,6,False
family_ad343fac174d3671,35,7,6,False
family_ad343fac174d3671,36,7,6,False
family_ad343fac174d3671,37,7,6,False
family_ad343fac174d3671,38,7,6,False
family_ad343fac174d3671,39,7,6,False
family_ad343fac174d3671,40,7,6,False
family_ad343fac174d3671,41,7,6,False
family_ad343fac174d3671,42,7,6,False
family_ad343fac174d3671,43,7,6,False
family_ad343fac174d3671,44,7,6,False
family_ad343fac174d3671,45,7,6,False
family_ad343fac174d3671,46,7,6,False
family_ad343fac174d3671,47,7,6,False
family_ad343fac174d3671,48,7,6,False
family_ad343fac174d3671,49,7,7,True
family_0ec695b29dc2ff24,0,7,5,False
family_0ec695b29dc2ff24,1,7,5,False
family_0ec695b29dc2ff24,2,7,5,False
family_0ec695b29dc2ff24,3,7,5,False
family_0ec695b29dc2ff24,4,7,5,False
family_0ec695b29dc2ff24,5,7,5,False
family_0ec695b29dc2ff24,6,7,5,False
family_0ec695b29dc2ff24,7,7,5,False
family_0ec695b29dc2ff24,8,7,5,False
family_0ec695b29dc2ff24,9,7,5,False
family_0ec695b29dc2ff24,10,7,5,False
family_0ec695b29dc2ff24,11,7,5,False
family_0ec695b29dc2ff24,12,7,5,False
family_0ec695b29dc2ff24,13,7,5,False
family_0ec695b29dc2ff24,14,7,5,False
family_0ec695b29dc2ff24,15,7,5,False
family_0ec695b29dc2ff24,16,7,5,False
family_0ec695b29dc2ff24,17,7,5,False
family_0ec695b29dc2ff24,18,7,5,False
family_0ec695b29dc2ff24,19,7,5,False
family_0ec695b29dc2ff24,20,7,5,False
family_0ec695b29dc2ff24,21,7,5,False
family_0ec695b29dc2ff24,22,7,6,False
family_0ec695b29dc2ff24,23,7,5,False
family_0ec695b29dc2ff24,24,7,5,False
family_0ec695b29dc2ff24,25,7,5,False
family_0ec695b29dc2ff24,26,7,5,False
family_0ec695b29dc2ff24,27,7,5,False
family_0ec695b29dc2ff24,28,7,5,False
family_0ec695b29dc2ff24,29,7,5,False
family_0ec695b29dc2ff24,30,7,6,False
family_0ec695b29dc2ff24,31,7,6,False
family_0ec695b29dc2ff24,32,7,5,False
family_0ec695b29dc2ff24,33,7,5,False
family_0ec695b29dc2ff24,34,7,5,False
family_0ec695b29dc2ff24,35,7,5,False
family_0ec695b29dc2ff24,36,7,5,False
family_0ec695b29dc2ff24,37,7,5,False
family_0ec695b29dc2ff24,38,7,5,False
family_0ec695b29dc2ff24,39,7,5,False
family_0ec695b29dc2ff24,40,7,5,False
family_0ec695b29dc2ff24,41,7,5,False
family_0ec695b29dc2ff24,42,7,5,False
family_0ec695b29dc2ff24,43,7,5,False
family_0ec695b29dc2ff24,44,7,5,False
family_0ec695b29dc2ff24,45,7,5,False
family_0ec695b29dc2ff24,46,7,5,False
family_0ec695b29dc2ff24,47,7,5,False
family_0ec695b29dc2ff24,48,7,6,False
family_0ec695b29dc2ff24,49,7,5,False
family_ce09e71fd89712dc,0,7,6,False
family_ce09e71fd89712dc,1,7,6,False
family_ce09e71fd89712dc,2,7,6,False
family_ce09e71fd89712dc,3,7,6,False
family_ce09e71fd89712dc,4,7,6,False
family_ce09e71fd89712dc,5,7,6,False
family_ce09e71fd89712dc,6,7,6,False
family_ce09e71fd89712dc,7,7,6,False
family_ce09e71fd89712dc,8,7,6,False
family_ce09e71fd89712dc,9,7,6,False
family_ce09e71fd89712dc,10,7,6,False
family_ce09e71fd89712dc,11,7,6,False
family_ce09e71fd89712dc,12,7,6,False
family_ce09e71fd89712dc,13,7,6,False
family_ce09e71fd89712dc,14,7,6,False
family_ce09e71fd89712dc,15,7,6,False
family_ce09e71fd89712dc,16,7,6,False
family_ce09e71fd89712dc,17,7,6,False
family_ce09e71fd89712dc,18,7,6,False
family_ce09e71fd89712dc,19,7,6,False
family_ce09e71fd89712dc,20,7,6,False
family_ce09e71fd89712dc,21,7,6,False
family_ce09e71fd89712dc,22,7,6,False
family_ce09e71fd89712dc,23,7,6,False
family_ce09e71fd89712dc,24,7,6,False
family_ce09e71fd89712dc,25,7,6,False
family_ce09e71fd89712dc,26,7,6,False
family_ce09e71fd89712dc,27,7,6,False
family_ce09e71fd89712dc,28,7,6,False
family_ce09e71fd89712dc,29,7,6,False
family_ce09e71fd89712dc,30,7,6,False
family_ce09e71fd89712dc,31,7,6,False
family_ce09e71fd89712dc,32,7,6,False
family_ce09e71fd89712dc,33,7,6,False
family_ce09e71fd89712dc,34,7,6,False
family_ce09e71fd89712dc,35,7,6,False
family_ce09e71fd89712dc,36,7,6,False
family_ce09e71fd89712dc,37,7,6,False
family_ce09e71fd89712dc,38,7,6,False
family_ce09e71fd89712dc,39,7,6,False
family_ce09e71fd89712dc,40,7,6,False
family_ce09e71fd89712dc,41,7,6,False
family_ce09e71fd89712dc,42,7,6,False
family_ce09e71fd89712dc,43,7,6,False
family_ce09e71fd89712dc,44,7,6,False
family_ce09e71fd89712dc,45,7,6,False
family_ce09e71fd89712dc,46,7,6,False
family_ce09e71fd89712dc,47,7,6,False
family_ce09e71fd89712dc,48,7,6,False
family_ce09e71fd89712dc,49,7,6,False
family_a8f35f222c3b23c2,0,6,9,True
family_a8f35f222c3b23c2,1,6,6,True
family_a8f35f222c3b23c2,2,6,6,True
family_a8f35f222c3b23c2,3,6,6,True
family_a8f35f222c3b23c2,4,6,6,True
family_a8f35f222c3b23c2,5,6,6,True
family_a8f35f222c3b23c2,6,6,6,True
family_a8f35f222c3b23c2,7,6,6,True
family_a8f35f222c3b23c2,8,6,6,True
family_a8f35f222c3b23c2,9,6,6,True
family_a8f35f222c3b23c2,10,6,6,True
family_a8f35f222c3b23c2,11,6,6,True
family_a8f35f222c3b23c2,12,6,6,True
family_a8f35f222c3b23c2,13,6,6,True
family_a8f35f222c3b23c2,14,6,6,True
family_a8f35f222c3b23c2,15,6,6,True
family_a8f35f222c3b23c2,16,6,6,True
family_a8f35f222c3b23c2,17,6,6,True
family_a8f35f222c3b23c2,18,6,7,True
family_a8f35f222c3b23c2,19,6,6,True
family_a8f35f222c3b23c2,20,6,6,True
family_a8f35f222c3b23c2,21,6,6,True
family_a8f35f222c3b23c2,22,6,6,True
family_a8f35f222c3b23c2,23,6,6,True
family_a8f35f222c3b23c2,24,6,7,True
family_a8f35f222c3b23c2,25,6,6,True
family_a8f35f222c3b23c2,26,6,6,True
family_a8f35f222c3b23c2,27,6,6,True
family_a8f35f222c3b23c2,28,6,9,True
family_a8f35f222c3b23c2,29,6,7,True
family_a8f35f222c3b23c2,30,6,6,True
family_a8f35f222c3b23c2,31,6,6,True
family_a8f35f222c3b23c2,32,6,6,True
family_a8f35f222c3b23c2,33,6,6,True
family_a8f35f222c3b23c2,34,6,7,True
family_a8f35f222c3b23c2,35,6,6,True
family_a8f35f222c3b23c2,36,6,6,True
family_a8f35f222c3b23c2,37,6,6,True
family_a8f35f222c3b23c2,38,6,6,True
family_a8f35f222c3b23c2,39,6,11,True
family_a8f35f222c3b23c2,40,6,6,True
family_a8f35f222c3b23c2,41,6,6,True
family_a8f35f222c3b23c2,42,6,6,True
family_a8f35f222c3b23c2,43,6,6,True
family_a8f35f222c3b23c2,44,6,6,True
family_a8f35f222c3b23c2,45,6,11,True
family_a8f35f222c3b23c2,46,6,11,True
family_a8f35f222c3b23c2,47,6,6,True
family_a8f35f222c3b23c2,48,6,6,True
family_a8f35f222c3b23c2,49,6,9,True
family_b1d5c2c582fa3398,0,6,6,True
family_b1d5c2c582fa3398,1,6,8,True
family_b1d5c2c582fa3398,2,6,6,True
family_b1d5c2c582fa3398,3,6,6,True
family_b1d5c2c582fa3398,4,6,6,True
family_b1d5c2c582fa3398,5,6,6,True
family_b1d5c2c582fa3398,6,6,6,True
family_b1d5c2c582fa3398,7,6,6,True
family_b1d5c2c582fa3398,8,6,6,True
family_b1d5c2c582fa3398,9,6,6,True
family_b1d5c2c582fa3398,10,6,6,True
family_b1d5c2c582fa3398,11,6,6,True
family_b1d5c2c582fa3398,12,6,6,True
family_b1d5c2c582fa3398,13,6,7,True
family_b1d5c2c582fa3398,14,6,6,True
family_b1d5c2c582fa3398,15,6,6,True
family_b1d5c2c582fa3398,16,6,6,True
family_b1d5c2c582fa3398,17,6,6,True
family_b1d5c2c582fa3398,18,6,6,True
family_b1d5c2c582fa3398,19,6,6,True
family_b1d5c2c582fa3398,20,6,6,True
