family_id,sign_id,orientation_policy,token_id,iteration,modal_brahmi_label,nearest_label,nearest_distance,modal_distance,observed_family_mean_modal_distance,modal_distance_le_observed_mean
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_1707f5ac0931de28,14,ra,ra,0.593942,0.593942,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_1707f5ac0931de28,15,ra,ra,0.578129,0.578129,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_1707f5ac0931de28,16,ra,ra,0.616647,0.616647,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_1707f5ac0931de28,17,ra,ca,0.820560,0.854641,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_1707f5ac0931de28,18,ra,ka,0.522763,0.587239,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_1707f5ac0931de28,19,ra,ā,0.699258,0.894718,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,0,ra,ta,0.344864,0.422504,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,1,ra,kha,0.466596,0.772775,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,2,ra,ta,0.279055,0.665563,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,3,ra,ḍa,0.276403,0.579139,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,4,ra,aṃ,0.378650,0.646858,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,5,ra,ca,0.315309,0.660371,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,6,ra,ra,0.269139,0.269139,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,7,ra,ra,0.233208,0.233208,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,8,ra,o,0.403052,0.518426,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,9,ra,ta,0.533625,0.540255,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,10,ra,ḍa,0.359900,0.658008,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,11,ra,la,0.399220,0.736991,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,12,ra,ra,0.292146,0.292146,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,13,ra,tra,0.336719,0.456943,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,14,ra,sa,0.327145,0.372798,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,15,ra,u,0.288375,0.743253,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,16,ra,kha,0.425847,0.740189,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,17,ra,ḍaṃ,0.448937,0.694953,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,18,ra,sa,0.218343,0.335972,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_d900f3b4ab36b5eb,19,ra,ra,0.282051,0.282051,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,0,ra,ā,0.346229,0.536853,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,1,ra,na,0.195027,0.195642,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,2,ra,ta,0.285079,0.676263,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,3,ra,ḍa,0.229280,0.535060,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,4,ra,ra,0.231374,0.231374,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,5,ra,ta,0.330381,0.384190,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,6,ra,ka,0.181099,0.268036,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,7,ra,ra,0.206454,0.206454,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,8,ra,ḍa,0.351681,0.646476,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,9,ra,va,0.416059,0.508952,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,10,ra,sa,0.473861,0.771824,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,11,ra,pra,0.364603,0.428416,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,12,ra,u,0.475646,0.730341,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,13,ra,u,0.212765,0.542582,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,14,ra,a,0.395296,0.485014,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,15,ra,a,0.236163,0.323493,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,16,ra,ra,0.200765,0.200765,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,17,ra,ḍa,0.239949,0.524509,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,18,ra,ra,0.177063,0.177063,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_251650f99d03c919,19,ra,ra,0.247065,0.247065,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,0,ra,cha,0.252424,0.376313,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,1,ra,o,0.260215,0.462135,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,2,ra,aṃ,0.288793,0.638409,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,3,ra,ca,0.350245,0.576779,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,4,ra,ca,0.271272,0.341204,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,5,ra,ca,0.201255,0.576856,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,6,ra,ta,0.248845,0.499901,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,7,ra,bha,0.209236,0.526328,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,8,ra,o,0.231287,0.394877,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,9,ra,bha,0.338426,0.785339,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,10,ra,na,0.392534,0.625576,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,11,ra,ḍa,0.348531,0.482800,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,12,ra,o,0.221413,0.436294,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,13,ra,la,0.199095,0.385351,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,14,ra,o,0.252804,0.403077,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,15,ra,bha,0.242349,0.479857,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,16,ra,tha,0.278441,0.576298,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,17,ra,u,0.240097,0.451084,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,18,ra,o,0.278171,0.432389,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_a672c935a58ef854,19,ra,ca,0.211097,0.410820,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,0,ra,ḍa,0.205923,0.565023,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,1,ra,kha,0.391669,0.522093,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,2,ra,ta,0.519122,0.559161,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,3,ra,ḍa,0.317320,0.576612,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,4,ra,ḍa,0.367813,0.593963,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,5,ra,ra,0.554986,0.554986,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,6,ra,ra,0.226576,0.226576,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,7,ra,o,0.265405,0.398142,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,8,ra,pa,0.252355,0.293131,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,9,ra,ḍa,0.380853,0.660820,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,10,ra,u,0.267388,0.396733,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,11,ra,ta,0.322921,0.435143,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,12,ra,aṃ,0.475616,0.686296,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,13,ra,ja,0.544396,0.652544,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,14,ra,ṭa,0.302524,0.697511,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,15,ra,ka,0.258431,0.300267,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,16,ra,ta,0.371158,0.567578,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,17,ra,tra,0.380569,0.456153,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,18,ra,aṃ,0.487193,0.698927,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_3531756192e87294,19,ra,ra,0.332309,0.332309,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,0,ra,o,0.361687,0.522216,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,1,ra,ja,0.419673,0.479651,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,2,ra,ga,0.540727,0.822394,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,3,ra,kha,0.452335,0.590734,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,4,ra,o,0.455333,0.613137,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,5,ra,o,0.391094,0.676009,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,6,ra,o,0.564626,0.692606,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,7,ra,o,0.328552,0.561917,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,8,ra,aṃ,0.385115,0.584809,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,9,ra,ja,0.540616,0.669756,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,10,ra,ja,0.294426,0.431275,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,11,ra,a,0.233386,0.379405,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,12,ra,khaṃ,0.408152,0.607916,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,13,ra,o,0.299745,0.524648,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,14,ra,pta,0.393234,0.641366,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,15,ra,gaṃ,0.693800,0.933699,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,16,ra,i,0.460803,0.687746,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,17,ra,ca,0.387038,0.523826,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,18,ra,ḍa,0.342970,0.687090,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_8bc656fb43f14a0f,19,ra,ta,0.329714,0.415414,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,0,ra,u,0.214279,0.392693,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,1,ra,ṭa,0.234257,0.515943,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,2,ra,ṭha,0.314307,0.593398,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,3,ra,ṭa,0.288141,0.546627,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,4,ra,i,0.210391,0.432777,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,5,ra,naṃ,0.200301,0.478138,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,6,ra,i,0.227252,0.493241,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,7,ra,kha,0.262463,0.371685,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,8,ra,ṭa,0.206996,0.476547,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,9,ra,ja,0.228243,0.405159,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,10,ra,o,0.166125,0.279707,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,11,ra,u,0.249082,0.589088,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,12,ra,tha,0.239542,0.525407,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,13,ra,u,0.281462,0.610290,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,14,ra,tha,0.218678,0.565071,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,15,ra,tha,0.203580,0.555899,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,16,ra,pa,0.231463,0.483763,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,17,ra,tha,0.261909,0.607333,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,18,ra,ṭa,0.197200,0.476845,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_66108b34d1b9d1c6,19,ra,tha,0.134432,0.526524,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,0,ra,ra,0.164065,0.164065,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,1,ra,sva,0.592316,0.721132,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,2,ra,ra,0.218458,0.218458,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,3,ra,ḍa,0.270202,0.615935,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,4,ra,ta,0.277093,0.354545,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,5,ra,khya,0.354303,0.399537,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,6,ra,bha,0.523021,0.711422,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,7,ra,va,0.438782,0.455007,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,8,ra,sa,0.333441,0.438059,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,9,ra,ḍa,0.313163,0.540448,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,10,ra,aṃ,0.549770,0.698941,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,11,ra,ca,0.338359,0.521688,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,12,ra,u,0.373213,0.430158,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,13,ra,ra,0.498015,0.498015,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,14,ra,ra,0.266124,0.266124,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,15,ra,da,0.542160,0.793711,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,16,ra,u,0.350786,0.623520,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,17,ra,ra,0.283042,0.283042,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,18,ra,u,0.290808,0.518148,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_03a15bc144893786,19,ra,va,0.283072,0.350076,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,0,ra,i,0.214951,0.483422,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,1,ra,ta,0.216902,0.326784,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,2,ra,u,0.234917,0.411099,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,3,ra,ṣa,0.192178,0.386596,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,4,ra,a,0.371345,0.708989,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,5,ra,dha,0.183879,0.349056,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,6,ra,ca,0.217607,0.435681,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,7,ra,u,0.216287,0.470140,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,8,ra,sa,0.213901,0.531970,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,9,ra,ḍa,0.231538,0.466786,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,10,ra,ca,0.169931,0.394814,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,11,ra,ā,0.296059,0.526609,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,12,ra,aṃ,0.240012,0.609978,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,13,ra,a,0.300776,0.682591,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,14,ra,dha,0.221984,0.367379,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,15,ra,ca,0.220209,0.364785,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,16,ra,a,0.289871,0.447971,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,17,ra,ga,0.342724,0.545207,0.398727,False
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,18,ra,ḍa,0.166820,0.386649,0.398727,True
family_cecfb60b5ab600bf,740,visual_ltr_catalog_order,tok_116af33d540ab23b,19,ra,va,0.159780,0.338501,0.398727,True
